alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
6.68,27.8,4,67,0.0,0.0,3.955,15.028
14.414,113.9,4,69,0.0,0.0821,-8.35,14.852
14.414,115.9,4,68,0.0,0.1563,-29.795,14.844
11.426,115.9,4,65,0.0,0.2431,-52.646,14.844
-3.164,105.4,4,61,0.0,0.327,-76.201,14.864
-22.852,92.2,0,0,0.0,0.3945,-102.92,14.888
-42.187,26.8,0,0,0.0,0.4798,-122.607,15.028
-46.055,26.4,0,0,0.0,0.5656,-134.561,15.028
-38.32,27.9,0,0,0.0,0.6523,-132.451,15.024
-10.723,27.9,0,0,0.0,0.7416,-131.396,15.024
5.273,27.1,0,0,0.0,0.8099,-118.213,15.024
-0.527,27.6,0,0,0.0,0.9002,-99.404,15.032
-14.59,27.2,0,0,0.0,0.9655,-77.256,15.024
-25.137,27.2,0,0,0.0,1.0293,-57.393,15.024
-21.094,27.1,0,0,0.0,1.0966,-42.803,15.024
6.68,27.2,0,0,0.0,1.1734,-28.037,15.032
1.055,27.2,0,0,0.0,1.3271,-14.854,15.032
-17.578,26.9,0,0,0.0,1.3978,5.186,15.028
-24.258,27.3,0,0,0.0,1.4876,18.545,15.028
-2.461,27.2,0,0,0.0,1.5774,19.6,15.028
4.219,26.8,0,0,0.0,1.6921,23.291,15.028
-10.898,27.9,0,0,0.0,1.7754,36.826,15.028
-23.027,26.9,0,0,0.0,1.8731,46.318,15.028
-18.633,24.8,0,0,0.0,1.9628,47.021,15.024
-6.328,24.8,0,0,0.0,2.0337,43.33,15.024
0.703,24.6,0,0,0.0,2.1146,42.803,15.02
-12.656,26.5,0,0,0.0,2.1977,50.889,15.028
-19.687,27.9,0,0,0.0,2.3104,54.229,15.024
-6.855,27.3,0,0,0.0,2.4271,47.373,15.028
-3.867,26.5,0,0,0.0,2.5252,45.615,15.032
-13.184,27.2,0,0,0.0,2.621,49.131,15.028
-18.281,27.0,0,0,0.0,2.7067,50.01,15.028
-12.656,26.5,0,0,0.0,2.8005,45.791,15.024
-6.328,26.6,0,0,0.0,2.8923,41.748,15.028
-7.559,27.4,0,0,0.0,2.965,41.748,15.028
-13.008,27.4,0,0,0.0,3.0478,43.506,15.028
-15.996,27.1,0,0,0.0,3.1136,44.033,15.028
-13.008,26.5,0,0,0.0,3.2133,41.748,15.024
-9.492,27.1,0,0,0.0,3.2794,39.639,15.028
-8.789,27.1,0,0,0.0,3.3462,39.463,15.028
-11.426,26.4,0,0,0.0,3.4304,40.869,15.028
-13.359,28.0,0,0,0.0,3.5081,41.572,15.024
-12.305,26.9,0,0,0.0,3.5805,41.045,15.028
-10.547,27.2,0,0,0.0,3.6792,40.693,15.028
-10.195,26.6,0,0,0.0,3.7766,40.869,15.024
-10.723,26.6,0,0,0.0,3.8464,41.396,15.024
-11.25,26.8,0,0,0.0,3.9242,41.396,15.028
-11.777,26.9,0,0,0.0,3.997,41.396,15.028
-11.953,29.3,0,0,0.0,4.0918,41.396,15.016
-11.777,29.3,0,0,0.0,4.1645,41.396,15.016
-11.074,27.5,0,0,0.0,4.248,41.396,15.028
-10.898,27.5,0,0,0.0,4.3418,41.396,15.028
-11.074,28.4,0,0,0.0,4.4505,41.396,15.024
-11.777,26.7,0,0,0.0,4.5757,41.396,15.024
-11.777,27.7,0,0,0.0,4.6524,41.396,15.028
-11.777,27.7,0,0,0.0,4.7494,41.396,15.028
-11.25,27.2,0,0,0.0,4.8282,41.396,15.028
-10.898,27.0,0,0,0.0,4.8989,41.396,15.032
-10.898,27.1,0,0,0.0,4.9787,41.396,15.032
-11.602,27.1,0,0,0.0,5.0704,41.396,15.032
