alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
-11.777,27.1,0,0,0.0,5.1913,41.396,15.032
-11.777,27.1,0,0,0.0,5.2596,41.396,15.032
-11.426,26.9,0,0,0.0,5.3294,41.396,15.032
-11.074,26.6,0,0,0.0,5.4182,41.396,15.028
-10.898,27.4,0,0,0.0,5.509,41.396,15.028
-11.074,26.8,0,0,0.0,5.5758,41.396,15.032
-11.25,26.8,0,0,0.0,5.6496,41.396,15.032
-11.602,27.2,0,0,0.0,5.7154,41.396,15.028
-11.602,27.2,0,0,0.0,5.7913,41.396,15.032
-11.426,27.3,0,0,0.0,5.9238,41.396,15.032
-11.074,27.4,0,0,0.0,6.0016,41.396,15.024
-11.074,27.1,0,0,0.0,6.0885,41.396,15.032
-11.074,26.9,0,0,0.0,6.1704,41.396,15.028
-11.426,26.9,0,0,0.0,6.238,41.396,15.028
-11.602,27.5,0,0,0.0,6.3253,41.396,15.02
-11.602,27.0,0,0,0.0,6.4081,41.396,15.028
-11.426,27.0,0,0,0.0,6.491,41.396,15.028
-11.25,27.0,0,0,0.0,6.5717,41.396,15.028
-11.074,26.9,0,0,0.0,6.6375,41.396,15.024
-11.25,27.0,0,0,0.0,6.7281,41.396,15.028
-11.426,27.5,0,0,0.0,6.8065,41.396,15.02
-11.602,27.0,0,0,0.0,6.8879,41.396,15.028
-11.602,27.0,0,0,0.0,6.9587,41.396,15.028
-11.426,27.0,0,0,0.0,7.0265,41.396,15.032
-11.25,27.3,0,0,0.0,7.1184,41.396,15.028
-11.25,26.9,0,0,0.0,7.2787,41.396,15.028
-11.25,26.9,0,0,0.0,7.3566,41.396,15.028
-11.426,26.8,0,0,0.0,7.435,41.396,15.028
-11.426,27.3,0,0,0.0,7.5139,41.396,15.028
-11.25,26.7,0,0,0.0,7.6066,41.396,15.028
-11.25,26.7,0,0,0.0,7.7365,41.396,15.028
-11.25,26.9,0,0,0.0,7.8257,41.396,15.032
-11.426,26.9,0,0,0.0,7.9404,41.396,15.032
-11.426,27.2,0,0,0.0,8.0282,41.396,15.028
-11.426,26.7,0,0,0.0,8.1374,41.396,15.032
-11.25,25.8,0,0,0.0,8.2277,41.396,15.028
-11.25,26.5,0,0,0.0,8.3384,41.396,15.028
-11.25,27.0,0,0,0.0,8.4582,41.396,15.032
-11.25,27.0,0,0,0.0,8.5592,41.396,15.028
-11.25,26.7,0,0,0.0,8.649,41.396,15.028
-11.25,26.7,0,0,0.0,8.7453,41.396,15.028
-11.25,27.2,0,0,0.0,8.8401,41.396,15.024
-11.25,26.8,0,0,0.0,8.9407,41.396,15.028
-11.25,27.2,0,0,0.0,9.0136,41.396,15.028
-11.25,27.2,0,0,0.0,9.0953,41.396,15.028
-11.25,27.1,0,0,0.0,9.2074,41.396,15.024
-11.426,27.2,0,0,0.0,9.2954,41.396,15.028
-11.426,27.2,0,0,0.0,9.3713,41.396,15.028
-11.25,27.2,0,0,0.0,9.459,41.396,15.028
-11.25,27.3,0,0,0.0,9.5408,41.396,15.028
-11.25,26.7,0,0,0.0,9.6116,41.396,15.028
-11.426,26.9,0,0,0.0,9.6874,41.396,15.028
-11.426,28.2,0,0,0.0,9.7645,41.396,15.024
-11.426,26.9,0,0,0.0,9.9101,41.396,15.028
-11.426,26.9,0,0,0.0,9.9879,41.396,15.028
