alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
-23.379,27.0,0,0,0.0,7.8391,71.104,15.024
-23.555,27.1,0,0,0.0,7.91,71.104,15.024
-23.73,30.5,0,0,0.0,7.9838,71.104,15.004
-23.73,26.9,0,0,0.0,8.1285,71.104,15.028
-23.555,27.1,0,0,0.0,8.2057,71.104,15.032
-23.379,27.6,0,0,0.0,8.2935,71.104,15.024
-23.379,27.1,0,0,0.0,8.3947,71.104,15.024
-23.555,27.5,0,0,0.0,8.4835,71.104,15.024
-23.73,27.0,0,0,0.0,8.5683,71.104,15.028
-23.73,27.3,0,0,0.0,8.6776,71.104,15.028
-23.555,27.1,0,0,0.0,8.7502,71.104,15.024
-23.555,27.1,0,0,0.0,8.8465,71.104,15.024
-23.555,27.0,0,0,0.0,8.9223,71.104,15.028
-23.555,26.9,0,0,0.0,9.009,71.104,15.028
-23.555,27.1,0,0,0.0,9.1034,71.104,15.028
-23.555,26.8,0,0,0.0,9.1692,71.104,15.028
-23.555,27.1,0,0,0.0,9.2639,71.104,15.028
-23.555,27.0,0,0,0.0,9.3956,71.104,15.028
-23.555,27.2,0,0,0.0,9.4743,71.104,15.028
-23.555,27.2,0,0,0.0,9.5391,71.104,15.024
-23.555,26.8,0,0,0.0,9.6279,71.104,15.024
-23.555,27.3,0,0,0.0,9.7182,71.104,15.028
-23.555,27.1,0,0,0.0,9.7912,71.104,15.028
-23.555,26.0,0,0,0.0,9.8929,71.104,15.028
-23.555,26.8,0,0,0.0,9.9808,71.104,15.028
