alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
365.273,27.9,7,30,0.0,0.0,-6.24,15.024
378.633,46.8,7,53,0.0,0.107,-17.666,14.984
381.445,30.0,7,-3,0.0,0.1838,-24.521,15.016
381.445,71.3,7,-58,0.0,0.266,-20.303,14.956
371.074,26.8,7,0,0.0,0.3329,-11.338,15.032
384.434,34.3,7,-76,0.0,0.4336,-18.018,15.016
383.027,77.8,7,-55,0.0,0.5314,-9.053,14.92
384.082,37.7,7,-5,0.0,0.6618,8.877,15.008
386.016,43.0,7,47,0.0,0.7516,16.436,14.996
386.191,43.0,7,24,0.0,0.8343,19.424,14.996
383.73,40.8,7,44,0.0,0.9131,19.6,15.004
380.918,57.3,7,32,0.0,1.0288,13.623,14.972
377.93,48.9,7,13,0.0,1.1216,7.119,14.984
375.117,23.8,7,-3,0.0,1.2303,0.615,15.032
375.82,30.2,7,-11,0.0,1.322,-4.834,15.028
377.754,26.8,7,-7,0.0,1.3933,-8.525,15.028
378.105,28.6,7,-21,0.0,1.4757,-9.932,15.028
376.699,26.9,7,11,0.0,1.552,-8.877,15.036
378.281,26.6,7,0,0.0,1.6706,-8.525,15.032
379.863,27.3,7,-22,0.0,1.7594,-7.998,15.028
379.16,27.3,7,-7,0.0,1.8402,-5.889,15.028
377.402,26.7,7,0,0.0,1.9349,-2.373,15.028
378.281,28.4,7,-2,0.0,2.0087,-0.791,15.028
380.215,27.2,7,-10,0.0,2.0885,0.439,15.032
380.039,33.8,7,0,0.0,2.1788,2.549,15.016
378.457,27.2,7,3,0.0,2.2633,5.01,15.032
378.281,27.2,7,21,0.0,2.3377,6.416,15.032
379.863,25.3,7,-1,0.0,2.4139,6.592,15.028
380.391,26.7,7,2,0.0,2.4976,6.943,15.032
379.336,27.6,7,7,0.0,2.578,7.471,15.032
378.633,26.7,7,9,0.0,2.6548,7.646,15.02
378.457,27.4,7,12,0.0,2.8238,7.471,15.024
378.809,27.8,7,9,0.0,2.9095,7.471,15.028
379.336,23.8,7,7,0.0,3.0282,7.471,15.032
379.16,27.3,7,9,0.0,3.1547,7.471,15.028
378.809,27.3,7,10,0.0,3.2378,7.471,15.028
378.457,28.8,7,13,0.0,3.3185,7.471,15.032
