alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
378.633,28.8,7,11,0.0,3.4397,7.471,15.032
378.984,27.2,7,9,0.0,3.534,7.471,15.028
379.336,26.9,7,8,0.0,3.6208,7.471,15.036
379.16,26.9,7,9,0.0,3.7055,7.471,15.032
378.809,27.1,7,11,0.0,3.8028,7.471,15.032
378.633,26.8,7,12,0.0,3.9065,7.471,15.028
378.633,27.6,7,10,0.0,3.9739,7.471,15.028
378.984,26.9,7,9,0.0,4.106,7.471,15.028
379.16,26.9,7,8,0.0,4.2028,7.471,15.032
379.16,27.0,7,8,0.0,4.2765,7.471,15.032
378.984,27.0,7,10,0.0,4.3583,7.471,15.032
378.633,26.8,7,12,0.0,4.4401,7.471,15.032
378.633,27.9,7,11,0.0,4.5229,7.471,15.024
378.809,27.4,7,11,0.0,4.6135,7.471,15.028
378.984,27.2,7,9,0.0,4.6933,7.471,15.032
379.16,27.1,7,8,0.0,4.7758,7.471,15.032
379.16,27.1,7,8,0.0,4.8459,7.471,15.032
378.984,26.6,7,9,0.0,4.9328,7.471,15.032
378.633,27.5,7,10,0.0,5.0085,7.471,15.028
378.633,27.8,7,11,0.0,5.1247,7.471,15.032
378.984,27.1,7,9,0.0,5.2353,7.471,15.028
378.984,26.9,7,9,0.0,5.4724,7.471,15.032
378.809,27.9,7,10,0.0,5.5671,7.471,15.028
378.809,27.9,7,10,0.0,5.6709,7.471,15.028
378.809,27.1,7,10,0.0,5.7458,7.471,15.028
378.984,28.1,7,8,0.0,5.8385,7.471,15.028
378.984,27.2,7,9,0.0,5.9144,7.471,15.032
378.984,27.6,7,9,0.0,6.0006,7.471,15.028
378.984,27.2,7,9,0.0,6.0849,7.471,15.028
378.809,24.3,7,10,0.0,6.1767,7.471,15.024
378.809,24.3,7,10,0.0,6.2634,7.471,15.024
378.984,28.3,7,8,0.0,6.3556,7.471,15.02
378.984,27.5,7,9,0.0,6.4424,7.471,15.032
378.984,22.5,7,9,0.0,6.5306,7.471,15.028
378.984,26.1,7,9,0.0,6.6109,7.471,15.008
378.984,27.4,7,9,0.0,6.6787,7.471,15.032
378.984,27.2,7,9,0.0,6.7818,7.471,15.032
378.984,27.2,7,9,0.0,6.8738,7.471,15.032
378.984,22.6,7,9,0.0,6.9686,7.471,15.032
378.984,27.3,7,9,0.0,7.0555,7.471,15.032
378.984,26.9,7,9,0.0,7.1382,7.471,15.032
378.984,27.7,7,9,0.0,7.2177,7.471,15.028
378.984,26.4,7,9,0.0,7.4193,7.471,15.024
378.984,26.6,7,9,0.0,7.5021,7.471,15.032
378.984,26.6,7,9,0.0,7.5844,7.471,15.032
378.984,26.9,7,9,0.0,7.6751,7.471,15.028
378.984,26.9,7,9,0.0,7.7739,7.471,15.028
378.984,26.9,7,9,0.0,7.8944,7.471,15.028
378.984,27.4,7,9,0.0,7.9702,7.471,15.02
378.984,24.3,7,9,0.0,8.049,7.471,15.028
378.984,27.5,7,9,0.0,8.1295,7.471,15.028
378.984,27.0,7,9,0.0,8.2294,7.471,15.032
378.984,27.5,7,9,0.0,8.3192,7.471,15.032
378.984,27.5,7,9,0.0,8.408,7.471,15.032
378.984,27.2,7,9,0.0,8.4878,7.471,15.032
378.984,27.3,7,9,0.0,8.5725,7.471,15.032
378.984,27.3,7,9,0.0,8.6479,7.471,15.032
378.984,27.1,7,9,0.0,8.7337,7.471,15.032
378.984,27.3,7,9,0.0,8.8381,7.471,15.028
378.984,26.9,7,9,0.0,8.9279,7.471,15.032
378.984,27.2,7,9,0.0,9.0354,7.471,15.028
378.984,27.2,7,9,0.0,9.1366,7.471,15.028
378.984,27.2,7,9,0.0,9.2982,7.471,15.028
378.984,26.6,7,9,0.0,9.387,7.471,15.032
378.984,27.8,7,9,0.0,9.4618,7.471,15.028
378.984,27.6,7,9,0.0,9.5645,7.471,15.028
378.984,26.8,7,9,0.0,9.6488,7.471,15.032
378.984,27.0,7,9,0.0,9.7426,7.471,15.032
378.984,27.0,7,9,0.0,9.8267,7.471,15.032
378.984,26.9,7,9,0.0,9.9006,7.471,15.032
378.984,27.5,7,9,0.0,9.9754,7.471,15.032
