alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
-62.051,26.9,5,0,0.0,0.0,-11.514,15.04
-74.355,26.0,5,-59,0.0,0.0729,-3.252,15.032
-86.836,85.6,5,-59,0.0,0.1588,10.107,14.904
-83.145,85.9,5,58,0.0,0.2335,26.807,14.9
-44.824,95.4,5,59,0.0,0.3322,20.303,14.884
-21.094,100.5,5,59,0.0,0.415,12.393,14.872
-35.684,87.9,5,-59,0.0,0.5188,10.986,14.9
-113.73,82.7,5,-57,0.0,0.5965,42.627,14.908
-124.102,81.6,5,-55,0.0,0.7173,50.186,14.908
-101.426,81.6,5,56,0.0,0.7926,51.24,14.908
-40.43,86.9,5,58,0.0,0.8585,28.389,14.9
0.352,94.7,5,59,0.0,0.9323,15.908,14.884
-30.059,96.3,5,-59,0.0,1.026,7.646,14.88
-104.59,83.7,5,-58,0.0,1.1619,35.42,14.908
-155.039,83.4,5,-56,0.0,1.2346,47.549,14.908
-126.211,81.6,5,56,0.0,1.3544,51.943,14.912
-47.461,87.0,5,59,0.0,1.4422,24.346,14.904
32.344,96.2,5,59,0.0,1.5323,3.428,14.884
32.344,97.7,5,-59,0.0,1.6372,-7.471,14.88
29.355,87.9,5,-59,0.0,1.7259,-10.811,14.912
-61.699,85.4,5,-59,0.0,1.8097,22.764,14.9
-118.652,86.7,5,-58,0.0,1.8875,27.686,14.904
-97.207,95.8,5,57,0.0,1.9868,41.396,14.884
-28.301,95.8,5,58,0.0,2.1035,31.377,14.884
88.242,83.8,5,59,0.0,2.1778,-6.064,14.904
105.996,96.5,5,59,0.0,2.2765,-9.053,14.884
105.996,94.7,5,33,0.0,2.3503,-25.225,14.904
105.996,27.0,5,-23,0.0,2.4391,-40.869,15.044
105.996,68.1,5,-58,0.0,2.5408,-13.447,14.956
46.934,91.2,5,-59,0.0,2.615,-15.732,14.908
46.934,83.2,5,-59,0.0,2.6989,-14.678,14.916
90.703,100.2,5,59,0.0,2.8087,1.846,14.876
163.477,84.5,5,58,0.0,2.9,-34.014,14.92
-138.867,84.5,5,-56,0.0,3.0023,-48.076,14.92
-101.602,83.1,5,-58,0.0,3.1087,-25.928,14.924
