alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
-101.25,83.1,5,-7,0.0,3.1894,-10.986,14.924
-122.168,56.0,5,59,0.0,3.2682,-7.119,14.96
-179.648,97.4,5,59,0.0,3.3419,-11.514,14.856
-331.348,110.3,5,59,0.0,3.4266,23.467,14.856
-14.414,251.8,5,-119,0.0,3.542,12.92,14.648
-21.621,251.8,5,-119,0.0,3.6079,11.338,14.648
105.645,284.0,5,110,0.0,3.6816,-61.26,14.484
183.164,213.8,0,0,0.0,3.8626,-99.229,14.624
236.074,27.4,0,0,0.0,3.9364,-121.377,15.028
289.687,27.3,0,0,0.0,4.0082,-131.924,15.028
364.043,27.3,0,0,0.0,4.0899,-134.736,15.028
467.227,26.7,0,0,0.0,4.1636,-131.221,15.028
531.211,27.2,0,0,0.0,4.2425,-97.998,15.028
547.383,27.6,0,0,0.0,4.3229,-62.49,15.028
521.895,27.6,0,0,0.0,4.3968,-29.795,15.028
457.207,26.7,0,0,0.0,4.4686,17.139,15.028
364.395,27.2,0,0,0.0,4.5342,96.943,15.028
319.746,26.5,0,0,0.0,4.618,134.033,15.028
313.77,26.8,0,0,0.0,4.7187,127.881,15.028
353.145,26.8,0,0,0.0,4.8057,120.146,15.028
446.133,27.0,0,0,0.0,4.8824,79.014,15.028
517.676,26.7,0,0,0.0,4.9562,55.107,15.028
541.582,27.6,0,0,0.0,5.0355,50.186,15.024
527.695,27.6,0,0,0.0,5.1153,44.033,15.024
478.125,27.1,0,0,0.0,5.1831,44.385,15.028
367.734,27.1,0,0,0.0,5.264,77.432,15.024
322.734,26.4,0,0,0.0,5.3528,73.74,15.028
325.898,27.3,0,0,0.0,5.4385,69.873,15.028
362.637,27.3,0,0,0.0,5.5143,65.127,15.028
457.383,26.7,0,0,0.0,5.5792,26.807,15.028
522.773,27.3,0,0,0.0,5.6649,13.623,15.028
530.508,26.7,0,0,0.0,5.7516,13.623,15.028
492.539,27.0,0,0,0.0,5.835,15.908,15.024
389.883,26.8,0,0,0.0,5.9199,54.58,15.028
335.742,26.5,0,0,0.0,6.0067,62.842,15.028
331.523,26.5,0,0,0.0,6.1016,63.018,15.028
388.477,27.4,0,0,0.0,6.1753,55.986,15.024
494.297,23.9,0,0,0.0,6.2797,19.424,15.028
525.938,26.9,0,0,0.0,6.3676,20.654,15.028
487.441,26.4,0,0,0.0,6.4768,27.158,15.028
414.141,27.2,0,0,0.0,6.568,57.744,15.028
346.992,26.1,0,0,0.0,6.6421,77.256,15.028
344.004,26.8,0,0,0.0,6.7238,79.014,15.028
390.586,27.0,0,0,0.0,6.8325,71.807,15.028
481.465,27.4,0,0,0.0,6.9047,38.408,15.028
518.906,27.4,0,0,0.0,6.9916,36.826,15.028
506.426,26.9,0,0,0.0,7.0899,39.814,15.032
429.258,26.4,0,0,0.0,7.1727,66.533,15.028
354.902,26.6,0,0,0.0,7.2503,92.021,15.032
373.008,30.1,0,0,0.0,7.4197,89.561,14.992
475.137,27.0,0,0,0.0,7.5091,51.24,15.028
511.172,27.0,0,0,0.0,7.5998,47.021,15.028
501.504,26.2,0,0,0.0,7.6899,49.131,15.028
455.801,26.6,0,0,0.0,7.7558,61.787,15.032
381.797,26.7,0,0,0.0,7.834,93.252,15.028
352.793,26.7,0,0,0.0,7.9038,98.174,15.028
359.297,30.2,0,0,0.0,7.9826,96.416,15.0
407.988,27.4,0,0,0.0,8.0475,82.002,15.028
486.387,24.6,0,0,0.0,8.1232,51.064,15.024
504.844,24.6,0,0,0.0,8.2122,48.955,15.024
476.367,26.7,0,0,0.0,8.2926,54.756,15.028
404.297,26.6,0,0,0.0,8.3763,84.99,15.028
363.691,27.1,0,0,0.0,8.4531,95.889,15.028
370.195,27.4,0,0,0.0,8.528,93.252,15.028
419.766,27.5,0,0,0.0,8.6298,75.322,15.028
485.684,27.5,0,0,0.0,8.7132,49.658,15.028
487.793,23.9,0,0,0.0,8.7989,50.361,15.024
446.309,23.9,0,0,0.0,8.9047,64.424,15.024
392.52,26.6,0,0,0.0,8.9666,87.979,15.028
364.395,22.7,0,0,0.0,9.0294,94.131,15.028
396.738,26.7,0,0,0.0,9.1471,84.814,15.028
459.492,26.7,0,0,0.0,9.2309,57.041,15.028
491.309,26.6,0,0,0.0,9.2983,49.131,15.028
475.137,26.8,0,0,0.0,9.3789,53.877,15.032
415.547,27.4,0,0,0.0,9.4637,79.541,15.028
375.645,27.2,0,0,0.0,9.5435,93.604,15.028
373.184,27.2,0,0,0.0,9.6203,93.428,15.028
407.812,27.0,0,0,0.0,9.6929,81.826,15.024
470.742,27.2,0,0,0.0,9.7647,55.107,15.028
485.332,26.7,0,0,0.0,9.8595,52.471,15.024
459.141,27.4,0,0,0.0,9.9269,61.26,15.024
