alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
166.113,26.9,3,0,0.0,0.0,1.67,15.024
166.113,26.6,3,0,0.0,0.0983,1.67,15.024
166.113,27.0,3,0,0.0,0.192,1.67,15.028
166.113,26.8,3,0,0.0,0.2968,1.67,15.028
166.113,27.1,3,0,0.0,0.3943,1.67,15.024
166.113,27.1,3,0,0.0,0.4741,1.67,15.024
166.113,27.4,3,0,0.0,0.547,1.67,15.028
166.113,27.2,3,0,0.0,0.6309,1.67,15.024
166.113,27.2,3,0,0.0,0.7317,1.67,15.024
166.113,27.5,3,0,0.0,0.8065,1.67,15.02
166.113,27.5,3,0,0.0,0.8758,1.67,15.02
166.113,27.3,3,0,0.0,0.9416,1.67,15.024
176.66,123.0,3,70,0.0,1.0279,-10.986,14.824
189.316,117.5,3,70,0.0,1.1321,-32.959,14.836
186.68,117.6,3,70,0.0,1.2398,-63.721,14.832
162.949,118.6,3,70,0.0,1.3226,-104.326,14.836
142.734,115.9,3,70,0.0,1.4383,-134.033,14.836
109.863,123.8,3,70,0.0,1.532,-135.264,14.828
134.121,124.7,3,-55,0.0,1.6183,-135.264,14.828
167.344,78.6,3,-55,0.0,1.737,-132.1,14.916
192.305,95.4,3,55,0.0,1.8122,-118.213,14.884
198.809,95.4,3,55,0.0,1.8828,-105.205,14.884
171.562,94.2,3,55,0.0,1.991,-82.529,14.888
151.523,86.8,3,55,0.0,2.0668,-78.662,14.9
166.465,86.8,3,55,0.0,2.1895,-98.174,14.9
180.0,85.5,3,55,0.0,2.2598,-128.936,14.908
160.664,85.5,3,55,0.0,2.3885,-134.385,14.892
133.945,88.0,3,55,0.0,2.4693,-135.264,14.892
131.836,88.1,3,-70,0.0,2.5641,-134.385,14.896
150.82,109.0,3,-70,0.0,2.6426,-114.873,14.852
158.203,109.0,3,-70,0.0,2.7683,-90.791,14.852
156.621,105.0,3,-70,0.0,2.8381,-56.689,14.86
148.184,104.7,3,-70,0.0,2.9049,-15.732,14.86
133.066,104.7,3,-70,0.0,2.9723,41.045,14.86
120.938,99.7,3,-70,0.0,3.0621,87.803,14.872
114.609,101.2,3,-70,0.0,3.129,135.967,14.872
169.453,119.7,3,-70,0.0,3.1989,117.158,14.832
203.027,119.7,3,-70,0.0,3.2786,115.752,14.832
200.391,113.7,3,-70,0.0,3.3494,135.615,14.84
191.25,119.6,3,-70,0.0,3.4262,135.264,14.836
167.52,115.2,3,-70,0.0,3.4993,135.264,14.832
148.535,115.2,3,55,0.0,3.5729,131.748,14.832
145.547,84.3,3,-55,0.0,3.6378,117.334,14.908
152.051,83.4,3,-55,0.0,3.7195,105.381,14.908
158.73,81.0,3,-55,0.0,3.8122,102.393,14.916
158.027,79.1,3,-55,0.0,3.8921,112.764,14.916
154.512,77.1,3,-55,0.0,3.9987,126.65,14.92
164.355,77.1,3,-55,0.0,4.0771,133.154,14.92
174.727,83.8,3,-55,0.0,4.1723,134.912,14.9
173.496,83.8,3,-55,0.0,4.271,135.264,14.9
176.309,127.9,3,70,0.0,4.3364,130.342,14.808
186.152,124.1,3,70,0.0,4.4125,105.381,14.824
187.031,116.2,3,70,0.0,4.504,72.861,14.84
184.219,113.5,3,70,0.0,4.5948,38.936,14.844
177.715,69.4,3,-45,0.0,4.6925,-18.545,14.936
156.797,69.4,3,-70,0.0,4.7823,-41.396,14.936
126.563,121.5,3,-70,0.0,4.8466,-49.131,14.828
108.633,115.6,3,-70,0.0,4.9119,-54.756,14.84
118.828,115.6,3,-70,0.0,4.9917,-57.393,14.84
158.555,113.7,3,-70,0.0,5.0655,-59.15,14.84
182.109,112.8,3,-70,0.0,5.1423,-44.033,14.844
180.0,58.0,3,-45,0.0,5.2229,-8.35,14.976
167.168,77.0,3,45,0.0,5.3007,29.092,14.924
169.102,77.0,3,70,0.0,5.3755,51.416,14.924
190.898,133.2,3,70,0.0,5.4419,54.932,14.804
198.633,122.6,3,70,0.0,5.5302,47.549,14.828
171.562,121.4,3,70,0.0,5.6317,30.498,14.824
155.566,66.1,3,45,0.0,5.7594,6.416,14.944
150.82,27.5,3,-45,0.0,5.8298,-16.436,15.028
145.371,118.2,3,-70,0.0,5.9086,-39.287,14.84
142.383,118.2,3,-70,0.0,5.9884,-46.67,14.84
145.898,113.7,3,-70,0.0,6.0651,-44.561,14.844
151.172,111.7,3,-70,0.0,6.1399,-35.244,14.852
151.172,60.1,3,-45,0.0,6.2157,-16.787,14.972
156.27,60.1,3,0,0.0,6.2846,0.967,14.972
167.168,71.8,3,45,0.0,6.3525,19.6,14.936
176.836,71.6,3,70,0.0,6.4332,34.014,14.932
176.484,124.7,3,70,0.0,6.5362,35.771,14.816
165.937,121.2,3,45,0.0,6.6458,24.697,14.828
153.984,67.8,3,45,0.0,6.7246,12.744,14.944
147.305,61.1,3,-45,0.0,6.7925,-9.404,14.984
147.305,61.1,3,-45,0.0,6.8872,-22.764,14.984
147.305,66.4,3,-70,0.0,6.971,-32.607,14.96
147.305,112.9,3,-45,0.0,7.0757,-26.104,14.86
147.305,63.5,3,-45,0.0,7.1555,-17.49,14.964
148.711,61.5,3,0,0.0,7.2561,3.076,14.968
149.59,27.1,3,45,0.0,7.3758,19.248,15.024
152.754,70.7,3,45,0.0,7.4716,24.17,14.932
153.633,69.3,3,45,0.0,7.5453,25.225,14.94
150.996,69.3,3,45,0.0,7.6132,24.17,14.94
145.195,68.6,3,45,0.0,7.6802,18.369,14.936
143.965,68.7,3,45,0.0,7.7694,7.646,14.94
144.492,27.0,3,-45,0.0,7.8502,-7.998,15.028
144.492,63.3,3,-45,0.0,7.9386,-12.041,14.964
144.492,62.6,3,-45,0.0,8.0194,-11.865,14.964
144.492,62.6,3,-45,0.0,8.0883,-12.393,14.964
144.492,62.4,3,-45,0.0,8.178,-10.635,14.968
144.668,61.4,3,0,0.0,8.2628,-0.439,14.968
143.262,71.2,3,45,0.0,8.3415,9.404,14.936
148.711,71.9,3,45,0.0,8.4054,14.326,14.932
152.227,65.3,3,45,0.0,8.5161,11.689,14.94
149.414,65.3,3,45,0.0,8.589,8.877,14.94
143.437,63.8,3,0,0.0,8.6559,4.131,14.94
135.527,26.3,3,0,0.0,8.7247,-0.439,15.028
131.484,26.3,3,-45,0.0,8.7945,-5.537,15.028
131.484,64.0,3,-45,0.0,8.8708,-10.107,14.964
131.484,62.5,3,-45,0.0,8.9516,-9.756,14.968
131.836,62.2,3,0,0.0,9.045,-4.482,14.972
135.703,26.7,3,0,0.0,9.1288,3.252,15.028
140.801,69.6,3,45,0.0,9.2166,7.471,14.936
146.777,69.6,3,45,0.0,9.2894,6.592,14.936
144.141,70.1,3,0,0.0,9.3668,4.658,14.928
134.297,27.2,3,45,0.0,9.457,5.186,15.028
126.563,27.3,3,0,0.0,9.5238,2.197,15.024
126.914,27.3,3,0,0.0,9.6136,-3.604,15.024
126.738,26.8,3,-45,0.0,9.6824,-8.877,15.04
126.738,62.4,3,-45,0.0,9.7687,-6.592,14.968
125.508,27.3,3,0,0.0,9.8455,-0.439,15.032
129.727,27.3,3,0,0.0,9.9183,2.197,15.032
136.23,26.8,3,0,0.0,10.0051,4.307,15.024
138.867,26.6,3,45,0.0,10.0709,6.064,15.028
139.57,69.0,3,0,0.0,10.1556,4.482,14.944
130.957,69.2,3,0,0.0,10.2256,4.834,14.936
125.859,26.8,3,0,0.0,10.3293,2.197,15.024
126.211,26.8,3,0,0.0,10.4011,-1.846,15.024
127.09,62.1,3,0,0.0,10.5157,-2.9,14.96
127.09,27.2,3,0,0.0,10.6566,-0.439,15.024
130.781,26.9,3,0,0.0,10.722,0.439,15.028
134.121,26.9,3,0,0.0,10.7998,1.67,15.028
132.715,26.5,3,0,0.0,10.8912,4.482,15.028
132.715,69.1,3,0,0.0,10.9648,4.658,14.94
133.418,27.0,3,0,0.0,11.0476,2.549,15.024
129.199,27.0,3,0,0.0,11.1303,3.076,15.024
126.738,26.7,0,0,0.0,11.1939,3.076,15.028
126.914,26.8,0,0,0.0,11.2653,2.373,15.032
131.484,26.7,0,0,0.0,11.3363,0.615,15.032
131.133,26.7,0,0,0.0,11.4784,2.197,15.024
129.902,27.5,0,0,0.0,11.5663,3.779,15.028
129.551,27.3,0,0,0.0,11.6372,5.186,15.028
131.133,27.1,0,0,0.0,11.7647,5.361,15.028
