alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
167.695,26.8,0,0,0.0,0.0,-1.494,15.012
167.695,27.5,0,0,0.0,0.0839,-2.9,15.028
166.465,27.2,0,0,0.0,0.1766,-0.967,15.032
167.52,27.3,0,0,0.0,0.2853,-0.264,15.012
169.453,27.0,0,0,0.0,0.4603,0.088,15.016
168.926,27.0,0,0,0.0,0.5391,1.494,15.016
167.168,27.4,0,0,0.0,0.6518,3.428,15.008
167.695,26.5,0,0,0.0,0.7233,3.955,15.016
169.102,27.2,0,0,0.0,0.8145,3.955,15.012
169.102,27.5,0,0,0.0,0.929,4.482,15.012
168.223,28.0,0,0,0.0,1.0011,5.01,15.004
167.695,27.7,0,0,0.0,1.0909,5.01,15.016
167.695,27.5,0,0,0.0,1.2285,5.01,15.008
168.398,27.3,0,0,0.0,1.3043,5.01,15.016
168.574,27.1,0,0,0.0,1.415,5.01,15.012
168.574,27.9,0,0,0.0,1.4918,5.01,15.008
168.223,23.9,0,0,0.0,1.5577,5.186,15.008
167.871,23.9,0,0,0.0,1.6385,5.186,15.008
167.871,27.3,0,0,0.0,1.7324,5.186,15.012
168.047,28.7,0,0,0.0,1.8061,5.01,15.0
168.047,27.5,0,0,0.0,1.9148,5.361,15.012
168.398,27.2,0,0,0.0,1.9797,5.361,15.012
168.398,27.4,0,0,0.0,2.0584,5.361,15.008
168.223,27.4,0,0,0.0,2.1492,5.537,15.008
168.047,27.3,0,0,0.0,2.2222,5.537,15.012
168.047,27.5,0,0,0.0,2.3028,5.713,15.012
168.047,27.2,0,0,0.0,2.3676,5.713,15.016
168.047,27.2,0,0,0.0,2.4426,5.713,15.016
168.223,27.0,0,0,0.0,2.5114,5.713,15.012
168.398,27.1,0,0,0.0,2.6141,5.713,15.012
168.223,27.3,0,0,0.0,2.6959,5.713,15.012
168.047,27.3,0,0,0.0,2.7737,5.889,15.012
168.047,27.6,0,0,0.0,2.9044,5.889,15.008
168.047,27.2,0,0,0.0,3.0191,5.889,15.0
168.223,27.4,0,0,0.0,3.1044,5.889,15.004
168.223,27.0,0,0,0.0,3.1762,5.889,15.008
168.223,27.0,0,0,0.0,3.2638,5.889,15.008
168.047,27.1,0,0,0.0,3.3369,5.889,15.008
168.047,27.0,0,0,0.0,3.4023,5.889,15.008
168.047,26.8,0,0,0.0,3.495,5.889,15.008
168.047,27.2,0,0,0.0,3.5992,5.889,15.012
168.223,27.3,0,0,0.0,3.6721,5.889,15.008
168.223,27.3,0,0,0.0,3.7571,5.889,15.008
168.223,26.7,0,0,0.0,3.837,5.889,15.008
168.223,27.9,0,0,0.0,3.9104,5.889,15.008
168.047,27.3,0,0,0.0,3.993,5.889,15.008
168.047,27.3,0,0,0.0,4.0854,5.889,15.012
168.047,27.3,0,0,0.0,4.1652,6.064,15.012
168.047,27.3,0,0,0.0,4.2395,6.064,15.012
168.223,27.0,0,0,0.0,4.3114,6.064,15.012
168.223,27.5,0,0,0.0,4.3811,6.064,15.012
168.223,27.6,0,0,0.0,4.4685,6.064,15.008
168.047,27.3,0,0,0.0,4.5589,6.064,15.016
168.047,27.3,0,0,0.0,4.6338,6.064,15.016
168.047,26.9,0,0,0.0,4.7275,6.064,15.012
168.047,26.9,0,0,0.0,4.82,6.064,15.012
168.047,27.6,0,0,0.0,4.8838,6.064,15.012
168.047,27.6,0,0,0.0,4.9477,6.064,15.012
