t_ms,mode,pwm,servo_count,servo_deg,pend_count,pend_raw_deg,pend_deg,ina_ok,v_bus,i_ma,p_mw
28,5,28,1,0.0,0,0.0,0.0,True,14.604,44.7,652.0
200,5,27,-25,-4.57,-21,-3.691,-3.691,True,14.608,44.2,646.0
413,5,-27,14,2.285,62,10.898,10.898,True,14.6,44.9,656.0
606,5,27,-68,-12.129,-106,-18.633,-18.633,True,14.544,62.9,914.0
808,5,-44,47,8.086,141,24.785,24.785,True,14.556,57.6,838.0
1027,5,42,-108,-19.16,-180,-31.641,-31.641,True,14.592,49.1,714.0
1227,5,-44,59,10.195,195,34.277,34.277,True,14.556,58.5,852.0
1430,5,42,-120,-21.27,-193,-33.926,-33.926,True,14.552,59.8,872.0
1555,5,-42,-117,-20.742,-141,-24.785,-24.785,True,14.576,54.1,786.0
1742,5,27,81,14.063,257,45.176,45.176,True,14.536,63.1,918.0
1938,5,40,-157,-27.773,-285,-50.098,-50.098,True,14.56,57.0,830.0
2143,5,-44,69,11.953,244,42.891,42.891,True,14.564,57.5,836.0
2339,5,44,-52,-9.316,-56,-9.844,-9.844,True,14.556,58.7,856.0
2548,5,-41,-128,-22.676,-176,-30.937,-30.937,True,14.572,53.8,784.0
2765,5,42,106,18.457,331,58.184,58.184,True,14.544,59.4,866.0
2976,5,38,-183,-32.344,-370,-65.039,-65.039,True,14.564,54.5,792.0
3171,5,-44,55,9.492,238,41.836,41.836,True,14.564,57.5,838.0
3370,5,44,24,4.043,119,20.918,20.918,True,14.552,58.4,848.0
3604,5,-38,-192,-33.926,-343,-60.293,-60.293,True,14.58,52.1,760.0
3795,5,-42,102,17.754,423,74.355,74.355,True,14.56,55.5,810.0
3993,5,41,-123,-21.797,-177,-31.113,-31.113,True,14.564,55.6,810.0
4191,5,-38,-177,-31.289,-280,-49.219,-49.219,True,14.588,49.4,720.0
4415,5,42,114,19.863,442,77.695,77.695,True,14.54,62.3,904.0
4601,5,39,-176,-31.113,-348,-61.172,-61.172,True,14.568,55.0,802.0
4802,5,-41,-130,-23.027,-148,-26.016,-26.016,True,14.572,53.4,780.0
5016,5,42,116,20.215,448,78.75,78.75,True,14.54,60.9,884.0
5230,5,37,-196,-34.629,-420,-73.828,-73.828,True,14.576,53.1,774.0
5420,5,-42,-95,-16.875,-64,-11.25,-11.25,True,14.572,54.1,790.0
5659,5,42,107,18.633,392,68.906,68.906,True,14.536,62.3,908.0
5854,5,36,-211,-37.266,-488,-85.781,-85.781,True,14.572,53.2,776.0
6049,5,-44,-33,-5.977,67,11.777,11.777,True,14.572,53.7,784.0
6235,5,42,112,19.512,497,87.363,87.363,True,14.552,61.5,894.0
6443,5,37,-205,-36.211,-440,-77.344,-77.344,True,14.58,53.0,774.0
6640,5,-40,-151,-26.719,-183,-32.168,-32.168,True,14.584,51.2,748.0
6861,5,-42,115,20.039,520,91.406,91.406,True,14.564,57.2,832.0
7094,5,37,-208,-36.738,-493,-86.66,-86.66,True,14.572,54.5,792.0
7276,5,-39,-173,-30.586,-251,-44.121,-44.121,True,14.584,52.2,760.0
7484,5,-42,110,19.16,556,97.734,97.734,True,14.616,43.8,638.0
7679,5,39,-173,-30.586,-290,-50.977,-50.977,True,14.572,53.4,776.0
7884,5,-37,-209,-36.914,-411,-72.246,-72.246,True,14.584,51.2,748.0
8080,5,42,114,19.863,545,95.801,95.801,True,14.544,62.0,902.0
8288,5,44,-40,-7.207,14,2.461,2.461,True,14.564,56.7,826.0
8489,5,36,-219,-38.672,-533,-93.691,-93.691,True,14.58,52.4,764.0
8700,5,-43,100,17.402,459,80.684,80.684,True,14.56,56.5,822.0
8926,5,44,14,2.285,128,22.5,22.5,True,14.564,57.1,832.0
9126,5,36,-216,-38.145,-578,-101.602,-101.602,True,14.628,40.7,594.0
9319,5,-44,57,9.844,267,46.934,46.934,True,14.568,52.7,766.0
9529,5,42,106,18.457,452,79.453,79.453,True,14.544,60.7,882.0
9716,5,-36,-213,-37.617,-521,-91.582,-91.582,True,14.58,52.6,766.0
9933,5,-42,-105,-18.633,-93,-16.348,-16.348,True,14.584,52.8,770.0
10134,5,-42,111,19.336,600,105.469,105.469,True,14.608,48.5,708.0
10266,5,44,45,7.734,204,35.859,35.859,True,14.56,58.2,848.0
10431,5,-36,-218,-38.496,-594,-104.414,-104.414,True,14.58,51.5,750.0
10657,5,-44,17,2.813,160,28.125,28.125,True,14.568,55.5,810.0
10859,5,-42,105,18.281,543,95.449,95.449,True,14.56,56.7,826.0
11076,5,-36,-217,-38.32,-536,-94.219,-94.219,True,14.58,52.3,740.0
11259,5,-37,-197,-34.805,-346,-60.82,-60.82,True,14.584,50.7,740.0
11395,5,-42,100,17.402,477,83.848,83.848,True,14.528,62.0,902.0
11526,5,-42,103,17.93,593,104.238,104.238,True,14.564,57.3,836.0
11773,5,-36,-219,-38.672,-543,-95.449,-95.449,True,14.584,50.4,734.0
11994,5,-39,-170,-30.059,-248,-43.594,-43.594,True,14.584,51.8,756.0
12180,5,26,105,18.281,630,110.742,110.742,True,14.564,54.3,792.0
12395,5,38,-184,-32.52,-307,-53.965,-53.965,True,14.572,54.2,790.0
12613,5,36,-217,-38.32,-510,-89.648,-89.648,True,14.58,53.9,786.0
12813,5,-42,102,17.754,512,90.0,90.0,True,14.564,56.1,816.0
13016,5,44,52,8.965,242,42.539,42.539,True,14.552,61.0,888.0
13196,5,-36,-215,-37.969,-621,-109.16,-109.16,True,14.588,49.9,728.0
13455,5,-44,29,4.922,180,31.641,31.641,True,14.58,56.4,822.0
13586,5,26,103,17.93,645,113.379,113.379,True,14.608,49.6,720.0
13733,5,44,44,7.559,225,39.551,39.551,True,14.556,59.3,866.0
13928,5,-22,-219,-38.672,-639,-112.324,-112.324,True,14.588,49.7,724.0
14121,5,-44,-17,-3.164,87,15.293,15.293,True,14.572,54.3,790.0
14329,5,-42,100,17.402,618,108.633,108.633,True,14.556,57.4,836.0
14532,5,37,-204,-36.035,-411,-72.246,-72.246,True,14.576,51.9,756.0
14698,5,37,-211,-37.266,-591,-103.887,-103.887,True,14.576,54.3,790.0
14951,5,42,109,18.984,584,102.656,102.656,True,14.548,59.4,866.0
15203,5,44,54,9.316,251,44.121,44.121,True,14.548,58.9,858.0
15379,5,-22,-215,-37.969,-654,-114.961,-114.961,True,14.592,49.1,718.0
15557,5,-44,16,2.637,152,26.719,26.719,True,14.568,55.0,802.0
15815,5,-43,99,17.227,562,98.789,98.789,True,14.568,57.4,836.0
15961,5,37,-210,-37.09,-409,-71.895,-71.895,True,14.576,53.6,780.0
16199,5,-37,-206,-36.387,-394,-69.258,-69.258,True,14.58,52.3,764.0
16413,5,42,101,17.578,651,114.434,114.434,True,14.536,60.8,884.0
16596,5,44,59,10.195,273,47.988,47.988,True,14.548,60.6,882.0
16792,5,-36,-211,-37.266,-659,-115.84,-115.84,True,14.592,50.3,734.0
16916,5,-37,-203,-35.859,-418,-73.477,-73.477,True,14.584,51.5,750.0
17106,5,42,112,19.512,606,106.523,106.523,True,14.548,61.6,898.0
17321,5,44,57,9.844,264,46.406,46.406,True,14.548,60.7,882.0
17502,5,-36,-217,-38.32,-656,-115.312,-115.312,True,14.58,50.6,738.0
17631,5,-36,-216,-38.145,-470,-82.617,-82.617,True,14.588,52.2,764.0
17751,5,-44,63,10.898,300,52.734,52.734,True,14.452,42.5,612.0
17888,5,-26,92,15.996,674,118.477,118.477,True,14.532,62.8,914.0
18011,5,43,86,14.941,428,75.234,75.234,True,14.552,61.7,898.0
18141,5,36,-211,-37.266,-420,-73.828,-73.828,True,14.572,52.1,760.0
18274,5,23,-208,-36.738,-674,-118.477,-118.477,True,14.56,50.8,740.0
18399,5,-38,-184,-32.52,-315,-55.371,-55.371,True,14.584,51.1,744.0
18526,5,-42,106,18.457,491,86.309,86.309,True,14.568,55.8,812.0
18654,5,-43,98,17.051,668,117.422,117.422,True,14.556,58.5,852.0
18794,5,44,17,2.813,149,26.191,26.191,True,14.56,58.0,836.0
18925,5,-36,-212,-37.441,-584,-102.656,-102.656,True,14.592,51.1,744.0
19058,5,37,-200,-35.332,-612,-107.578,-107.578,True,14.576,54.6,796.0
19231,5,-44,53,9.141,209,36.738,36.738,True,14.564,56.4,792.0
19374,5,-26,105,18.281,684,120.234,120.234,True,14.564,55.7,812.0
19502,5,43,85,14.766,361,63.457,63.457,True,14.544,61.6,852.0
19634,5,36,-217,-38.32,-495,-87.012,-87.012,True,14.588,51.8,754.0
19762,5,36,-212,-37.441,-669,-117.598,-117.598,True,14.576,52.3,764.0
19893,5,-40,-151,-26.719,-180,-31.641,-31.641,True,14.58,52.6,766.0
20062,5,43,87,15.117,653,114.785,114.785,True,14.548,61.4,894.0
20184,5,-43,78,13.535,567,99.668,99.668,True,14.552,57.4,836.0
20316,5,39,-166,-29.355,-190,-33.398,-33.398,True,14.552,55.6,810.0
20497,5,-36,-223,-39.375,-673,-118.301,-118.301,True,14.588,50.4,734.0
20626,5,-39,-168,-29.707,-249,-43.77,-43.77,True,14.584,52.1,760.0
