t_s,position_deg,setpoint_deg,error_deg,pwm,current_ma,voltage_v,power_mw
1257.7580,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1257.8050,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1257.9640,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1258.1630,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1258.1940,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1258.3710,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1258.4110,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1258.5750,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1258.6240,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1258.8310,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1258.8700,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1259.3320,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1259.3500,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1259.4980,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1259.5960,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1259.7980,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1259.8190,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1260.0220,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1260.0420,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1260.2110,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1260.2500,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1260.4150,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1260.5170,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1260.6240,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1260.7220,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1260.9270,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1260.9570,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1261.1320,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1261.1630,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1261.3350,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1261.3640,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1261.5470,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1261.5820,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1261.7490,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1261.8520,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1261.9210,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1262.1570,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1262.1860,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1262.3600,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1262.3910,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1262.5640,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1262.6050,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1262.7740,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1262.8120,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1263.3470,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1263.3710,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1263.7710,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
1263.8560,-24.0820,45.0000,69.0820,0.0000,0.0000,0.0000,0.0000
