t_s,mode,alpha_deg,theta_deg,pwm,i_ma,lqr_alive_ms
0.0,4,165.586,-0.264,-69,27.4,38
0.0841,4,166.816,-1.846,-69,111.9,108
0.1689,4,168.75,-7.471,69,117.5,190
0.2362,4,170.156,-16.084,69,109.6,262
0.305,4,170.508,-28.213,68,109.6,336
0.3923,4,171.387,-51.24,65,114.1,428
0.4847,4,170.156,-80.596,60,103.0,524
0.5918,0,160.137,-106.26,0,90.3,572
