t_s,mode,alpha_deg,theta_deg,pwm,i_ma,lqr_alive_ms
0.0,5,139.395,17.402,-59,86.7,567
0.1005,5,131.309,32.52,-58,85.2,567
0.1824,5,130.254,48.691,56,80.8,567
0.2641,5,150.996,53.437,55,80.8,567
0.3369,5,174.551,50.449,-56,89.4,567
0.4067,4,169.453,60.996,0,78.9,567
0.4736,4,146.602,79.453,0,78.9,567
0.5423,0,121.641,99.668,0,26.9,40
