attempt,t,pend_deg,mode,pwm,v_bus
1,0.050,0.00,5,0,0.000
1,0.347,0.00,5,64,0.000
1,0.569,0.00,5,-35,0.000
1,0.838,0.00,5,61,0.000
1,1.060,0.00,5,-22,0.000
1,1.283,0.00,5,-24,0.000
1,1.507,0.00,5,63,0.000
1,1.737,0.00,5,-80,0.000
1,1.964,0.00,5,80,0.000
1,2.186,0.00,5,-80,0.000
1,2.646,0.00,5,80,0.000
1,2.899,0.00,5,80,0.000
1,3.197,0.00,5,-80,0.000
1,3.511,0.00,5,51,0.000
1,3.809,0.00,5,21,0.000
1,4.033,0.00,5,19,0.000
1,4.259,0.00,5,-56,0.000
1,4.479,0.00,5,80,0.000
1,4.700,0.00,5,-80,0.000
1,4.945,0.00,5,80,0.000
1,5.179,0.00,5,-80,0.000
1,5.406,0.00,5,80,0.000
1,5.649,0.00,5,-80,0.000
1,5.880,0.00,5,80,0.000
1,6.117,0.00,5,-80,0.000
1,6.350,0.00,5,66,0.000
1,6.572,0.00,5,-38,0.000
1,6.799,0.00,5,8,0.000
1,7.333,0.00,5,51,0.000
1,7.562,0.00,5,-23,0.000
1,7.831,0.00,5,37,0.000
1,8.051,0.00,5,-6,0.000
1,8.275,0.00,5,-32,0.000
1,8.501,0.00,5,69,0.000
1,8.723,0.00,5,-80,0.000
1,8.973,0.00,5,80,0.000
1,9.253,0.00,5,-67,0.000
1,9.475,0.00,5,80,0.000
1,9.730,0.00,5,-80,0.000
1,9.952,0.00,5,80,0.000
1,10.175,0.00,5,-80,0.000
1,10.414,0.00,5,80,0.000
1,10.776,0.00,5,-32,0.000
1,11.038,0.00,5,37,0.000
1,11.289,0.00,5,-11,0.000
1,11.521,0.00,5,37,0.000
1,11.746,0.00,5,-74,0.000
1,12.017,0.00,5,46,0.000
1,12.258,0.00,5,-71,0.000
1,12.539,0.00,5,12,0.000
1,12.772,0.00,5,-48,0.000
1,13.030,0.00,5,23,0.000
1,13.266,0.00,5,-48,0.000
1,13.534,0.00,5,20,0.000
1,13.758,0.00,5,-62,0.000
1,13.982,0.00,5,80,0.000
1,14.205,0.00,5,-80,0.000
1,14.458,0.00,5,80,0.000
1,14.680,0.00,5,-80,0.000
1,14.996,0.00,5,80,0.000
1,15.463,0.00,5,80,0.000
1,15.687,0.00,5,-80,0.000
1,15.912,0.00,5,80,0.000
1,16.138,0.00,5,-80,0.000
1,16.363,0.00,5,80,0.000
1,16.607,0.00,5,-80,0.000
1,16.836,0.00,5,54,0.000
1,17.060,0.00,5,-20,0.000
1,17.288,0.00,5,-9,0.000
1,17.534,0.00,5,16,0.000
1,17.754,0.00,5,-62,0.000
1,17.982,0.00,5,80,0.000
1,18.208,0.00,5,-80,0.000
1,18.454,0.00,5,80,0.000
1,18.699,0.00,5,-80,0.000
1,18.926,0.00,5,80,0.000
1,19.181,0.00,5,-80,0.000
1,19.416,0.00,5,80,0.000
1,19.689,0.00,5,-80,0.000
1,19.907,0.00,5,80,0.000
1,20.131,0.00,5,-80,0.000
1,20.404,0.00,5,80,0.000
1,20.705,0.00,5,-80,0.000
1,20.933,0.00,5,80,0.000
1,21.214,0.00,5,-80,0.000
1,21.439,0.00,5,80,0.000
1,21.666,0.00,5,-80,0.000
1,21.885,0.00,5,80,0.000
1,22.142,0.00,5,-80,0.000
1,22.373,0.00,5,80,0.000
1,22.611,0.00,5,-80,0.000
1,22.852,0.00,5,75,0.000
1,23.097,0.00,5,-71,0.000
1,23.324,0.00,5,27,0.000
1,23.570,0.00,5,-6,0.000
1,23.793,0.00,5,-6,0.000
1,24.016,0.00,5,39,0.000
1,24.245,0.00,5,-75,0.000
1,24.496,0.00,5,75,0.000
1,24.718,0.00,5,-80,0.000
1,24.951,0.00,5,80,0.000
1,25.172,0.00,5,-80,0.000
1,25.418,0.00,5,80,0.000
1,25.652,0.00,5,-80,0.000
1,25.876,0.00,5,80,0.000
1,26.129,0.00,5,-80,0.000
1,26.438,0.00,5,80,0.000
1,26.660,0.00,5,-80,0.000
1,26.879,0.00,5,80,0.000
1,27.105,0.00,5,-80,0.000
1,27.338,0.00,5,48,0.000
1,27.568,0.00,5,-23,0.000
1,27.800,0.00,5,2,0.000
1,28.046,0.00,5,23,0.000
1,28.293,0.00,5,-8,0.000
1,28.539,0.00,5,14,0.000
1,28.787,0.00,5,-18,0.000
1,29.011,0.00,5,62,0.000
1,29.235,0.00,5,-80,0.000
1,29.529,0.00,5,34,0.000
1,29.779,0.00,5,-29,0.000
1,30.018,0.00,5,44,0.000
2,0.018,0.00,5,80,0.000
2,0.243,0.00,5,-80,0.000
2,0.488,0.00,5,80,0.000
2,0.727,0.00,5,-80,0.000
2,0.960,0.00,5,80,0.000
2,1.181,0.00,5,-80,0.000
2,1.409,0.00,5,80,0.000
2,1.729,0.00,5,-80,0.000
2,1.974,0.00,5,80,0.000
2,2.211,0.00,5,-80,0.000
2,2.436,0.00,5,80,0.000
2,2.674,0.00,5,-80,0.000
2,2.968,0.00,5,80,0.000
2,3.208,0.00,5,-80,0.000
2,3.438,0.00,5,80,0.000
2,3.665,0.00,5,-80,0.000
2,3.890,0.00,5,74,0.000
2,4.134,0.00,5,-69,0.000
2,4.386,0.00,5,71,0.000
2,4.637,0.00,5,-70,0.000
2,4.862,0.00,5,32,0.000
2,5.095,0.00,5,-6,0.000
2,5.421,0.00,5,80,0.000
2,5.683,0.00,5,-80,0.000
2,5.950,0.00,5,80,0.000
2,6.188,0.00,5,-80,0.000
2,6.426,0.00,5,80,0.000
2,6.647,0.00,5,-80,0.000
2,6.889,0.00,5,76,0.000
2,7.110,0.00,5,-34,0.000
2,7.335,0.00,5,-9,0.000
2,7.566,0.00,5,22,0.000
2,7.895,0.00,5,78,0.000
2,8.123,0.00,5,-48,0.000
2,8.366,0.00,5,17,0.000
2,8.639,0.00,5,-73,0.000
2,8.888,0.00,5,51,0.000
2,9.121,0.00,5,-48,0.000
2,9.356,0.00,5,28,0.000
2,9.589,0.00,5,0,0.000
2,9.817,0.00,5,-31,0.000
2,10.060,0.00,5,40,0.000
2,10.307,0.00,5,-55,0.000
2,10.551,0.00,5,55,0.000
2,10.796,0.00,5,-67,0.000
2,11.092,0.00,5,-5,0.000
2,11.340,0.00,5,3,0.000
2,11.666,0.00,5,-80,0.000
2,11.965,0.00,5,80,0.000
2,12.221,0.00,5,-80,0.000
2,12.503,0.00,5,80,0.000
2,12.736,0.00,5,-80,0.000
2,13.001,0.00,5,80,0.000
2,13.233,0.00,5,-80,0.000
2,13.492,0.00,5,80,0.000
2,13.718,0.00,5,-80,0.000
2,13.949,0.00,5,80,0.000
2,14.213,0.00,5,-80,0.000
2,14.442,0.00,5,80,0.000
2,14.668,0.00,5,-80,0.000
2,14.897,0.00,5,80,0.000
2,15.121,0.00,5,-45,0.000
2,15.345,0.00,5,9,0.000
2,15.586,0.00,5,20,0.000
2,15.813,0.00,5,-35,0.000
2,16.062,0.00,5,51,0.000
2,16.390,0.00,5,8,0.000
2,16.636,0.00,5,-69,0.000
2,16.884,0.00,5,70,0.000
2,17.121,0.00,5,-33,0.000
2,17.341,0.00,5,6,0.000
2,17.617,0.00,5,-40,0.000
2,17.846,0.00,5,2,0.000
2,18.084,0.00,5,5,0.000
2,18.311,0.00,5,-45,0.000
2,18.533,0.00,5,76,0.000
2,18.778,0.00,5,-80,0.000
2,19.023,0.00,5,80,0.000
2,19.263,0.00,5,-80,0.000
2,19.492,0.00,5,80,0.000
2,19.744,0.00,5,-80,0.000
2,19.972,0.00,5,80,0.000
2,20.207,0.00,5,-80,0.000
2,20.431,0.00,5,80,0.000
2,20.683,0.00,5,-80,0.000
2,20.914,0.00,5,80,0.000
2,21.140,0.00,5,-73,0.000
2,21.377,0.00,5,51,0.000
2,21.617,0.00,5,-37,0.000
2,21.840,0.00,5,9,0.000
2,22.080,0.00,5,14,0.000
2,22.317,0.00,5,-38,0.000
2,22.565,0.00,5,36,0.000
2,22.798,0.00,5,-76,0.000
2,23.070,0.00,5,45,0.000
2,23.449,0.00,5,80,0.000
2,23.675,0.00,5,-80,0.000
2,23.909,0.00,5,80,0.000
2,24.144,0.00,5,-71,0.000
2,24.395,0.00,5,80,0.000
2,24.657,0.00,5,-80,0.000
2,24.903,0.00,5,80,0.000
2,25.133,0.00,5,-66,0.000
2,25.358,0.00,5,26,0.000
2,25.588,0.00,5,14,0.000
2,25.826,0.00,5,-20,0.000
2,26.094,0.00,5,43,0.000
2,26.336,0.00,5,-5,0.000
2,26.565,0.00,5,31,0.000
2,26.788,0.00,5,-76,0.000
2,27.121,0.00,5,40,0.000
2,27.349,0.00,5,18,0.000
2,27.570,0.00,5,26,0.000
2,27.822,0.00,5,-32,0.000
2,28.058,0.00,5,41,0.000
2,28.281,0.00,5,-80,0.000
2,28.514,0.00,5,80,0.000
2,28.740,0.00,5,-80,0.000
2,28.964,0.00,5,80,0.000
2,29.200,0.00,5,-80,0.000
2,29.474,0.00,5,80,0.000
2,29.700,0.00,5,-80,0.000
2,29.944,0.00,5,80,0.000
3,0.036,0.00,5,80,0.000
3,0.320,0.00,5,-80,0.000
3,0.558,0.00,5,80,0.000
3,0.802,0.00,5,-80,0.000
3,1.025,0.00,5,80,0.000
3,1.299,0.00,5,-80,0.000
3,1.525,0.00,5,80,0.000
3,1.757,0.00,5,-80,0.000
3,1.982,0.00,5,80,0.000
3,2.232,0.00,5,-80,0.000
3,2.600,0.00,5,80,0.000
3,2.821,0.00,5,-80,0.000
3,3.065,0.00,5,80,0.000
3,3.289,0.00,5,-80,0.000
3,3.513,0.00,5,80,0.000
3,3.737,0.00,5,-80,0.000
3,3.980,0.00,5,80,0.000
3,4.200,0.00,5,-45,0.000
3,4.426,0.00,5,12,0.000
3,4.665,0.00,5,2,0.000
3,4.890,0.00,5,-41,0.000
3,5.113,0.00,5,73,0.000
3,5.338,0.00,5,-80,0.000
3,5.571,0.00,5,80,0.000
3,5.823,0.00,5,-80,0.000
3,6.067,0.00,5,80,0.000
3,6.286,0.00,5,-80,0.000
3,6.579,0.00,5,80,0.000
3,6.798,0.00,5,-80,0.000
3,7.060,-0.18,5,79,0.000
3,7.311,-0.18,5,-79,0.000
3,7.557,0.00,5,79,0.000
3,7.867,0.00,5,-70,0.000
3,8.094,0.00,5,79,0.000
3,8.333,0.00,5,-79,0.000
3,8.582,0.00,5,79,0.000
