sp,attempt,t,servo_deg,pend_deg,mode,pwm,v_bus
45,1,0.100,-8.79,-4.04,5,-44,15.024
45,1,0.181,-5.80,5.80,5,-44,15.036
45,1,0.284,-2.46,11.95,5,37,15.048
45,1,0.370,-16.88,-10.72,5,44,14.972
45,1,0.446,-30.23,-23.91,5,-44,14.980
45,1,0.519,-31.64,-12.30,5,-43,15.044
45,1,0.594,-21.45,17.93,5,-44,15.040
45,1,0.702,-16.88,32.52,5,-44,14.980
45,1,0.781,-36.56,-3.87,5,-43,14.988
45,1,0.853,-51.50,-31.11,5,-31,15.056
45,1,0.924,-49.57,-26.02,5,-42,15.048
45,1,1.001,-32.52,6.50,5,-43,14.984
45,1,1.078,-16.70,35.86,5,44,15.036
45,1,1.161,-15.82,28.65,5,44,14.968
45,1,1.242,-39.02,-20.74,5,43,14.984
45,1,1.321,-49.04,-43.77,5,-42,15.056
45,1,1.400,-41.66,-25.66,5,-43,15.048
45,1,1.476,-16.35,23.55,5,-44,15.044
45,1,1.555,-4.75,47.28,5,-44,15.040
45,1,1.635,-6.33,33.40,5,44,14.972
45,1,1.716,-31.46,-20.39,5,43,14.972
45,1,1.803,-46.58,-55.37,5,-42,15.056
45,1,1.896,-42.72,-37.79,5,-16,15.048
45,1,1.999,-7.03,44.65,5,44,15.044
45,1,2.079,-2.11,58.01,5,44,14.972
45,1,2.175,-18.98,12.66,5,44,14.976
45,1,2.269,-50.45,-51.33,5,13,15.052
45,1,2.355,-54.14,-59.06,5,-39,15.048
45,1,2.460,-29.71,2.29,5,-43,15.048
45,1,2.545,-6.50,59.94,5,-44,15.040
45,1,2.625,-3.52,61.35,5,44,14.964
45,1,2.724,-29.36,-4.39,5,-44,14.984
45,1,2.798,-51.68,-58.01,5,-42,15.056
45,1,2.903,-52.03,-60.29,5,-42,15.044
45,1,2.992,-31.82,-9.67,5,-43,15.048
45,1,3.069,-2.29,57.13,5,44,15.040
45,1,3.156,2.99,68.91,5,44,14.964
45,1,3.255,-14.41,13.01,5,-44,14.976
45,1,3.336,-45.88,-56.07,5,25,15.048
45,1,3.456,-50.10,-66.44,5,-42,15.044
45,1,3.542,-27.25,-4.04,5,-44,15.048
45,1,3.642,0.53,68.38,5,-44,15.040
45,1,3.734,3.34,70.84,5,-44,14.964
45,1,3.867,-9.67,25.66,5,44,14.980
45,1,3.949,-52.56,-78.05,5,-42,15.056
45,1,4.024,-52.91,-74.36,5,-42,15.044
45,1,4.101,-37.97,-23.91,5,-43,15.048
45,1,4.192,-4.04,53.26,5,-44,15.044
45,1,4.278,3.16,81.91,5,44,14.968
45,1,4.353,1.05,59.77,5,44,14.968
45,1,4.435,-31.64,-14.24,5,43,14.988
45,1,4.512,-53.44,-72.42,5,4,15.052
45,1,4.596,-55.90,-82.97,5,-41,15.048
45,1,4.668,-49.75,-49.04,5,-42,15.048
45,1,4.758,-12.83,34.45,5,44,15.048
45,1,4.850,-0.70,82.97,5,-44,15.040
45,1,4.948,0.53,74.18,5,44,14.964
45,1,5.036,-32.52,-9.84,5,43,14.984
45,1,5.109,-56.78,-75.23,5,-4,15.056
45,1,5.179,-58.71,-87.54,5,-41,15.048
45,1,5.253,-55.72,-64.51,5,-41,15.048
45,1,5.333,-25.49,9.67,5,-44,15.048
45,1,5.413,-3.52,74.71,5,44,15.040
45,1,5.517,0.70,85.61,5,-42,14.964
45,1,5.609,-8.79,36.56,5,-44,14.976
45,1,5.697,-52.03,-63.81,5,-42,15.056
45,1,5.773,-55.72,-90.00,5,-41,15.056
45,1,5.864,-52.73,-68.91,5,-42,15.044
45,1,5.953,-16.70,18.28,5,-44,15.044
45,1,6.042,2.81,81.56,5,-44,15.044
45,1,6.126,6.86,87.89,5,44,14.956
45,1,6.199,2.11,50.27,5,44,14.968
45,1,6.280,-37.09,-35.33,5,43,14.992
45,1,6.381,-51.68,-93.34,5,9,15.056
45,1,6.455,-52.38,-87.19,5,-42,15.044
45,1,6.536,-43.24,-41.31,5,32,15.048
45,1,6.608,-4.92,46.41,5,-44,15.044
45,1,6.689,3.34,88.77,5,-44,15.032
45,1,6.766,5.98,91.06,5,-44,14.964
45,1,6.852,-3.52,39.73,5,44,14.976
45,1,6.925,-44.65,-48.16,5,29,15.040
45,1,7.016,-53.97,-91.58,5,-41,15.056
45,1,7.088,-55.02,-93.16,5,-41,15.044
45,1,7.159,-49.57,-55.20,5,-42,15.048
45,1,7.249,-12.30,30.41,5,-44,15.044
45,1,7.324,2.11,91.41,5,44,15.040
45,1,7.403,4.92,96.50,5,44,14.964
45,1,7.475,2.11,62.75,5,44,14.968
45,1,7.578,-41.13,-34.98,5,42,14.992
45,1,7.667,-55.90,-98.09,5,-1,15.056
45,1,7.744,-56.60,-96.86,5,-41,15.044
45,1,7.829,-48.52,-46.76,5,-42,15.048
45,1,7.914,-5.80,53.09,5,-44,15.040
45,1,8.002,1.76,98.26,5,-44,15.040
45,1,8.080,5.10,95.98,5,-44,14.964
45,1,8.198,-11.25,21.62,5,-44,14.984
45,1,8.272,-49.92,-74.71,5,14,15.052
45,1,8.359,-52.21,-103.18,5,7,15.056
45,1,8.443,-51.33,-82.44,5,-42,15.048
45,1,8.524,-31.11,-16.70,5,-43,15.036
45,1,8.603,3.52,69.78,5,-44,15.044
45,1,8.701,9.49,102.83,5,44,15.044
45,1,8.795,10.02,73.30,5,44,14.972
45,1,8.866,-19.69,-3.87,5,44,14.992
45,1,8.941,-47.99,-77.69,5,19,15.052
45,1,9.026,-51.85,-107.05,5,-42,15.056
45,1,9.118,-53.26,-86.13,5,4,15.044
45,1,9.232,-13.36,26.37,5,-44,15.048
45,1,9.341,2.81,102.83,5,-44,15.020
45,1,9.423,5.80,102.13,5,44,14.964
45,1,9.499,1.93,58.89,5,44,14.972
45,1,9.576,-41.48,-37.79,5,39,14.992
45,1,9.662,-55.02,-98.61,5,0,15.060
45,1,9.769,-56.07,-106.52,5,-41,15.040
45,1,9.855,-49.57,-52.03,5,-42,15.032
45,1,9.938,-5.27,52.56,5,-44,15.044
45,1,10.020,2.46,102.13,5,-44,15.040
45,1,10.114,6.33,104.41,5,44,14.960
45,1,10.206,-0.70,45.18,5,44,14.976
45,1,10.296,-46.93,-58.18,5,23,15.052
45,1,10.400,-53.79,-109.51,5,2,15.056
45,1,10.492,-54.84,-95.27,5,-41,15.048
45,1,10.584,-34.45,-17.05,5,43,15.052
45,1,10.670,1.41,80.86,5,-44,15.016
45,1,10.755,4.22,108.46,5,-44,15.040
45,1,10.855,6.86,86.84,5,44,14.960
45,1,10.928,-17.23,10.72,5,44,14.988
45,1,11.009,-52.73,-74.88,5,-42,15.056
45,1,11.082,-56.07,-108.11,5,-2,15.048
45,1,11.161,-57.13,-101.78,5,-41,15.052
45,1,11.242,-50.27,-50.98,5,-42,15.048
45,1,11.326,-10.37,40.25,5,-44,15.048
45,1,11.424,1.05,102.66,5,44,15.036
45,1,11.547,5.27,92.64,5,-44,14.964
45,1,11.656,-30.23,-12.48,5,28,14.992
45,1,11.735,-54.67,-95.10,5,0,15.056
45,1,11.835,-55.20,-108.98,5,-17,15.048
45,1,11.908,-53.26,-74.53,5,-42,15.048
45,1,11.987,-23.55,4.57,5,-44,15.048
45,1,12.059,1.41,79.10,5,-44,15.040
45,1,12.143,4.75,106.88,5,-44,15.040
45,1,12.232,7.56,85.43,5,44,14.956
45,1,12.323,-11.78,19.16,5,-44,14.980
45,1,12.397,-51.33,-75.94,5,13,15.056
45,1,12.481,-54.49,-108.46,5,-41,15.060
45,1,12.575,-55.20,-93.16,5,-41,15.048
45,1,12.656,-33.93,-14.41,5,-43,15.052
45,1,12.736,-0.88,70.49,5,7,15.040
45,1,12.836,3.69,107.40,5,-44,15.036
45,1,12.919,6.33,88.07,5,-44,14.960
45,1,12.996,-11.95,21.27,5,44,14.980
45,1,13.071,-50.80,-66.62,5,12,15.052
45,1,13.167,-55.72,-109.16,5,-1,15.060
45,1,13.243,-56.78,-98.97,5,-41,15.044
45,1,13.319,-49.92,-51.15,5,-42,15.048
45,1,13.418,-2.81,66.27,5,-44,15.040
45,1,13.501,1.93,104.94,5,-44,15.040
45,1,13.577,5.98,102.66,5,44,14.960
45,1,13.661,0.70,52.21,5,44,14.976
45,1,13.738,-43.42,-44.30,5,34,15.020
45,1,13.816,-54.14,-98.97,5,1,15.056
45,1,13.897,-54.84,-111.80,5,-41,15.048
45,1,13.984,-54.67,-82.97,5,-41,15.048
45,1,14.063,-26.89,-0.88,5,-44,15.052
45,1,14.148,2.11,88.07,5,-44,15.040
45,1,14.249,5.80,111.27,5,35,15.044
45,1,14.353,6.15,70.31,5,-44,14.960
45,1,14.432,-36.03,-29.00,5,43,14.996
45,1,14.519,-53.44,-96.15,5,-42,15.056
45,1,14.600,-54.49,-113.20,5,-41,15.048
45,1,14.693,-53.79,-76.64,5,-41,15.048
45,1,14.778,-15.82,21.80,5,-44,15.048
45,1,14.858,1.41,86.66,5,-44,15.044
45,1,14.941,4.57,111.97,5,44,15.036
45,1,15.019,6.86,91.76,5,44,14.960
45,1,15.089,-7.38,32.17,5,44,14.984
45,1,15.159,-49.04,-55.37,5,17,15.052
45,1,15.239,-56.95,-103.71,5,-4,15.060
45,1,15.340,-58.36,-110.74,5,-41,15.048
45,1,15.437,-53.09,-54.14,5,-42,15.048
45,1,15.511,-8.61,52.03,5,-44,15.044
45,1,15.599,-1.41,101.60,5,44,15.028
45,1,15.709,3.52,98.79,5,-12,14.964
45,1,15.801,-7.73,35.33,5,44,14.980
45,1,15.879,-51.68,-64.34,5,17,15.056
45,1,15.965,-56.95,-110.39,5,-10,15.056
45,1,16.042,-57.66,-111.27,5,-41,15.044
45,1,16.126,-55.02,-67.32,5,-41,15.044
45,1,16.209,-12.30,35.68,5,-44,15.048
45,1,16.282,0.00,93.87,5,45,15.040
45,1,16.364,2.29,114.26,5,44,14.968
45,1,16.439,5.27,95.45,5,44,14.968
45,1,16.536,-15.64,17.23,5,44,14.988
45,1,16.629,-55.37,-81.56,5,0,15.060
45,1,16.725,-57.30,-114.78,5,-41,15.060
45,1,16.819,-57.66,-86.66,5,-7,15.048
45,1,16.890,-34.45,-10.72,5,-43,15.048
45,1,16.973,-1.76,76.64,5,-44,15.040
45,1,17.059,2.29,113.20,5,-44,15.040
45,1,17.136,6.68,101.25,5,44,14.956
45,1,17.207,1.76,54.84,5,44,14.972
45,1,17.287,-41.31,-40.43,5,40,14.992
45,1,17.380,-53.79,-107.58,5,-41,15.056
45,1,17.470,-54.32,-114.08,5,-41,15.048
45,1,17.543,-53.79,-78.40,5,-41,15.048
45,1,17.653,-10.72,32.17,5,-44,15.044
45,1,17.755,3.52,105.12,5,-44,15.032
45,1,17.833,7.38,110.39,5,-44,14.952
45,1,17.923,5.27,66.09,5,44,14.964
45,1,18.008,-38.15,-31.99,5,43,14.996
45,1,18.088,-55.02,-101.07,5,0,15.056
45,1,18.203,-56.95,-112.32,5,-41,15.044
45,1,18.315,-43.07,-29.00,5,-42,15.048
45,1,18.449,-1.41,86.66,5,44,15.040
45,1,18.548,2.99,113.20,5,44,14.960
45,1,18.636,2.46,67.68,5,-44,14.964
45,1,18.725,-43.59,-40.25,5,33,15.016
45,1,18.825,-55.55,-102.48,5,0,15.060
45,1,18.952,-56.60,-100.37,5,-41,15.044
45,1,19.035,-42.89,-32.70,5,32,15.048
45,1,19.107,-3.52,59.06,5,-44,15.044
45,1,19.189,2.64,107.23,5,-44,15.036
45,1,19.267,6.33,112.15,5,44,14.960
45,1,19.346,6.68,75.06,5,44,14.960
45,1,19.416,-23.38,-3.34,5,44,14.992
45,1,19.516,-53.61,-92.64,5,3,15.056
45,1,19.595,-54.84,-116.72,5,-41,15.056
45,1,19.701,-56.43,-99.14,5,-41,15.048
45,1,19.810,-14.59,27.42,5,-44,15.048
45,1,19.913,1.76,107.93,5,-44,15.032
45,1,20.010,6.68,106.17,5,44,14.956
45,1,20.088,2.99,60.82,5,44,14.968
45,1,20.175,-45.88,-49.92,5,26,15.052
45,1,20.259,-55.20,-106.52,5,-41,15.056
45,1,20.366,-56.60,-111.44,5,-3,15.048
45,1,20.467,-49.22,-48.34,5,-42,15.048
45,1,20.553,-6.33,51.85,5,-44,15.044
45,1,20.632,1.58,107.58,5,-44,15.040
45,1,20.717,5.62,112.85,5,44,14.964
45,1,20.813,3.52,60.65,5,-44,14.964
45,1,20.891,-38.50,-33.75,5,43,14.996
45,1,20.978,-53.61,-103.36,5,3,15.056
45,1,21.057,-53.97,-117.60,5,-41,15.044
45,1,21.172,-53.44,-75.59,5,-41,15.048
45,1,21.265,-10.20,34.28,5,-44,15.044
45,1,21.384,4.22,114.08,5,-44,15.040
45,1,21.457,8.26,107.93,5,44,14.956
45,1,21.538,5.10,63.98,5,44,14.968
45,1,21.612,-39.55,-35.86,5,-43,14.992
45,1,21.696,-54.49,-101.25,5,0,15.060
45,1,21.782,-55.55,-116.72,5,-41,15.044
45,1,21.858,-56.78,-92.46,5,-4,15.048
45,1,21.944,-33.75,-10.72,5,-43,15.048
45,1,22.017,-2.29,72.42,5,-44,15.040
45,1,22.095,1.05,110.74,5,44,15.036
45,1,22.170,4.39,109.86,5,44,14.960
45,1,22.263,0.35,56.60,5,-44,14.972
45,1,22.334,-41.84,-35.86,5,43,14.992
45,1,22.414,-56.25,-99.32,5,-6,15.056
45,1,22.490,-56.95,-117.60,5,-41,15.048
45,1,22.595,-58.18,-86.48,5,-41,15.044
45,1,22.683,-32.70,-5.80,5,-43,15.048
45,1,22.781,-0.53,99.14,5,-44,15.036
45,1,22.876,3.34,113.91,5,44,14.960
45,1,22.953,4.92,83.85,5,-44,14.960
45,1,23.042,-29.36,-9.84,5,-44,14.996
45,1,23.114,-54.84,-84.73,5,0,15.056
45,1,23.210,-56.60,-116.72,5,-8,15.056
45,1,23.293,-58.18,-98.26,5,-41,15.048
45,1,23.394,-33.75,-8.79,5,-43,15.048
45,1,23.487,-1.93,80.86,5,-44,15.036
45,1,23.589,1.23,114.26,5,44,15.040
45,1,23.670,5.27,88.94,5,44,14.964
45,1,23.757,-26.72,-4.22,5,44,14.996
45,1,23.857,-56.78,-97.38,5,-9,15.056
45,1,23.932,-57.66,-116.89,5,-41,15.052
45,1,24.008,-59.41,-100.37,5,-41,15.048
45,1,24.089,-51.15,-46.76,5,-42,15.048
45,1,24.176,-5.98,63.98,5,-44,15.040
45,1,24.260,-0.88,110.39,5,-44,15.040
45,1,24.341,2.99,110.74,5,44,14.964
45,1,24.439,-3.52,48.87,5,44,14.976
45,1,24.513,-47.28,-45.18,5,42,15.000
45,1,24.592,-58.53,-103.18,5,-18,15.056
45,1,24.684,-59.59,-115.84,5,-41,15.044
45,1,24.782,-58.53,-74.18,5,-41,15.048
45,1,24.868,-15.47,34.45,5,-44,15.048
45,1,24.962,-2.11,103.53,5,16,15.040
45,1,25.039,1.41,115.31,5,44,14.964
45,1,25.123,4.92,90.53,5,44,14.952
45,1,25.207,-25.31,-3.87,5,44,14.992
45,1,25.294,-54.32,-91.41,5,-41,15.052
45,1,25.367,-55.02,-118.83,5,-41,15.052
45,1,25.442,-56.60,-111.44,5,-41,15.048
45,1,25.539,-48.34,-45.18,5,-42,15.052
45,1,25.636,-4.04,61.17,5,44,15.036
45,1,25.724,1.41,113.56,5,-44,15.036
45,1,25.807,5.10,112.15,5,44,14.964
45,1,25.907,-2.99,45.35,5,44,14.972
45,1,25.986,-50.10,-56.95,5,14,15.056
45,1,26.063,-57.48,-107.05,5,-41,15.056
45,1,26.155,-58.53,-115.31,5,-41,15.048
45,1,26.229,-58.53,-82.79,5,-41,15.048
45,1,26.326,-23.20,14.59,5,44,15.048
45,1,26.431,-1.58,101.95,5,-44,15.040
45,1,26.533,2.99,110.57,5,44,14.964
45,1,26.611,0.70,62.58,5,-44,14.972
45,1,26.712,-49.22,-55.37,5,16,15.056
45,1,26.803,-55.90,-109.69,5,-1,15.056
45,1,26.902,-56.60,-108.81,5,-41,15.048
45,1,26.978,-51.85,-60.29,5,-42,15.048
45,1,27.052,-12.13,32.17,5,44,15.048
45,1,27.132,1.58,97.03,5,-44,15.040
45,1,27.215,4.57,113.56,5,44,15.036
45,1,27.332,6.15,78.57,5,44,14.964
45,1,27.414,-42.89,-40.25,5,-39,15.000
45,1,27.490,-55.90,-99.49,5,-1,15.056
45,1,27.563,-56.78,-115.66,5,-41,15.052
45,1,27.656,-58.01,-88.42,5,-41,15.048
45,1,27.750,-28.30,2.81,5,44,15.048
45,1,27.830,-2.46,84.02,5,-44,15.040
45,1,27.911,0.00,112.32,5,-44,15.040
45,1,28.002,2.99,89.47,5,44,14.964
45,1,28.083,-14.41,24.26,5,44,14.980
45,1,28.156,-55.37,-68.56,5,-41,15.060
45,1,28.260,-59.41,-111.80,5,-11,15.056
45,1,28.343,-60.12,-97.38,5,-41,15.044
45,1,28.424,-45.88,-31.99,5,-42,15.052
45,1,28.505,-5.62,64.34,5,-44,15.040
45,1,28.588,-0.18,106.52,5,-44,15.040
45,1,28.663,4.22,106.35,5,44,14.964
45,1,28.778,-0.70,50.45,5,44,14.972
45,1,28.879,-51.85,-78.57,5,8,15.056
45,1,28.962,-53.61,-112.50,5,3,15.060
45,1,29.042,-54.32,-100.72,5,-41,15.052
45,1,29.133,-42.54,-37.09,5,-43,15.048
45,1,29.214,-0.70,62.05,5,-44,15.036
45,1,29.289,4.75,106.88,5,-44,15.040
45,1,29.374,8.61,105.82,5,44,14.956
45,1,29.467,4.39,59.94,5,44,14.972
45,1,29.557,-47.99,-60.29,5,19,15.052
45,1,29.634,-55.02,-106.35,5,0,15.060
45,1,29.715,-56.60,-111.80,5,-41,15.048
45,1,29.809,-54.84,-66.80,5,-41,15.048
45,1,29.900,-11.25,41.48,5,-44,15.048
45,1,29.979,-1.23,100.37,5,-44,15.036
45,2,0.090,-14.06,-1.41,5,44,14.980
45,2,0.165,-14.06,18.98,5,-44,15.040
45,2,0.267,-7.91,52.03,5,-44,15.040
45,2,0.361,-18.81,39.73,5,44,14.972
45,2,0.451,-45.88,-0.35,5,25,15.048
45,2,0.526,-55.90,-10.90,5,-41,15.040
45,2,0.605,-45.00,20.74,5,-42,15.048
45,2,0.689,-29.88,56.25,5,-44,15.044
45,2,0.784,-29.00,55.20,5,44,14.968
45,2,0.865,-52.03,8.79,5,8,15.056
45,2,0.960,-60.65,-15.12,5,-41,15.048
45,2,1.054,-41.66,18.63,5,-43,15.048
45,2,1.127,-20.74,55.02,5,-44,15.044
45,2,1.209,-13.71,60.47,5,44,14.956
45,2,1.282,-27.25,26.19,5,-44,14.976
45,2,1.360,-47.46,-16.35,5,-42,15.052
45,2,1.445,-49.57,-21.62,5,-42,15.040
45,2,1.529,-27.95,24.96,5,-44,15.044
45,2,1.606,-9.14,64.86,5,44,15.040
45,2,1.695,-7.03,64.16,5,44,14.980
45,2,1.773,-28.12,19.69,5,44,14.980
45,2,1.861,-51.85,-28.48,5,-42,15.056
45,2,1.951,-52.91,-25.31,5,-42,15.044
45,2,2.053,-21.27,48.34,5,-44,15.044
45,2,2.143,-10.02,80.16,5,44,15.040
45,2,2.220,-15.64,60.12,5,44,14.964
45,2,2.300,-44.82,3.52,5,37,15.032
45,2,2.394,-62.23,-37.97,5,-41,15.052
45,2,2.466,-57.83,-20.92,5,-41,15.048
45,2,2.552,-28.83,42.89,5,-44,15.048
45,2,2.624,-14.94,80.33,5,-44,15.036
45,2,2.724,-14.77,71.19,5,-44,14.960
45,2,2.821,-49.75,-4.39,5,16,15.056
45,2,2.913,-61.52,-39.90,5,-41,15.052
45,2,3.013,-52.21,-13.01,5,-42,15.048
45,2,3.097,-18.81,55.37,5,-44,15.044
45,2,3.170,-7.21,86.48,5,-44,15.036
45,2,3.261,-8.09,71.72,5,-44,14.968
45,2,3.339,-38.67,4.04,5,43,14.988
45,2,3.429,-56.07,-43.07,5,-41,15.056
45,2,3.508,-54.67,-36.39,5,-41,15.048
45,2,3.597,-33.05,17.58,5,-43,15.052
45,2,3.680,-6.33,81.91,5,44,15.040
45,2,3.769,-2.99,86.84,5,44,14.964
45,2,3.858,-25.84,27.60,5,44,14.984
45,2,3.946,-56.07,-40.08,5,-2,15.056
45,2,4.029,-59.24,-49.57,5,-41,15.048
45,2,4.134,-39.38,11.78,5,-43,15.048
45,2,4.225,-10.90,81.56,5,-44,15.040
45,2,4.313,-6.33,97.21,5,44,14.964
45,2,4.390,-15.12,60.47,5,44,14.968
45,2,4.473,-53.26,-17.40,5,4,15.056
45,2,4.549,-63.10,-52.91,5,-40,15.056
45,2,4.627,-61.88,-43.95,5,-41,15.048
45,2,4.697,-44.12,7.21,5,-42,15.048
45,2,4.778,-14.77,74.18,5,-44,15.040
45,2,4.851,-7.73,100.37,5,44,15.040
45,2,4.947,-10.20,75.23,5,44,14.968
45,2,5.020,-44.30,0.70,5,32,15.016
45,2,5.105,-61.00,-51.15,5,-15,15.056
45,2,5.185,-61.00,-51.68,5,-41,15.048
45,2,5.260,-48.69,-8.96,5,-42,15.048
45,2,5.333,-14.59,64.86,5,-44,15.044
45,2,5.409,-5.10,100.19,5,40,15.036
45,2,5.489,-3.34,94.39,5,44,14.964
45,2,5.574,-22.32,36.91,5,44,14.984
45,2,5.651,-56.60,-39.73,5,-41,15.056
45,2,5.728,-60.47,-60.82,5,-41,15.056
45,2,5.796,-58.36,-44.12,5,-41,15.044
45,2,5.894,-24.08,40.60,5,-44,15.048
45,2,5.967,-6.86,94.57,5,-44,15.040
45,2,6.047,-3.34,105.29,5,44,15.024
45,2,6.127,-8.96,69.96,5,44,14.968
45,2,6.198,-44.65,-5.62,5,29,14.992
45,2,6.289,-60.65,-59.77,5,-14,15.056
45,2,6.367,-61.00,-58.18,5,-41,15.048
45,2,6.437,-51.68,-17.58,5,-42,15.048
45,2,6.527,-12.48,72.77,5,-44,15.040
45,2,6.616,-4.57,108.98,5,-44,15.040
45,2,6.692,-4.39,94.57,5,44,14.968
45,2,6.789,-27.60,30.94,5,44,14.980
45,2,6.873,-61.70,-52.56,5,-17,15.060
45,2,6.952,-63.63,-63.81,5,-40,15.048
45,2,7.046,-55.55,-21.80,5,-1,15.052
45,2,7.154,-11.60,86.66,5,-44,15.044
45,2,7.238,-6.86,110.74,5,44,15.028
45,2,7.308,-7.38,92.46,5,-44,14.968
45,2,7.385,-30.41,29.53,5,44,14.984
45,2,7.466,-62.05,-47.11,5,-18,15.056
45,2,7.546,-64.51,-66.09,5,-40,15.044
45,2,7.651,-59.77,-36.03,5,-41,15.048
45,2,7.733,-16.88,65.04,5,-44,15.044
45,2,7.825,-6.68,108.98,5,-44,15.040
45,2,7.923,-5.45,91.58,5,44,14.964
45,2,8.032,-48.16,-10.90,5,19,15.052
45,2,8.119,-61.52,-62.75,5,-17,15.056
45,2,8.194,-61.52,-62.40,5,-41,15.048
45,2,8.282,-47.28,-7.03,5,-42,15.048
45,2,8.387,-10.55,76.82,5,-44,15.044
45,2,8.462,-2.99,112.68,5,44,15.040
45,2,8.563,-5.98,78.93,5,-44,14.972
45,2,8.645,-43.42,-3.87,5,34,15.016
45,2,8.745,-60.65,-66.80,5,-14,15.056
45,2,8.844,-60.29,-59.06,5,-41,15.048
45,2,8.925,-36.74,14.59,5,-43,15.052
45,2,8.999,-7.73,88.77,5,-44,15.040
45,2,9.080,-3.16,114.08,5,-44,15.040
45,2,9.169,-3.52,93.52,5,44,14.964
45,2,9.258,-38.50,9.32,5,43,14.996
45,2,9.338,-61.88,-58.71,5,-18,15.056
45,2,9.416,-63.46,-69.26,5,-40,15.052
45,2,9.510,-56.43,-25.31,5,-41,15.052
45,2,9.591,-20.21,56.95,5,-44,15.044
45,2,9.672,-8.09,108.98,5,44,15.040
45,2,9.747,-5.98,110.74,5,44,14.964
45,2,9.843,-20.04,52.21,5,44,14.976
45,2,9.931,-61.88,-40.08,5,-18,15.056
45,2,10.014,-66.27,-69.96,5,-40,15.056
45,2,10.245,-13.89,83.32,5,44,15.040
45,2,10.334,-7.91,114.61,5,-44,14.992
45,2,10.420,-7.73,95.10,5,44,14.964
45,2,10.499,-37.27,17.75,5,43,14.996
45,2,10.616,-64.51,-63.10,5,-40,15.044
45,2,10.725,-62.58,-48.34,5,-40,15.048
45,2,10.831,-30.59,33.22,5,-43,15.052
45,2,10.925,-7.91,105.82,5,-44,15.040
45,2,11.012,-4.75,105.82,5,-44,14.964
45,2,11.096,-20.92,44.65,5,44,14.980
45,2,11.199,-60.29,-49.92,5,-41,15.052
45,2,11.295,-62.40,-68.91,5,-40,15.044
45,2,11.367,-58.18,-39.02,5,-41,15.052
45,2,11.444,-23.91,42.19,5,-44,15.048
45,2,11.520,-6.50,99.49,5,-44,15.040
45,2,11.620,-2.46,111.27,5,44,14.964
45,2,11.693,-8.61,73.83,5,44,14.972
45,2,11.764,-46.41,-5.45,5,25,15.048
45,2,11.838,-62.58,-58.71,5,-41,15.056
45,2,11.914,-64.34,-71.37,5,-40,15.048
45,2,11.987,-62.05,-45.70,5,-41,15.048
45,2,12.079,-33.05,29.88,5,-43,15.048
45,2,12.155,-10.02,101.95,5,-44,15.040
45,2,12.234,-6.86,116.19,5,-44,14.976
45,2,12.310,-8.26,88.07,5,44,14.968
45,2,12.398,-46.41,-0.70,5,25,15.044
45,2,12.481,-64.34,-63.98,5,-25,15.056
45,2,12.588,-64.16,-61.35,5,-40,15.048
45,2,12.667,-52.56,-13.01,5,4,15.048
45,2,12.749,-12.83,80.33,5,-44,15.040
45,2,12.825,-6.68,114.96,5,-44,15.036
45,2,12.898,-4.39,107.93,5,44,14.964
45,2,12.974,-14.59,60.12,5,44,14.972
45,2,13.054,-53.97,-22.68,5,3,15.056
45,2,13.126,-63.10,-67.85,5,-40,15.052
45,2,13.205,-63.10,-67.32,5,-40,15.048
45,2,13.280,-54.84,-23.20,5,-41,15.052
45,2,13.352,-17.93,58.71,5,-44,15.044
45,2,13.435,-6.50,107.58,5,-44,15.040
45,2,13.521,-3.16,111.27,5,-44,14.964
45,2,13.601,-11.78,63.10,5,44,14.972
45,2,13.722,-57.30,-41.66,5,-4,15.056
45,2,13.798,-61.70,-73.83,5,-41,15.048
45,2,13.896,-58.36,-43.07,5,-41,15.052
45,2,13.967,-25.49,37.44,5,-44,15.052
45,2,14.068,-5.10,106.35,5,-44,15.040
45,2,14.221,-6.33,82.62,5,44,14.972
45,2,14.304,-45.00,-1.05,5,30,15.028
45,2,14.390,-64.16,-63.98,5,-24,15.056
45,2,14.469,-65.74,-71.02,5,-40,15.048
45,2,14.549,-59.24,-26.54,5,-41,15.052
45,2,14.631,-21.09,61.52,5,18,15.048
45,2,14.719,-10.72,111.27,5,-44,15.044
45,2,14.812,-8.09,111.27,5,44,14.964
45,2,14.885,-19.34,59.24,5,44,14.976
45,2,14.972,-61.17,-30.76,5,-41,15.056
45,2,15.082,-67.85,-72.07,5,-40,15.028
45,2,15.183,-63.28,-39.20,5,-40,15.044
45,2,15.294,-14.06,84.73,5,44,15.044
45,2,15.387,-8.09,116.72,5,44,14.980
45,2,15.476,-7.21,96.33,5,44,14.964
45,2,15.555,-39.90,11.78,5,43,14.996
45,2,15.645,-63.28,-59.24,5,-21,15.052
45,2,15.753,-63.63,-66.27,5,-40,15.048
45,2,15.832,-52.03,-14.59,5,-42,15.052
45,2,15.940,-8.44,94.92,5,-44,15.040
45,2,16.019,-4.22,117.07,5,-44,15.020
45,2,16.099,-3.69,98.26,5,44,14.960
45,2,16.189,-34.98,16.35,5,43,14.996
45,2,16.264,-61.17,-55.02,5,-41,15.056
45,2,16.359,-63.28,-71.72,5,-40,15.048
45,2,16.446,-56.95,-29.88,5,-41,15.048
45,2,16.523,-20.74,53.09,5,-44,15.052
45,2,16.608,-7.03,110.22,5,-44,15.040
