alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
-157.324,109.3,4,-69,0.0,0.0,3.604,14.84
-161.016,109.9,4,-69,0.0,0.1334,19.424,14.844
-163.477,94.9,4,42,0.0,0.2631,44.209,14.888
-163.125,94.9,4,-63,0.0,0.3848,64.424,14.888
-162.773,89.9,0,0,0.0,0.4596,102.744,14.88
-147.129,27.4,0,0,0.0,0.5702,129.463,15.02
-124.102,26.6,0,0,0.0,0.6719,133.33,15.02
-118.652,26.9,0,0,0.0,0.7611,135.264,15.02
-148.184,26.6,0,0,0.0,0.8402,135.264,15.016
-172.617,27.2,0,0,0.0,0.9402,132.627,15.02
-169.629,27.3,0,0,0.0,1.0554,107.314,15.02
-139.922,27.1,0,0,0.0,1.1525,73.74,15.024
-137.461,27.2,0,0,0.0,1.2572,57.217,15.012
-163.301,26.5,0,0,0.0,1.351,55.283,15.02
-177.539,27.1,0,0,0.0,1.4313,51.064,15.02
-164.355,27.2,0,0,0.0,1.5066,36.299,15.02
-139.746,25.6,0,0,0.0,1.5944,18.018,15.016
-141.328,25.6,0,0,0.0,1.6921,13.975,15.016
-162.422,27.0,0,0,0.0,1.7818,21.006,15.016
-173.496,28.0,0,0,0.0,1.8596,24.17,15.016
-164.18,27.0,0,0,0.0,1.9304,18.545,15.02
-146.426,27.0,0,0,0.0,2.0103,10.459,15.02
-141.504,26.8,0,0,0.0,2.082,10.635,15.02
-158.555,27.1,0,0,0.0,2.1947,21.533,15.02
-169.277,27.2,0,0,0.0,2.265,29.971,15.024
-154.336,27.4,0,0,0.0,2.3707,26.982,15.02
-141.855,26.3,0,0,0.0,2.4756,25.4,15.02
-144.844,30.9,0,0,0.0,2.5372,31.201,14.992
-165.937,26.7,0,0,0.0,2.6111,49.658,15.02
-159.609,27.5,0,0,0.0,2.7652,50.186,15.016
-145.547,29.4,0,0,0.0,2.8411,47.9,15.008
-143.965,24.1,0,0,0.0,2.9301,51.24,15.0
-157.676,22.6,0,0,0.0,3.0028,62.314,15.02
-162.773,26.0,0,0,0.0,3.1065,67.412,15.024
-152.93,26.0,0,0,0.0,3.2051,64.951,15.024
-146.074,26.5,0,0,0.0,3.2884,63.545,15.024
-148.008,26.9,0,0,0.0,3.3602,66.357,15.016
-157.324,26.8,0,0,0.0,3.439,71.982,15.02
-159.609,27.5,0,0,0.0,3.5213,73.213,15.02
-153.984,27.5,0,0,0.0,3.6141,70.4,15.02
-149.414,27.0,0,0,0.0,3.6838,68.291,15.02
-150.293,27.5,0,0,0.0,3.7596,68.818,15.024
-155.215,27.3,0,0,0.0,3.8314,70.928,15.016
-157.852,27.3,0,0,0.0,3.9123,71.455,15.016
-154.687,27.1,0,0,0.0,3.992,68.818,15.016
-151.699,26.8,0,0,0.0,4.0817,67.061,15.02
-153.633,26.8,0,0,0.0,4.1924,67.939,15.024
-155.566,27.0,0,0,0.0,4.2723,68.467,15.016
-155.566,26.9,0,0,0.0,4.3595,68.115,15.02
-154.687,27.0,0,0,0.0,4.4303,67.588,15.016
-153.281,26.9,0,0,0.0,4.533,67.588,15.02
-153.281,27.2,0,0,0.0,4.6369,67.588,15.016
-153.984,27.0,0,0,0.0,4.7455,67.588,15.02
-154.687,27.0,0,0,0.0,4.8284,67.588,15.02
-155.039,26.9,0,0,0.0,4.9022,67.588,15.02
-154.16,27.1,0,0,0.0,5.024,67.588,15.02
-153.633,27.1,0,0,0.0,5.1157,67.588,15.02
-153.457,27.2,0,0,0.0,5.2234,67.588,15.02
-153.984,27.2,0,0,0.0,5.3202,67.588,15.02
-154.512,26.7,0,0,0.0,5.39,67.588,15.016
-154.863,27.2,0,0,0.0,5.4628,67.588,15.02
-154.512,27.3,0,0,0.0,5.5656,67.588,15.016
-153.984,27.2,0,0,0.0,5.647,67.588,15.02
-153.633,26.9,0,0,0.0,5.7183,67.588,15.02
-153.633,26.9,0,0,0.0,5.8011,67.588,15.02
-154.336,27.1,0,0,0.0,5.8914,67.588,15.016
-154.687,27.1,0,0,0.0,6.0048,67.588,15.016
-154.687,26.6,0,0,0.0,6.0876,67.588,15.02
-154.336,27.3,0,0,0.0,6.1594,67.588,15.02
-153.809,27.0,0,0,0.0,6.2541,67.588,15.02
-153.633,27.4,0,0,0.0,6.3297,67.588,15.02
-153.809,27.4,0,0,0.0,6.4005,67.588,15.02
-154.512,27.4,0,0,0.0,6.4872,67.588,15.016
-154.687,27.0,0,0,0.0,6.6133,67.588,15.02
-154.336,27.0,0,0,0.0,6.7311,67.588,15.024
-153.809,26.9,0,0,0.0,6.8248,67.588,15.02
-153.633,27.3,0,0,0.0,6.9186,67.588,15.02
-153.984,27.3,0,0,0.0,7.0084,67.588,15.02
-154.336,26.6,0,0,0.0,7.0932,67.588,15.02
-154.687,26.9,0,0,0.0,7.182,67.588,15.02
-154.336,26.7,0,0,0.0,7.2896,67.588,15.02
-153.809,25.9,0,0,0.0,7.3874,67.588,15.016
-153.809,27.3,0,0,0.0,7.4986,67.588,15.02
-154.16,25.0,0,0,0.0,7.6003,67.588,15.016
-154.512,25.0,0,0,0.0,7.7136,67.588,15.016
-154.512,28.0,0,0,0.0,7.7944,67.588,15.012
-154.336,26.6,0,0,0.0,7.8632,67.588,15.02
-153.984,27.2,0,0,0.0,7.9655,67.588,15.016
-153.809,26.9,0,0,0.0,8.0463,67.588,15.02
-153.809,26.9,0,0,0.0,8.1241,67.588,15.02
-154.16,26.8,0,0,0.0,8.205,67.588,15.02
-154.336,26.6,0,0,0.0,8.2961,67.588,15.012
-154.512,27.4,0,0,0.0,8.3733,67.588,15.016
-154.336,27.9,0,0,0.0,8.4581,67.764,15.012
-153.984,27.2,0,0,0.0,8.5802,67.764,15.016
-153.984,27.2,0,0,0.0,8.6543,67.764,15.016
-153.984,26.9,0,0,0.0,8.7356,67.764,15.016
-154.16,26.7,0,0,0.0,8.8243,67.764,15.016
-154.336,26.7,0,0,0.0,8.9283,67.764,15.016
-154.336,27.3,0,0,0.0,8.9952,67.764,15.016
-154.16,26.8,0,0,0.0,9.1106,67.764,15.016
-153.984,27.3,0,0,0.0,9.2044,67.764,15.012
-153.984,27.0,0,0,0.0,9.2821,67.764,15.016
-154.16,27.2,0,0,0.0,9.3547,67.764,15.016
-154.336,27.3,0,0,0.0,9.4626,67.764,15.02
-154.16,27.3,0,0,0.0,9.6442,67.764,15.016
-154.16,26.7,0,0,0.0,9.7744,67.939,15.016
-153.984,27.2,0,0,0.0,9.8452,67.939,15.016
-153.984,27.2,0,0,0.0,9.9295,67.939,15.016
-154.16,27.1,0,0,0.0,9.9933,67.939,15.016
