alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
296.191,27.1,0,0,0.0,0.0,9.404,15.016
291.973,26.5,0,0,0.0,0.0837,9.932,15.02
297.07,27.3,0,0,0.0,0.1485,6.24,15.02
305.156,26.5,0,0,0.0,0.2313,2.021,15.02
306.914,26.5,0,0,0.0,0.2981,1.494,15.02
300.937,26.5,0,0,0.0,0.3749,5.01,15.016
295.137,26.0,0,0,0.0,0.4644,8.35,15.024
296.543,26.6,0,0,0.0,0.5292,8.174,15.024
301.465,26.6,0,0,0.0,0.5961,6.768,15.024
304.98,27.4,0,0,0.0,0.6822,6.943,15.02
301.641,26.9,0,0,0.0,0.761,10.283,15.02
298.125,27.5,0,0,0.0,0.8468,13.096,15.02
298.477,27.8,0,0,0.0,0.9259,13.623,15.016
301.641,27.8,0,0,0.0,1.0047,13.096,15.016
303.398,27.3,0,0,0.0,1.0805,13.623,15.016
302.344,27.4,0,0,0.0,1.1702,14.854,15.024
299.883,27.0,0,0,0.0,1.2664,16.611,15.02
299.883,26.8,0,0,0.0,1.3487,16.611,15.02
300.937,26.6,0,0,0.0,1.418,16.436,15.016
301.816,26.9,0,0,0.0,1.4938,16.436,15.016
301.113,26.9,0,0,0.0,1.6339,16.436,15.016
300.234,27.0,0,0,0.0,1.7517,16.436,15.016
299.883,26.8,0,0,0.0,1.8584,16.436,15.016
300.41,27.0,0,0,0.0,1.9351,16.436,15.016
301.113,27.0,0,0,0.0,2.0269,16.436,15.02
301.641,27.0,0,0,0.0,2.0987,16.436,15.02
301.641,26.9,0,0,0.0,2.1915,16.436,15.016
300.762,26.5,0,0,0.0,2.2555,16.436,15.016
300.234,27.1,0,0,0.0,2.358,16.436,15.016
300.059,22.4,0,0,0.0,2.4279,16.436,15.016
300.41,22.4,0,0,0.0,2.5138,16.436,15.016
300.937,27.8,0,0,0.0,2.5842,16.436,14.992
301.465,29.4,0,0,0.0,2.6571,16.436,15.004
301.641,27.5,0,0,0.0,2.7188,16.436,15.016
301.289,27.5,0,0,0.0,2.808,16.436,15.016
300.762,26.8,0,0,0.0,2.8718,16.436,15.02
300.234,27.2,0,0,0.0,2.9356,16.436,15.016
300.41,27.1,0,0,0.0,3.0493,16.436,15.02
301.113,27.0,0,0,0.0,3.1899,16.436,15.012
301.465,24.5,0,0,0.0,3.2626,16.436,15.016
301.289,26.8,0,0,0.0,3.3419,16.436,15.016
300.937,27.1,0,0,0.0,3.4307,16.436,15.02
300.41,27.1,0,0,0.0,3.5144,16.436,15.02
300.234,27.0,0,0,0.0,3.5998,16.436,15.02
300.586,27.3,0,0,0.0,3.6631,16.436,15.02
301.113,27.1,0,0,0.0,3.7379,16.436,15.016
301.289,27.1,0,0,0.0,3.8316,16.436,15.016
301.113,27.1,0,0,0.0,3.9653,16.436,15.016
300.586,27.1,0,0,0.0,4.0371,16.436,15.016
300.41,27.0,0,0,0.0,4.1179,16.436,15.02
300.586,23.9,0,0,0.0,4.2031,16.436,15.016
301.113,27.4,0,0,0.0,4.338,16.436,15.02
301.289,26.8,0,0,0.0,4.4263,16.611,15.016
301.289,26.8,0,0,0.0,4.4925,16.611,15.016
300.937,27.2,0,0,0.0,4.5563,16.611,15.024
300.41,27.4,0,0,0.0,4.6341,16.611,15.02
300.41,27.2,0,0,0.0,4.7349,16.611,15.02
300.762,27.0,0,0,0.0,4.8049,16.611,15.02
301.113,27.0,0,0,0.0,4.9127,16.611,15.02
