alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
-223.945,26.7,4,0,0.0,0.0,4.482,15.02
-223.77,26.9,4,0,0.0,0.0787,5.361,15.016
-222.188,26.9,4,0,0.0,0.145,5.361,15.016
-221.66,27.2,4,0,0.0,0.2338,5.537,15.024
-222.188,27.2,4,0,0.0,0.3022,6.064,15.02
-222.891,26.6,4,66,0.0,0.3843,6.24,15.016
-217.969,107.9,4,69,0.0,0.4641,-1.67,14.856
-215.684,113.7,4,69,0.0,0.5868,-8.701,14.844
-212.695,43.7,4,68,0.0,0.6526,-33.486,14.964
-211.465,107.8,4,65,0.0,0.7882,-52.646,14.852
-214.102,95.5,4,59,0.0,0.858,-84.99,14.86
-239.941,24.8,0,0,0.0,0.9538,-115.928,15.0
-255.41,27.3,0,0,0.0,1.0984,-124.189,15.016
-251.543,27.3,0,0,0.0,1.1612,-131.748,15.016
-238.184,27.4,0,0,0.0,1.238,-134.561,15.016
-222.715,27.1,0,0,0.0,1.302,-129.111,15.02
-216.035,27.0,0,0,0.0,1.382,-113.467,15.024
-222.539,27.6,0,0,0.0,1.4701,-90.967,15.02
-229.219,27.5,0,0,0.0,1.5544,-64.424,15.02
-222.363,26.9,0,0,0.0,1.6681,-51.592,15.02
-213.398,27.0,0,0,0.0,1.755,-40.166,15.02
-226.406,26.9,0,0,0.0,1.8572,-12.92,15.016
-227.637,26.9,0,0,0.0,2.0317,-4.658,15.02
-221.309,26.9,0,0,0.0,2.1162,-2.549,15.016
-214.277,26.9,0,0,0.0,2.189,-0.088,15.02
-217.969,27.3,0,0,0.0,2.2877,4.482,15.02
-225.352,27.3,0,0,0.0,2.3525,9.932,15.02
-228.164,27.1,0,0,0.0,2.4393,12.393,15.024
-222.539,27.4,0,0,0.0,2.5079,10.459,15.02
-219.727,23.6,0,0,0.0,2.5946,9.756,15.024
-224.297,23.6,0,0,0.0,2.7572,11.689,15.024
-226.23,27.0,0,0,0.0,2.8329,11.514,15.016
-222.012,27.0,0,0,0.0,2.9307,7.998,15.02
-220.605,26.9,0,0,0.0,3.0324,6.592,15.024
-223.242,27.4,0,0,0.0,3.117,7.119,15.02
-224.648,27.4,0,0,0.0,3.2058,6.943,15.02
-223.77,26.7,0,0,0.0,3.2936,5.713,15.024
-222.539,27.0,0,0,0.0,3.4083,5.361,15.024
-222.188,26.4,0,0,0.0,3.5299,5.361,15.016
-222.891,28.0,0,0,0.0,3.6247,5.361,15.016
-223.77,27.9,0,0,0.0,3.7175,5.361,15.012
-223.594,27.9,0,0,0.0,3.867,5.361,15.012
-223.242,26.6,0,0,0.0,3.942,5.361,15.02
-222.363,25.3,0,0,0.0,4.0118,5.361,15.016
-222.715,27.2,0,0,0.0,4.151,5.361,15.024
-223.242,27.2,0,0,0.0,4.2697,5.361,15.024
-223.594,27.2,0,0,0.0,4.3551,5.361,15.024
-223.418,27.1,0,0,0.0,4.4409,5.361,15.024
-222.715,27.1,0,0,0.0,4.5533,5.361,15.024
-222.539,26.6,0,0,0.0,4.639,5.361,15.024
-222.891,27.0,0,0,0.0,4.7469,5.361,15.024
-223.242,27.0,0,0,0.0,4.8602,5.361,15.024
-223.594,26.9,0,0,0.0,4.939,5.361,15.024
-223.418,27.1,0,0,0.0,5.013,5.361,15.02
-222.715,28.6,0,0,0.0,5.1356,5.361,15.012
-222.715,30.9,0,0,0.0,5.2336,5.361,14.996
-223.066,27.6,0,0,0.0,5.3872,5.361,15.016
-223.418,23.7,0,0,0.0,5.4835,5.361,15.0
-223.418,23.7,0,0,0.0,5.5792,5.361,15.0
-222.715,22.8,0,0,0.0,5.645,5.361,15.012
-222.715,27.5,0,0,0.0,5.834,5.361,15.024
-223.242,22.5,0,0,0.0,5.977,5.361,15.02
-223.418,27.0,0,0,0.0,6.0867,5.361,15.024
-223.242,27.0,0,0,0.0,6.1734,5.361,15.024
-223.066,27.1,0,0,0.0,6.2403,5.361,15.024
-222.715,27.0,0,0,0.0,6.328,5.361,15.016
-222.715,27.0,0,0,0.0,6.4058,5.361,15.024
-222.891,26.5,0,0,0.0,6.4827,5.361,15.02
-223.242,26.5,0,0,0.0,6.5664,5.361,15.02
-223.242,26.7,0,0,0.0,6.6602,5.361,15.02
-223.242,26.7,0,0,0.0,6.756,5.361,15.02
-222.891,27.0,0,0,0.0,6.8402,5.361,15.02
-222.715,27.1,0,0,0.0,6.91,5.361,15.02
