alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
-222.715,26.4,0,0,0.0,6.9883,5.361,15.024
-222.891,26.4,0,0,0.0,7.076,5.361,15.024
-223.066,27.4,0,0,0.0,7.1389,5.361,15.02
-223.242,27.2,0,0,0.0,7.2123,5.361,15.02
-223.242,27.0,0,0,0.0,7.3,5.361,15.02
-223.066,27.0,0,0,0.0,7.3648,5.361,15.02
-222.891,28.6,0,0,0.0,7.4297,5.361,15.008
-222.891,26.9,0,0,0.0,7.5004,5.361,15.02
-222.891,26.9,0,0,0.0,7.5736,5.361,15.02
-222.891,27.4,0,0,0.0,7.6484,5.361,15.02
-223.242,27.2,0,0,0.0,7.7206,5.361,15.024
-223.242,27.4,0,0,0.0,7.8393,5.361,15.02
-222.891,27.5,0,0,0.0,7.9201,5.361,15.016
-222.891,27.5,0,0,0.0,8.0607,5.361,15.016
-222.891,27.8,0,0,0.0,8.1326,5.361,15.016
-222.891,27.1,0,0,0.0,8.2283,5.361,15.02
-223.066,27.0,0,0,0.0,8.3131,5.361,15.016
-223.066,27.1,0,0,0.0,8.452,5.361,15.016
-222.891,26.8,0,0,0.0,8.5448,5.361,15.016
-222.891,27.0,0,0,0.0,8.6505,5.361,15.02
-222.891,26.9,0,0,0.0,8.7204,5.361,15.024
-222.891,26.8,0,0,0.0,8.7992,5.361,15.024
-223.066,27.8,0,0,0.0,8.8843,5.361,15.008
-223.066,26.3,0,0,0.0,8.9642,5.361,15.02
-223.066,26.3,0,0,0.0,9.0569,5.361,15.02
-223.066,27.8,0,0,0.0,9.1298,5.361,15.012
-223.066,26.6,0,0,0.0,9.1945,5.361,15.02
-223.066,26.5,0,0,0.0,9.2835,5.361,15.02
-223.066,26.5,0,0,0.0,9.3608,5.361,15.02
-223.066,26.6,0,0,0.0,9.4555,5.361,15.02
-223.066,26.8,0,0,0.0,9.5503,5.361,15.02
-223.066,26.7,0,0,0.0,9.6561,5.361,15.016
-223.066,27.2,0,0,0.0,9.7428,5.361,15.016
-223.066,27.1,0,0,0.0,9.8282,5.361,15.02
-223.066,27.3,0,0,0.0,9.9238,5.361,15.02
-223.066,27.3,0,0,0.0,9.9877,5.361,15.02
