alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
-87.891,27.1,3,0,0.0,0.0,5.186,15.02
-87.891,27.2,3,0,0.0,0.0898,5.186,15.024
-87.891,27.2,3,0,0.0,0.1646,5.186,15.024
-88.242,26.8,3,0,0.0,0.2374,5.186,15.024
-88.242,26.8,3,0,0.0,0.3172,5.186,15.024
-88.242,27.4,3,0,0.0,0.406,5.186,15.02
-88.066,27.0,3,0,0.0,0.4948,5.186,15.024
-88.066,27.0,3,0,0.0,0.5773,5.186,15.024
-87.891,26.5,3,0,0.0,0.6451,5.186,15.016
-88.066,26.8,3,0,0.0,0.7399,5.186,15.016
-88.242,25.3,3,0,0.0,0.8514,5.186,15.02
-85.605,126.5,3,70,0.0,0.9621,2.725,14.788
-69.434,117.5,3,70,0.0,1.0688,-15.732,14.812
-63.457,117.5,3,70,0.0,1.1495,-41.221,14.812
-72.598,124.0,3,70,0.0,1.2403,-71.104,14.82
-85.605,116.3,3,70,0.0,1.3311,-94.482,14.82
-100.547,115.5,3,70,0.0,1.4029,-127.529,14.824
-136.582,123.1,3,70,0.0,1.4797,-132.627,14.804
-150.645,123.1,3,70,0.0,1.563,-135.264,14.804
-128.496,124.6,3,-55,0.0,1.6514,-135.264,14.8
-89.824,81.8,3,-55,0.0,1.7188,-133.506,14.892
-62.051,99.6,3,55,0.0,1.7996,-118.74,14.84
-59.062,95.7,3,55,0.0,1.8674,-97.998,14.864
-87.012,96.6,3,55,0.0,1.9752,-79.189,14.864
-104.414,96.6,3,55,0.0,2.0629,-73.564,14.864
-85.605,84.0,3,55,0.0,2.1761,-100.986,14.892
-72.07,84.0,3,55,0.0,2.2559,-123.486,14.892
-85.957,85.2,3,55,0.0,2.361,-135.264,14.884
-116.191,90.2,3,55,0.0,2.4407,-135.264,14.876
-127.09,88.9,3,55,0.0,2.517,-135.264,14.88
-116.016,113.3,3,-70,0.0,2.5888,-132.1,14.832
