alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
-37.09,26.9,3,0,0.0,0.0,4.57,15.02
-36.914,26.9,3,0,0.0,0.086,4.57,15.02
-37.266,26.9,3,0,0.0,0.1529,4.57,15.02
-37.793,27.0,3,0,0.0,0.2708,4.57,15.024
-37.969,27.2,3,0,0.0,0.3356,4.57,15.024
-37.969,26.7,3,0,0.0,0.4014,4.57,15.02
-37.617,26.7,3,0,0.0,0.4742,4.57,15.02
-37.266,26.8,3,0,0.0,0.553,4.57,15.02
-37.09,27.1,3,0,0.0,0.6239,4.57,15.028
-37.09,26.9,3,0,0.0,0.6876,4.57,15.028
-37.441,26.9,3,0,0.0,0.7764,4.57,15.028
-37.793,27.0,3,0,0.0,0.8512,4.57,15.016
-37.793,25.8,3,0,0.0,0.9579,4.57,15.02
-37.09,25.1,3,0,0.0,1.0666,4.57,15.024
-37.266,25.1,3,0,0.0,1.2845,4.57,15.024
-37.441,26.6,3,0,0.0,1.3583,4.57,15.024
-37.793,27.3,3,0,0.0,1.451,4.57,15.024
-37.793,27.2,3,0,0.0,1.5308,4.57,15.024
-37.793,27.6,3,0,0.0,1.596,4.57,15.02
-37.441,27.6,3,0,0.0,1.6679,4.57,15.02
-37.266,28.7,3,0,0.0,1.7362,4.57,15.016
-37.09,24.8,3,0,0.0,1.8053,4.57,15.0
-37.266,24.8,3,0,0.0,1.8776,4.57,15.0
-37.441,27.1,3,0,0.0,1.9425,4.57,15.02
-37.793,27.1,3,0,0.0,2.0288,4.57,15.024
-37.793,27.1,3,0,0.0,2.1065,4.57,15.024
-37.617,26.9,3,0,0.0,2.1923,4.57,15.016
-37.266,27.2,3,0,0.0,2.2936,4.57,15.02
-37.266,27.0,3,0,0.0,2.3973,4.57,15.02
-37.441,26.2,3,0,0.0,2.491,4.57,15.02
-37.617,26.2,3,0,0.0,2.5758,4.57,15.02
-37.617,26.7,3,0,0.0,2.6576,4.57,15.02
-37.617,27.2,3,0,0.0,2.7468,4.57,15.02
-37.441,27.1,3,0,0.0,2.8265,4.57,15.024
-37.266,27.1,3,0,0.0,2.9007,4.57,15.024
-37.266,26.3,3,0,0.0,2.9674,4.57,15.02
-37.441,27.1,3,0,0.0,3.0428,4.57,15.024
-37.617,26.9,3,0,0.0,3.1181,4.57,15.02
-37.617,27.0,3,0,0.0,3.2716,4.57,15.02
-29.531,123.3,3,70,0.0,3.3561,-3.516,14.812
-14.59,118.7,3,70,0.0,3.4269,-23.027,14.82
-14.59,117.7,3,70,0.0,3.5077,-46.055,14.832
-25.312,115.9,3,70,0.0,3.5994,-74.883,14.82
-45.0,115.9,3,70,0.0,3.6802,-111.621,14.82
-68.906,115.6,3,70,0.0,3.7689,-132.715,14.82
-98.437,124.8,3,70,0.0,3.8438,-135.176,14.804
-97.031,124.1,3,70,0.0,3.9236,-135.176,14.804
-57.129,80.7,3,-55,0.0,4.0143,-135.0,14.896
-21.094,92.2,3,55,0.0,4.0947,-124.277,14.872
-5.977,92.2,3,55,0.0,4.1676,-106.348,14.872
-17.93,95.0,3,55,0.0,4.2583,-90.879,14.864
-42.715,93.1,3,55,0.0,4.3393,-76.465,14.872
