alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
-327.656,42.1,7,-27,0.0,0.0,6.768,14.988
-328.008,42.1,7,-38,0.0,0.1196,11.338,14.988
-325.195,60.9,7,-52,0.0,0.1933,16.26,14.948
-320.977,28.6,7,7,0.0,0.2671,27.334,15.016
-316.23,26.7,7,-5,0.0,0.3771,34.189,15.02
-318.164,27.1,7,36,0.0,0.4752,44.033,15.02
-319.043,33.0,7,12,0.0,0.6199,44.912,15.0
-321.152,47.3,7,35,0.0,0.6865,44.209,14.98
-322.559,32.6,7,18,0.0,0.8347,39.639,15.012
-323.262,27.1,7,8,0.0,0.9225,35.947,15.02
-323.086,27.0,7,13,0.0,1.0701,31.553,15.016
-322.559,27.1,7,3,0.0,1.2925,31.553,15.02
-321.504,27.1,7,8,0.0,1.4244,32.08,15.02
-322.207,27.1,7,5,0.0,1.6269,32.607,15.016
-322.031,27.2,7,5,0.0,1.8473,32.607,15.02
-322.031,26.5,7,5,0.0,2.1528,32.607,15.016
-322.207,27.5,7,5,0.0,2.2486,32.607,15.016
-322.207,27.1,7,6,0.0,2.3483,32.607,15.016
-322.031,26.8,7,3,0.0,2.4608,32.607,15.016
-322.031,27.4,7,5,0.0,2.5558,32.607,15.016
-322.031,27.4,7,5,0.0,2.6295,32.607,15.016
-322.031,25.8,7,5,0.0,2.7094,32.607,15.016
-322.031,25.3,7,5,0.0,2.8375,32.607,14.992
-322.031,25.3,7,5,0.0,2.9268,32.607,14.992
-322.031,24.2,7,5,0.0,2.9985,32.607,15.02
-322.031,26.9,7,5,0.0,3.1985,32.607,15.02
-322.031,24.9,7,5,0.0,3.3153,32.607,15.02
-322.031,24.9,7,5,0.0,3.4271,32.607,15.02
-322.031,26.3,7,5,0.0,3.5159,32.607,15.02
-322.031,27.1,7,5,0.0,3.5916,32.607,15.02
-322.031,27.6,7,5,0.0,3.7009,32.607,15.02
-322.031,27.1,7,5,0.0,3.8503,32.607,15.02
-322.031,26.7,7,5,0.0,4.0574,32.607,15.02
-322.031,26.8,7,5,0.0,4.2339,32.607,15.016
-322.031,26.6,7,5,0.0,4.4164,32.607,15.016
-322.031,26.5,7,5,0.0,4.5082,32.607,15.016
-322.031,27.0,7,5,0.0,4.5975,32.607,15.016
-322.031,27.0,7,5,0.0,4.6991,32.607,15.016
-322.031,27.0,7,5,0.0,4.7838,32.607,15.016
-322.031,27.0,7,5,0.0,4.861,32.607,15.016
-322.031,27.2,7,5,0.0,4.9289,32.607,15.02
-322.031,27.2,7,5,0.0,5.0746,32.607,15.016
-322.031,26.9,7,5,0.0,5.1674,32.607,15.016
-322.031,27.0,7,5,0.0,5.2561,32.607,15.016
-322.031,26.7,7,5,0.0,5.3549,32.607,15.016
-322.031,25.1,7,5,0.0,5.5404,32.607,15.02
-322.031,26.9,7,5,0.0,5.6102,32.607,15.02
-322.031,27.3,7,5,0.0,5.7014,32.607,15.02
-322.031,26.9,7,5,0.0,5.7992,32.607,15.016
-322.031,26.7,7,5,0.0,5.887,32.607,15.016
-322.031,27.2,7,5,0.0,5.9633,32.607,15.012
-322.207,27.3,7,5,0.0,6.097,32.607,15.016
-322.207,26.5,7,5,0.0,6.2817,32.607,15.012
-322.031,27.1,7,5,0.0,6.4193,32.607,15.016
-322.031,26.8,7,5,0.0,6.5928,32.607,15.02
-322.031,26.8,7,5,0.0,6.7195,32.607,15.02
-322.031,26.8,7,5,0.0,6.8531,32.607,15.02
-322.031,26.9,7,5,0.0,6.9315,32.607,15.02
-322.031,27.1,7,5,0.0,7.0067,32.607,15.016
-322.031,27.1,7,5,0.0,7.0816,32.607,15.016
-322.031,27.4,7,5,0.0,7.2182,32.607,15.016
-322.031,27.1,7,5,0.0,7.306,32.607,15.02
-322.031,26.9,7,5,0.0,7.3798,32.607,15.016
-322.031,27.3,7,5,0.0,7.4944,32.607,15.016
-322.031,27.3,7,5,0.0,7.5722,32.607,15.016
-322.031,26.7,7,5,0.0,7.655,32.607,15.016
-322.031,26.8,7,5,0.0,7.7437,32.607,15.016
-322.031,27.0,7,5,0.0,7.8534,32.607,15.016
-322.031,26.6,7,5,0.0,7.9531,32.607,15.016
-322.031,25.1,7,5,0.0,8.0429,32.607,15.016
-322.031,26.7,7,5,0.0,8.1251,32.607,15.016
-322.031,26.8,7,5,0.0,8.2623,32.607,15.02
-322.031,26.7,7,5,0.0,8.3491,32.607,15.016
-322.031,26.9,7,5,0.0,8.4598,32.607,15.02
-322.031,27.2,7,5,0.0,8.5517,32.607,15.016
-322.031,27.1,7,5,0.0,8.6435,32.607,15.02
-322.031,30.4,7,5,0.0,8.7651,32.607,14.988
-322.031,27.4,7,5,0.0,8.8514,32.607,15.016
-322.031,26.4,7,5,0.0,8.9466,32.607,15.02
-322.031,26.8,7,5,0.0,9.0244,32.607,15.016
-322.031,27.1,7,5,0.0,9.1192,32.607,15.02
-322.031,26.9,7,5,0.0,9.2133,32.607,15.016
-322.031,27.2,7,5,0.0,9.3439,32.607,15.016
-322.031,27.2,7,5,0.0,9.486,32.607,15.016
-322.031,27.2,7,5,0.0,9.5798,32.607,15.016
-322.031,27.1,7,5,0.0,9.6636,32.607,15.012
-322.031,26.8,7,5,0.0,9.7832,32.607,15.02
-322.031,26.7,7,5,0.0,9.9059,32.607,15.02
