attempt,t,pend_deg,mode,pwm,v_bus
1,0.030,0.00,5,90,0.000
1,0.269,0.00,5,-90,0.000
1,0.505,0.00,5,90,0.000
1,0.794,0.00,5,-90,0.000
1,1.019,0.00,5,90,0.000
1,1.245,0.00,5,-90,0.000
1,1.465,0.00,5,74,0.000
1,1.711,0.00,5,-66,0.000
1,1.931,0.00,5,31,0.000
1,2.162,0.00,5,-1,0.000
1,2.397,0.00,5,-25,0.000
1,2.641,0.00,5,28,0.000
1,2.869,0.00,5,-66,0.000
1,3.089,0.00,5,90,0.000
1,3.314,0.00,5,-90,0.000
1,3.552,0.00,5,90,0.000
1,3.789,0.00,5,-90,0.000
1,4.073,0.00,5,90,0.000
1,4.332,0.00,5,-90,0.000
1,4.551,0.00,5,90,0.000
1,4.806,0.00,5,-90,0.000
1,5.048,0.00,5,90,0.000
1,5.299,0.00,5,-90,0.000
1,5.525,0.00,5,90,0.000
1,5.780,0.00,5,-90,0.000
1,6.044,0.00,5,90,0.000
1,6.264,0.00,5,-90,0.000
1,6.494,0.00,5,90,0.000
1,6.749,0.00,5,-90,0.000
1,6.977,0.00,5,83,0.000
1,7.197,0.00,5,-51,0.000
1,7.426,0.00,5,19,0.000
1,7.649,0.00,5,19,0.000
1,7.890,0.00,5,-31,0.000
1,8.110,0.00,5,74,0.000
1,8.372,0.00,5,-74,0.000
1,8.596,0.00,5,87,0.000
1,8.888,0.00,5,-39,0.000
1,9.107,0.00,5,74,0.000
1,9.367,0.00,5,-76,0.000
1,9.593,0.00,5,90,0.000
1,9.841,0.00,5,-90,0.000
1,10.079,0.00,5,90,0.000
1,10.318,0.00,5,-90,0.000
1,10.544,0.00,5,90,0.000
1,10.768,0.00,5,-90,0.000
1,11.012,0.00,5,90,0.000
1,11.239,0.00,5,-90,0.000
1,11.470,0.00,5,78,0.000
1,11.727,0.00,5,-87,0.000
1,11.963,0.00,5,69,0.000
1,12.262,0.00,5,-90,0.000
1,12.505,0.00,5,90,0.000
1,12.734,0.00,5,-90,0.000
1,12.968,0.00,5,66,0.000
1,13.215,0.00,5,-45,0.000
1,13.498,0.00,5,90,0.000
1,13.784,0.00,5,-90,0.000
