sp,attempt,t,servo_deg,pend_deg,mode,pwm,v_bus
45,1,3.462,26.54,80.68,5,49,14.596
45,1,3.535,0.53,2.99,5,49,14.620
45,1,3.610,-32.17,-80.51,5,-48,14.612
45,1,3.697,-41.66,-126.39,5,47,14.608
45,1,3.778,-56.60,-122.34,5,-39,14.724
45,1,3.881,-65.57,-61.88,5,-45,14.732
45,1,3.973,-27.25,48.34,5,49,14.728
45,1,4.048,-22.68,116.54,5,-49,14.712
45,1,4.137,-20.04,132.54,5,-49,14.596
45,1,4.212,-13.71,110.22,5,49,14.592
45,1,4.307,-30.41,30.76,5,48,14.620
45,1,4.380,-74.53,-62.75,5,-43,14.728
45,1,4.457,-78.40,-113.03,5,-43,14.748
45,1,4.533,-75.06,-122.69,5,-43,14.740
45,1,4.641,-71.02,-86.13,5,-44,14.740
45,1,4.719,-30.23,11.07,5,-48,14.736
45,1,4.810,1.23,96.15,5,49,14.712
45,1,4.894,11.25,124.10,5,-49,14.712
45,1,4.976,23.03,107.75,5,49,14.580
45,1,5.066,14.94,40.96,5,49,14.604
45,1,5.136,-32.87,-63.81,5,-48,14.612
45,1,5.210,-42.89,-117.25,5,47,14.620
45,1,5.318,-62.23,-130.60,4,91,14.088
45,1,5.407,-97.21,-74.00,4,81,14.196
45,1,5.481,-110.39,17.93,4,76,14.268
45,1,5.553,-140.45,84.73,4,66,14.404
45,1,5.631,-135.88,116.72,4,68,14.316
45,1,5.717,-133.42,117.42,4,0,14.764
45,1,5.818,-129.90,61.35,4,0,14.760
45,1,5.901,-130.60,-26.02,4,0,14.760
45,1,5.975,-103.53,-52.03,4,0,14.756
45,1,6.053,-70.66,-50.45,4,0,14.768
45,1,6.145,-22.32,-17.75,4,-46,14.752
45,1,6.240,54.84,44.12,4,-58,14.612
45,1,6.330,94.92,64.69,4,0,14.776
45,1,6.402,106.00,37.97,4,0,14.772
45,1,6.480,87.72,-29.88,4,0,14.760
45,1,6.557,84.38,-72.95,4,-7,14.768
45,1,6.639,88.07,-73.48,4,0,14.776
45,1,6.720,98.09,-25.49,4,0,14.764
45,1,6.799,108.46,32.52,4,0,14.760
45,1,6.878,90.70,44.47,4,0,14.752
45,1,6.971,53.09,17.23,4,15,14.764
45,1,7.047,13.36,-21.45,4,56,14.588
45,1,7.132,-21.09,-45.88,4,69,14.380
45,1,7.203,-44.12,-41.66,4,-25,14.760
45,1,7.302,-51.33,-2.99,4,-17,14.752
45,1,7.375,-53.61,52.56,4,-15,14.684
45,1,7.466,-68.91,54.14,4,33,14.744
45,1,7.545,-94.75,15.64,4,0,14.764
45,1,7.632,-121.11,-27.77,4,0,14.768
45,1,7.705,-122.87,-31.29,4,0,14.764
45,1,7.786,-103.71,4.75,4,0,14.764
45,1,7.863,-84.90,39.20,4,0,14.760
45,1,7.934,-80.86,37.79,4,12,14.768
45,1,8.011,-86.66,5.62,4,0,14.764
45,1,8.083,-90.88,-25.66,4,0,14.760
45,1,8.167,-78.57,-27.25,4,6,14.756
45,1,8.248,-52.21,2.11,4,-16,14.768
45,1,8.330,-28.30,27.95,4,68,14.396
45,1,8.404,-34.28,10.72,4,68,14.396
45,1,8.476,-63.81,-34.80,4,41,14.676
45,1,8.547,-79.63,-54.14,4,7,14.752
45,1,8.627,-81.56,-32.34,4,9,14.756
45,1,8.734,-61.17,32.70,4,-8,14.760
45,1,8.829,-61.70,56.95,4,44,14.500
45,1,8.902,-78.40,25.66,4,17,14.760
45,1,9.014,-108.98,-34.45,4,0,14.764
45,1,9.094,-106.00,-34.45,4,0,14.760
45,1,9.205,-71.19,27.25,4,0,14.760
45,1,9.280,-61.00,43.95,4,45,14.644
45,1,9.353,-67.50,23.20,4,35,14.736
45,1,9.431,-87.01,-21.62,4,0,14.764
45,1,9.540,-84.02,-30.59,4,8,14.760
45,1,9.638,-57.13,11.43,4,-12,14.756
45,1,9.718,-41.48,34.98,4,67,14.368
45,1,9.792,-56.95,9.14,4,53,14.528
45,1,9.880,-88.24,-36.74,4,0,14.764
45,1,9.960,-92.99,-36.03,4,0,14.764
45,1,10.036,-79.28,2.81,4,7,14.756
45,1,10.129,-65.22,44.47,4,38,14.724
45,1,10.234,-74.88,24.96,4,23,14.756
45,1,10.307,-93.16,-16.35,4,0,14.752
45,1,10.385,-94.75,-31.64,4,0,14.768
45,1,10.475,-78.05,-9.32,4,6,14.760
45,1,10.555,-52.56,28.12,4,-16,14.760
45,1,10.631,-51.50,25.14,4,62,14.448
45,1,10.700,-75.76,-13.54,4,25,14.756
45,1,10.781,-89.12,-34.80,4,0,14.760
45,1,10.883,-78.40,-5.10,4,6,14.756
45,1,10.974,-61.00,35.33,4,-9,14.768
45,1,11.054,-65.22,30.23,4,38,14.708
45,1,11.135,-85.25,-5.98,4,0,14.760
45,1,11.227,-93.52,-26.54,4,0,14.760
45,1,11.316,-76.64,0.53,4,5,14.760
45,1,11.393,-60.12,27.07,4,46,14.764
45,1,11.469,-62.23,20.74,4,43,14.656
45,1,11.569,-82.97,-17.75,4,10,14.760
45,1,11.638,-83.85,-21.97,4,8,14.760
45,1,11.737,-65.74,9.14,4,-3,14.764
45,1,11.831,-55.55,26.02,4,55,14.524
45,1,11.908,-72.95,-0.53,4,26,14.752
45,1,11.981,-86.48,-21.97,4,0,14.708
45,1,12.062,-82.62,-12.48,4,10,14.764
45,1,12.137,-68.38,15.29,4,-1,14.768
45,1,12.216,-62.93,26.02,4,42,14.684
45,1,12.306,-75.41,1.76,4,22,14.728
45,1,12.390,-82.97,-17.93,4,9,14.760
45,1,12.461,-74.18,-7.38,4,3,14.760
45,1,12.552,-57.13,17.05,4,52,14.756
45,1,12.628,-61.52,9.67,4,45,14.644
45,1,12.705,-78.40,-15.29,4,17,14.764
45,1,12.780,-81.03,-16.35,4,9,14.756
45,1,12.854,-71.72,4.22,4,0,14.764
45,1,12.930,-63.10,22.50,4,42,14.684
45,1,13.006,-69.26,13.36,4,34,14.740
45,1,13.094,-82.27,-11.25,4,10,14.764
45,1,13.173,-79.45,-10.37,4,7,14.764
45,1,13.254,-67.85,6.15,4,-1,14.764
45,1,13.328,-61.17,14.59,4,45,14.648
45,1,13.417,-72.25,-4.22,4,1,14.756
45,1,13.494,-76.11,-11.95,4,5,14.760
45,1,13.579,-67.85,1.58,4,34,14.776
45,1,13.652,-61.52,12.48,4,44,14.652
45,1,13.749,-72.95,-2.64,4,1,14.768
45,1,13.837,-76.47,-7.03,4,5,14.764
45,1,13.928,-69.43,4.92,4,31,14.752
45,1,14.010,-66.09,10.20,4,36,14.732
45,1,14.085,-71.37,0.00,4,28,14.768
45,1,14.156,-72.60,-5.45,4,1,14.756
45,1,14.262,-64.86,2.29,4,38,14.708
45,1,14.340,-63.98,2.64,4,40,14.704
45,1,14.413,-68.91,-3.69,4,-1,14.764
45,1,14.489,-67.32,-0.35,4,-2,14.764
45,1,14.569,-65.22,4.22,4,38,14.716
45,1,14.642,-68.56,1.23,4,33,14.744
45,1,14.714,-70.66,-0.70,4,0,14.760
45,1,14.786,-68.91,2.46,4,32,14.752
45,1,14.866,-67.68,3.87,4,34,14.740
45,1,14.944,-68.73,1.05,4,33,14.748
45,1,15.032,-68.20,0.00,4,-1,14.768
45,1,15.107,-66.44,1.05,4,36,14.728
45,1,15.182,-66.97,-0.35,4,-3,14.760
45,1,15.263,-66.09,0.53,4,36,14.736
45,1,15.346,-66.97,0.18,4,35,14.736
45,1,15.430,-67.68,0.53,4,34,14.744
45,1,15.503,-67.85,1.58,4,34,14.736
45,1,15.592,-68.56,1.93,4,33,14.744
45,1,15.674,-68.73,1.76,4,33,14.752
45,1,15.779,-68.73,1.23,4,33,14.752
45,1,15.859,-68.73,0.53,4,33,14.752
45,1,15.953,-68.38,0.53,4,33,14.756
45,1,16.029,-68.20,0.70,4,34,14.752
45,1,16.103,-68.38,1.05,4,33,14.756
45,1,16.182,-68.38,1.23,4,33,14.752
45,1,16.273,-68.38,1.41,4,33,14.748
45,1,16.352,-68.38,1.23,4,33,14.748
45,1,16.445,-68.20,0.70,4,34,14.744
45,1,16.529,-68.20,0.70,4,34,14.748
45,1,16.606,-68.20,0.70,4,34,14.744
45,1,16.716,-68.38,1.05,4,33,14.748
45,1,16.800,-68.38,1.23,4,33,14.752
45,1,16.890,-68.38,1.23,4,33,14.744
45,1,16.975,-68.38,1.05,4,33,14.748
45,1,17.063,-68.38,0.70,4,33,14.748
45,1,17.159,-68.38,0.70,4,33,14.744
45,1,17.253,-68.38,1.05,4,33,14.744
45,1,17.371,-68.38,1.23,4,33,14.752
45,1,17.466,-68.38,1.23,4,33,14.756
45,1,17.539,-68.38,1.05,4,33,14.740
45,1,17.615,-68.38,0.88,4,33,14.760
45,1,17.710,-68.38,0.88,4,33,14.668
45,1,17.804,-68.38,1.05,4,33,14.752
45,1,17.884,-68.38,1.05,4,33,14.760
45,1,17.971,-68.38,1.05,4,33,14.748
45,1,18.066,-68.38,1.05,4,33,14.748
45,1,18.162,-68.38,1.05,4,33,14.748
45,1,18.249,-68.38,0.88,4,33,14.744
45,1,18.328,-68.38,0.88,4,33,14.744
45,1,18.422,-68.38,1.05,4,33,14.744
45,1,18.508,-68.38,1.05,4,33,14.748
45,1,18.586,-68.38,1.05,4,33,14.744
45,1,18.676,-68.38,1.05,4,33,14.748
45,1,18.780,-68.38,1.05,4,33,14.748
45,1,18.859,-68.38,1.05,4,33,14.748
45,1,18.944,-68.38,1.05,4,33,14.756
45,1,19.042,-68.38,1.05,4,33,14.748
45,1,19.135,-68.38,1.05,4,33,14.744
45,1,19.217,-68.38,1.05,4,33,14.748
45,1,19.290,-68.38,1.05,4,33,14.740
45,1,19.365,-68.38,1.05,4,33,14.748
45,1,19.461,-68.38,1.05,4,33,14.708
45,1,19.534,-68.38,1.05,4,33,14.748
45,1,19.649,-68.38,1.05,4,33,14.744
45,1,19.737,-68.38,1.05,4,33,14.752
45,1,19.818,-68.38,1.05,4,33,14.752
45,1,19.895,-68.38,1.05,4,33,14.744
45,1,19.972,-68.38,1.05,4,33,14.684
45,1,20.051,-68.38,1.05,4,33,14.744
45,1,20.155,-68.38,1.05,4,33,14.748
45,1,20.238,-68.38,1.05,4,33,14.744
45,1,20.326,-68.38,1.05,4,33,14.748
45,1,20.407,-68.38,1.05,4,33,14.740
45,1,20.482,-68.38,1.05,4,33,14.712
45,1,20.555,-68.38,1.05,4,33,14.752
45,1,20.648,-68.38,1.05,4,33,14.748
45,1,20.728,-68.38,1.05,4,33,14.748
45,1,20.804,-68.38,1.05,4,33,14.748
45,1,20.898,-68.38,1.05,4,33,14.740
45,1,21.004,-68.38,1.05,4,33,14.748
45,1,21.085,-68.38,1.05,4,33,14.740
45,1,21.176,-68.38,1.05,4,33,14.756
45,1,21.252,-68.38,1.05,4,33,14.748
45,1,21.329,-68.38,1.05,4,33,14.752
45,1,21.404,-68.38,1.05,4,33,14.744
45,1,21.478,-68.38,1.05,4,33,14.736
45,1,21.579,-68.38,1.05,4,33,14.744
45,1,21.658,-68.38,1.05,4,33,14.744
45,1,21.740,-68.38,1.05,4,33,14.752
45,1,21.825,-68.38,1.05,4,33,14.728
45,1,21.908,-68.38,1.05,4,33,14.748
45,1,21.989,-68.38,1.05,4,33,14.752
45,1,22.069,-68.38,1.05,4,33,14.752
45,1,22.157,-68.38,1.05,4,33,14.744
45,1,22.237,-68.38,1.05,4,33,14.752
45,1,22.314,-68.38,1.05,4,33,14.744
45,1,22.414,-68.38,1.05,4,33,14.748
45,1,22.503,-68.38,1.05,4,33,14.744
45,1,22.582,-68.38,1.05,4,33,14.756
45,1,22.660,-68.38,1.05,4,33,14.748
45,1,22.734,-68.38,1.05,4,33,14.740
45,1,22.808,-68.38,1.05,4,33,14.748
45,1,22.879,-68.38,1.05,4,33,14.744
45,1,22.963,-68.38,1.05,4,33,14.740
45,1,23.043,-68.38,1.05,4,33,14.720
45,1,23.125,-68.38,1.05,4,33,14.756
45,1,23.221,-68.38,1.05,4,33,14.748
45,1,23.295,-68.38,1.05,4,33,14.744
45,1,23.369,-68.38,1.05,4,33,14.744
45,1,23.465,-68.38,1.05,4,33,14.748
45,1,23.557,-68.38,1.05,4,33,14.732
45,1,23.661,-68.38,1.05,4,33,14.748
45,1,23.734,-68.38,1.05,4,33,14.748
45,1,23.819,-68.38,1.05,4,33,14.740
45,1,23.891,-68.38,1.05,4,33,14.748
45,1,23.990,-68.38,1.05,4,33,14.748
45,1,24.064,-68.38,1.05,4,33,14.740
45,1,24.159,-68.38,1.05,4,33,14.744
45,1,24.241,-68.38,1.05,4,33,14.752
45,1,24.321,-68.38,1.05,4,33,14.748
45,1,24.399,-68.38,1.05,4,33,14.748
45,1,24.472,-68.38,1.05,4,33,14.744
45,1,24.546,-68.38,1.05,4,33,14.748
45,1,24.628,-68.38,1.05,4,33,14.748
45,1,24.707,-68.38,1.05,4,33,14.748
45,1,24.795,-68.38,1.05,4,33,14.752
45,1,24.888,-68.38,1.05,4,33,14.740
45,1,24.966,-68.38,1.05,4,33,14.744
45,1,25.061,-68.38,1.05,4,33,14.752
45,1,25.140,-68.38,1.05,4,33,14.744
45,1,25.227,-68.38,1.05,4,33,14.728
45,1,25.299,-68.38,1.05,4,33,14.740
45,1,25.374,-68.38,1.05,4,33,14.760
45,1,25.474,-68.38,1.05,4,33,14.752
45,1,25.573,-68.38,1.05,4,33,14.752
45,1,25.652,-68.38,1.05,4,33,14.744
45,1,25.738,-68.38,1.05,4,33,14.752
45,1,25.816,-68.38,1.05,4,33,14.744
45,1,25.903,-68.38,1.05,4,33,14.748
45,1,25.976,-68.38,1.05,4,33,14.748
45,1,26.053,-68.38,1.05,4,33,14.748
45,1,26.140,-68.38,1.05,4,33,14.748
45,1,26.237,-68.38,1.05,4,33,14.748
45,1,26.308,-68.38,1.05,4,33,14.748
45,1,26.387,-68.38,1.05,4,33,14.748
45,1,26.461,-68.38,1.05,4,33,14.748
45,1,26.538,-68.38,1.05,4,33,14.752
45,1,26.629,-68.38,1.05,4,33,14.748
45,1,26.720,-68.38,1.05,4,33,14.748
45,1,26.795,-68.38,1.05,4,33,14.736
45,1,26.868,-68.38,1.05,4,33,14.736
45,1,26.958,-68.38,0.88,4,33,14.740
45,1,27.036,-68.38,0.88,4,33,14.744
45,1,27.122,-68.38,1.05,4,33,14.752
45,1,27.204,-68.38,1.05,4,33,14.748
45,1,27.283,-68.38,1.05,4,33,14.752
45,1,27.378,-68.38,1.05,4,33,14.748
45,1,27.459,-68.38,1.05,4,33,14.748
45,1,27.536,-68.38,1.05,4,33,14.748
45,1,27.612,-68.38,1.05,4,33,14.748
45,1,27.712,-68.38,1.05,4,33,14.744
45,1,27.786,-68.38,1.05,4,33,14.744
45,1,27.861,-68.38,1.05,4,33,14.748
45,1,27.936,-68.38,1.05,4,33,14.748
45,1,28.024,-68.38,1.05,4,33,14.740
45,1,28.123,-68.38,1.05,4,33,14.752
45,1,28.225,-68.38,1.05,4,33,14.748
45,1,28.302,-68.38,1.05,4,33,14.744
45,1,28.382,-68.38,1.05,4,33,14.744
45,1,28.466,-68.38,1.05,4,33,14.752
45,1,28.566,-68.38,1.05,4,33,14.740
45,1,28.664,-68.38,1.05,4,33,14.740
45,1,28.753,-68.38,1.05,4,33,14.744
45,1,28.838,-68.38,1.05,4,33,14.748
45,1,28.938,-68.38,1.05,4,33,14.748
45,1,29.009,-68.38,1.05,4,33,14.744
45,1,29.085,-68.38,1.05,4,33,14.696
45,1,29.170,-68.38,1.05,4,33,14.744
45,1,29.246,-68.38,1.05,4,33,14.748
45,1,29.324,-68.38,1.05,4,33,14.752
45,1,29.402,-68.38,1.05,4,33,14.744
45,1,29.482,-68.38,1.05,4,33,14.740
45,1,29.559,-68.38,1.05,4,33,14.752
45,1,29.634,-68.38,1.05,4,33,14.752
45,1,29.715,-68.38,1.05,4,33,14.748
45,1,29.789,-68.38,1.05,4,33,14.748
45,1,29.903,-68.38,1.05,4,33,14.752
45,1,29.978,-68.38,1.05,4,33,14.740
45,2,0.037,1.23,0.70,5,49,14.700
45,2,0.119,-8.26,-9.49,5,49,14.596
45,2,0.220,-26.72,-17.05,5,49,14.716
45,2,0.301,-20.92,9.84,5,-49,14.732
45,2,0.374,-10.90,34.28,5,-49,14.720
45,2,0.464,-10.90,25.49,5,49,14.600
45,2,0.560,-38.32,-29.53,5,48,14.628
45,2,0.645,-49.92,-48.34,5,47,14.644
45,2,0.744,-41.84,-11.60,5,-47,14.736
45,2,0.817,-18.11,42.89,5,49,14.716
45,2,0.916,-9.32,59.77,5,49,14.608
45,2,1.009,-23.38,12.66,5,-49,14.624
45,2,1.093,-51.68,-48.34,5,26,14.644
45,2,1.190,-58.71,-64.86,5,-46,14.736
45,2,1.272,-45.18,-26.19,5,-47,14.740
45,2,1.350,-7.38,49.57,5,-49,14.724
45,2,1.420,4.39,76.99,5,-49,14.716
45,2,1.501,9.67,67.15,5,49,14.592
45,2,1.581,-13.36,-1.93,5,49,14.624
45,2,1.681,-40.60,-72.60,5,-48,14.616
45,2,1.753,-48.87,-90.18,5,-47,14.728
45,2,1.829,-49.92,-63.98,5,-47,14.732
45,2,1.904,-18.81,17.40,5,49,14.732
45,2,2.000,0.53,86.13,5,-49,14.724
45,2,2.086,5.98,95.10,5,49,14.600
45,2,2.174,-0.70,44.82,5,49,14.612
45,2,2.244,-42.01,-40.43,5,48,14.644
45,2,2.318,-56.95,-91.23,5,36,14.724
45,2,2.402,-62.40,-106.88,5,-45,14.700
45,2,2.500,-61.52,-70.66,5,-45,14.740
45,2,2.579,-20.57,26.72,5,49,14.740
45,2,2.653,-1.93,91.58,5,49,14.712
45,2,2.723,3.87,111.09,5,49,14.612
45,2,2.813,12.13,88.77,5,49,14.596
45,2,2.908,-16.35,-4.22,5,49,14.568
45,2,2.984,-44.65,-84.02,5,-47,14.624
45,2,3.065,-51.68,-119.18,4,93,14.064
45,2,3.148,-72.95,-105.12,4,89,14.128
45,2,3.235,-64.51,-41.31,4,90,14.052
45,2,3.318,-47.28,37.44,4,94,13.964
45,2,3.413,-74.18,66.97,4,87,14.088
45,2,3.508,-73.83,49.75,4,24,14.760
45,2,3.582,-75.59,2.81,4,21,14.756
45,2,3.677,-63.63,-40.78,4,41,14.716
45,2,3.754,-42.19,-42.19,4,-26,14.760
45,2,3.833,-4.22,-10.20,4,-64,14.588
45,2,3.929,55.55,48.16,4,-57,14.628
45,2,4.000,87.36,68.38,4,0,14.760
45,2,4.113,113.56,32.52,4,0,14.760
45,2,4.202,110.22,-47.81,4,0,14.764
45,2,4.299,123.93,-78.57,4,0,14.764
45,2,4.397,139.75,-50.98,4,0,14.760
45,2,4.470,167.34,12.83,4,0,14.760
45,2,4.542,166.82,38.32,4,0,14.764
45,2,4.614,147.48,28.65,4,0,14.768
45,2,4.699,111.09,-9.49,4,0,14.768
45,2,4.772,86.48,-31.82,4,0,14.764
45,2,4.861,80.86,-15.12,4,-12,14.764
45,2,4.931,86.84,17.58,4,0,14.764
45,2,5.004,85.25,32.70,4,0,14.760
45,2,5.084,75.23,22.15,4,-4,14.760
45,2,5.162,57.30,-10.20,4,-52,14.760
45,2,5.257,59.77,-15.82,4,-48,14.708
45,2,5.358,87.19,15.47,4,0,14.748
45,2,5.439,97.21,19.16,4,0,14.760
45,2,5.516,94.92,-4.57,4,0,14.756
45,2,5.617,95.45,-23.55,4,0,14.760
45,2,5.691,106.35,-14.06,4,0,14.768
45,2,5.771,118.65,4.92,4,0,14.760
45,2,5.856,121.29,10.20,4,0,14.760
45,2,5.938,112.32,-4.57,4,0,14.764
45,2,6.018,106.00,-14.06,4,0,14.756
45,2,6.094,108.11,-6.33,4,0,14.760
45,2,6.180,111.44,6.15,4,0,14.764
45,2,6.253,108.63,6.86,4,0,14.764
45,2,6.328,101.78,-1.41,4,0,14.772
45,2,6.427,97.56,-7.03,4,0,14.756
45,2,6.505,99.84,-1.58,4,0,14.760
45,2,6.583,102.13,3.69,4,0,14.764
45,2,6.667,101.07,2.29,4,0,14.756
45,2,6.737,99.32,-2.29,4,0,14.760
45,2,6.820,99.67,-4.22,4,0,14.768
45,2,6.911,102.31,-1.93,4,0,14.760
45,2,6.995,103.89,0.00,4,0,14.756
45,2,7.106,103.71,-1.41,4,0,14.760
45,2,7.182,103.71,-2.46,4,0,14.756
45,2,7.255,103.71,-2.64,4,0,14.768
45,2,7.330,103.71,-2.11,4,0,14.760
45,2,7.408,103.71,-1.23,4,0,14.764
45,2,7.499,103.71,-0.35,4,0,14.760
45,2,7.578,103.71,-0.53,4,0,14.768
45,2,7.666,103.71,-1.23,4,0,14.764
45,2,7.760,103.71,-2.29,4,0,14.756
45,2,7.885,103.71,-2.29,4,0,14.768
45,2,7.964,103.71,-1.41,4,0,14.764
45,2,8.046,103.71,-0.70,4,0,14.764
45,2,8.131,103.71,-0.53,4,0,14.684
45,2,8.222,103.71,-1.23,4,0,14.764
45,2,8.313,103.71,-1.93,4,0,14.768
45,2,8.408,103.71,-2.29,4,0,14.760
45,2,8.484,103.89,-1.76,4,0,14.756
45,2,8.569,103.89,-1.23,4,0,14.760
45,2,8.655,103.89,-0.88,4,0,14.752
45,2,8.744,103.89,-1.05,4,0,14.752
45,2,8.817,103.89,-1.41,4,0,14.760
45,2,8.900,103.89,-1.93,4,0,14.764
45,2,8.987,103.89,-1.93,4,0,14.764
45,2,9.064,103.89,-1.76,4,0,14.764
45,2,9.162,103.89,-1.05,4,0,14.760
45,2,9.255,103.89,-0.88,4,0,14.720
45,2,9.359,103.89,-1.23,4,0,14.760
45,2,9.462,103.89,-1.76,4,0,14.748
45,2,9.535,103.89,-1.93,4,0,14.756
45,2,9.614,103.89,-1.76,4,0,14.756
45,2,9.692,103.89,-1.41,4,0,14.760
45,2,9.768,103.89,-1.05,4,0,14.756
45,2,9.847,103.89,-1.05,4,0,14.756
45,2,9.924,103.89,-1.23,4,0,14.760
45,2,10.020,103.89,-1.58,4,0,14.756
45,2,10.117,103.89,-1.76,4,0,14.760
45,2,10.192,103.89,-1.58,4,0,14.756
45,2,10.279,103.89,-1.41,4,0,14.764
45,2,10.364,103.89,-1.23,4,0,14.760
45,2,10.448,103.89,-1.23,4,0,14.760
45,2,10.522,103.89,-1.41,4,0,14.760
45,2,10.616,103.89,-1.58,4,0,14.752
45,2,10.702,103.89,-1.76,4,0,14.712
45,2,10.801,103.89,-1.41,4,0,14.760
45,2,10.883,103.89,-1.41,4,0,14.756
45,2,10.959,103.89,-1.23,4,0,14.760
45,2,11.044,103.89,-1.41,4,0,14.760
45,2,11.135,104.06,-1.41,4,0,14.764
45,2,11.214,104.06,-1.58,4,0,14.752
45,2,11.294,104.06,-1.58,4,0,14.760
45,2,11.411,104.06,-1.58,4,0,14.760
45,2,11.482,104.06,-1.41,4,0,14.760
45,2,11.589,104.06,-1.41,4,0,14.760
45,2,11.690,104.06,-1.41,4,0,14.760
45,2,11.776,104.06,-1.41,4,0,14.764
45,2,11.887,104.06,-1.58,4,0,14.760
45,2,11.968,104.06,-1.41,4,0,14.756
45,2,12.045,104.06,-1.41,4,0,14.756
45,2,12.120,104.06,-1.41,4,0,14.760
45,2,12.219,104.06,-1.41,4,0,14.756
45,2,12.311,104.06,-1.41,4,0,14.760
45,2,12.384,104.06,-1.41,4,0,14.776
45,2,12.471,104.06,-1.41,4,0,14.764
45,2,12.548,104.06,-1.41,4,0,14.756
45,2,12.632,104.06,-1.41,4,0,14.760
45,2,12.709,104.06,-1.41,4,0,14.760
45,2,12.788,104.06,-1.41,4,0,14.760
45,2,12.880,104.06,-1.41,4,0,14.768
45,2,12.960,104.06,-1.41,4,0,14.760
45,2,13.053,104.06,-1.41,4,0,14.700
45,2,13.142,104.06,-1.41,4,0,14.764
45,2,13.240,104.06,-1.41,4,0,14.760
45,2,13.361,104.06,-1.41,4,0,14.756
45,2,13.438,104.06,-1.41,4,0,14.772
45,2,13.517,104.06,-1.41,4,0,14.760
45,2,13.590,104.06,-1.41,4,0,14.764
45,2,13.692,104.06,-1.41,4,0,14.764
45,2,13.789,104.06,-1.41,4,0,14.760
45,2,13.862,104.06,-1.41,4,0,14.764
45,2,13.940,104.06,-1.41,4,0,14.760
45,2,14.030,104.06,-1.41,4,0,14.760
45,2,14.103,104.06,-1.41,4,0,14.768
45,2,14.196,104.06,-1.41,4,0,14.760
45,2,14.275,104.24,-1.41,4,0,14.756
45,2,14.360,104.24,-1.58,4,0,14.772
45,2,14.443,104.24,-1.23,4,0,14.772
45,2,14.520,104.24,-1.41,4,0,14.764
45,2,14.598,104.24,-1.41,4,0,14.760
45,2,14.673,104.24,-1.58,4,0,14.764
45,2,14.772,104.24,-1.58,4,0,14.756
45,2,14.876,104.24,-1.41,4,0,14.760
45,2,14.977,104.24,-1.41,4,0,14.764
45,2,15.054,104.24,-1.41,4,0,14.764
45,2,15.140,104.24,-1.41,4,0,14.768
45,2,15.212,104.41,-1.41,4,0,14.764
45,2,15.324,104.41,-1.41,4,0,14.760
45,2,15.397,104.59,-1.41,4,0,14.760
45,2,15.475,104.59,-1.41,4,0,14.760
45,2,15.550,104.77,-1.41,4,0,14.768
45,2,15.637,104.77,-1.41,4,0,14.756
45,2,15.710,104.77,-1.41,4,0,14.736
45,2,15.783,104.77,-1.41,4,0,14.756
45,2,15.857,104.77,-1.41,4,0,14.760
45,2,15.939,104.77,-1.41,4,0,14.760
45,2,16.013,104.77,-1.41,4,0,14.768
45,2,16.088,104.77,-1.41,4,0,14.764
45,2,16.178,104.77,-1.58,4,0,14.760
45,2,16.258,102.48,-3.87,4,0,14.768
45,2,16.333,101.25,-3.34,4,0,14.756
