sp,attempt,t,pend_deg,mode,pwm,v_bus
58,10,0.026,3.34,5,57,14.964
58,10,0.262,-31.99,5,-55,14.916
58,10,0.487,55.72,5,-56,14.900
58,10,0.715,-50.62,5,-51,14.992
58,10,0.942,59.59,5,-57,14.876
58,10,1.167,-53.61,5,-57,14.760
58,10,1.395,-44.47,5,-55,14.924
58,10,1.648,104.59,5,57,14.744
58,10,1.887,-98.44,5,-31,15.016
58,10,2.123,-48.87,5,-51,14.960
58,10,2.358,127.97,5,-41,14.984
58,10,2.607,-83.50,5,-54,15.008
58,10,2.839,-147.48,4,22,15.012
58,10,3.079,70.31,4,24,15.016
58,10,3.305,128.50,4,66,14.616
58,10,3.538,-89.47,4,42,14.940
58,10,3.760,-128.85,4,33,14.996
58,10,4.003,85.43,4,46,14.876
58,10,4.240,90.35,4,43,14.920
58,10,4.510,-48.34,4,17,14.928
58,10,4.732,53.79,4,61,14.688
58,10,4.975,-78.57,4,46,14.880
58,10,5.209,66.97,4,43,14.924
58,10,5.441,18.98,4,33,15.000
58,10,5.665,-16.88,4,16,15.012
58,10,5.894,1.93,4,49,14.848
58,10,6.139,3.87,4,20,15.016
58,10,6.383,-6.15,4,41,14.952
58,10,6.616,12.83,4,15,15.016
58,10,6.839,6.33,4,34,15.004
58,10,7.074,3.16,4,43,14.912
58,10,7.300,-0.53,4,20,15.016
58,10,7.548,0.70,4,21,15.016
58,10,7.777,-2.99,4,19,15.012
58,10,8.002,-3.52,4,16,15.016
58,10,8.245,10.72,4,35,14.988
58,10,8.508,4.57,4,35,14.984
58,10,8.749,-1.58,4,15,15.008
58,10,8.977,-0.88,4,16,15.016
58,10,9.204,0.35,4,37,14.976
58,10,9.429,0.70,4,36,14.984
58,10,9.664,3.52,4,35,14.992
58,10,9.888,0.70,4,35,14.992
58,10,10.146,1.05,4,35,14.988
58,10,10.379,1.58,4,35,14.988
58,10,10.607,0.88,4,35,14.992
58,10,10.837,1.58,4,35,14.988
58,10,11.066,1.05,4,35,14.992
58,10,11.293,1.23,4,35,14.988
58,10,11.608,1.23,4,35,14.988
58,10,11.870,1.41,4,35,14.988
58,10,12.093,1.41,4,35,14.988
58,10,12.328,1.23,4,35,14.988
58,10,25.128,0.88,0,0,15.020
58,10,25.414,0.88,0,0,15.020
58,10,25.710,0.88,0,0,15.020
58,10,26.014,0.88,0,0,15.020
58,10,26.324,0.70,0,0,15.020
58,10,26.628,0.70,0,0,15.024
58,10,26.940,0.70,0,0,15.016
58,10,27.248,0.88,0,0,15.020
58,10,27.551,0.88,0,0,15.024
58,10,27.861,0.88,0,0,15.020
58,10,28.164,0.88,0,0,15.020
58,10,28.482,0.88,0,0,15.020
58,10,28.808,0.88,0,0,15.020
58,10,29.104,0.88,0,0,15.024
58,10,29.398,0.88,0,0,15.020
58,10,29.713,0.88,0,0,15.024
58,10,30.007,0.88,0,0,15.024
62,1,0.099,-30.06,5,35,14.844
62,1,0.411,40.08,5,60,14.720
62,1,0.718,7.03,5,-61,14.868
62,1,1.018,-12.83,5,60,14.736
62,1,1.336,-31.11,5,61,14.840
62,1,1.633,107.23,5,58,14.732
62,1,1.959,-152.93,4,-34,15.016
62,1,2.255,-94.92,4,20,15.016
62,1,2.565,127.97,4,66,14.596
62,1,2.871,-136.58,4,63,14.672
62,1,3.176,-252.25,4,0,14.744
62,1,3.490,-93.69,5,-61,14.844
62,1,3.793,39.20,5,37,14.976
62,1,4.096,-36.91,5,48,14.852
62,1,4.409,17.58,5,61,14.744
62,1,4.720,65.39,5,-60,14.700
62,1,5.020,-68.91,5,-58,14.864
62,1,5.322,94.04,5,55,14.756
62,1,5.634,-121.29,5,61,14.816
62,1,5.945,127.09,5,-54,14.904
62,1,6.311,-56.43,5,61,14.720
62,1,6.657,-224.30,4,21,15.012
62,1,6.967,-12.83,5,-44,14.892
62,1,7.269,146.43,5,41,14.932
62,1,7.613,14.94,5,50,14.796
62,1,7.889,140.10,5,60,14.736
62,1,8.198,136.06,5,-58,14.868
62,1,8.493,18.28,5,-57,14.972
62,1,8.814,164.18,4,-22,15.016
62,1,9.116,-1.93,4,-20,15.016
62,1,9.456,119.00,4,-44,14.988
62,1,9.726,77.52,4,-51,14.948
62,1,10.033,49.22,4,-22,14.928
62,1,10.354,95.62,4,-44,14.988
62,1,10.666,97.56,4,-45,14.988
62,1,10.957,79.45,4,-45,14.984
62,1,11.288,79.28,4,-46,14.980
62,1,11.574,79.63,4,-46,14.984
62,1,11.881,79.98,4,-46,14.984
62,1,12.203,81.21,4,-46,14.984
62,1,12.504,79.98,4,-46,14.984
62,1,12.806,81.03,4,-46,14.984
62,1,13.100,79.98,4,-46,14.988
62,1,13.425,80.86,4,-46,14.988
62,1,13.723,80.33,4,-46,14.984
62,1,14.134,80.33,4,-46,14.984
62,1,14.439,80.68,4,-46,14.984
62,1,14.759,80.33,4,-46,14.984
62,1,15.054,80.68,4,-46,14.984
62,1,15.364,80.51,4,-46,14.980
62,1,15.694,80.51,4,-46,14.980
62,1,15.984,80.51,4,-46,14.980
62,1,16.295,80.51,4,-46,14.980
62,1,16.591,80.51,4,-45,14.980
62,1,16.899,80.51,4,-45,14.984
62,1,17.217,80.51,4,-45,14.984
62,1,17.514,80.51,4,-45,14.984
62,1,17.826,80.51,4,-45,14.984
62,1,18.123,80.51,4,-45,14.984
62,1,18.432,80.51,4,-45,14.984
62,1,18.745,80.51,4,-45,14.988
62,1,19.057,80.51,4,-45,14.980
62,1,19.356,80.51,4,-45,14.984
62,1,19.657,80.51,4,-45,14.984
62,1,19.970,80.51,4,-45,14.984
62,1,20.300,80.51,4,-45,14.984
62,1,20.529,80.51,4,-45,14.984
62,1,20.791,80.51,4,-45,14.984
62,1,21.119,80.51,4,-45,14.984
62,1,21.424,80.51,4,-45,14.988
62,1,21.726,80.51,4,-45,14.984
62,1,22.020,80.51,4,-45,14.984
62,1,22.334,80.51,4,-45,14.984
62,1,22.632,80.51,4,-45,14.980
62,1,22.934,80.51,4,-45,14.984
62,1,23.158,80.51,4,-45,14.984
62,1,23.389,80.51,4,-45,14.980
62,1,23.650,80.51,4,-45,14.984
62,1,23.884,80.51,4,-45,14.984
62,1,24.166,80.51,4,-45,14.988
62,1,24.404,80.51,4,-45,14.984
62,1,24.636,80.51,4,-45,14.988
62,1,24.884,80.51,4,-45,14.984
62,1,25.137,80.51,4,-45,14.984
62,1,25.386,80.51,4,-45,14.984
62,1,25.623,80.51,4,-45,14.984
62,1,25.858,80.51,4,-45,14.984
62,1,26.089,80.51,4,-45,14.984
62,1,26.318,80.51,4,-45,14.984
62,1,26.551,80.51,4,-45,14.984
62,1,26.787,80.51,4,-45,14.988
62,1,27.038,80.51,4,-45,14.984
62,1,27.260,80.51,4,-45,14.980
62,1,27.555,80.51,4,-45,14.988
62,1,27.831,80.51,4,-45,14.984
62,1,28.057,80.51,4,-45,14.988
62,1,28.387,80.51,4,-45,14.984
62,1,28.619,80.51,4,-45,14.984
62,1,28.883,80.51,4,-45,14.984
62,1,29.120,80.51,4,-45,14.976
62,1,29.341,80.51,4,-45,14.988
62,1,29.570,80.51,4,-45,14.984
62,1,29.796,80.51,4,-45,14.984
62,1,30.027,80.51,4,-45,14.984
62,2,0.082,-0.88,5,-53,14.692
62,2,0.336,-13.89,5,-57,14.872
62,2,0.569,40.96,5,60,14.708
62,2,0.806,-46.76,5,-56,14.892
62,2,1.039,76.99,5,-60,14.700
62,2,1.272,-99.67,5,28,15.004
62,2,1.502,-3.69,5,-58,14.896
62,2,1.724,124.98,5,61,14.644
62,2,1.957,-71.72,5,-29,15.012
62,2,2.184,-137.46,5,-54,14.908
62,2,2.426,72.95,5,-61,14.836
62,2,2.655,167.69,4,-24,15.008
62,2,2.880,241.00,4,-24,15.016
62,2,3.109,41.48,5,-61,14.796
62,2,3.371,-49.92,5,60,14.752
62,2,3.596,-184.04,4,18,15.012
62,2,3.823,9.49,4,21,15.008
62,2,4.112,-61.88,4,47,14.892
62,2,4.392,-143.97,4,31,15.008
62,2,4.614,36.03,4,38,14.972
62,2,4.908,-138.52,4,31,14.984
62,2,5.148,-29.88,4,19,14.996
62,2,5.383,-106.00,4,43,14.896
62,2,5.629,-66.80,4,42,14.892
62,2,5.870,-56.95,4,37,14.968
62,2,6.096,-82.97,4,34,14.968
62,2,6.338,-56.43,4,38,14.944
62,2,6.563,-87.89,4,37,14.948
62,2,6.802,-62.75,4,38,14.952
62,2,7.030,-74.00,4,35,14.960
62,2,7.260,-70.31,4,34,14.980
62,2,7.489,-65.39,4,35,14.964
62,2,7.738,-83.50,4,33,14.984
62,2,7.971,-59.94,4,35,14.968
62,2,8.197,-76.11,4,34,14.976
62,2,8.427,-69.08,4,34,14.980
62,2,8.656,-69.61,4,34,14.976
62,2,8.892,-72.07,4,34,14.972
62,2,9.177,-69.61,4,34,14.976
62,2,9.406,-70.84,4,34,14.980
62,2,9.651,-70.31,4,34,14.976
62,2,9.879,-70.31,4,34,14.980
62,2,10.114,-70.84,4,34,14.976
62,2,10.351,-70.14,4,34,14.976
62,2,10.582,-70.84,4,34,14.972
62,2,10.805,-70.31,4,34,14.980
62,2,11.036,-70.49,4,34,14.976
62,2,11.282,-70.66,4,34,14.976
62,2,11.513,-70.31,4,34,14.980
62,2,11.734,-70.66,4,34,14.976
62,2,11.959,-70.49,4,34,14.980
62,2,12.185,-70.49,4,34,14.976
62,2,12.435,-70.49,4,34,14.976
62,2,12.662,-70.49,4,34,14.976
62,2,12.896,-70.49,4,34,14.976
62,2,13.176,-70.49,4,34,14.972
62,2,13.400,-70.49,4,34,14.976
62,2,13.631,-70.49,4,34,14.976
62,2,13.878,-70.49,4,34,14.976
62,2,14.131,-70.49,4,34,14.976
62,2,14.377,-70.49,4,34,14.972
62,2,14.601,-70.49,4,34,14.976
62,2,14.826,-70.49,4,34,14.976
62,2,15.053,-70.49,4,34,14.980
62,2,15.281,-70.49,4,34,14.976
62,2,15.512,-70.49,4,34,14.976
62,2,15.737,-70.49,4,34,14.980
62,2,15.966,-70.49,4,34,14.980
62,2,16.189,-70.49,4,34,14.976
62,2,16.410,-70.49,4,34,14.976
62,2,16.695,-70.49,4,34,14.976
62,2,16.920,-70.49,4,34,14.980
62,2,17.157,-70.49,4,34,14.980
62,2,17.381,-70.49,4,34,14.976
62,2,17.683,-70.49,4,34,14.976
62,2,17.913,-70.49,4,34,14.976
62,2,18.243,-70.49,4,34,14.980
62,2,18.473,-70.49,4,34,14.980
62,2,18.699,-70.49,4,34,14.976
62,2,18.953,-70.49,4,34,14.976
62,2,19.195,-70.49,4,34,14.976
62,2,19.422,-70.49,4,34,14.976
62,2,19.656,-70.49,4,34,14.976
62,2,19.885,-70.49,4,34,14.980
62,2,20.128,-70.49,4,34,14.976
62,2,20.363,-70.49,4,34,14.980
62,2,20.591,-70.49,4,34,14.980
62,2,20.829,-70.49,4,34,14.976
62,2,21.092,-70.49,4,34,14.976
62,2,21.317,-70.49,4,34,14.980
62,2,21.600,-70.49,4,34,14.976
62,2,21.826,-70.49,4,34,14.976
62,2,22.068,-70.49,4,34,14.980
62,2,22.290,-70.49,4,34,14.976
62,2,22.525,-70.49,4,34,14.976
62,2,22.763,-70.49,4,34,14.972
62,2,22.993,-70.49,4,34,14.980
62,2,23.218,-70.49,4,34,14.980
62,2,23.444,-70.49,4,34,14.980
62,2,23.679,-70.49,4,34,14.976
62,2,23.921,-70.49,4,34,14.976
62,2,24.145,-70.49,4,34,14.976
62,2,24.372,-70.49,4,34,14.976
62,2,24.609,-70.49,4,34,14.972
62,2,24.862,-70.49,4,34,14.976
62,2,25.089,-70.49,4,34,14.980
62,2,25.324,-70.49,4,34,14.976
62,2,25.557,-70.49,4,34,14.976
62,2,25.805,-70.49,4,34,14.980
62,2,26.108,-70.49,4,34,14.976
62,2,26.364,-70.49,4,34,14.980
62,2,26.604,-70.49,4,34,14.980
62,2,26.825,-70.49,4,34,14.976
62,2,27.060,-70.49,4,34,14.976
62,2,27.287,-70.49,4,34,14.980
62,2,27.513,-70.49,4,34,14.976
62,2,27.778,-70.49,4,34,14.976
62,2,28.024,-70.49,4,34,14.980
62,2,28.279,-70.49,4,34,14.976
62,2,28.510,-70.49,4,34,14.976
62,2,28.739,-70.49,4,34,14.976
62,2,28.978,-70.49,4,34,14.980
62,2,29.214,-70.49,4,34,14.964
62,2,29.472,-70.49,4,34,14.980
62,2,29.709,-70.49,4,34,14.984
62,2,29.968,-70.49,4,34,14.980
62,3,0.027,-2.64,5,61,14.664
62,3,0.253,10.72,5,5,14.812
62,3,0.488,7.03,5,61,14.668
62,3,0.717,-77.69,5,-61,14.784
62,3,0.954,102.66,5,38,14.896
62,3,1.228,-95.45,5,61,14.652
62,3,1.459,-115.66,5,-60,14.800
62,3,1.701,114.08,5,53,14.748
62,3,1.933,138.16,4,-20,15.004
62,3,2.179,-95.10,4,-23,15.000
62,3,2.410,-107.23,4,-65,14.696
62,3,2.675,127.27,4,-43,14.992
62,3,2.905,25.31,4,-15,15.000
62,3,3.128,-134.82,4,-40,14.992
62,3,3.351,45.35,4,-33,15.000
62,3,3.581,41.31,4,-17,15.000
62,3,3.803,-79.81,4,-55,14.880
62,3,4.042,74.36,4,-40,14.992
62,3,4.262,-56.43,4,-47,14.964
62,3,4.500,-7.03,4,-38,14.996
62,3,4.730,8.79,4,-16,15.000
62,3,4.953,-27.25,4,-44,14.976
62,3,5.186,22.15,4,-17,15.000
62,3,5.430,-24.43,4,-45,14.980
62,3,5.681,6.68,4,-17,15.000
62,3,5.932,8.61,4,-39,15.000
62,3,6.170,-27.07,4,-18,15.004
62,3,6.432,17.23,4,-16,14.996
62,3,6.696,-12.83,4,-42,14.988
62,3,6.923,-6.33,4,-41,15.000
62,3,7.155,2.64,4,-17,15.004
62,3,7.424,-12.66,4,-41,14.996
62,3,7.651,-4.22,4,-40,14.996
62,3,7.896,-3.34,4,-40,14.992
62,3,8.138,-7.03,4,-40,14.992
62,3,8.370,-5.27,4,-40,14.996
62,3,8.603,-5.80,4,-40,14.992
62,3,8.833,-5.98,4,-40,14.996
62,3,9.077,-5.27,4,-40,14.992
62,3,9.311,-6.15,4,-40,14.996
62,3,9.559,-5.27,4,-40,14.992
62,3,9.782,-5.80,4,-40,14.992
62,3,10.015,-5.62,4,-40,14.996
62,3,10.241,-5.45,4,-40,14.996
62,3,10.467,-5.98,4,-40,14.992
62,3,10.745,-5.45,4,-40,14.996
62,3,10.965,-5.80,4,-40,14.988
62,3,11.196,-5.62,4,-40,14.992
62,3,11.430,-5.62,4,-40,14.992
62,3,11.661,-5.80,4,-40,14.988
62,3,11.894,-5.62,4,-40,14.992
62,3,12.121,-5.62,4,-40,14.992
62,3,12.361,-5.62,4,-40,14.992
62,3,12.585,-5.62,4,-40,14.996
62,3,12.817,-5.62,4,-40,14.996
62,3,13.051,-5.62,4,-40,14.992
62,3,13.282,-5.62,4,-40,14.992
62,3,13.505,-5.62,4,-40,14.992
62,3,13.734,-5.62,4,-40,14.996
62,3,13.959,-5.62,4,-40,14.992
62,3,14.218,-5.62,4,-40,14.992
62,3,14.449,-5.62,4,-40,14.996
62,3,14.715,-5.62,4,-40,14.996
62,3,14.957,-5.62,4,-40,14.992
62,3,15.182,-5.62,4,-40,14.992
62,3,15.408,-5.62,4,-40,14.992
62,3,15.681,-5.62,4,-40,14.996
62,3,15.922,-5.62,4,-40,14.996
62,3,16.151,-5.62,4,-40,14.992
62,3,16.376,-5.62,4,-40,14.992
62,3,16.629,-5.62,4,-40,14.992
62,3,16.867,-5.62,4,-40,14.992
62,3,17.119,-5.62,4,-40,14.996
62,3,17.354,-5.62,4,-40,14.996
62,3,17.586,-5.62,4,-40,14.996
62,3,17.816,-5.62,4,-40,14.996
62,3,18.038,-5.62,4,-40,14.996
62,3,18.267,-5.62,4,-40,14.988
62,3,18.528,-5.62,4,-40,14.996
62,3,18.761,-5.62,4,-40,14.992
62,3,19.021,-5.62,4,-40,14.992
62,3,19.250,-5.62,4,-40,14.996
62,3,19.476,-5.62,4,-40,14.996
62,3,19.713,-5.62,4,-40,14.992
62,3,19.975,-5.62,4,-40,14.996
62,3,20.198,-5.62,4,-40,14.996
62,3,20.429,-5.62,4,-40,14.992
62,3,20.669,-5.62,4,-40,14.992
62,3,20.897,-5.62,4,-40,14.996
62,3,21.133,-5.62,4,-40,14.996
62,3,21.362,-5.62,4,-40,14.992
62,3,21.592,-5.62,4,-40,14.992
62,3,21.818,-5.62,4,-40,14.992
62,3,22.053,-5.62,4,-40,14.984
62,3,22.294,-5.62,4,-40,14.992
62,3,22.519,-5.62,4,-40,14.992
62,3,22.753,-5.62,4,-40,14.996
62,3,22.975,-5.62,4,-40,14.984
62,3,23.217,-5.62,4,-40,14.992
62,3,23.445,-5.62,4,-40,14.996
62,3,23.679,-5.62,4,-40,14.992
62,3,23.920,-5.62,4,-40,14.992
62,3,24.155,-5.62,4,-40,14.996
62,3,24.378,-5.62,4,-40,14.992
62,3,24.617,-5.62,4,-40,14.996
62,3,24.843,-5.62,4,-40,14.996
62,3,25.076,-5.62,4,-40,14.996
62,3,25.300,-5.62,4,-40,14.992
62,3,25.530,-5.62,4,-40,14.992
62,3,25.766,-5.62,4,-40,14.996
62,3,25.996,-5.62,4,-40,14.996
62,3,26.216,-5.62,4,-40,14.996
62,3,26.442,-5.62,4,-40,14.992
62,3,26.672,-5.62,4,-40,14.992
62,3,26.927,-5.62,4,-40,14.992
62,3,27.147,-5.62,4,-40,14.996
62,3,27.374,-5.62,4,-40,14.992
62,3,27.595,-5.62,4,-40,14.996
62,3,27.815,-5.62,4,-40,14.992
62,3,28.063,-5.62,4,-40,14.996
62,3,28.298,-5.62,4,-40,14.992
62,3,28.534,-5.62,4,-40,14.992
62,3,28.777,-5.62,4,-40,14.996
62,3,29.003,-5.62,4,-40,14.992
62,3,29.235,-5.62,4,-40,14.992
62,3,29.461,-5.62,4,-40,14.988
62,3,29.687,-5.62,4,-40,14.996
62,3,29.917,-5.62,4,-40,14.996
62,4,0.036,-20.92,5,-22,14.652
62,4,0.268,45.35,5,-60,14.808
62,4,0.512,-43.07,5,-55,15.004
62,4,0.741,34.63,5,-61,14.816
62,4,1.006,-19.51,5,61,14.672
62,4,1.233,-95.62,5,-56,14.840
62,4,1.457,111.27,5,-61,14.788
62,4,1.687,66.44,5,61,14.660
62,4,1.915,-136.58,5,-54,14.904
62,4,2.142,-90.88,5,-55,14.884
62,4,2.370,136.06,5,0,14.840
62,4,2.613,233.09,4,-24,15.000
62,4,2.846,464.06,4,-23,15.000
62,4,3.115,-148.01,5,-50,14.904
62,4,3.337,-158.56,4,15,15.000
62,4,3.648,-34.98,4,40,14.940
62,4,3.913,-55.02,4,39,14.956
62,4,4.165,-55.20,4,39,14.964
62,4,4.439,-55.37,4,39,14.960
62,4,4.704,-55.37,4,39,14.960
62,4,4.930,-55.55,4,39,14.956
62,4,5.165,-55.72,4,39,14.960
62,4,5.394,-55.72,4,39,14.960
62,4,5.622,-55.90,4,39,14.960
62,4,5.844,-55.90,4,39,14.960
62,4,6.075,-55.90,4,39,14.960
62,4,6.300,-55.90,4,39,14.960
62,4,6.532,-55.90,4,39,14.960
62,4,6.759,-55.90,4,39,14.964
62,4,6.985,-56.07,4,39,14.960
62,4,7.215,-56.07,4,39,14.960
62,4,7.439,-56.07,4,39,14.956
62,4,7.662,-56.07,4,39,14.952
62,4,7.886,-56.07,4,39,14.960
62,4,8.112,-56.07,4,39,14.960
62,4,8.334,-56.07,4,39,14.964
62,4,8.557,-56.07,4,39,14.956
62,4,8.784,-56.25,4,39,14.956
62,4,9.051,-56.25,4,39,14.960
62,4,9.279,-56.25,4,39,14.960
62,4,9.519,-56.25,4,39,14.964
62,4,9.765,-56.25,4,39,14.964
62,4,9.998,-56.25,4,39,14.960
62,4,10.233,-56.25,4,39,14.960
62,4,10.460,-56.25,4,39,14.960
62,4,10.683,-56.43,4,39,14.960
62,4,10.912,-56.43,4,39,14.964
62,4,11.140,-56.43,4,39,14.960
62,4,11.368,-56.43,4,39,14.960
62,4,11.601,-56.43,4,39,14.964
62,4,11.835,-56.43,4,39,14.964
62,4,12.062,-56.43,4,39,14.960
62,4,12.306,-56.43,4,39,14.960
62,4,12.540,-56.43,4,39,14.960
62,4,12.859,-56.43,4,39,14.964
62,4,13.113,-56.43,4,39,14.964
62,4,13.341,-56.43,4,39,14.964
62,4,13.581,-56.43,4,39,14.964
62,4,13.817,-56.43,4,39,14.964
62,4,14.043,-56.43,4,38,14.968
62,4,14.291,-56.43,4,38,14.968
62,4,14.518,-56.43,4,38,14.968
62,4,14.750,-56.43,4,38,14.968
62,4,14.983,-56.43,4,38,14.968
62,4,15.206,-56.43,4,38,14.968
62,4,15.428,-56.43,4,38,14.968
62,4,15.660,-56.43,4,38,14.972
62,4,15.921,-56.43,4,38,14.968
62,4,16.145,-56.43,4,38,14.968
62,4,16.373,-56.43,4,38,14.968
62,4,16.603,-56.43,4,38,14.968
62,4,16.836,-56.43,4,38,14.968
62,4,17.066,-56.60,4,38,14.968
62,4,17.290,-56.60,4,38,14.968
62,4,17.556,-56.60,4,38,14.972
62,4,17.777,-56.60,4,38,14.972
62,4,18.063,-56.60,4,38,14.972
62,4,18.293,-56.60,4,38,14.972
62,4,18.519,-56.60,4,38,14.956
62,4,18.755,-56.60,4,38,14.968
62,4,18.997,-56.60,4,38,14.972
62,4,19.222,-56.60,4,38,14.968
62,4,19.465,-56.60,4,38,14.972
62,4,19.728,-56.60,4,38,14.964
62,4,19.957,-56.60,4,38,14.972
62,4,20.179,-56.60,4,38,14.972
62,4,20.410,-56.60,4,38,14.960
62,4,20.637,-56.60,4,38,14.968
62,4,20.891,-56.60,4,38,14.972
62,4,21.113,-56.60,4,38,14.968
62,4,21.343,-56.60,4,38,14.968
62,4,21.586,-56.60,4,38,14.972
62,4,21.837,-56.60,4,38,14.972
62,4,22.067,-56.60,4,38,14.968
62,4,22.332,-56.60,4,38,14.972
62,4,22.572,-56.60,4,38,14.972
62,4,22.818,-56.60,4,38,14.968
62,4,23.043,-56.60,4,38,14.968
62,4,23.289,-56.60,4,38,14.972
62,4,23.523,-56.60,4,38,14.968
62,4,23.756,-56.60,4,38,14.972
62,4,23.983,-56.60,4,38,14.972
62,4,24.227,-56.60,4,38,14.972
62,4,24.452,-56.60,4,38,14.968
62,4,24.674,-56.60,4,38,14.972
62,4,24.898,-56.60,4,38,14.976
62,4,25.123,-56.60,4,38,14.972
62,4,25.352,-56.60,4,38,14.972
62,4,25.644,-56.60,4,38,14.972
62,4,25.871,-56.60,4,38,14.968
62,4,26.137,-56.60,4,38,14.972
62,4,26.394,-56.60,4,38,14.972
62,4,26.618,-56.60,4,38,14.972
62,4,26.843,-56.78,4,38,14.968
62,4,27.076,-56.78,4,38,14.968
62,4,27.305,-56.78,4,38,14.968
62,4,27.533,-56.78,4,38,14.968
62,4,27.770,-56.78,4,38,14.968
62,4,27.993,-56.78,4,38,14.972
62,4,28.220,-56.78,4,38,14.972
62,4,28.449,-56.78,4,38,14.968
62,4,28.727,-56.78,4,38,14.968
62,4,28.954,-56.78,4,38,14.968
62,4,29.187,-56.78,4,38,14.968
62,4,29.424,-56.78,4,38,14.968
62,4,29.652,-56.78,4,38,14.964
62,4,29.949,-56.78,4,38,14.964
62,5,0.032,0.53,5,-61,14.824
62,5,0.272,-102.31,5,-60,14.692
62,5,0.494,18.11,5,56,15.016
62,5,0.737,-108.81,5,-46,14.724
62,5,0.965,-85.96,5,-61,14.828
62,5,1.255,52.38,5,58,14.728
62,5,1.482,-135.18,5,-61,14.672
62,5,1.781,33.93,5,49,14.828
62,5,2.008,-109.86,5,58,14.748
62,5,2.233,-106.88,4,24,15.016
62,5,2.463,46.93,4,24,15.008
62,5,2.788,-103.01,4,-45,14.992
62,5,3.008,30.41,4,-66,14.744
62,5,3.245,-76.47,4,-59,14.848
62,5,3.483,-92.64,4,-42,15.012
62,5,3.719,-70.84,4,-33,15.012
62,5,3.945,-36.74,4,-36,15.012
62,5,4.207,-66.80,4,-46,14.980
62,5,4.445,-18.98,4,-42,15.008
62,5,4.679,-70.84,4,-45,14.992
62,5,4.900,-32.52,4,-38,15.012
62,5,5.156,-55.37,4,-38,15.016
62,5,5.383,-51.33,4,-39,15.012
62,5,5.615,-40.43,4,-40,15.004
62,5,5.857,-52.73,4,-41,15.008
62,5,6.081,-46.41,4,-39,15.012
62,5,6.331,-49.57,4,-39,15.012
62,5,6.571,-47.81,4,-40,15.004
62,5,6.883,-48.69,4,-40,15.008
62,5,7.113,-48.16,4,-40,15.008
62,5,7.344,-48.16,4,-40,15.004
62,5,7.589,-48.52,4,-40,15.004
62,5,7.842,-48.16,4,-40,15.008
62,5,8.093,-48.52,4,-40,15.004
62,5,8.317,-48.16,4,-40,15.008
62,5,8.540,-48.34,4,-40,15.004
62,5,8.764,-48.34,4,-40,15.008
62,5,8.998,-48.34,4,-40,15.004
62,5,9.231,-48.34,4,-40,15.004
62,5,9.456,-48.34,4,-40,15.008
62,5,9.700,-48.34,4,-40,15.008
62,5,9.965,-48.34,4,-40,15.008
62,5,10.237,-48.34,4,-40,15.004
62,5,10.463,-48.34,4,-40,15.004
62,5,10.692,-48.34,4,-40,15.004
62,5,10.955,-48.34,4,-40,15.004
62,5,11.184,-48.34,4,-40,15.004
62,5,11.419,-48.34,4,-40,15.004
62,5,11.647,-48.34,4,-40,15.004
62,5,11.872,-48.34,4,-40,15.004
62,5,12.096,-48.34,4,-39,15.004
62,5,12.336,-48.34,4,-39,15.008
62,5,12.577,-48.34,4,-39,15.008
62,5,12.819,-48.34,4,-39,15.012
62,5,13.049,-48.34,4,-39,15.012
62,5,13.282,-48.34,4,-39,15.008
62,5,13.527,-48.34,4,-39,15.012
62,5,13.751,-48.34,4,-39,15.012
62,5,13.995,-48.34,4,-39,15.008
62,5,14.263,-48.34,4,-39,15.012
62,5,14.507,-48.34,4,-39,15.004
62,5,14.730,-48.34,4,-39,15.008
62,5,14.966,-48.34,4,-39,15.012
62,5,15.214,-48.34,4,-39,15.008
62,5,15.437,-48.34,4,-39,15.012
62,5,15.674,-48.34,4,-39,15.012
62,5,15.899,-48.34,4,-39,15.008
62,5,16.125,-48.34,4,-39,15.012
62,5,16.355,-48.34,4,-39,15.004
62,5,16.598,-48.34,4,-39,15.012
62,5,16.836,-48.34,4,-39,15.012
62,5,17.068,-48.34,4,-39,15.004
62,5,17.308,-48.34,4,-39,15.008
62,5,17.547,-48.34,4,-39,15.012
62,5,17.788,-48.34,4,-39,15.004
62,5,18.018,-48.34,4,-39,15.016
62,5,18.248,-48.34,4,-39,15.012
62,5,18.473,-48.34,4,-39,15.012
62,5,18.709,-48.34,4,-39,15.004
62,5,18.959,-48.34,4,-39,15.012
62,5,19.185,-48.34,4,-39,15.008
62,5,19.412,-48.34,4,-39,15.008
62,5,19.644,-48.34,4,-39,15.012
62,5,19.883,-48.34,4,-39,15.008
62,5,20.107,-48.34,4,-39,15.008
62,5,20.330,-48.34,4,-39,15.008
62,5,20.555,-48.34,4,-39,15.008
62,5,20.784,-48.34,4,-39,15.008
62,5,21.006,-48.34,4,-39,15.012
62,5,21.235,-48.34,4,-39,15.008
62,5,21.465,-48.34,4,-39,15.008
62,5,21.692,-48.34,4,-39,15.008
62,5,21.922,-48.34,4,-39,15.008
62,5,22.152,-48.34,4,-39,15.012
62,5,22.382,-48.34,4,-39,15.008
62,5,22.634,-48.34,4,-39,15.008
62,5,22.877,-48.34,4,-39,15.012
62,5,23.122,-48.34,4,-39,15.008
62,5,23.354,-48.34,4,-39,15.008
62,5,23.602,-48.34,4,-39,15.008
62,5,23.834,-48.34,4,-39,15.012
62,5,24.071,-48.34,4,-39,15.012
