t_ms,mode,pwm,servo_count,servo_deg,pend_count,pend_raw_deg,pend_deg,ina_ok,v_bus,i_ma,p_mw
47,5,28,0,0.0,-2,-0.352,-0.352,True,14.468,57.8,838.0
218,5,-48,-32,-5.625,-15,-2.637,-2.637,True,14.568,49.7,720.0
405,5,48,44,7.734,62,10.898,10.898,True,14.456,70.5,1020.0
629,5,-47,-65,-11.426,-103,-18.105,-18.105,True,14.504,61.0,884.0
836,5,47,64,11.25,151,26.543,26.543,True,14.472,66.0,956.0
1026,5,-41,-141,-24.785,-235,-41.309,-41.309,True,14.524,52.1,756.0
1225,5,-51,58,10.195,267,46.934,46.934,True,14.472,67.4,976.0
1438,5,49,-149,-26.191,-239,-42.012,-42.012,True,14.464,70.0,1012.0
1640,5,-47,-55,-9.668,41,7.207,7.207,True,14.508,59.3,862.0
1844,5,48,54,9.492,219,38.496,38.496,True,14.472,66.3,960.0
1979,5,49,-173,-30.41,-310,-54.492,-54.492,True,14.468,68.6,992.0
2163,5,-45,-84,-14.766,-19,-3.34,-3.34,True,14.52,55.9,812.0
2365,5,45,93,16.348,361,63.457,63.457,True,14.484,63.9,924.0
2564,5,47,-196,-34.453,-421,-74.004,-74.004,True,14.456,68.8,996.0
2783,5,-50,37,6.504,258,45.352,45.352,True,14.48,65.0,940.0
2991,5,46,66,11.602,243,42.715,42.715,True,14.48,62.5,904.0
3188,5,-17,-213,-37.441,-499,-87.715,-87.715,True,14.48,65.0,944.0
3383,5,-49,26,4.57,233,40.957,40.957,True,14.492,61.2,888.0
3621,5,46,74,13.008,290,50.977,50.977,True,14.484,65.2,918.0
3783,5,-34,-220,-38.672,-528,-92.812,-92.812,True,14.548,47.9,698.0
3993,5,-49,-18,-3.164,144,25.312,25.312,True,14.504,58.4,846.0
4200,5,45,90,15.82,504,88.594,88.594,True,14.46,56.3,816.0
4404,5,46,-222,-39.023,-510,-89.648,-89.648,True,14.472,66.9,970.0
4608,5,-38,-169,-29.707,-181,-31.816,-31.816,True,14.536,51.3,748.0
4834,5,-50,81,14.238,591,103.887,103.887,True,14.468,67.0,970.0
5035,5,47,-209,-36.738,-387,-68.027,-68.027,True,14.472,67.0,970.0
5253,5,-34,-225,-39.551,-416,-73.125,-73.125,True,14.544,50.1,728.0
5421,5,46,81,14.238,544,95.625,95.625,True,14.468,68.1,986.0
5627,5,47,56,9.844,317,55.723,55.723,True,14.476,65.0,940.0
5837,5,-34,-224,-39.375,-652,-114.609,-114.609,True,14.548,48.9,712.0
6055,5,-49,-3,-0.527,160,28.125,28.125,True,14.504,59.2,858.0
6248,5,-50,73,12.832,679,119.355,119.355,True,14.46,69.1,1000.0
6451,5,47,-191,-33.574,-323,-56.777,-56.777,True,14.472,67.3,974.0
6680,5,46,-211,-37.09,-577,-101.426,-101.426,True,14.472,66.0,954.0
6864,5,-51,86,15.117,483,84.902,84.902,True,14.472,66.9,966.0
7068,5,-50,70,12.305,597,104.941,104.941,True,14.468,67.9,984.0
7271,5,-33,-227,-39.902,-580,-101.953,-101.953,True,14.552,48.2,702.0
7489,5,46,-210,-36.914,-518,-91.055,-91.055,True,14.464,69.3,1002.0
7690,5,45,92,16.172,653,114.785,114.785,True,14.476,65.3,944.0
7884,5,-50,70,12.305,620,108.984,108.984,True,14.46,66.1,956.0
8090,5,-34,-218,-38.32,-598,-105.117,-105.117,True,14.54,46.5,676.0
8316,5,48,-182,-31.992,-633,-111.27,-111.27,True,14.436,67.4,974.0
8495,5,-50,111,19.512,516,90.703,90.703,True,14.456,67.9,984.0
8718,5,-49,17,2.988,833,146.426,146.426,True,14.46,65.8,950.0
8932,5,46,-213,-37.441,-344,-60.469,-60.469,True,14.46,63.5,918.0
9108,5,-42,-131,-23.027,-918,-161.367,-161.367,True,14.512,55.9,812.0
9366,5,-60,182,31.992,-1161,-204.082,-204.082,True,14.384,78.0,888.0
9518,5,-49,294,51.68,-1920,-337.5,-337.5,True,14.44,70.9,1022.0
9758,5,64,132,23.203,-2941,-516.973,-156.445,True,14.344,94.1,1350.0
9933,5,-69,-2,-0.352,-2578,-453.164,-92.637,True,14.284,106.9,1528.0
10151,5,-40,385,67.676,-1372,-241.172,119.355,True,14.512,53.2,774.0
10344,5,47,309,54.316,-1545,-271.582,88.945,True,14.468,65.3,944.0
10481,5,67,-95,-16.699,-2360,-414.844,-54.316,True,14.324,98.4,1410.0
10649,5,26,-299,-52.559,-2853,-501.504,-140.977,True,14.564,43.9,638.0
10860,5,-27,-308,-54.141,-1976,-347.344,13.184,True,14.58,39.9,580.0
11089,5,26,-316,-55.547,-1186,-208.477,152.051,True,14.556,44.2,642.0
11263,5,43,-270,-47.461,-1736,-305.156,55.371,True,14.48,60.6,878.0
11471,5,-19,-406,-71.367,-2808,-493.594,-133.066,True,14.608,34.3,502.0
11627,5,40,-327,-57.48,-2623,-461.074,-100.547,True,14.496,59.1,856.0
11776,5,-50,56,9.844,-1597,-280.723,79.805,True,14.464,66.2,938.0
11980,5,-50,81,14.238,-1251,-219.902,140.625,True,14.464,67.3,974.0
12187,5,50,-102,-17.93,-2290,-402.539,-42.012,True,14.456,69.1,1000.0
12413,5,28,-40,-7.031,-2946,-517.852,-157.324,True,14.568,47.4,688.0
12613,5,-47,-60,-10.547,-2274,-399.727,-39.199,True,14.504,58.4,846.0
12795,5,44,107,18.809,-1225,-215.332,145.195,True,14.496,61.4,892.0
12999,5,47,-205,-36.035,-852,-149.766,210.762,True,14.476,63.0,910.0
13204,5,-63,-136,-23.906,403,70.84,70.84,True,14.372,91.7,1318.0
13417,5,-62,-151,-26.543,1056,185.625,185.625,True,14.384,87.3,1256.0
13619,5,-65,117,20.566,1409,247.676,247.676,True,14.348,93.7,1344.0
13824,5,37,427,75.059,2294,403.242,43.066,True,14.532,51.3,708.0
14044,5,46,-328,-57.656,1788,314.297,-45.879,True,14.484,62.3,904.0
14167,5,-28,-555,-97.559,1862,327.305,-32.871,True,14.564,42.4,616.0
14301,5,-27,-559,-98.262,2372,416.953,56.777,True,14.564,44.7,652.0
