t_ms,mode,pwm,servo_count,servo_deg,pend_count,pend_raw_deg,pend_deg,ina_ok,v_bus,i_ma,p_mw
50,5,70,-19,-3.516,-21,-3.691,-3.691,True,14.528,63.2,918.0
279,5,-45,-95,-16.875,53,9.316,9.316,True,14.552,59.4,866.0
428,5,45,-51,-9.141,121,21.27,21.27,True,14.524,66.4,934.0
578,5,45,-157,-27.773,-162,-28.477,-28.477,True,14.52,65.6,954.0
725,5,-45,-52,-9.316,65,11.426,11.426,True,14.56,56.2,820.0
902,5,45,41,7.031,139,24.434,24.434,True,14.536,61.4,892.0
1029,5,45,-91,-16.172,-228,-40.078,-40.078,True,14.532,63.3,920.0
1195,5,-45,30,5.098,46,8.086,8.086,True,14.56,55.7,810.0
1402,5,45,97,16.875,115,20.215,20.215,True,14.548,59.9,872.0
1609,5,-45,-101,-17.93,-275,-48.34,-48.34,True,14.548,60.4,878.0
1809,5,-70,131,22.852,349,61.348,61.348,True,14.404,83.0,1202.0
2069,5,45,-120,-21.27,-324,-56.953,-56.953,True,14.528,64.6,908.0
2224,5,-45,-36,-6.504,-8,-1.406,-1.406,True,14.56,55.2,802.0
2382,5,-70,120,20.918,411,72.246,72.246,True,14.508,68.4,992.0
2526,5,45,-63,-11.25,-131,-23.027,-23.027,True,14.548,58.5,852.0
2737,5,-45,-140,-24.785,-290,-50.977,-50.977,True,14.552,58.7,856.0
2935,5,-45,151,26.367,465,81.738,81.738,True,14.548,59.4,866.0
3100,5,45,72,12.48,132,23.203,23.203,True,14.548,60.6,882.0
3346,5,-45,-135,-23.906,-252,-44.297,-44.297,True,14.556,57.2,832.0
3580,5,70,165,28.828,512,90.0,90.0,True,14.36,110.0,1576.0
3705,5,45,-12,-2.285,-59,-10.371,-10.371,True,14.56,57.5,838.0
3988,5,-45,-103,-18.281,-195,-34.277,-34.277,True,14.564,57.0,830.0
4138,5,45,168,29.355,518,91.055,91.055,True,14.544,59.4,866.0
4369,5,45,-54,-9.668,-232,-40.781,-40.781,True,14.544,59.5,866.0
4580,5,-45,-123,-21.797,-440,-77.344,-77.344,True,14.548,59.4,866.0
4795,5,45,169,29.531,553,97.207,97.207,True,14.524,65.9,956.0
4925,5,45,165,28.828,428,75.234,75.234,True,14.524,63.4,920.0
5087,5,45,-136,-24.082,-466,-81.914,-81.914,True,14.528,64.6,938.0
5217,5,45,-145,-25.664,-571,-100.371,-100.371,True,14.528,64.5,938.0
5367,5,-45,103,17.93,194,34.102,34.102,True,14.56,55.0,800.0
5604,5,45,176,30.762,488,85.781,85.781,True,14.528,64.6,938.0
5729,5,45,-103,-18.281,-274,-48.164,-48.164,True,14.544,59.3,862.0
5887,5,45,-154,-27.246,-641,-112.676,-112.676,True,14.42,81.9,1186.0
6115,5,-45,154,26.895,407,71.543,71.543,True,14.556,56.9,826.0
6262,5,-45,170,29.707,645,113.379,113.379,True,14.544,58.6,852.0
