t_ms,mode,pwm,servo_count,servo_deg,pend_count,pend_raw_deg,pend_deg,ina_ok,v_bus,i_ma,p_mw
37,5,-28,0,0.0,0,0.0,0.0,True,14.624,42.7,626.0
180,5,-28,16,2.813,10,1.758,1.758,True,14.62,42.4,620.0
393,5,28,-16,-2.813,-46,-8.086,-8.086,True,14.568,56.6,826.0
540,5,-40,2,0.352,27,4.746,4.746,True,14.58,53.2,776.0
717,5,40,-26,-4.57,-34,-5.977,-5.977,True,14.568,55.4,806.0
903,5,-40,-28,-4.922,14,2.461,2.461,True,14.58,53.9,786.0
1155,5,40,-67,-11.777,-97,-17.051,-17.051,True,14.568,56.3,820.0
1339,5,-40,-1,-0.176,52,9.141,9.141,True,14.58,52.8,770.0
1525,5,40,21,3.691,57,10.02,10.02,True,14.572,54.3,790.0
1658,5,-28,-114,-20.039,-210,-36.914,-36.914,True,14.604,49.4,720.0
1883,5,-40,82,14.414,228,40.078,40.078,True,14.58,52.7,766.0
2006,5,40,-40,-7.031,-48,-8.438,-8.438,True,14.564,55.1,802.0
2253,5,-40,-23,-4.043,31,5.449,5.449,True,14.584,51.5,750.0
2443,5,40,36,6.328,127,22.324,22.324,True,14.572,55.5,810.0
2670,5,-40,-129,-22.676,-178,-31.289,-31.289,True,14.584,52.9,770.0
2821,5,-40,86,15.117,301,52.91,52.91,True,14.572,37.3,540.0
3110,5,-40,-171,-30.059,-325,-57.129,-57.129,True,14.612,43.4,632.0
3271,5,-40,51,8.965,208,36.563,36.563,True,14.576,53.7,784.0
3402,5,40,92,16.172,293,51.504,51.504,True,14.564,58.5,852.0
3560,5,40,-158,-27.773,-298,-52.383,-52.383,True,14.512,36.5,528.0
3777,5,-40,21,3.691,143,25.137,25.137,True,14.584,52.3,764.0
3909,5,40,103,18.105,360,63.281,63.281,True,14.536,62.7,914.0
4030,5,40,-77,-13.535,-87,-15.293,-15.293,True,14.58,53.8,784.0
4204,5,-40,-182,-31.992,-327,-57.48,-57.48,True,14.58,54.8,800.0
4350,5,-40,72,12.656,295,51.855,51.855,True,14.58,53.4,776.0
4609,5,40,-139,-24.434,-222,-39.023,-39.023,True,14.576,55.9,816.0
4730,5,-28,-197,-34.629,-396,-69.609,-69.609,True,14.58,53.9,786.0
4856,5,-40,-20,-3.516,77,13.535,13.535,True,14.588,51.1,744.0
4996,5,-28,102,17.93,427,75.059,75.059,True,14.612,46.2,676.0
5210,5,40,-180,-31.641,-357,-62.754,-62.754,True,14.564,56.7,826.0
5335,5,-40,-194,-34.102,-353,-62.051,-62.051,True,14.58,52.4,764.0
5531,5,-40,93,16.348,417,73.301,73.301,True,14.584,53.0,774.0
5726,5,40,-115,-20.215,-152,-26.719,-26.719,True,14.58,53.0,774.0
5852,5,28,-206,-36.211,-460,-80.859,-80.859,True,14.608,46.4,678.0
6023,5,-40,17,2.988,175,30.762,30.762,True,14.58,52.9,770.0
6223,5,40,89,15.645,350,61.523,61.523,True,14.564,56.5,822.0
6355,5,40,-179,-31.465,-328,-57.656,-57.656,True,14.572,55.8,812.0
6487,5,-40,-215,-37.793,-449,-78.926,-78.926,True,14.576,54.5,792.0
6645,5,-40,57,10.02,299,52.559,52.559,True,14.576,53.5,780.0
6765,5,40,103,18.105,487,85.605,85.605,True,14.564,57.2,832.0
6974,5,40,-195,-34.277,-390,-68.555,-68.555,True,14.568,55.7,812.0
7151,5,-40,-190,-33.398,-285,-50.098,-50.098,True,14.58,54.0,786.0
7360,5,28,102,17.93,514,90.352,90.352,True,14.568,54.9,800.0
7483,5,40,35,6.152,174,30.586,30.586,True,14.58,54.5,792.0
7664,5,-28,-217,-38.145,-516,-90.703,-90.703,True,14.576,54.9,800.0
7889,5,-40,76,13.359,376,66.094,66.094,True,14.576,52.7,766.0
8076,5,40,89,15.645,358,62.93,62.93,True,14.564,57.0,830.0
8198,5,40,-188,-33.047,-354,-62.227,-62.227,True,14.564,56.3,820.0
8393,5,-40,-203,-35.684,-332,-58.359,-58.359,True,14.576,54.5,792.0
8519,5,-40,70,12.305,371,65.215,65.215,True,14.58,54.1,790.0
8718,5,40,73,12.832,320,56.25,56.25,True,14.572,55.1,802.0
8866,5,40,-212,-37.266,-464,-81.562,-81.562,True,14.52,65.3,950.0
9124,5,-40,23,4.043,211,37.09,37.09,True,14.584,51.8,754.0
9249,5,28,95,16.699,559,98.262,98.262,True,14.56,57.5,838.0
9436,5,40,-137,-24.082,-166,-29.18,-29.18,True,14.576,55.7,812.0
9615,5,40,-225,-39.551,-538,-94.57,-94.57,True,14.564,57.2,832.0
9747,5,-40,-41,-7.207,60,10.547,10.547,True,14.584,51.9,756.0
9986,5,40,94,16.523,445,78.223,78.223,True,14.56,58.2,848.0
10238,5,-28,-223,-39.199,-570,-100.195,-100.195,True,14.576,52.8,770.0
10432,5,-40,31,5.449,223,39.199,39.199,True,14.584,51.9,756.0
10663,5,40,88,15.469,386,67.852,67.852,True,14.56,57.4,836.0
10861,5,-40,-216,-37.969,-561,-98.613,-98.613,True,14.58,54.5,792.0
10984,5,-40,-212,-37.266,-412,-72.422,-72.422,True,14.58,52.8,770.0
11159,5,-40,92,16.172,513,90.176,90.176,True,14.58,54.0,786.0
11283,5,-40,95,16.699,532,93.516,93.516,True,14.576,53.9,786.0
11487,5,40,-213,-37.441,-476,-83.672,-83.672,True,14.568,56.8,826.0
11658,5,-40,-211,-37.09,-406,-71.367,-71.367,True,14.58,53.4,780.0
11784,5,-40,71,12.48,348,61.172,61.172,True,14.58,52.8,770.0
11908,5,28,97,17.051,601,105.645,105.645,True,14.608,45.0,656.0
12072,5,40,-75,-13.184,-32,-5.625,-5.625,True,14.576,53.0,774.0
12195,5,-40,-223,-39.199,-564,-99.141,-99.141,True,14.568,54.9,800.0
12384,5,-40,-150,-26.367,-164,-28.828,-28.828,True,14.584,51.8,756.0
12512,5,0,88,15.469,513,90.176,90.176,True,14.58,54.4,792.0
12720,5,40,45,7.91,242,42.539,42.539,True,14.568,56.0,816.0
12851,5,-40,-219,-38.496,-526,-92.461,-92.461,True,14.572,54.9,800.0
13094,5,-40,-62,-10.898,17,2.988,2.988,True,14.584,51.0,744.0
13215,5,40,91,15.996,583,102.48,102.48,True,14.564,58.0,846.0
13340,5,-40,87,15.293,504,88.594,88.594,True,14.584,55.7,812.0
13464,5,40,-162,-28.477,-221,-38.848,-38.848,True,14.576,54.4,776.0
13735,5,-40,-184,-32.344,-290,-50.977,-50.977,True,14.584,53.2,776.0
13914,5,40,100,17.578,593,104.238,104.238,True,14.564,57.7,838.0
14039,5,40,96,16.875,485,85.254,85.254,True,14.564,59.4,866.0
14168,5,40,-171,-30.059,-264,-46.406,-46.406,True,14.572,55.0,802.0
14319,5,40,-214,-37.617,-624,-109.688,-109.688,True,14.572,54.9,800.0
14556,5,-40,88,15.469,469,82.441,82.441,True,14.576,52.1,760.0
14759,5,40,84,14.766,433,76.113,76.113,True,14.56,58.1,846.0
