t_ms,mode,pwm,servo_count,servo_deg,pend_count,pend_raw_deg,pend_deg,ina_ok,v_bus,i_ma,p_mw
31,5,70,5,0.879,6,1.055,1.055,True,14.344,94.0,1360.0
203,5,70,-78,-13.711,-60,-10.547,-10.547,True,14.36,92.9,1344.0
416,5,-45,-133,-23.379,105,18.457,18.457,True,14.544,59.4,866.0
613,5,45,-179,-31.465,-52,-9.141,-9.141,True,14.532,63.4,920.0
815,5,-45,-125,-21.973,8,1.406,1.406,True,14.552,57.4,836.0
1019,5,45,18,3.164,98,17.227,17.227,True,14.528,63.0,914.0
1236,5,-45,-74,-13.008,-204,-35.859,-35.859,True,14.548,59.9,872.0
1371,5,-45,141,24.785,237,41.66,41.66,True,14.544,59.4,848.0
1532,5,45,74,13.008,22,3.867,3.867,True,14.544,59.6,866.0
1791,5,-45,-4,-0.703,-28,-4.922,-4.922,True,14.556,57.5,836.0
2059,5,45,39,6.855,73,12.832,12.832,True,14.544,59.3,862.0
2190,5,70,-159,-27.949,-374,-65.742,-65.742,True,14.524,65.9,956.0
2354,5,-45,5,0.879,131,23.027,23.027,True,14.568,57.7,842.0
2575,5,45,65,11.426,222,39.023,39.023,True,14.536,63.7,928.0
2722,5,45,-176,-30.937,-406,-71.367,-71.367,True,14.532,65.1,948.0
2873,5,-45,-133,-23.379,-168,-29.531,-29.531,True,14.556,57.4,836.0
3086,5,45,122,21.445,450,79.102,79.102,True,14.516,68.2,990.0
3217,5,45,-112,-19.687,-159,-27.949,-27.949,True,14.548,60.1,874.0
3386,5,-45,-219,-38.496,-446,-78.398,-78.398,True,14.544,60.6,882.0
3558,5,-45,24,4.219,193,33.926,33.926,True,14.552,57.5,816.0
3783,5,45,27,4.746,104,18.281,18.281,True,14.54,59.9,830.0
4004,5,-70,-203,-35.684,-479,-84.199,-84.199,True,14.544,60.8,884.0
4135,5,-45,13,2.285,108,18.984,18.984,True,14.564,54.4,792.0
4297,5,-70,155,27.246,537,94.395,94.395,True,14.544,60.5,878.0
4517,5,45,-132,-23.203,-438,-76.992,-76.992,True,14.536,64.8,940.0
4639,5,45,-153,-26.895,-532,-93.516,-93.516,True,14.52,64.1,930.0
4817,5,-45,110,19.336,329,57.832,57.832,True,14.548,58.9,858.0
5029,5,45,129,22.676,394,69.258,69.258,True,14.528,63.5,920.0
5157,5,45,-155,-27.246,-360,-63.281,-63.281,True,14.532,64.0,930.0
5343,5,-45,-194,-34.102,-483,-84.902,-84.902,True,14.54,61.3,892.0
5469,5,-45,60,10.547,269,47.285,47.285,True,14.556,56.0,816.0
5642,5,70,98,17.227,622,109.336,109.336,True,14.536,61.5,894.0
