t_ms,mode,pwm,servo_count,servo_deg,pend_count,pend_raw_deg,pend_deg,ina_ok,v_bus,i_ma,p_mw
20,5,-45,4,0.703,4,0.703,0.703,True,14.524,67.2,976.0
149,5,-45,70,12.305,52,9.141,9.141,True,14.484,69.1,1000.0
308,5,45,120,21.094,-44,-7.734,-7.734,True,14.524,62.8,910.0
521,5,-45,60,10.547,-51,-8.965,-8.965,True,14.552,58.4,848.0
653,5,-70,110,19.336,174,30.586,30.586,True,14.352,107.0,1536.0
831,5,45,-108,-18.984,-161,-28.301,-28.301,True,14.528,61.7,898.0
1028,5,-45,-55,-9.668,132,23.203,23.203,True,14.548,58.0,846.0
1156,5,45,-6,-1.055,232,40.781,40.781,True,14.524,65.4,950.0
1333,5,45,-200,-35.156,-266,-46.758,-46.758,True,14.528,65.9,956.0
1549,5,-45,41,7.207,247,43.418,43.418,True,14.544,58.7,856.0
1686,5,45,62,10.898,186,32.695,32.695,True,14.528,63.0,914.0
1902,5,-45,-148,-26.016,-307,-53.965,-53.965,True,14.544,61.0,888.0
2065,5,-45,100,17.578,302,53.086,53.086,True,14.548,58.2,846.0
2215,5,45,68,11.953,176,30.937,30.937,True,14.536,62.0,902.0
2383,5,45,-183,-32.168,-384,-67.5,-67.5,True,14.528,64.6,938.0
2590,5,-45,47,8.262,286,50.273,50.273,True,14.548,56.9,826.0
2766,5,45,38,6.68,207,36.387,36.387,True,14.532,61.5,894.0
2888,5,45,-197,-34.629,-359,-63.105,-63.105,True,14.52,65.8,956.0
3086,5,-45,-123,-21.621,-83,-14.59,-14.59,True,14.556,58.3,800.0
3285,5,45,97,17.051,417,73.301,73.301,True,14.512,67.5,980.0
3496,5,45,-217,-38.145,-447,-78.574,-78.574,True,14.528,64.6,938.0
3704,5,-45,11,1.934,154,27.07,27.07,True,14.556,56.1,816.0
3894,5,45,119,20.918,402,70.664,70.664,True,14.524,65.3,948.0
4124,5,45,-229,-40.254,-498,-87.539,-87.539,True,14.524,63.7,924.0
4303,5,-45,-23,-4.043,128,22.5,22.5,True,14.556,56.1,816.0
4527,5,45,83,14.59,374,65.742,65.742,True,14.52,64.6,938.0
4723,5,45,-250,-43.945,-506,-88.945,-88.945,True,14.528,65.5,950.0
4918,5,-45,-107,-18.809,37,6.504,6.504,True,14.56,55.0,800.0
5151,5,45,63,11.074,482,84.727,84.727,True,14.516,66.3,964.0
5338,5,45,-226,-39.727,-496,-87.187,-87.187,True,14.512,67.0,974.0
5537,5,-45,-151,-26.543,-169,-29.707,-29.707,True,14.56,55.1,802.0
