t_ms,mode,pwm,servo_count,servo_deg,pend_count,pend_raw_deg,pend_deg,ina_ok,v_bus,i_ma,p_mw
19,5,27,7,1.23,-1,-0.176,-0.176,True,14.508,70.9,1032.0
198,5,50,-114,-20.039,-82,-14.414,-14.414,True,14.5,85.0,1232.0
2305,-1,0,0,0,0,0,0,False,0,0,0
4418,-1,0,0,0,0,0,0,False,0,0,0
6015,0,0,66,11.602,5,0.879,0.879,True,14.72,27.2,400.0
6145,0,0,66,11.602,5,0.879,0.879,True,14.704,27.8,410.0
6336,0,0,66,11.602,5,0.879,0.879,True,14.676,30.8,452.0
6519,0,0,66,11.602,5,0.879,0.879,True,14.712,26.8,394.0
6720,0,0,66,11.602,5,0.879,0.879,True,14.704,27.3,404.0
6968,0,0,66,11.602,5,0.879,0.879,True,14.7,28.2,416.0
7094,0,0,66,11.602,5,0.879,0.879,True,14.7,27.7,406.0
7265,0,0,66,11.602,5,0.879,0.879,True,14.716,26.7,394.0
7478,0,0,66,11.602,5,0.879,0.879,True,14.708,27.3,404.0
7677,0,0,66,11.602,5,0.879,0.879,True,14.704,27.0,396.0
7810,0,0,66,11.602,5,0.879,0.879,True,14.708,27.4,404.0
7970,0,0,66,11.602,5,0.879,0.879,True,14.628,14.7,212.0
8171,0,0,66,11.602,5,0.879,0.879,True,14.704,27.3,404.0
8393,0,0,66,11.602,5,0.879,0.879,True,14.708,27.9,410.0
8620,0,0,66,11.602,5,0.879,0.879,True,14.708,29.0,426.0
8763,0,0,66,11.602,5,0.879,0.879,True,14.704,26.4,386.0
8897,0,0,66,11.602,5,0.879,0.879,True,14.704,26.8,394.0
9103,0,0,66,11.602,5,0.879,0.879,True,14.704,26.4,386.0
9302,0,0,66,11.602,5,0.879,0.879,True,14.7,28.0,412.0
9543,0,0,66,11.602,5,0.879,0.879,True,14.704,28.0,412.0
9712,0,0,66,11.602,5,0.879,0.879,True,14.712,27.4,404.0
9932,0,0,66,11.602,5,0.879,0.879,True,14.708,27.2,400.0
