t_ms,mode,pwm,servo_count,servo_deg,pend_count,pend_raw_deg,pend_deg,ina_ok,v_bus,i_ma,p_mw
2000,-1,0,0,0,0,0,0,False,0,0,0
4101,-1,0,0,0,0,0,0,False,0,0,0
6212,-1,0,0,0,0,0,0,False,0,0,0
8328,-1,0,0,0,0,0,0,False,0,0,0
10430,-1,0,0,0,0,0,0,False,0,0,0
12542,-1,0,0,0,0,0,0,False,0,0,0
14645,-1,0,0,0,0,0,0,False,0,0,0
16758,-1,0,0,0,0,0,0,False,0,0,0
18860,-1,0,0,0,0,0,0,False,0,0,0
20974,-1,0,0,0,0,0,0,False,0,0,0
23076,-1,0,0,0,0,0,0,False,0,0,0
25188,-1,0,0,0,0,0,0,False,0,0,0
27289,-1,0,0,0,0,0,0,False,0,0,0
29405,-1,0,0,0,0,0,0,False,0,0,0
31509,-1,0,0,0,0,0,0,False,0,0,0
33620,-1,0,0,0,0,0,0,False,0,0,0
35736,-1,0,0,0,0,0,0,False,0,0,0
37851,-1,0,0,0,0,0,0,False,0,0,0
39953,-1,0,0,0,0,0,0,False,0,0,0
42066,-1,0,0,0,0,0,0,False,0,0,0
44182,-1,0,0,0,0,0,0,False,0,0,0
46284,-1,0,0,0,0,0,0,False,0,0,0
48386,-1,0,0,0,0,0,0,False,0,0,0
50497,-1,0,0,0,0,0,0,False,0,0,0
52598,-1,0,0,0,0,0,0,False,0,0,0
54699,-1,0,0,0,0,0,0,False,0,0,0
56812,-1,0,0,0,0,0,0,False,0,0,0
58914,-1,0,0,0,0,0,0,False,0,0,0
61028,-1,0,0,0,0,0,0,False,0,0,0
