t_ms,mode,pwm,servo_count,servo_deg,pend_count,pend_raw_deg,pend_deg,ina_ok,v_bus,i_ma,p_mw
20,5,-28,0,0.0,0,0.0,0.0,True,14.616,44.3,648.0
185,5,27,5,0.879,1,0.176,0.176,True,14.6,46.3,676.0
382,5,-28,0,0.0,-8,-1.406,-1.406,True,14.608,43.3,632.0
529,5,69,-1,-0.176,2,0.352,0.352,True,14.616,41.9,612.0
698,5,27,-6,-1.055,5,0.879,0.879,True,14.608,44.8,656.0
907,5,-27,-9,-1.582,-4,-0.703,-0.703,True,14.628,43.5,636.0
1105,5,70,0,0.0,5,0.879,0.879,True,14.612,44.8,652.0
1317,5,27,2,0.352,-7,-1.23,-1.23,True,14.612,45.0,658.0
1521,5,-27,-2,-0.352,0,0.0,0.0,True,14.54,55.6,812.0
1711,5,27,-8,-1.406,4,0.703,0.703,True,14.584,50.5,666.0
1851,5,-69,-11,-1.934,-3,-0.527,-0.527,True,14.604,44.7,652.0
2033,5,-27,-1,-0.176,4,0.703,0.703,True,14.616,47.3,692.0
2281,5,27,12,2.109,-6,-1.055,-1.055,True,14.58,47.0,684.0
2458,5,-27,13,2.285,-9,-1.582,-1.582,True,14.612,44.6,652.0
2666,5,27,4,0.703,4,0.703,0.703,True,14.392,79.9,1160.0
2875,5,69,-20,-3.516,-2,-0.352,-0.352,True,14.608,44.9,656.0
3043,5,-27,-25,-4.395,9,1.582,1.582,True,14.584,73.3,1064.0
3180,5,27,-18,-3.164,9,1.582,1.582,True,14.596,46.7,682.0
3350,5,27,-1,-0.176,-5,-0.879,-0.879,True,14.604,44.3,646.0
3473,5,-27,16,2.813,-4,-0.703,-0.703,True,14.624,55.8,812.0
3685,5,26,29,5.098,-5,-0.879,-0.879,True,14.388,78.3,1138.0
3879,5,27,15,2.637,-11,-1.934,-1.934,True,14.62,60.3,874.0
4072,5,-27,-10,-1.758,6,1.055,1.055,True,14.356,109.2,1576.0
4320,5,28,-34,-5.977,4,0.703,0.703,True,14.612,44.7,652.0
4490,5,-27,-25,-4.395,6,1.055,1.055,True,14.412,96.4,1396.0
4695,5,27,6,1.055,3,0.527,0.527,True,14.404,78.6,1140.0
4888,5,-28,32,5.625,-15,-2.637,-2.637,True,14.612,43.8,638.0
5015,5,-28,40,7.031,-9,-1.582,-1.582,True,14.612,43.9,642.0
5226,5,-69,22,3.867,-6,-1.055,-1.055,True,14.608,43.1,630.0
5411,5,-27,-18,-3.164,-3,-0.527,-0.527,True,14.588,47.5,694.0
5626,5,-26,-46,-8.086,15,2.637,2.637,True,14.628,41.4,606.0
5844,5,28,-38,-6.68,5,0.879,0.879,True,14.612,46.5,678.0
6026,5,-28,0,0.0,3,0.527,0.527,True,14.62,42.3,620.0
6339,5,26,55,9.668,-19,-3.34,-3.34,True,14.472,34.9,508.0
6543,5,-28,37,6.504,-9,-1.582,-1.582,True,14.612,44.5,648.0
6747,5,27,-23,-4.043,1,0.176,0.176,True,14.608,43.5,636.0
6936,5,-25,-72,-12.656,8,1.406,1.406,True,14.336,111.7,1612.0
7068,5,-25,-84,-14.766,17,2.988,2.988,True,14.624,41.3,602.0
7242,5,29,-66,-11.602,12,2.109,2.109,True,14.6,46.7,682.0
7385,5,-27,-28,-4.922,0,0.0,0.0,True,14.416,81.1,1176.0
7549,5,-28,31,5.449,-1,-0.176,-0.176,True,14.608,42.8,626.0
7700,5,25,77,13.535,-13,-2.285,-2.285,True,14.468,88.8,1282.0
7866,5,24,86,15.117,-25,-4.395,-4.395,True,14.624,41.8,610.0
8118,5,-27,16,2.813,-3,-0.527,-0.527,True,14.616,44.6,652.0
8275,5,28,-56,-9.844,4,0.703,0.703,True,14.596,66.3,960.0
8480,5,-22,-123,-21.621,19,3.34,3.34,True,14.612,40.1,586.0
8678,5,29,-118,-20.742,23,4.043,4.043,True,14.6,47.3,692.0
8868,5,29,-60,-10.547,3,0.527,0.527,True,14.58,49.9,728.0
9118,5,-29,66,11.602,-6,-1.055,-1.055,True,14.404,90.5,1310.0
9244,5,23,101,17.754,-21,-3.691,-3.691,True,14.428,72.0,1046.0
9416,5,-29,102,17.93,-30,-5.273,-5.273,True,14.416,74.0,1074.0
9559,5,-29,65,11.426,-16,-2.813,-2.813,True,14.616,43.5,636.0
9683,5,27,-6,-1.055,3,0.527,0.527,True,14.612,46.5,678.0
9801,5,29,-74,-13.008,5,0.879,0.879,True,14.6,47.3,692.0
9938,5,-22,-131,-23.027,15,2.637,2.637,True,14.64,38.6,566.0
10062,5,-20,-150,-26.367,29,5.098,5.098,True,14.652,33.6,492.0
10194,5,29,-135,-23.73,25,4.395,4.395,True,14.44,77.5,1128.0
10325,5,29,-92,-16.172,8,1.406,1.406,True,14.604,47.7,992.0
10445,5,-26,-23,-4.043,-1,-0.176,-0.176,True,14.624,39.7,580.0
10579,5,-28,48,8.438,-4,-0.703,-0.703,True,14.616,43.3,632.0
10731,5,23,112,19.687,-21,-3.691,-3.691,True,14.584,46.9,684.0
10851,5,22,133,23.379,-31,-5.449,-5.449,True,14.612,40.3,590.0
10996,5,-29,110,19.336,-23,-4.043,-4.043,True,14.608,47.1,684.0
11179,5,-28,44,7.734,-4,-0.703,-0.703,True,14.616,41.9,612.0
11321,5,29,-60,-10.547,3,0.527,0.527,True,14.616,45.0,658.0
11440,5,-23,-116,-20.391,14,2.461,2.461,True,14.628,38.0,558.0
11589,5,-20,-147,-25.84,30,5.273,5.273,True,14.616,37.2,544.0
11717,5,29,-137,-24.082,23,4.043,4.043,True,14.6,55.1,800.0
11852,5,29,-89,-15.645,10,1.758,1.758,True,14.368,103.1,1490.0
11983,5,-27,-15,-2.637,5,0.879,0.879,True,14.62,42.9,626.0
12102,5,-68,58,10.195,-3,-0.527,-0.527,True,14.608,43.9,642.0
12252,5,22,132,23.203,-23,-4.043,-4.043,True,14.612,60.1,874.0
12377,5,20,155,27.246,-38,-6.68,-6.68,True,14.476,61.0,888.0
12502,5,-29,139,24.434,-30,-5.273,-5.273,True,14.436,87.6,1272.0
12651,5,-29,81,14.238,-17,-2.988,-2.988,True,14.4,82.3,1192.0
12773,5,27,-23,-4.043,-1,-0.176,-0.176,True,14.6,44.7,652.0
12899,5,-22,-116,-20.391,9,1.582,1.582,True,14.6,68.8,996.0
13088,5,-17,-205,-36.035,32,5.625,5.625,True,14.536,50.1,730.0
13220,5,28,-218,-38.32,32,5.625,5.625,True,14.608,44.8,656.0
13422,5,-20,-156,-27.422,13,2.285,2.285,True,14.472,84.2,1218.0
13549,5,-25,-59,-10.371,11,1.934,1.934,True,14.636,40.4,590.0
13677,5,26,33,5.801,-1,-0.176,-0.176,True,14.592,60.9,888.0
13821,5,22,127,22.324,-29,-5.098,-5.098,True,14.612,41.8,612.0
13954,5,-29,166,29.18,-39,-6.855,-6.855,True,14.608,45.2,658.0
14110,5,-29,136,23.906,-31,-5.449,-5.449,True,14.608,45.1,658.0
14238,5,25,62,10.898,-15,-2.637,-2.637,True,14.628,43.0,630.0
14364,5,69,-37,-6.504,-2,-0.352,-0.352,True,14.6,48.1,698.0
14517,5,-20,-149,-26.191,21,3.691,3.691,True,14.644,44.0,638.0
14648,5,-17,-211,-37.09,35,6.152,6.152,True,14.664,28.4,416.0
14773,5,28,-231,-40.605,29,5.098,5.098,True,14.596,46.6,678.0
14905,5,-17,-202,-35.508,22,3.867,3.867,True,14.652,30.9,452.0
15040,5,-22,-128,-22.5,18,3.164,3.164,True,14.636,37.4,548.0
15162,5,-69,-24,-4.219,7,1.23,1.23,True,14.588,47.7,698.0
15304,5,25,83,14.59,-18,-3.164,-3.164,True,14.604,59.1,862.0
