t_ms,mode,pwm,servo_count,servo_deg,setpoint_deg,error_deg,gain_mode,pend_count,pend_deg,v_bus,i_ma,p_mw
0,2,32,-57,11.074,0.0,-11.074,0,-10,-1.758,14.596,49.2,718.0
160,2,27,-66,9.492,0.0,-9.492,0,14,2.461,14.616,43.3,632.0
290,2,18,-83,6.504,0.0,-6.504,0,7,1.23,14.652,33.8,472.0
432,2,21,-82,6.68,0.0,-6.68,0,4,0.703,14.632,35.0,512.0
563,2,24,-78,7.383,0.0,-7.383,0,-3,-0.527,14.616,41.8,610.0
693,2,25,-76,7.734,0.0,-7.734,0,-4,-0.703,14.616,41.4,606.0
835,2,25,-76,7.734,0.0,-7.734,0,2,0.352,14.62,43.9,620.0
959,2,25,-77,7.559,0.0,-7.559,0,4,0.703,14.62,42.0,612.0
1110,2,25,-78,7.383,0.0,-7.383,0,1,0.176,14.612,42.3,620.0
1253,2,26,-77,7.559,0.0,-7.559,0,-1,-0.176,14.612,43.8,638.0
1406,2,27,-77,7.559,0.0,-7.559,0,1,0.176,14.608,43.4,632.0
1535,2,27,-78,7.383,0.0,-7.383,0,3,0.527,14.612,45.6,668.0
1666,2,27,-78,7.383,0.0,-7.383,0,1,0.176,14.596,20.1,292.0
1802,2,28,-78,7.383,0.0,-7.383,0,0,0.0,14.604,45.5,666.0
1953,2,28,-78,7.383,0.0,-7.383,0,1,0.176,14.612,45.3,662.0
2112,2,-38,-52,11.953,30.0,18.047,0,27,4.746,14.568,54.8,800.0
2299,2,-20,0,21.094,30.0,8.906,0,32,5.625,14.656,31.6,462.0
2431,2,-12,12,23.203,30.0,6.797,0,-50,-8.789,14.676,27.8,410.0
2560,2,21,79,34.98,30.0,-4.98,0,2,0.352,14.64,36.8,538.0
2714,2,5,75,34.277,30.0,-4.277,0,-2,-0.352,14.68,27.1,396.0
2839,2,0,53,30.41,30.0,-0.41,0,-21,-3.691,14.676,27.8,410.0
2967,2,0,54,30.586,30.0,-0.586,0,12,2.109,14.68,26.8,394.0
3151,2,-11,29,26.191,30.0,3.809,0,-5,-0.879,14.676,28.3,416.0
3326,2,-6,33,26.895,30.0,3.105,0,1,0.176,14.676,27.3,400.0
3452,2,-8,34,27.07,30.0,2.93,0,3,0.527,14.68,26.9,396.0
3586,2,-8,34,27.07,30.0,2.93,0,-2,-0.352,14.676,27.5,404.0
3737,2,-8,34,27.07,30.0,2.93,0,-4,-0.703,14.676,27.2,400.0
3863,2,-8,34,27.07,30.0,2.93,0,0,0.0,14.62,32.4,476.0
3999,2,-8,34,27.07,30.0,2.93,0,2,0.352,14.676,27.1,396.0
4121,2,-8,34,27.07,30.0,2.93,0,-1,-0.176,14.68,26.5,390.0
4257,2,-8,34,27.07,30.0,2.93,0,-3,-0.527,14.672,26.3,386.0
4386,2,-8,34,27.07,30.0,2.93,0,-1,-0.176,14.68,27.2,400.0
4509,2,-8,34,27.07,30.0,2.93,0,2,0.352,14.676,27.7,406.0
4643,2,-9,34,27.07,30.0,2.93,0,0,0.0,14.68,27.0,396.0
4798,2,-9,34,27.07,30.0,2.93,0,-2,-0.352,14.676,26.6,390.0
4925,2,-9,34,27.07,30.0,2.93,0,-2,-0.352,14.672,26.9,394.0
5053,2,-9,34,27.07,30.0,2.93,0,1,0.176,14.672,27.8,406.0
5234,2,-9,34,27.07,30.0,2.93,0,-1,-0.176,14.68,26.9,396.0
5400,2,-10,34,27.07,30.0,2.93,0,-2,-0.352,14.68,27.4,404.0
5539,2,-10,34,27.07,30.0,2.93,0,-1,-0.176,14.68,27.5,404.0
5667,2,-10,34,27.07,30.0,2.93,0,0,0.0,14.676,25.4,374.0
5800,2,-10,34,27.07,30.0,2.93,0,0,0.0,14.68,26.9,394.0
5925,2,-10,34,27.07,30.0,2.93,0,-1,-0.176,14.696,26.0,384.0
6080,2,-11,34,27.07,30.0,2.93,0,-1,-0.176,14.676,29.5,432.0
6214,2,-11,34,27.07,30.0,2.93,0,0,0.0,14.676,27.3,400.0
6340,2,-11,34,27.07,30.0,2.93,0,0,0.0,14.672,26.6,390.0
6487,2,-11,34,27.07,30.0,2.93,0,-1,-0.176,14.68,16.7,242.0
6621,2,-11,34,27.07,30.0,2.93,0,-1,-0.176,14.68,27.3,400.0
6762,2,-12,34,27.07,30.0,2.93,0,-1,-0.176,14.684,27.2,400.0
6885,2,-12,34,27.07,30.0,2.93,0,0,0.0,14.68,27.5,404.0
7015,2,-12,34,27.07,30.0,2.93,0,-1,-0.176,14.68,27.1,396.0
7141,2,-12,34,27.07,30.0,2.93,0,-1,-0.176,14.676,27.1,396.0
7275,2,-12,34,27.07,30.0,2.93,0,-1,-0.176,14.684,27.9,410.0
7399,2,-13,34,27.07,30.0,2.93,0,-1,-0.176,14.676,28.5,420.0
7550,2,-13,34,27.07,30.0,2.93,0,-1,-0.176,14.676,28.8,404.0
7703,2,-13,34,27.07,30.0,2.93,0,-1,-0.176,14.676,29.7,406.0
7834,2,-13,34,27.07,30.0,2.93,0,-1,-0.176,14.672,28.7,420.0
7961,2,-13,34,27.07,30.0,2.93,0,-1,-0.176,14.68,26.5,390.0
8087,2,91,18,24.258,-30.0,-54.258,0,-17,-2.988,14.116,163.6,2310.0
8270,2,32,-178,-10.195,-30.0,-19.805,0,-152,-26.719,14.544,54.4,792.0
8407,2,39,-210,-15.82,-30.0,-14.18,0,116,20.391,14.56,56.6,822.0
8553,2,-15,-299,-31.465,-30.0,1.465,0,136,23.906,14.676,27.7,406.0
8680,2,-38,-387,-46.934,-30.0,16.934,0,-36,-6.328,14.564,53.9,786.0
8805,2,52,-222,-17.93,-30.0,-12.07,0,59,10.371,14.468,78.5,1134.0
8981,2,35,-217,-17.051,-30.0,-12.949,0,-40,-7.031,14.584,50.6,738.0
9106,2,55,-193,-12.832,-30.0,-17.168,0,-54,-9.492,14.444,84.2,1216.0
9244,2,38,-204,-14.766,-30.0,-15.234,0,4,0.703,14.564,55.5,810.0
9384,2,16,-244,-21.797,-30.0,-8.203,0,39,6.855,14.668,30.4,446.0
9523,2,13,-261,-24.785,-30.0,-5.215,0,25,4.395,14.676,28.5,420.0
9647,2,29,-237,-20.566,-30.0,-9.434,0,1,0.176,14.596,45.0,656.0
9809,2,41,-214,-16.523,-30.0,-13.477,0,-17,-2.988,14.548,59.5,866.0
9951,2,39,-214,-16.523,-30.0,-13.477,0,-13,-2.285,14.552,54.4,790.0
10087,2,33,-222,-17.93,-30.0,-12.07,0,12,2.109,14.584,49.7,724.0
10250,2,28,-238,-20.742,-30.0,-9.258,0,15,2.637,14.608,45.4,662.0
10378,2,30,-237,-20.566,-30.0,-9.434,0,6,1.055,14.604,47.6,694.0
10503,2,33,-232,-19.687,-30.0,-10.313,0,-3,-0.527,14.584,48.8,712.0
10652,2,35,-228,-18.984,-30.0,-11.016,0,-2,-0.352,14.58,51.5,750.0
10806,2,35,-229,-19.16,-30.0,-10.84,0,5,0.879,14.584,50.2,730.0
10944,2,34,-232,-19.687,-30.0,-10.313,0,6,1.055,14.58,52.1,760.0
11119,2,35,-233,-19.863,-30.0,-10.137,0,3,0.527,14.588,50.4,734.0
11241,2,36,-233,-19.863,-30.0,-10.137,0,0,0.0,14.58,52.2,760.0
11364,2,36,-233,-19.863,-30.0,-10.137,0,3,0.527,14.58,52.2,760.0
11496,2,36,-234,-20.039,-30.0,-9.961,0,4,0.703,14.572,53.4,776.0
11671,2,37,-235,-20.215,-30.0,-9.785,0,4,0.703,14.564,53.7,784.0
11803,2,37,-236,-20.391,-30.0,-9.609,0,2,0.352,14.572,54.0,786.0
11942,2,38,-236,-20.391,-30.0,-9.609,0,3,0.527,14.572,54.6,796.0
12094,2,37,-238,-20.742,-30.0,-9.258,0,3,0.527,14.568,52.8,770.0
12221,2,37,-239,-20.918,-30.0,-9.082,0,4,0.703,14.464,40.4,584.0
12375,2,37,-240,-21.094,-30.0,-8.906,0,3,0.527,14.572,53.0,774.0
12498,2,37,-241,-21.27,-30.0,-8.73,0,3,0.527,14.576,53.8,784.0
12647,2,37,-242,-21.445,-30.0,-8.555,0,3,0.527,14.568,54.5,792.0
12783,2,37,-243,-21.621,-30.0,-8.379,0,3,0.527,14.568,52.8,770.0
12921,2,38,-244,-21.797,-30.0,-8.203,0,4,0.703,14.568,53.2,774.0
13063,2,36,-246,-22.148,-30.0,-7.852,0,3,0.527,14.576,52.2,760.0
13197,2,38,-246,-22.148,-30.0,-7.852,0,4,0.703,14.564,54.2,790.0
13317,2,38,-247,-22.324,-30.0,-7.676,0,3,0.527,14.568,55.0,800.0
13465,2,37,-248,-22.5,-30.0,-7.5,0,3,0.527,14.576,54.1,790.0
13620,2,37,-248,-22.5,-30.0,-7.5,0,4,0.703,14.572,54.2,790.0
13746,2,38,-248,-22.5,-30.0,-7.5,0,3,0.527,14.556,56.5,822.0
13897,2,38,-249,-22.676,-30.0,-7.324,0,3,0.527,14.572,54.3,790.0
14026,2,-93,-240,-21.094,60.0,81.094,0,15,2.637,14.14,158.5,2242.0
14221,2,-46,22,24.961,60.0,35.039,0,216,37.969,14.532,62.5,908.0
14363,2,-13,165,50.098,60.0,9.902,0,64,11.25,14.68,26.8,394.0
14496,2,5,205,57.129,60.0,2.871,0,-273,-47.988,14.68,27.0,396.0
14633,2,48,347,82.09,60.0,-22.09,0,-87,-15.293,14.5,71.4,1036.0
14760,2,26,343,81.387,60.0,-21.387,0,87,15.293,14.608,43.4,636.0
14887,2,-63,112,40.781,60.0,19.219,0,-61,-10.723,14.408,93.7,1336.0
15033,2,-29,134,44.648,60.0,15.352,0,106,18.633,14.608,44.3,646.0
15179,2,-53,106,39.727,60.0,20.273,0,48,8.438,14.504,73.7,1042.0
15302,2,-17,148,47.109,60.0,12.891,0,-37,-6.504,14.668,30.6,448.0
15444,2,10,228,61.172,60.0,-1.172,0,-14,-2.461,14.676,29.3,430.0
15582,2,6,245,64.16,60.0,-4.16,0,-27,-4.746,14.672,27.2,400.0
15703,2,1,231,61.699,60.0,-1.699,0,-27,-4.746,14.684,27.1,396.0
15827,2,-4,216,59.062,60.0,0.937,0,11,1.934,14.676,27.5,404.0
15951,2,-23,177,52.207,60.0,7.793,0,7,1.23,14.648,36.7,538.0
16085,2,-24,157,48.691,60.0,11.309,0,8,1.406,14.62,40.0,586.0
16215,2,-23,160,49.219,60.0,10.781,0,11,1.934,14.636,38.5,564.0
16339,2,-15,179,52.559,60.0,7.441,0,-6,-1.055,14.676,29.0,426.0
