t_ms,mode,pwm,servo_count,servo_deg,setpoint_deg,error_deg,gain_mode,pend_count,pend_deg,v_bus,i_ma,p_mw
0,2,0,-19,0.0,0.0,0.0,0,0,0.0,14.692,26.2,384.0
190,2,0,-19,0.0,0.0,0.0,0,0,0.0,14.692,26.1,384.0
342,2,0,-19,0.0,0.0,0.0,0,0,0.0,14.692,26.3,386.0
464,2,0,-19,0.0,0.0,0.0,0,0,0.0,14.692,26.9,396.0
607,2,0,-19,0.0,0.0,0.0,0,0,0.0,14.692,27.0,396.0
732,2,0,-19,0.0,0.0,0.0,0,0,0.0,14.684,26.9,396.0
854,2,0,-19,0.0,0.0,0.0,0,0,0.0,14.688,27.7,406.0
1000,2,0,-19,0.0,0.0,0.0,0,0,0.0,14.692,26.4,386.0
1153,2,0,-19,0.0,0.0,0.0,0,0,0.0,14.684,28.6,420.0
1314,2,0,-19,0.0,0.0,0.0,0,0,0.0,14.688,25.7,376.0
1452,2,0,-19,0.0,0.0,0.0,0,0,0.0,14.696,26.6,390.0
1579,2,0,-19,0.0,0.0,0.0,0,0,0.0,14.696,24.5,360.0
1708,2,0,-19,0.0,0.0,0.0,0,0,0.0,14.696,26.8,394.0
1848,2,0,-19,0.0,0.0,0.0,0,0,0.0,14.692,25.1,368.0
2007,2,-99,-14,0.879,45.0,44.121,0,6,1.055,14.104,175.6,2474.0
2197,2,-39,124,25.137,45.0,19.863,0,89,15.645,14.592,51.4,750.0
2331,2,-39,135,27.07,45.0,17.93,0,-81,-14.238,14.576,55.4,810.0
2463,2,-6,194,37.441,45.0,7.559,0,-70,-12.305,14.692,26.7,394.0
2591,2,-31,188,36.387,45.0,8.613,0,-4,-0.703,14.624,43.3,632.0
2715,2,-52,138,27.598,45.0,17.402,0,33,5.801,14.508,72.7,1056.0
2844,2,-52,134,26.895,45.0,18.105,0,54,9.492,14.516,70.9,1028.0
3019,2,-40,153,30.234,45.0,14.766,0,-24,-4.219,14.588,54.5,796.0
3149,2,-26,174,33.926,45.0,11.074,0,-41,-7.207,14.62,42.8,626.0
3281,2,-35,170,33.223,45.0,11.777,0,-7,-1.23,14.596,50.3,734.0
3410,2,-48,154,30.41,45.0,14.59,0,25,4.395,14.552,62.9,914.0
3529,2,-50,149,29.531,45.0,15.469,0,20,3.516,14.54,66.7,970.0
3700,2,-41,162,31.816,45.0,13.184,0,-14,-2.461,14.576,54.1,790.0
3824,2,-39,175,34.102,45.0,10.898,0,-22,-3.867,14.584,53.7,784.0
3955,2,-42,176,34.277,45.0,10.723,0,-5,-0.879,14.576,55.6,810.0
4100,2,-49,170,33.223,45.0,11.777,0,16,2.813,14.544,61.9,902.0
4223,2,-47,171,33.398,45.0,11.602,0,3,0.527,14.544,61.9,902.0
4404,2,-44,179,34.805,45.0,10.195,0,-10,-1.758,14.552,62.7,914.0
4525,2,-45,184,35.684,45.0,9.316,0,-8,-1.406,14.56,60.8,884.0
4684,2,-45,183,35.508,45.0,9.492,0,4,0.703,14.552,60.6,882.0
4844,2,-46,182,35.332,45.0,9.668,0,6,1.055,14.548,61.6,894.0
4977,2,-46,182,35.332,45.0,9.668,0,-4,-0.703,14.552,61.7,898.0
5112,2,-45,184,35.684,45.0,9.316,0,-5,-0.879,14.552,60.3,878.0
5240,2,-45,184,35.684,45.0,9.316,0,2,0.352,14.548,61.7,898.0
5404,2,-45,184,35.684,45.0,9.316,0,4,0.703,14.564,61.1,888.0
5549,2,-45,184,35.684,45.0,9.316,0,-2,-0.352,14.556,61.1,888.0
5678,2,-45,184,35.684,45.0,9.316,0,-4,-0.703,14.56,60.3,878.0
5840,2,-45,184,35.684,45.0,9.316,0,2,0.352,14.552,61.2,892.0
5969,2,-45,184,35.684,45.0,9.316,0,4,0.703,14.556,61.6,898.0
6113,2,-45,184,35.684,45.0,9.316,0,-2,-0.352,14.556,59.9,872.0
6262,2,-45,184,35.684,45.0,9.316,0,-4,-0.703,14.548,59.7,868.0
6403,2,-45,184,35.684,45.0,9.316,0,1,0.176,14.556,60.3,878.0
6552,2,-45,184,35.684,45.0,9.316,0,3,0.527,14.552,60.0,872.0
6678,2,-45,184,35.684,45.0,9.316,0,-2,-0.352,14.508,70.4,1022.0
6831,2,-45,184,35.684,45.0,9.316,0,-3,-0.527,14.556,60.3,878.0
6954,2,-45,184,35.684,45.0,9.316,0,0,0.0,14.552,62.6,884.0
7084,2,-45,184,35.684,45.0,9.316,0,2,0.352,14.556,61.1,888.0
7220,2,-45,184,35.684,45.0,9.316,0,0,0.0,14.552,60.4,878.0
7353,2,-45,184,35.684,45.0,9.316,0,-2,-0.352,14.56,60.7,884.0
7485,2,-45,184,35.684,45.0,9.316,0,-1,-0.176,14.548,60.5,882.0
7610,2,-45,184,35.684,45.0,9.316,0,2,0.352,14.548,60.7,878.0
7758,2,-45,184,35.684,45.0,9.316,0,1,0.176,14.556,61.5,894.0
7878,2,-45,184,35.684,45.0,9.316,0,-1,-0.176,14.548,61.2,892.0
8023,2,84,178,34.629,-45.0,-79.629,0,-8,-1.406,14.212,151.8,2156.0
8188,2,49,-49,-5.273,-45.0,-39.727,0,-187,-32.871,14.492,74.4,1078.0
8341,2,47,-175,-27.422,-45.0,-17.578,0,32,5.625,14.528,68.4,992.0
8473,2,-17,-259,-42.187,-45.0,-2.813,0,222,39.023,14.684,28.4,416.0
8621,2,-57,-402,-67.324,-45.0,22.324,0,-22,-3.867,14.472,81.4,1138.0
8757,2,25,-287,-47.109,-45.0,2.109,0,-3,-0.527,14.628,41.8,612.0
8890,2,44,-180,-28.301,-45.0,-16.699,0,22,3.867,14.512,68.2,990.0
9019,2,45,-185,-29.18,-45.0,-15.82,0,-83,-14.59,14.516,70.4,1022.0
9162,2,43,-176,-27.598,-45.0,-17.402,0,-11,-1.934,14.548,63.1,918.0
9325,2,15,-221,-35.508,-45.0,-9.492,0,42,7.383,14.68,29.3,430.0
9452,2,8,-248,-40.254,-45.0,-4.746,0,30,5.273,14.688,26.9,396.0
9580,2,26,-232,-37.441,-45.0,-7.559,0,5,0.879,14.624,44.3,648.0
9721,2,39,-202,-32.168,-45.0,-12.832,0,-12,-2.109,14.572,55.1,802.0
9859,2,39,-196,-31.113,-45.0,-13.887,0,-23,-4.043,14.568,58.0,846.0
10003,2,37,-201,-31.992,-45.0,-13.008,0,4,0.703,14.588,52.3,764.0
10154,2,26,-222,-35.684,-45.0,-9.316,0,15,2.637,14.608,46.3,676.0
10289,2,30,-226,-36.387,-45.0,-8.613,0,10,1.758,14.604,46.6,682.0
10419,2,32,-225,-36.211,-45.0,-8.789,0,-3,-0.527,14.6,49.2,718.0
10564,2,36,-221,-35.508,-45.0,-9.492,0,-5,-0.879,14.572,53.1,774.0
10712,2,36,-222,-35.684,-45.0,-9.316,0,2,0.352,14.584,52.8,770.0
10848,2,36,-226,-36.387,-45.0,-8.613,0,6,1.055,14.54,36.9,756.0
10979,2,36,-229,-36.914,-45.0,-8.086,0,4,0.703,14.588,53.7,774.0
11099,2,37,-230,-37.09,-45.0,-7.91,0,1,0.176,14.588,53.2,776.0
11239,2,38,-230,-37.09,-45.0,-7.91,0,0,0.0,14.584,54.1,790.0
11412,2,38,-233,-37.617,-45.0,-7.383,0,2,0.352,14.576,57.2,836.0
11547,2,37,-237,-38.32,-45.0,-6.68,0,4,0.703,14.58,55.5,810.0
11669,2,38,-239,-38.672,-45.0,-6.328,0,4,0.703,14.584,55.2,806.0
11818,2,38,-240,-38.848,-45.0,-6.152,0,2,0.352,14.584,54.3,792.0
11976,2,39,-241,-39.023,-45.0,-5.977,0,2,0.352,14.568,55.8,812.0
12106,2,39,-243,-39.375,-45.0,-5.625,0,1,0.176,14.576,55.4,806.0
12248,2,37,-246,-39.902,-45.0,-5.098,0,2,0.352,14.584,53.2,776.0
12372,2,40,-246,-39.902,-45.0,-5.098,0,5,0.879,14.568,58.1,846.0
12535,2,27,-247,-40.078,-45.0,-4.922,0,2,0.352,14.62,46.5,682.0
12656,2,42,-246,-39.902,-45.0,-5.098,0,1,0.176,14.556,60.3,878.0
12788,2,42,-246,-39.902,-45.0,-5.098,0,2,0.352,14.552,59.9,872.0
12908,2,27,-247,-40.078,-45.0,-4.922,0,4,0.703,14.624,43.6,636.0
13075,2,44,-246,-39.902,-45.0,-5.098,0,4,0.703,14.548,64.1,934.0
13203,2,27,-247,-40.078,-45.0,-4.922,0,0,0.0,14.62,44.2,646.0
13356,2,27,-247,-40.078,-45.0,-4.922,0,1,0.176,14.624,44.6,652.0
13475,2,27,-246,-39.902,-45.0,-5.098,0,4,0.703,14.62,44.3,648.0
13602,2,27,-247,-40.078,-45.0,-4.922,0,5,0.879,14.628,45.7,668.0
13726,2,27,-247,-40.078,-45.0,-4.922,0,2,0.352,14.544,64.5,938.0
13874,2,27,-247,-40.078,-45.0,-4.922,0,0,0.0,14.62,44.9,656.0
14003,2,-79,-240,-38.848,90.0,128.848,0,10,1.758,14.308,121.9,1744.0
14160,2,-99,-55,-6.328,90.0,96.328,0,165,29.004,14.14,166.9,2360.0
14281,2,-60,218,41.66,90.0,48.34,0,189,33.223,14.46,82.8,1200.0
14415,2,-67,294,55.02,90.0,34.98,0,-199,-34.98,14.392,101.5,1462.0
14550,2,-46,340,63.105,90.0,26.895,0,-300,-52.734,14.556,60.6,882.0
14679,2,-44,360,66.621,90.0,23.379,0,-240,-42.187,14.564,59.0,858.0
14820,2,-47,360,66.621,90.0,23.379,0,-240,-42.187,14.544,64.7,940.0
14955,2,-50,360,66.621,90.0,23.379,0,-240,-42.187,14.528,67.8,986.0
15088,2,-46,371,68.555,90.0,21.445,0,-230,-40.43,14.548,62.4,908.0
15237,2,-49,376,69.434,90.0,20.566,0,-226,-39.727,14.532,65.1,948.0
15377,2,-51,376,69.434,90.0,20.566,0,-226,-39.727,14.524,70.1,1020.0
15504,2,-52,377,69.609,90.0,20.391,0,-224,-39.375,14.524,70.0,1016.0
15626,2,-45,382,70.488,90.0,19.512,0,-219,-38.496,14.568,60.1,874.0
15774,2,-44,386,71.191,90.0,18.809,0,-212,-37.266,14.564,57.8,842.0
15901,2,-57,367,67.852,90.0,22.148,0,-111,-19.512,14.472,82.8,1200.0
16051,2,-51,342,63.457,90.0,26.543,0,-108,-18.984,14.524,69.9,1016.0
16175,2,-54,342,63.457,90.0,26.543,0,-108,-18.984,14.5,74.5,1082.0
16321,2,-57,342,63.457,90.0,26.543,0,-108,-18.984,14.484,81.9,1186.0
16454,2,-60,343,63.633,90.0,26.367,0,-108,-18.984,14.46,83.8,1212.0
16599,2,-61,343,63.633,90.0,26.367,0,-107,-18.809,14.452,85.9,1242.0
16721,2,-38,362,66.973,90.0,23.027,0,-42,-7.383,14.592,50.6,738.0
16888,2,-60,330,61.348,90.0,28.652,0,47,8.262,14.464,83.3,1206.0
17012,2,-64,315,58.711,90.0,31.289,0,60,10.547,14.384,94.7,1364.0
17175,2,-60,329,61.172,90.0,28.828,0,-24,-4.219,14.436,84.9,1226.0
17314,2,-57,347,64.336,90.0,25.664,0,-62,-10.898,14.452,78.5,1134.0
17472,2,-61,343,63.633,90.0,26.367,0,11,1.934,14.428,85.7,1236.0
17605,2,-62,330,61.348,90.0,28.652,0,55,9.668,14.416,87.9,1268.0
17753,2,-62,333,61.875,90.0,28.125,0,4,0.703,14.42,87.4,1262.0
17893,2,-60,347,64.336,90.0,25.664,0,-44,-7.734,14.448,83.9,1212.0
18019,2,-60,351,65.039,90.0,24.961,0,-27,-4.746,14.416,86.7,1252.0
18156,2,-61,342,63.457,90.0,26.543,0,28,4.922,14.408,69.5,992.0
18290,2,-61,338,62.754,90.0,27.246,0,36,6.328,14.408,87.1,1256.0
18439,2,-60,345,63.984,90.0,26.016,0,-16,-2.813,14.428,85.9,1238.0
18575,2,-60,350,64.863,90.0,25.137,0,-34,-5.977,14.34,96.6,1390.0
18703,2,-60,349,64.687,90.0,25.312,0,-2,-0.352,14.432,84.5,1218.0
18831,2,-61,342,63.457,90.0,26.543,0,28,4.922,14.416,86.6,1248.0
18974,2,-61,344,63.809,90.0,26.191,0,-2,-0.352,14.408,85.8,1236.0
19158,2,-60,349,64.687,90.0,25.312,0,-24,-4.219,14.428,84.2,1216.0
19336,2,-60,348,64.512,90.0,25.488,0,3,0.527,14.424,85.9,1210.0
19469,2,-61,344,63.809,90.0,26.191,0,21,3.691,14.424,88.3,1238.0
19604,2,-61,344,63.809,90.0,26.191,0,9,1.582,14.412,64.7,928.0
19724,2,-60,347,64.336,90.0,25.664,0,-14,-2.461,14.416,86.0,1242.0
19850,2,-60,349,64.687,90.0,25.312,0,-15,-2.637,14.396,89.6,1292.0
19982,2,-60,347,64.336,90.0,25.664,0,5,0.879,14.42,84.4,1216.0
20105,2,62,331,61.523,0.0,-61.523,0,0,0.0,14.388,94.7,1364.0
20318,2,33,105,21.797,0.0,-21.797,0,-125,-21.973,14.564,52.2,760.0
20452,2,18,54,12.832,0.0,-12.832,0,124,21.797,14.616,38.2,558.0
20627,2,-61,-92,-12.832,0.0,12.832,0,45,7.91,14.424,86.9,1252.0
20788,2,12,-42,-4.043,0.0,4.043,0,2,0.352,14.66,27.6,404.0
20936,2,40,40,10.371,0.0,-10.371,0,-10,-1.758,14.536,55.9,810.0
21054,2,41,49,11.953,0.0,-11.953,0,-63,-11.074,14.544,57.6,838.0
21182,2,36,51,12.305,0.0,-12.305,0,-12,-2.109,14.552,49.8,724.0
21318,2,5,18,6.504,0.0,-6.504,0,28,4.922,14.668,28.8,422.0
21450,2,0,-18,0.176,0.0,-0.176,0,16,2.813,14.66,20.3,298.0
21608,2,11,-7,2.109,0.0,-2.109,0,8,1.406,14.656,27.1,396.0
21738,2,22,15,5.977,0.0,-5.977,0,-4,-0.703,14.604,39.4,576.0
21876,2,27,27,8.086,0.0,-8.086,0,-19,-3.34,14.588,44.0,642.0
