t_ms,mode,pwm,servo_count,servo_deg,setpoint_deg,error_deg,gain_mode,pend_count,pend_deg,v_bus,i_ma,p_mw
0,2,0,4,0.0,0.0,0.0,0,-1,-0.176,14.7,27.0,396.0
256,2,0,4,0.0,0.0,0.0,0,-1,-0.176,14.696,27.4,404.0
385,2,0,4,0.0,0.0,0.0,0,-1,-0.176,14.696,27.8,384.0
618,2,0,4,0.0,0.0,0.0,0,-1,-0.176,14.7,26.6,390.0
836,2,0,4,0.0,0.0,0.0,0,-1,-0.176,14.7,27.1,400.0
1063,2,0,4,0.0,0.0,0.0,0,-1,-0.176,14.7,26.9,396.0
1245,2,0,4,0.0,0.0,0.0,0,-1,-0.176,14.696,26.4,386.0
1450,2,0,4,0.0,0.0,0.0,0,-1,-0.176,14.7,26.8,394.0
1654,2,0,4,0.0,0.0,0.0,0,-1,-0.176,14.696,25.9,380.0
1868,2,0,4,0.0,0.0,0.0,0,-1,-0.176,14.692,27.1,400.0
2062,2,-82,39,6.152,45.0,38.848,0,35,6.152,14.224,146.7,1970.0
2330,2,-37,167,28.652,45.0,16.348,0,-89,-15.645,14.6,51.3,750.0
2588,2,0,264,45.703,45.0,-0.703,0,-16,-2.813,14.7,25.8,380.0
2773,2,-47,178,30.586,45.0,14.414,0,-8,-1.406,14.556,64.6,940.0
2985,2,-44,173,29.707,45.0,15.293,0,30,5.273,14.572,56.8,830.0
3210,2,-30,193,33.223,45.0,11.777,0,-22,-3.867,14.624,46.7,682.0
3385,2,-28,215,37.09,45.0,7.91,0,-16,-2.813,14.64,41.9,612.0
3587,2,-40,200,34.453,45.0,10.547,0,12,2.109,14.584,53.8,786.0
3825,2,-40,200,34.453,45.0,10.547,0,-3,-0.527,14.584,54.4,792.0
4020,2,-34,213,36.738,45.0,8.262,0,-9,-1.582,14.616,49.4,720.0
4223,2,-38,214,36.914,45.0,8.086,0,1,0.176,14.596,53.7,784.0
4437,2,-40,214,36.914,45.0,8.086,0,1,0.176,14.588,54.8,800.0
4614,2,-40,218,37.617,45.0,7.383,0,-5,-0.879,14.604,55.9,816.0
4817,2,-41,219,37.793,45.0,7.207,0,-2,-0.352,14.584,55.0,802.0
5054,2,-43,220,37.969,45.0,7.031,0,0,0.0,14.572,57.3,836.0
5230,2,-42,224,38.672,45.0,6.328,0,-3,-0.527,14.572,56.7,826.0
5433,2,-41,227,39.199,45.0,5.801,0,-4,-0.703,14.584,54.7,796.0
5641,2,-42,228,39.375,45.0,5.625,0,0,0.0,14.568,58.1,846.0
5875,2,-44,229,39.551,45.0,5.449,0,-1,-0.176,14.576,59.1,862.0
6003,2,-44,231,39.902,45.0,5.098,0,-4,-0.703,14.576,59.3,866.0
6138,2,-44,231,39.902,45.0,5.098,0,-2,-0.352,14.572,56.7,826.0
6366,2,-44,231,39.902,45.0,5.098,0,-1,-0.176,14.568,59.7,872.0
6568,2,-44,231,39.902,45.0,5.098,0,-5,-0.879,14.58,58.4,852.0
6794,2,-44,231,39.902,45.0,5.098,0,-1,-0.176,14.576,59.1,862.0
6974,2,-44,231,39.902,45.0,5.098,0,-2,-0.352,14.572,59.0,858.0
7183,2,-44,231,39.902,45.0,5.098,0,-4,-0.703,14.572,57.8,842.0
7327,2,-44,231,39.902,45.0,5.098,0,-4,-0.703,14.576,58.6,856.0
7464,2,-27,232,40.078,45.0,4.922,0,0,0.0,14.632,42.9,630.0
7613,2,-44,231,39.902,45.0,5.098,0,-2,-0.352,14.572,58.4,852.0
7799,2,-27,232,40.078,45.0,4.922,0,-4,-0.703,14.636,43.0,630.0
7998,2,-27,232,40.078,45.0,4.922,0,0,0.0,14.572,58.7,856.0
8199,2,81,218,37.617,-45.0,-82.617,0,-16,-2.813,14.232,144.6,2058.0
8436,2,36,-67,-12.48,-45.0,-32.52,0,-200,-35.156,14.584,52.6,766.0
8605,2,11,-184,-33.047,-45.0,-11.953,0,218,38.32,14.696,27.4,404.0
8809,2,-46,-387,-68.73,-45.0,23.73,0,-51,-8.965,14.548,49.4,714.0
9051,2,64,-149,-26.895,-45.0,-18.105,0,55,9.668,14.368,109.3,1572.0
9247,2,56,-153,-27.598,-45.0,-17.402,0,-82,-14.414,14.476,83.2,1202.0
9441,2,43,-155,-27.949,-45.0,-17.051,0,-6,-1.055,14.564,60.1,874.0
9587,2,13,-200,-35.859,-45.0,-9.141,0,49,8.613,14.7,27.7,406.0
9734,2,11,-226,-40.43,-45.0,-4.57,0,24,4.219,14.696,27.7,406.0
9865,2,30,-202,-36.211,-45.0,-8.789,0,2,0.352,14.616,46.8,684.0
9984,2,41,-173,-31.113,-45.0,-13.887,0,-15,-2.637,14.56,60.8,884.0
10104,2,41,-169,-30.41,-45.0,-14.59,0,-28,-4.922,14.524,63.4,924.0
10249,2,39,-173,-31.113,-45.0,-13.887,0,2,0.352,14.584,56.1,820.0
10371,2,30,-192,-34.453,-45.0,-10.547,0,18,3.164,14.616,46.3,678.0
10507,2,32,-201,-36.035,-45.0,-8.965,0,11,1.934,14.572,55.8,816.0
10679,2,35,-199,-35.684,-45.0,-9.316,0,-5,-0.879,14.6,52.0,760.0
10804,2,38,-194,-34.805,-45.0,-10.195,0,-8,-1.406,14.588,54.7,800.0
10957,2,39,-195,-34.98,-45.0,-10.02,0,2,0.352,14.588,52.7,766.0
11083,2,37,-203,-36.387,-45.0,-8.613,0,7,1.23,14.596,54.6,796.0
11249,2,37,-205,-36.738,-45.0,-8.262,0,4,0.703,14.592,53.8,786.0
11401,2,39,-205,-36.738,-45.0,-8.262,0,-2,-0.352,14.592,55.0,802.0
11538,2,39,-206,-36.914,-45.0,-8.086,0,-1,-0.176,14.58,56.8,830.0
11668,2,40,-209,-37.441,-45.0,-7.559,0,3,0.527,14.572,59.1,862.0
11806,2,39,-213,-38.145,-45.0,-6.855,0,4,0.703,14.584,56.1,820.0
11953,2,38,-215,-38.496,-45.0,-6.504,0,3,0.527,14.584,55.6,812.0
12084,2,40,-215,-38.496,-45.0,-6.504,0,0,0.0,14.58,59.5,868.0
12221,2,41,-217,-38.848,-45.0,-6.152,0,0,0.0,14.572,58.3,848.0
12383,2,40,-220,-39.375,-45.0,-5.625,0,2,0.352,14.572,57.7,842.0
12527,2,40,-223,-39.902,-45.0,-5.098,0,4,0.703,14.576,58.0,846.0
12651,2,27,-224,-40.078,-45.0,-4.922,0,4,0.703,14.6,45.3,662.0
12781,2,42,-223,-39.902,-45.0,-5.098,0,1,0.176,14.556,60.1,874.0
12904,2,42,-223,-39.902,-45.0,-5.098,0,0,0.0,14.556,61.3,892.0
13033,2,27,-224,-40.078,-45.0,-4.922,0,2,0.352,14.628,44.8,656.0
13154,2,44,-223,-39.902,-45.0,-5.098,0,5,0.879,14.58,61.3,892.0
13295,2,44,-223,-39.902,-45.0,-5.098,0,3,0.527,14.556,65.3,950.0
13481,2,44,-223,-39.902,-45.0,-5.098,0,1,0.176,14.56,62.1,904.0
13606,2,44,-224,-40.078,-45.0,-4.922,0,2,0.352,14.552,61.7,898.0
13726,2,27,-225,-40.254,-45.0,-4.746,0,3,0.527,14.636,43.7,638.0
13910,2,44,-223,-39.902,-45.0,-5.098,0,2,0.352,14.52,68.0,990.0
14065,2,-80,-205,-36.738,90.0,126.738,0,19,3.34,14.316,123.8,1772.0
14233,2,-99,-2,-1.055,90.0,91.055,0,181,31.816,14.1,179.2,2526.0
14353,2,-41,274,47.461,90.0,42.539,0,198,34.805,14.584,55.6,812.0
14479,2,-45,368,63.984,90.0,26.016,0,-151,-26.543,14.556,62.6,872.0
14597,2,-23,412,71.719,90.0,18.281,0,-352,-61.875,14.648,40.4,594.0
14719,2,-24,427,74.355,90.0,15.645,0,-56,-9.844,14.656,37.6,550.0
14853,2,-67,321,55.723,90.0,34.277,0,213,37.441,14.392,104.2,1500.0
14979,2,-87,176,30.234,90.0,59.766,0,127,22.324,14.224,148.0,2104.0
15112,2,-75,241,41.66,90.0,48.34,0,2,0.352,14.332,116.5,1672.0
15252,2,-28,399,69.434,90.0,20.566,0,-43,-7.559,14.648,41.8,612.0
15390,2,-36,397,69.082,90.0,20.918,0,-151,-26.543,14.608,51.3,750.0
15522,2,-45,393,68.379,90.0,21.621,0,-9,-1.582,14.58,58.5,852.0
15647,2,-65,336,58.359,90.0,31.641,0,103,18.105,14.44,93.8,1354.0
15778,2,-69,310,53.789,90.0,36.211,0,40,7.031,14.4,102.4,1474.0
15937,2,-41,366,63.633,90.0,26.367,0,-34,-5.977,14.596,53.0,774.0
16058,2,-43,381,66.27,90.0,23.73,0,-90,-15.82,14.58,56.4,822.0
16191,2,-50,377,65.566,90.0,24.434,0,5,0.879,14.544,67.1,976.0
16337,2,-62,358,62.227,90.0,27.773,0,68,11.953,14.46,88.5,1278.0
16460,2,-63,351,60.996,90.0,29.004,0,34,5.977,14.452,90.0,1300.0
16586,2,-53,380,66.094,90.0,23.906,0,-28,-4.922,14.532,69.6,1010.0
16709,2,-55,392,68.203,90.0,21.797,0,-38,-6.68,14.492,75.6,1094.0
16915,2,-59,380,66.094,90.0,23.906,0,42,7.383,14.472,82.4,1192.0
17085,2,-59,383,66.621,90.0,23.379,0,-16,-2.813,14.48,82.3,1192.0
17330,2,-57,394,68.555,90.0,21.445,0,-41,-7.207,14.496,78.5,1138.0
17471,2,-57,392,68.203,90.0,21.797,0,-1,-0.176,14.492,79.0,1144.0
17613,2,-58,384,66.797,90.0,23.203,0,29,5.098,14.484,80.3,1164.0
17742,2,-59,383,66.621,90.0,23.379,0,11,1.934,14.488,82.8,1200.0
17880,2,-58,391,68.027,90.0,21.973,0,-24,-4.219,14.488,80.8,1170.0
18017,2,-57,393,68.379,90.0,21.621,0,-17,-2.988,14.492,79.0,1144.0
18181,2,-58,389,67.676,90.0,22.324,0,14,2.461,14.484,81.0,1174.0
18319,2,-58,387,67.324,90.0,22.676,0,18,3.164,14.488,82.0,1190.0
18448,2,-58,390,67.852,90.0,22.148,0,-8,-1.406,14.492,81.3,1176.0
18577,2,-57,393,68.379,90.0,21.621,0,-22,-3.867,14.492,79.9,1156.0
18697,2,-57,393,68.379,90.0,21.621,0,-5,-0.879,14.424,77.2,1118.0
18838,2,-58,390,67.852,90.0,22.148,0,13,2.285,14.484,81.8,1164.0
18970,2,-58,390,67.852,90.0,22.148,0,6,1.055,14.496,81.7,1186.0
19109,2,-57,392,68.203,90.0,21.797,0,-12,-2.109,14.484,79.1,1146.0
19231,2,-57,393,68.379,90.0,21.621,0,-14,-2.461,14.484,80.4,1164.0
19358,2,-57,393,68.379,90.0,21.621,0,3,0.527,14.492,79.0,1146.0
19497,2,-58,391,68.027,90.0,21.973,0,10,1.758,14.488,81.0,1174.0
19625,2,-57,392,68.203,90.0,21.797,0,-6,-1.055,14.492,78.8,1140.0
19819,2,-57,393,68.379,90.0,21.621,0,-11,-1.934,14.492,79.5,1154.0
19948,2,-57,393,68.379,90.0,21.621,0,3,0.527,14.492,80.1,1160.0
