t_ms,mode,pwm,servo_count,servo_deg,setpoint_deg,error_deg,gain_mode,pend_count,pend_deg,v_bus,i_ma,p_mw
0,2,0,0,0.0,0.0,0.0,0,0,0.0,14.672,28.2,412.0
152,2,0,0,0.0,0.0,0.0,0,0,0.0,14.676,26.0,380.0
279,2,0,0,0.0,0.0,0.0,0,0,0.0,14.668,25.7,376.0
436,2,0,0,0.0,0.0,0.0,0,0,0.0,14.672,27.3,400.0
554,2,0,0,0.0,0.0,0.0,0,0,0.0,14.672,26.7,394.0
679,2,0,0,0.0,0.0,0.0,0,0,0.0,14.672,27.1,396.0
944,2,0,0,0.0,0.0,0.0,0,0,0.0,14.676,26.8,394.0
1065,2,0,0,0.0,0.0,0.0,0,0,0.0,14.672,27.4,404.0
1192,2,0,0,0.0,0.0,0.0,0,0,0.0,14.66,29.7,436.0
1344,2,0,0,0.0,0.0,0.0,0,0,0.0,14.676,27.0,396.0
1494,2,0,0,0.0,0.0,0.0,0,0,0.0,14.676,26.2,384.0
1624,2,0,0,0.0,0.0,0.0,0,0,0.0,14.664,29.2,394.0
1763,2,0,0,0.0,0.0,0.0,0,0,0.0,14.676,27.4,404.0
1894,2,0,0,0.0,0.0,0.0,0,0,0.0,14.676,27.3,400.0
2014,2,-66,17,2.988,30.0,27.012,0,17,2.988,14.344,102.6,1474.0
2195,2,-33,92,16.172,30.0,13.828,0,49,8.613,14.584,47.7,694.0
2328,2,-33,96,16.875,30.0,13.125,0,-63,-11.074,14.588,48.2,704.0
2456,2,-4,142,24.961,30.0,5.039,0,-33,-5.801,14.68,26.7,394.0
2580,2,-22,139,24.434,30.0,5.566,0,4,0.703,14.64,34.9,512.0
2713,2,-39,98,17.227,30.0,12.773,0,1,0.176,14.572,53.4,776.0
2843,2,-37,97,17.051,30.0,12.949,0,28,4.922,14.588,46.1,668.0
2974,2,-38,97,17.051,30.0,12.949,0,5,0.879,14.568,53.6,780.0
3106,2,-31,109,19.16,30.0,10.84,0,-16,-2.813,14.592,45.8,668.0
3237,2,-26,122,21.445,30.0,8.555,0,-12,-2.109,14.632,42.4,620.0
3380,2,-30,117,20.566,30.0,9.434,0,1,0.176,14.6,44.5,648.0
3525,2,-32,113,19.863,30.0,10.137,0,9,1.582,14.592,47.2,688.0
3643,2,-33,112,19.687,30.0,10.313,0,4,0.703,14.58,49.0,714.0
3775,2,-31,115,20.215,30.0,9.785,0,-8,-1.406,14.604,46.1,672.0
3947,2,-31,117,20.566,30.0,9.434,0,-5,-0.879,14.588,47.6,694.0
4070,2,-32,117,20.566,30.0,9.434,0,2,0.352,14.588,48.2,704.0
4197,2,-33,117,20.566,30.0,9.434,0,4,0.703,14.604,48.4,708.0
4328,2,-33,117,20.566,30.0,9.434,0,-2,-0.352,14.58,47.8,698.0
4457,2,-34,117,20.566,30.0,9.434,0,-4,-0.703,14.588,48.0,702.0
4606,2,-34,118,20.742,30.0,9.258,0,0,0.0,14.596,48.9,714.0
4745,2,-35,118,20.742,30.0,9.258,0,2,0.352,14.576,50.6,738.0
4888,2,-35,118,20.742,30.0,9.258,0,-1,-0.176,14.588,50.4,738.0
5016,2,-36,118,20.742,30.0,9.258,0,-3,-0.527,14.58,50.1,730.0
5141,2,-36,119,20.918,30.0,9.082,0,-1,-0.176,14.576,51.8,754.0
5280,2,-37,119,20.918,30.0,9.082,0,0,0.0,14.58,50.3,734.0
5399,2,-37,119,20.918,30.0,9.082,0,0,0.0,14.576,51.2,748.0
5587,2,-37,121,21.27,30.0,8.73,0,-1,-0.176,14.588,50.3,734.0
5757,2,-38,121,21.27,30.0,8.73,0,-2,-0.352,14.56,53.6,754.0
5883,2,-38,122,21.445,30.0,8.555,0,0,0.0,14.576,52.7,766.0
6010,2,-38,122,21.445,30.0,8.555,0,0,0.0,14.58,53.5,780.0
6148,2,-38,123,21.621,30.0,8.379,0,-1,-0.176,14.584,48.4,704.0
6274,2,-38,124,21.797,30.0,8.203,0,-1,-0.176,14.576,53.6,780.0
6438,2,-38,125,21.973,30.0,8.027,0,-1,-0.176,14.568,50.6,738.0
6576,2,-38,126,22.148,30.0,7.852,0,-1,-0.176,14.572,52.6,766.0
6699,2,-38,127,22.324,30.0,7.676,0,-1,-0.176,14.576,52.5,740.0
6891,2,-38,127,22.324,30.0,7.676,0,-1,-0.176,14.572,51.1,744.0
7027,2,-39,127,22.324,30.0,7.676,0,-1,-0.176,14.572,52.8,770.0
7164,2,-39,127,22.324,30.0,7.676,0,0,0.0,14.58,55.1,802.0
7296,2,-39,128,22.5,30.0,7.5,0,-1,-0.176,14.568,52.8,770.0
7414,2,-40,128,22.5,30.0,7.5,0,-1,-0.176,14.56,52.6,766.0
7564,2,-39,130,22.852,30.0,7.148,0,-1,-0.176,14.572,52.0,756.0
7707,2,-40,130,22.852,30.0,7.148,0,-1,-0.176,14.572,54.4,792.0
7863,2,-40,131,23.027,30.0,6.973,0,-1,-0.176,14.564,54.2,790.0
8002,2,93,115,20.215,-30.0,-50.215,0,-19,-3.34,14.076,175.0,2458.0
8170,2,18,-79,-13.887,-30.0,-16.113,0,-153,-26.895,14.64,33.4,488.0
8319,2,32,-101,-17.754,-30.0,-12.246,0,123,21.621,14.576,50.0,728.0
8464,2,-42,-220,-38.672,-30.0,8.672,0,82,14.414,14.552,57.7,838.0
8631,2,-11,-237,-41.66,-30.0,11.66,0,-32,-5.625,14.672,28.7,422.0
8757,2,52,-109,-19.16,-30.0,-10.84,0,57,10.02,14.48,78.6,1138.0
8915,2,33,-105,-18.457,-30.0,-11.543,0,-69,-12.129,14.604,49.1,718.0
9039,2,48,-77,-13.535,-30.0,-16.465,0,-29,-5.098,14.5,69.6,1010.0
9215,2,13,-124,-21.797,-30.0,-8.203,0,30,5.273,14.664,28.4,416.0
9374,2,4,-153,-26.895,-30.0,-3.105,0,25,4.395,14.672,28.3,416.0
9510,2,16,-143,-25.137,-30.0,-4.863,0,11,1.934,14.66,30.3,446.0
9646,2,31,-117,-20.566,-30.0,-9.434,0,-5,-0.879,14.592,45.7,666.0
9770,2,36,-104,-18.281,-30.0,-11.719,0,-19,-3.34,14.568,51.8,754.0
9889,2,35,-103,-18.105,-30.0,-11.895,0,-13,-2.285,14.572,50.2,730.0
10014,2,29,-111,-19.512,-30.0,-10.488,0,10,1.758,14.6,47.6,694.0
10151,2,24,-127,-22.324,-30.0,-7.676,0,10,1.758,14.54,43.1,630.0
10372,2,26,-125,-21.973,-30.0,-8.027,0,-2,-0.352,14.6,45.1,658.0
10521,2,30,-119,-20.918,-30.0,-9.082,0,-3,-0.527,14.6,46.5,678.0
10671,2,30,-119,-20.918,-30.0,-9.082,0,0,0.0,14.596,46.4,678.0
10803,2,30,-119,-20.918,-30.0,-9.082,0,4,0.703,14.596,47.7,698.0
10921,2,29,-121,-21.27,-30.0,-8.73,0,3,0.527,14.6,46.3,676.0
11047,2,30,-121,-21.27,-30.0,-8.73,0,1,0.176,14.596,46.8,682.0
11186,2,31,-121,-21.27,-30.0,-8.73,0,0,0.0,14.596,46.9,684.0
11307,2,31,-121,-21.27,-30.0,-8.73,0,2,0.352,14.584,47.8,698.0
11431,2,32,-122,-21.445,-30.0,-8.555,0,1,0.176,14.592,48.8,712.0
11626,2,31,-123,-21.621,-30.0,-8.379,0,1,0.176,14.596,48.5,708.0
11750,2,32,-123,-21.621,-30.0,-8.379,0,1,0.176,14.572,51.0,744.0
11878,2,33,-123,-21.621,-30.0,-8.379,0,1,0.176,14.58,49.5,720.0
12022,2,33,-124,-21.797,-30.0,-8.203,0,1,0.176,14.584,49.0,714.0
12155,2,33,-125,-21.973,-30.0,-8.027,0,1,0.176,14.596,49.1,718.0
12292,2,33,-125,-21.973,-30.0,-8.027,0,2,0.352,14.58,51.1,744.0
12416,2,33,-126,-22.148,-30.0,-7.852,0,1,0.176,14.588,48.4,704.0
12557,2,34,-126,-22.148,-30.0,-7.852,0,1,0.176,14.584,49.6,724.0
12706,2,34,-127,-22.324,-30.0,-7.676,0,1,0.176,14.584,50.0,714.0
12837,2,34,-128,-22.5,-30.0,-7.5,0,2,0.352,14.572,50.2,730.0
12962,2,34,-129,-22.676,-30.0,-7.324,0,2,0.352,14.576,50.5,738.0
13102,2,34,-130,-22.852,-30.0,-7.148,0,2,0.352,14.576,50.4,734.0
13253,2,34,-130,-22.852,-30.0,-7.148,0,2,0.352,14.576,44.6,648.0
13380,2,34,-131,-23.027,-30.0,-6.973,0,2,0.352,14.576,50.7,740.0
13506,2,35,-131,-23.027,-30.0,-6.973,0,2,0.352,14.576,51.0,744.0
13636,2,35,-132,-23.203,-30.0,-6.797,0,1,0.176,14.576,50.8,740.0
13756,2,34,-133,-23.379,-30.0,-6.621,0,2,0.352,14.576,49.7,724.0
13886,2,34,-134,-23.555,-30.0,-6.445,0,2,0.352,14.58,50.3,734.0
14027,2,-93,-123,-21.621,60.0,81.621,0,14,2.461,14.148,155.4,2198.0
14174,2,-62,119,20.918,60.0,39.082,0,199,34.98,14.416,86.7,1252.0
14334,2,-43,240,42.187,60.0,17.812,0,-34,-5.977,14.548,57.5,836.0
14459,2,-10,281,49.395,60.0,10.605,0,-264,-46.406,14.668,28.9,422.0
14584,2,21,374,65.742,60.0,-5.742,0,-76,-13.359,14.632,37.2,544.0
14710,2,-23,289,50.801,60.0,9.199,0,69,12.129,14.596,33.0,482.0
14844,2,-66,183,32.168,60.0,27.832,0,98,17.227,14.396,94.3,1356.0
15015,2,-54,213,37.441,60.0,22.559,0,32,5.625,14.476,74.5,1078.0
15141,2,-23,258,45.352,60.0,14.648,0,-80,-14.063,14.632,39.9,584.0
