t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.047,180.176,-71.016,-71.016,0,0,14.756,3.3,50.0
0.077,180.176,-71.016,-71.016,0,0,14.756,3.2,46.0
0.099,180.176,-71.016,-71.016,0,0,14.748,3.9,58.0
0.134,180.176,-71.016,-71.016,0,0,14.748,6.3,92.0
0.166,180.176,-71.016,-71.016,0,0,14.756,3.4,50.0
0.203,180.176,-71.016,-71.016,0,0,14.744,4.8,72.0
0.229,180.176,-71.016,-71.016,0,0,14.744,4.8,72.0
0.267,180.176,-71.016,-71.016,0,0,14.756,3.5,52.0
0.294,180.176,-71.016,-71.016,0,0,14.752,3.9,58.0
0.32,180.176,-71.016,-71.016,0,0,14.748,4.1,58.0
0.345,180.176,-71.016,-71.016,0,0,14.744,4.6,68.0
0.381,180.176,-71.016,-71.016,0,0,14.756,4.6,68.0
0.407,180.176,-71.016,-71.016,0,0,14.748,3.8,56.0
0.446,180.176,-71.016,-71.016,0,0,14.74,6.2,92.0
0.491,180.176,-71.016,-71.016,0,0,14.736,7.6,112.0
0.525,180.176,-71.016,-71.016,0,0,14.748,3.8,56.0
0.55,180.176,-71.016,-71.016,0,0,14.74,6.0,82.0
0.577,180.176,-71.016,-71.016,0,0,14.752,3.8,56.0
0.639,180.176,-71.016,-71.016,0,0,14.744,4.8,50.0
0.665,180.176,-71.016,-71.016,0,0,14.752,3.1,46.0
0.698,180.176,-71.016,-71.016,0,0,14.752,3.4,50.0
0.739,180.176,-71.016,-71.016,0,0,14.748,4.2,46.0
0.782,180.176,-71.016,-71.016,0,0,14.756,3.0,46.0
0.817,180.176,-71.016,-71.016,0,0,14.748,4.5,66.0
0.864,180.176,-71.016,-71.016,0,0,14.764,3.4,50.0
0.906,180.176,-71.016,-71.016,0,0,14.752,4.5,66.0
0.947,180.176,-71.016,-71.016,0,0,14.752,4.2,62.0
0.981,180.176,-71.016,-71.016,0,0,14.752,5.5,82.0
1.023,180.176,-71.016,-71.016,0,0,14.744,4.2,62.0
1.048,180.176,-71.016,-71.016,0,0,14.752,4.7,68.0
1.085,180.176,-71.016,-71.016,0,0,14.744,6.2,92.0
1.113,180.176,-71.016,-71.016,0,0,14.748,3.5,52.0
1.142,180.176,-71.016,-71.016,0,0,14.744,5.6,82.0
1.169,180.176,-71.016,-71.016,0,0,14.756,2.5,36.0
1.214,180.176,-71.016,-71.016,0,0,14.752,3.9,58.0
1.243,180.176,-71.016,-71.016,0,0,14.748,4.3,62.0
1.292,180.176,-71.016,-71.016,0,0,14.756,3.4,50.0
1.322,180.176,-71.016,-71.016,0,0,14.756,3.8,56.0
1.355,180.176,-71.016,-71.016,0,0,14.748,5.3,78.0
1.395,180.176,-71.016,-71.016,0,0,14.76,2.0,30.0
1.422,180.176,-71.016,-71.016,0,0,14.748,3.6,52.0
1.445,180.176,-71.016,-71.016,0,0,14.748,3.7,56.0
1.475,180.176,-71.016,-71.016,0,0,14.748,4.1,58.0
1.515,180.176,-71.016,-71.016,0,0,14.748,4.1,58.0
1.537,180.176,-71.016,-71.016,0,0,14.752,4.9,72.0
1.563,180.176,-71.016,-71.016,0,0,14.752,4.2,62.0
1.605,180.176,-71.016,-71.016,0,0,14.756,3.9,58.0
1.645,180.176,-71.016,-71.016,0,0,14.756,2.6,40.0
1.679,180.176,-71.016,-71.016,0,0,14.744,4.5,66.0
1.714,180.176,-71.016,-71.016,0,0,14.756,3.9,58.0
1.74,180.176,-71.016,-71.016,0,0,14.744,4.3,62.0
1.763,180.176,-71.016,-71.016,0,0,14.74,3.7,56.0
1.797,180.176,-71.016,-71.016,0,0,14.756,4.1,58.0
1.825,180.176,-71.016,-71.016,0,0,14.756,3.6,52.0
1.854,180.176,-71.016,-71.016,0,0,14.744,5.5,82.0
1.878,180.176,-71.016,-71.016,0,0,14.74,6.2,92.0
1.905,180.176,-71.016,-71.016,0,0,14.752,5.1,76.0
1.934,180.176,-71.016,-71.016,0,0,14.752,4.0,58.0
1.968,180.176,-71.016,-71.016,0,0,14.744,4.6,68.0
1.995,180.176,-71.016,-71.016,0,0,14.748,3.5,52.0
2.029,180.176,-71.016,-71.016,0,0,14.756,3.3,50.0
