t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.024,180.176,-71.016,-71.016,0,0,14.752,3.5,52.0
0.061,180.176,-71.016,-71.016,0,0,14.752,3.6,52.0
0.09,180.176,-71.016,-71.016,0,0,14.752,5.1,76.0
0.115,180.176,-71.016,-71.016,0,0,14.76,5.0,76.0
0.138,180.176,-71.016,-71.016,0,0,14.752,4.7,68.0
0.165,180.176,-71.016,-71.016,0,0,14.756,3.8,56.0
0.2,180.176,-71.016,-71.016,0,0,14.752,3.8,56.0
0.223,180.176,-71.016,-71.016,0,0,14.76,3.7,56.0
0.267,180.176,-71.016,-71.016,0,0,14.76,5.2,76.0
0.316,180.176,-71.016,-71.016,0,0,14.748,3.9,58.0
0.345,180.176,-71.016,-71.016,0,0,14.748,5.1,76.0
0.371,180.176,-71.016,-71.016,0,0,14.748,4.8,72.0
0.404,180.176,-71.016,-71.016,0,0,14.752,4.2,62.0
0.436,180.176,-71.016,-71.016,0,0,14.752,4.2,62.0
0.469,180.176,-71.016,-71.016,0,0,14.748,5.9,88.0
0.507,180.176,-71.016,-71.016,0,0,14.756,5.0,76.0
0.532,180.176,-71.016,-71.016,0,0,14.752,4.6,68.0
0.567,180.176,-71.016,-71.016,0,0,14.732,9.8,144.0
0.61,180.176,-71.016,-71.016,0,0,14.748,3.9,58.0
0.637,180.176,-71.016,-71.016,0,0,14.752,4.2,62.0
0.669,180.176,-71.016,-71.016,0,0,14.704,10.9,160.0
0.707,180.176,-71.016,-71.016,0,0,14.752,5.8,86.0
0.729,180.176,-71.016,-71.016,0,0,14.752,4.7,68.0
0.752,180.176,-71.016,-71.016,0,0,14.756,5.7,86.0
0.783,180.176,-71.016,-71.016,0,0,14.756,4.1,58.0
0.823,180.176,-71.016,-71.016,0,0,14.752,4.3,62.0
0.857,180.176,-71.016,-71.016,0,0,14.752,3.7,56.0
0.887,180.176,-71.016,-71.016,0,0,14.752,3.8,56.0
0.921,180.176,-71.016,-71.016,0,0,14.748,3.9,58.0
0.952,180.176,-71.016,-71.016,0,0,14.756,5.7,86.0
0.989,180.176,-71.016,-71.016,0,0,14.756,3.9,58.0
1.024,180.176,-71.016,-71.016,0,0,14.748,4.2,62.0
1.047,180.176,-71.016,-71.016,0,0,14.76,5.4,78.0
1.076,180.176,-71.016,-71.016,0,0,14.712,12.6,186.0
1.115,180.176,-71.016,-71.016,0,0,14.752,3.9,58.0
1.139,180.176,-71.016,-71.016,0,0,14.756,4.0,58.0
1.202,180.176,-71.016,-71.016,0,0,14.752,2.5,36.0
1.235,180.176,-71.016,-71.016,0,0,14.744,5.1,76.0
1.266,180.176,-71.016,-71.016,0,0,14.748,4.3,62.0
1.291,180.176,-71.016,-71.016,0,0,14.752,4.0,58.0
1.322,180.176,-71.016,-71.016,0,0,14.756,3.5,52.0
1.344,180.176,-71.016,-71.016,0,0,14.752,5.4,78.0
1.387,180.176,-71.016,-71.016,0,0,14.756,3.3,50.0
1.414,180.176,-71.016,-71.016,0,0,14.764,-2.8,42.0
1.442,180.176,-71.016,-71.016,0,0,14.744,5.5,52.0
1.473,180.176,-71.016,-71.016,0,0,14.756,3.0,46.0
1.518,180.176,-71.016,-71.016,0,0,14.748,5.5,82.0
1.549,180.176,-71.016,-71.016,0,0,14.752,4.3,62.0
1.575,180.176,-71.016,-71.016,0,0,14.748,5.8,86.0
1.614,180.176,-71.016,-71.016,0,0,14.748,4.0,58.0
1.639,180.176,-71.016,-71.016,0,0,14.752,4.0,58.0
1.663,180.176,-71.016,-71.016,0,0,14.748,3.8,56.0
1.712,180.176,-71.016,-71.016,0,0,14.752,4.6,68.0
1.746,180.176,-71.016,-71.016,0,0,14.748,3.3,50.0
1.768,180.176,-71.016,-71.016,0,0,14.76,-3.0,42.0
1.804,180.176,-71.016,-71.016,0,0,14.756,4.1,58.0
1.83,180.176,-71.016,-71.016,0,0,14.756,5.8,86.0
1.861,180.176,-71.016,-71.016,0,0,14.752,4.0,58.0
1.899,180.176,-71.016,-71.016,0,0,14.752,5.0,76.0
1.942,180.176,-71.016,-71.016,0,0,14.748,3.9,58.0
1.993,180.176,-71.016,-71.016,0,0,14.752,5.0,76.0
2.028,180.176,-71.016,-71.016,0,0,14.752,4.8,72.0
