t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.049,-149.766,-36.387,322.91,0,5,15.06,3.0,46.0
0.093,-156.27,-25.84,333.457,0,5,15.06,3.3,50.0
0.132,-158.906,-2.461,356.836,0,5,15.06,3.6,56.0
0.166,-158.203,23.555,382.852,0,5,15.056,4.5,68.0
0.205,-160.488,43.945,403.242,0,5,15.06,3.2,50.0
0.282,-168.926,55.723,415.02,0,5,15.06,3.7,56.0
0.31,-174.727,50.625,409.922,0,5,15.06,3.9,52.0
0.338,-179.473,42.891,402.187,0,5,15.06,3.6,56.0
0.366,-187.207,28.828,388.125,0,5,15.056,3.9,58.0
0.4,-197.051,10.723,370.02,0,5,15.06,3.0,46.0
0.438,-209.355,-13.184,346.113,0,5,15.06,3.3,50.0
0.486,-214.277,-27.949,331.348,0,5,15.06,3.2,50.0
0.515,-213.75,-29.883,329.414,0,5,15.064,3.3,50.0
0.541,-211.113,-27.598,331.699,0,5,15.06,3.4,52.0
0.578,-203.73,-17.402,341.895,0,5,15.06,3.1,46.0
0.616,-191.777,0.352,359.648,0,5,15.064,2.7,40.0
0.644,-181.582,15.117,374.414,0,5,15.06,3.7,56.0
0.698,-169.453,32.168,391.465,0,5,15.06,3.4,52.0
0.732,-164.355,36.914,396.211,0,5,15.06,3.8,56.0
0.764,-161.543,35.508,394.805,0,5,15.064,3.9,58.0
0.814,-161.191,20.391,379.687,0,5,15.06,3.0,46.0
0.841,-162.773,9.668,368.965,0,5,15.064,3.3,50.0
0.866,-165.059,-3.691,355.605,0,5,15.06,3.0,46.0
0.915,-165.586,-19.336,339.961,0,5,15.06,3.8,50.0
0.944,-163.125,-25.488,333.809,0,5,15.06,3.0,46.0
0.971,-159.082,-26.719,332.578,0,5,15.06,3.0,46.0
1.003,-152.754,-23.203,336.094,0,5,15.06,3.9,58.0
1.04,-143.613,-14.238,345.059,-6,5,15.06,3.8,56.0
1.082,-133.418,-2.637,356.66,-20,5,15.06,3.3,50.0
1.121,-118.477,14.941,374.238,68,5,15.056,5.2,78.0
1.147,-110.742,23.027,382.324,-45,5,15.048,7.9,118.0
1.215,-102.305,24.258,383.555,71,5,14.688,113.3,1664.0
1.243,-104.238,16.875,376.172,70,5,14.704,108.2,1592.0
1.274,-114.434,-2.637,356.66,69,5,14.736,99.9,1472.0
1.312,-126.035,-22.676,336.621,53,5,14.868,59.8,892.0
1.34,-134.824,-37.441,321.855,33,5,15.04,7.8,118.0
1.368,-139.395,-44.297,315.0,22,5,15.056,4.8,72.0
1.399,-142.559,-46.582,312.715,15,5,15.06,3.5,52.0
1.449,-143.437,-37.266,322.031,-7,5,15.06,4.0,58.0
1.484,-139.043,-18.633,340.664,-11,5,15.056,4.3,66.0
1.521,-130.254,6.328,365.625,-25,5,15.06,4.5,68.0
1.558,-123.223,28.301,387.598,-36,5,15.056,4.0,58.0
1.601,-120.41,42.012,401.309,-40,5,15.056,5.6,86.0
1.646,-121.465,51.152,410.449,65,5,14.74,97.9,1446.0
