attempt,t,pend_deg,mode,pwm,v_bus
1,0.038,22.32,5,70,0.000
1,0.297,-64.34,5,-84,0.000
1,0.574,124.98,4,-24,0.000
1,0.853,-90.88,4,-24,0.000
1,1.089,-53.09,4,-65,0.000
1,1.320,87.19,4,-51,0.000
1,1.553,-69.78,4,41,0.000
1,1.797,56.07,4,-51,0.000
1,2.049,-38.85,4,-61,0.000
1,2.291,9.84,4,-50,0.000
1,2.539,6.33,4,-53,0.000
1,2.775,-4.22,4,-54,0.000
1,3.004,-6.68,4,-53,0.000
1,3.241,2.29,4,-53,0.000
1,3.460,-2.64,4,-53,0.000
1,3.685,-3.34,4,-53,0.000
1,3.907,0.53,4,-53,0.000
1,4.127,-2.64,4,-53,0.000
1,4.378,-1.41,4,-53,0.000
1,4.624,-1.23,4,-53,0.000
1,4.849,-2.29,4,-53,0.000
1,5.081,-0.88,4,-53,0.000
1,5.315,-2.11,4,-53,0.000
1,5.593,-1.41,4,-53,0.000
1,5.818,-1.76,4,-53,0.000
1,6.041,-1.58,4,-53,0.000
1,6.276,-1.58,4,-53,0.000
1,6.528,-1.58,4,-53,0.000
1,6.751,-1.58,4,-53,0.000
1,6.980,-1.58,4,-53,0.000
1,7.221,-1.58,4,-53,0.000
1,7.441,-1.58,4,-53,0.000
1,7.668,-1.58,4,-53,0.000
1,7.901,-1.58,4,-53,0.000
1,8.122,-1.58,4,-53,0.000
1,8.347,-1.58,4,-53,0.000
1,8.589,-1.58,4,-53,0.000
1,8.822,-1.58,4,-53,0.000
1,9.043,-1.58,4,-53,0.000
1,9.287,-1.58,4,-53,0.000
1,9.559,-1.58,4,-53,0.000
1,9.863,-1.58,4,-53,0.000
1,10.126,-1.58,4,-53,0.000
1,10.349,-1.58,4,-53,0.000
1,10.611,-1.58,4,-53,0.000
1,10.865,-1.58,4,-53,0.000
1,11.095,-1.58,4,-53,0.000
1,11.324,-1.58,4,-53,0.000
1,11.544,-1.58,4,-53,0.000
1,11.792,-1.58,4,-53,0.000
1,12.013,-1.58,4,-53,0.000
1,12.240,-1.58,4,-53,0.000
1,12.467,-1.58,4,-53,0.000
1,12.716,-1.58,4,-53,0.000
1,12.960,-1.58,4,-53,0.000
1,13.207,-1.58,4,-53,0.000
1,13.469,-1.58,4,-53,0.000
1,13.707,-1.58,4,-53,0.000
1,13.993,-1.58,4,-53,0.000
1,14.221,-1.58,4,-53,0.000
1,14.459,-1.58,4,-53,0.000
1,14.696,-1.58,4,-53,0.000
1,14.933,-1.58,4,-53,0.000
1,15.186,-1.58,4,-53,0.000
1,15.435,-1.58,4,-53,0.000
1,15.687,-1.58,4,-53,0.000
1,15.909,-1.58,4,-53,0.000
1,16.136,-1.58,4,-53,0.000
1,16.365,-1.58,4,-53,0.000
1,16.593,-1.58,4,-53,0.000
1,16.815,-1.58,4,-53,0.000
1,17.056,-1.58,4,-53,0.000
1,17.283,-1.58,4,-53,0.000
1,17.509,-1.58,4,-53,0.000
1,17.740,-1.58,4,-53,0.000
1,17.990,-1.58,4,-53,0.000
1,18.249,-1.58,4,-53,0.000
1,18.476,-1.58,4,-53,0.000
1,18.700,-1.58,4,-53,0.000
1,18.919,-1.58,4,-53,0.000
1,19.171,-1.58,4,-53,0.000
1,19.405,-1.58,4,-53,0.000
1,19.650,-1.58,4,-53,0.000
1,19.871,-1.58,4,-53,0.000
1,20.119,-1.58,4,-53,0.000
1,20.367,-1.58,4,-53,0.000
1,20.602,-1.58,4,-53,0.000
1,20.832,-1.58,4,-53,0.000
1,21.054,-1.58,4,-53,0.000
1,21.347,-1.58,4,-53,0.000
1,21.589,-1.58,4,-53,0.000
1,21.810,-1.58,4,-53,0.000
1,22.048,-1.58,4,-53,0.000
1,22.349,-1.58,4,-53,0.000
1,22.659,-1.58,4,-53,0.000
1,22.898,-1.58,4,-53,0.000
1,23.171,-1.58,4,-53,0.000
1,23.418,-1.58,4,-53,0.000
1,23.688,-1.58,4,-53,0.000
1,23.945,-1.58,4,-53,0.000
1,24.177,-1.58,4,-53,0.000
1,24.400,-1.58,4,-53,0.000
1,24.619,-1.58,4,-53,0.000
1,24.839,-1.58,4,-53,0.000
1,25.057,-1.58,4,-53,0.000
1,25.285,-1.58,4,-53,0.000
1,25.509,-1.58,4,-53,0.000
1,25.728,-1.58,4,-53,0.000
1,25.956,-1.58,4,-53,0.000
1,26.182,-1.58,4,-53,0.000
1,26.430,-1.58,4,-53,0.000
1,26.653,-1.58,4,-53,0.000
1,26.906,-1.58,4,-53,0.000
1,27.143,-1.58,4,-53,0.000
1,27.471,-1.58,4,-53,0.000
1,27.719,-1.58,4,-53,0.000
1,27.963,-1.58,4,-53,0.000
1,28.192,-1.58,4,-53,0.000
1,28.416,-1.58,4,-53,0.000
1,28.659,-1.58,4,-53,0.000
1,28.906,-1.58,4,-53,0.000
1,29.130,-1.58,4,-53,0.000
1,29.369,-1.58,4,-53,0.000
1,29.613,-1.58,4,-53,0.000
1,29.843,-1.58,4,-53,0.000
2,0.030,-12.66,5,-89,0.000
2,0.273,20.39,5,88,0.000
2,0.572,-40.60,5,-85,0.000
2,0.809,137.46,4,-24,0.000
2,1.031,-18.63,4,-24,0.000
3,0.032,-6.33,5,-89,0.000
3,0.266,4.04,5,88,0.000
3,0.495,-90.70,5,-83,0.000
3,0.737,128.85,4,-24,0.000
3,0.985,190.72,4,-24,0.000
3,1.212,37.27,5,82,0.000
3,1.469,52.21,5,-85,0.000
3,1.725,-18.98,5,41,0.000
3,1.951,6.50,5,44,0.000
3,2.202,-3.34,5,39,0.000
3,2.440,-14.94,5,39,0.000
3,2.658,1.76,5,40,0.000
3,2.917,-5.10,5,38,0.000
3,3.175,-3.34,5,38,0.000
3,3.440,-2.81,5,38,0.000
3,3.750,-2.64,5,38,0.000
3,3.974,-2.29,5,38,0.000
3,4.267,-2.29,5,38,0.000
3,4.495,-2.29,5,38,0.000
3,4.743,-2.29,5,38,0.000
3,4.976,-2.29,5,38,0.000
3,5.269,-2.46,5,38,0.000
3,5.513,-2.46,5,38,0.000
3,5.734,-2.46,5,38,0.000
3,5.955,-2.64,5,38,0.000
3,6.177,-2.64,5,38,0.000
3,6.417,-2.64,5,38,0.000
3,6.640,-2.64,5,38,0.000
3,6.871,-2.81,5,38,0.000
3,7.109,-2.81,5,38,0.000
3,7.355,-2.81,5,38,0.000
