alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
365.449,54.2,7,9,0.0,0.0,-9.404,14.976
366.152,51.7,7,38,0.0,0.1096,-29.971,15.004
366.152,93.0,7,76,0.0,0.2022,-43.857,14.916
360.879,93.0,7,71,0.0,0.2926,-57.744,14.916
337.852,40.3,7,-40,0.0,0.3646,-75.674,15.004
322.734,87.6,7,-76,0.0,0.4903,-76.904,14.912
324.844,124.3,7,-108,0.0,0.5626,-67.764,14.824
330.645,234.5,7,61,0.0,0.6593,-26.279,14.584
350.332,110.8,7,-193,0.0,0.7881,-1.143,14.86
357.187,712.5,7,169,0.0,0.8629,37.002,13.612
388.301,497.5,7,158,0.0,0.9496,60.908,14.02
385.488,445.1,7,101,0.0,1.0754,58.799,14.164
369.844,297.5,7,104,0.0,1.1561,33.135,14.476
359.297,79.2,7,-71,0.0,1.2364,-6.592,14.924
326.777,111.8,7,0,0.0,1.3222,-48.604,14.884
306.914,130.3,7,-75,0.0,1.4458,-81.826,14.82
312.715,124.1,7,-82,0.0,1.5605,-88.857,14.832
329.414,303.3,7,-16,0.0,1.6473,-57.92,14.46
330.996,27.3,7,56,0.0,1.7677,-29.092,15.044
345.937,506.1,7,191,0.0,1.8455,14.326,14.044
374.941,140.5,7,-179,0.0,1.9443,30.674,14.772
381.797,494.8,7,111,0.0,2.0297,51.416,14.044
374.766,249.7,7,109,0.0,2.1366,45.264,14.572
361.758,179.9,7,55,0.0,2.2144,2.9,14.716
354.727,93.9,7,-24,0.0,2.3421,-34.717,14.908
355.605,236.5,7,-153,0.0,2.4708,-70.4,14.644
349.629,500.3,7,-142,0.0,2.5522,-78.486,14.004
345.234,160.4,7,-115,0.0,2.6223,-54.404,14.76
351.211,41.5,7,23,0.0,2.725,-15.381,15.0
366.68,41.5,7,163,0.0,2.8108,22.588,15.0
409.922,520.6,7,-125,0.0,2.8984,46.67,13.996
428.379,28.9,7,94,0.0,2.9803,83.232,15.024
418.359,267.3,7,-57,0.0,3.0869,93.955,14.552
377.578,27.2,0,0,0.0,3.1667,113.115,15.028
338.203,27.2,0,0,0.0,3.2376,128.408,15.032
366.68,26.1,0,0,0.0,3.3293,111.357,15.028
410.098,27.2,0,0,0.0,3.448,87.1,15.032
419.238,26.9,0,0,0.0,3.5298,80.947,15.032
392.52,26.9,0,0,0.0,3.5909,86.572,15.032
346.816,27.5,0,0,0.0,3.7062,100.459,15.024
342.246,27.4,0,0,0.0,3.7721,96.943,15.036
374.238,26.8,0,0,0.0,3.8463,76.904,15.028
409.922,26.7,0,0,0.0,3.9291,55.811,15.028
400.254,23.8,0,0,0.0,4.0238,55.283,15.028
358.945,26.5,0,0,0.0,4.1176,70.049,15.032
365.625,26.6,0,0,0.0,4.2193,60.908,15.032
400.605,27.9,0,0,0.0,4.3799,42.803,15.024
403.77,27.1,0,0,0.0,4.4507,41.221,15.028
377.754,27.4,0,0,0.0,4.5439,53.174,15.032
350.332,26.8,0,0,0.0,4.6187,65.127,15.032
358.594,26.8,0,0,0.0,4.7125,61.787,15.032
392.52,26.6,0,0,0.0,4.7854,47.197,15.032
403.418,27.4,0,0,0.0,4.8712,44.912,15.032
385.84,27.0,0,0,0.0,4.9659,54.756,15.032
359.824,27.4,0,0,0.0,5.0377,68.818,15.028
355.957,27.4,0,0,0.0,5.1176,71.982,15.028
378.633,26.7,0,0,0.0,5.1965,63.369,15.032
401.133,27.2,0,0,0.0,5.2664,56.689,15.032
383.906,26.8,0,0,0.0,5.3785,67.236,15.028
364.57,27.1,0,0,0.0,5.4681,77.783,15.028
358.945,26.7,0,0,0.0,5.5313,81.299,15.028
373.535,26.7,0,0,0.0,5.6041,75.146,15.028
392.695,26.7,0,0,0.0,5.6789,67.061,15.028
396.738,27.1,0,0,0.0,5.744,66.533,15.028
383.73,27.1,0,0,0.0,5.8119,73.564,15.028
365.977,25.1,0,0,0.0,5.882,82.354,15.032
365.098,26.5,0,0,0.0,5.9681,82.178,15.028
