alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
147.656,27.2,0,0,0.0,0.0,3.691,15.004
147.48,27.4,0,0,0.0,0.1093,5.098,15.008
148.184,27.3,0,0,0.0,0.1888,5.977,15.008
148.711,27.0,0,0,0.0,0.2771,6.504,15.004
148.359,25.1,0,0,0.0,0.3489,7.383,15.004
147.832,25.1,0,0,0.0,0.4406,8.086,15.004
147.656,27.3,0,0,0.0,0.5135,8.438,15.0
148.008,27.5,0,0,0.0,0.5793,8.438,15.0
148.184,27.2,0,0,0.0,0.6556,8.438,15.012
148.184,27.2,0,0,0.0,0.7444,8.438,15.012
148.008,27.6,0,0,0.0,0.8232,8.438,15.004
147.832,30.9,0,0,0.0,0.8883,8.438,14.98
147.656,24.6,0,0,0.0,0.9776,8.438,14.98
147.48,24.6,0,0,0.0,1.0464,8.438,14.98
147.832,27.0,0,0,0.0,1.1122,8.438,15.008
148.008,27.5,0,0,0.0,1.205,8.438,15.008
148.184,27.5,0,0,0.0,1.2689,8.438,15.008
148.184,23.9,0,0,0.0,1.3322,8.438,15.012
148.008,26.7,0,0,0.0,1.3981,8.438,15.008
147.656,27.5,0,0,0.0,1.4758,8.438,15.008
147.656,27.5,0,0,0.0,1.5614,8.438,15.008
147.656,28.2,0,0,0.0,1.6488,8.438,14.992
147.832,27.6,0,0,0.0,1.7204,8.438,15.004
148.008,27.1,0,0,0.0,1.792,8.438,15.008
148.008,23.9,0,0,0.0,1.8638,8.438,15.004
148.008,26.2,0,0,0.0,1.9759,8.438,15.008
147.832,27.4,0,0,0.0,2.0639,8.438,15.004
147.656,27.4,0,0,0.0,2.1513,8.438,15.004
147.832,27.1,0,0,0.0,2.236,8.438,15.004
148.008,27.3,0,0,0.0,2.3325,8.438,15.0
148.008,27.3,0,0,0.0,2.4073,8.438,15.004
148.008,27.2,0,0,0.0,2.4901,8.438,15.004
148.008,27.4,0,0,0.0,2.5769,8.438,15.004
147.832,27.4,0,0,0.0,2.6457,8.438,15.004
147.832,26.9,0,0,0.0,2.7262,8.438,15.0
147.832,27.2,0,0,0.0,2.8159,8.438,15.004
148.008,27.2,0,0,0.0,2.8857,8.438,15.004
148.008,27.2,0,0,0.0,2.9808,8.438,15.0
148.008,27.4,0,0,0.0,3.0625,8.438,15.008
147.832,27.4,0,0,0.0,3.1742,8.438,15.008
147.832,26.9,0,0,0.0,3.256,8.438,15.004
147.832,26.9,0,0,0.0,3.3228,8.438,15.0
147.832,27.0,0,0,0.0,3.3956,8.438,15.004
147.832,28.1,0,0,0.0,3.5013,8.438,15.0
147.832,27.3,0,0,0.0,3.5841,8.438,15.004
147.832,27.3,0,0,0.0,3.6509,8.438,15.004
147.832,26.8,0,0,0.0,3.7158,8.438,15.0
147.832,26.8,0,0,0.0,3.8571,8.438,15.0
147.832,26.9,0,0,0.0,3.9209,8.438,15.0
147.832,27.4,0,0,0.0,3.9967,8.438,15.0
147.832,26.8,0,0,0.0,4.0685,8.438,15.004
147.832,26.8,0,0,0.0,4.1549,8.438,15.004
147.832,27.2,0,0,0.0,4.2457,8.438,15.004
147.832,26.8,0,0,0.0,4.3464,8.438,15.004
147.832,27.2,0,0,0.0,4.4233,8.438,15.004
147.832,27.5,0,0,0.0,4.506,8.438,15.0
147.832,27.6,0,0,0.0,4.5778,8.438,15.004
147.832,27.2,0,0,0.0,4.6666,8.438,15.0
147.832,26.9,0,0,0.0,4.7483,8.438,15.004
147.832,26.9,0,0,0.0,4.8556,8.438,15.004
147.832,26.7,0,0,0.0,4.9364,8.438,15.0
