alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
184.219,28.3,0,0,0.0,0.0,-11.338,15.02
184.219,27.2,0,0,0.0,0.0883,-12.393,15.032
184.219,27.4,0,0,0.0,0.1687,-8.701,15.032
186.68,27.1,0,0,0.0,0.2854,-8.174,15.012
188.613,26.9,0,0,0.0,0.3781,-10.635,15.028
188.613,26.9,0,0,0.0,0.4652,-9.756,15.028
184.219,27.5,0,0,0.0,0.5494,-3.252,15.012
182.812,27.1,0,0,0.0,0.6714,0.088,15.012
190.02,26.9,0,0,0.0,0.7708,0.439,15.02
189.492,27.4,0,0,0.0,0.8979,2.549,15.02
185.273,27.0,0,0,0.0,0.9729,6.064,15.012
183.867,27.6,0,0,0.0,1.0692,7.822,15.012
185.977,27.6,0,0,0.0,1.147,7.471,15.012
188.262,27.4,0,0,0.0,1.2178,7.295,15.012
187.91,27.1,0,0,0.0,1.2913,8.701,15.016
185.801,27.2,0,0,0.0,1.4036,9.932,15.016
185.625,27.3,0,0,0.0,1.5074,9.932,15.008
186.328,27.5,0,0,0.0,1.6031,9.756,15.016
186.855,27.2,0,0,0.0,1.6938,9.756,15.016
187.207,27.0,0,0,0.0,1.78,9.756,15.016
187.031,27.0,0,0,0.0,1.8479,9.756,15.016
186.328,26.7,0,0,0.0,1.9241,9.756,15.02
185.977,27.7,0,0,0.0,2.0089,9.756,15.016
185.977,27.0,0,0,0.0,2.0892,9.756,15.016
186.152,27.0,0,0,0.0,2.161,9.756,15.016
186.68,26.9,0,0,0.0,2.2348,9.756,15.016
187.031,27.3,0,0,0.0,2.3166,9.756,15.02
187.031,27.0,0,0,0.0,2.3934,9.756,15.016
186.504,27.4,0,0,0.0,2.4939,9.932,15.016
186.152,27.2,0,0,0.0,2.5736,9.932,15.016
185.977,27.2,0,0,0.0,2.6444,9.932,15.016
186.152,26.6,0,0,0.0,2.7381,9.932,15.012
186.68,27.6,0,0,0.0,2.809,9.932,15.012
186.855,26.9,0,0,0.0,2.8909,9.932,15.016
186.855,27.3,0,0,0.0,2.9708,9.932,15.016
186.504,27.3,0,0,0.0,3.0479,10.107,15.016
186.152,25.0,0,0,0.0,3.1228,10.107,15.012
186.328,26.8,0,0,0.0,3.2695,10.107,15.012
186.68,26.8,0,0,0.0,3.3532,10.107,15.012
186.68,26.6,0,0,0.0,3.436,10.107,15.012
186.855,27.4,0,0,0.0,3.5049,10.107,15.016
186.68,27.5,0,0,0.0,3.5777,10.107,15.012
186.328,27.5,0,0,0.0,3.65,10.107,15.012
186.152,27.0,0,0,0.0,3.7198,10.107,15.008
186.152,27.6,0,0,0.0,3.807,10.107,15.008
186.504,27.1,0,0,0.0,3.8823,10.107,15.012
186.68,30.3,0,0,0.0,4.001,10.107,14.988
186.68,26.6,0,0,0.0,4.0821,10.107,14.984
186.68,26.6,0,0,0.0,4.1549,10.107,14.984
186.328,27.2,0,0,0.0,4.2567,10.107,15.008
186.328,27.3,0,0,0.0,4.3414,10.107,15.012
186.328,27.9,0,0,0.0,4.4252,10.107,15.008
186.504,27.1,0,0,0.0,4.494,10.107,15.012
186.68,27.1,0,0,0.0,4.5658,10.107,15.012
186.68,25.0,0,0,0.0,4.6306,10.107,15.008
186.68,27.0,0,0,0.0,4.7014,10.107,15.012
186.504,27.6,0,0,0.0,4.7785,10.107,15.012
186.328,27.6,0,0,0.0,4.8541,10.107,15.012
186.328,26.8,0,0,0.0,4.9217,10.107,15.012
