alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
113.555,123.6,3,70,0.0,5.6418,40.342,14.828
95.098,122.1,3,70,0.0,5.712,32.959,14.82
72.246,66.3,3,45,0.0,5.7778,20.654,14.944
57.129,66.3,3,0,0.0,5.8473,-3.955,14.944
56.953,26.5,3,-45,0.0,5.9324,-28.037,15.028
58.359,119.2,3,-70,0.0,6.0102,-44.561,14.844
58.359,114.3,3,-70,0.0,6.103,-47.197,14.84
57.832,110.4,3,-70,0.0,6.1878,-36.826,14.852
57.832,110.4,3,-45,0.0,6.2505,-22.236,14.852
63.281,59.6,3,-45,0.0,6.321,-5.537,14.972
83.32,27.3,3,45,0.0,6.4158,14.854,15.028
94.395,70.5,3,45,0.0,6.5025,25.752,14.936
87.012,126.1,3,70,0.0,6.5693,36.65,14.816
78.75,121.4,3,45,0.0,6.6739,29.443,14.828
73.301,68.5,3,45,0.0,6.7816,11.865,14.94
69.609,68.5,3,0,0.0,6.8474,-3.428,14.94
68.906,66.3,3,-45,0.0,6.9344,-18.193,14.964
68.906,64.4,3,-45,0.0,7.0057,-26.104,14.96
68.906,63.5,3,-70,0.0,7.0885,-31.553,14.964
68.906,59.7,3,-45,0.0,7.1703,-27.51,14.964
68.906,59.7,3,-45,0.0,7.241,-18.896,14.964
69.785,61.1,3,0,0.0,7.3268,-2.725,14.968
72.07,26.5,3,45,0.0,7.4085,12.393,15.028
83.672,72.5,3,45,0.0,7.4903,19.6,14.936
84.375,69.7,3,45,0.0,7.6035,20.83,14.936
74.707,69.1,3,45,0.0,7.6713,20.654,14.936
66.621,69.2,3,45,0.0,7.7732,10.459,14.94
69.785,26.5,3,0,0.0,7.8738,-3.252,15.028
69.961,63.3,3,-45,0.0,7.9735,-14.326,14.968
69.961,63.3,3,-45,0.0,8.0553,-13.447,14.968
69.961,62.3,3,-45,0.0,8.1271,-13.096,14.968
69.961,62.9,3,-45,0.0,8.1949,-12.217,14.972
69.961,61.1,3,0,0.0,8.2887,-3.955,14.972
68.379,68.4,3,45,0.0,8.3924,9.229,14.952
73.125,69.4,3,45,0.0,8.4692,13.447,14.94
77.871,69.4,3,45,0.0,8.5448,12.041,14.94
75.762,68.5,3,45,0.0,8.6171,8.701,14.94
65.566,67.6,3,0,0.0,8.7044,2.021,14.936
56.25,26.9,3,0,0.0,8.8131,-3.955,15.024
56.074,64.0,3,-45,0.0,8.9079,-9.756,14.964
56.074,63.5,3,-45,0.0,8.9947,-10.283,14.968
56.25,61.8,3,-45,0.0,9.0855,-5.361,14.968
60.645,27.0,3,0,0.0,9.1733,3.779,15.024
68.379,68.9,3,45,0.0,9.2829,6.768,14.94
72.949,68.9,3,45,0.0,9.3756,5.01,14.94
66.621,68.9,3,45,0.0,9.4525,5.361,14.94
56.602,70.0,3,0,0.0,9.5179,3.604,14.94
51.68,27.1,3,0,0.0,9.6117,-0.439,15.024
52.383,27.3,3,-45,0.0,9.6974,-6.768,15.04
52.383,62.1,3,-45,0.0,9.7642,-7.998,14.968
51.504,62.1,3,0,0.0,9.8401,-3.252,14.968
54.141,24.4,3,0,0.0,9.9179,0.264,15.028
60.469,27.5,3,0,0.0,10.0072,2.197,15.028
62.754,27.0,3,45,0.0,10.075,6.064,15.032
64.16,69.2,3,45,0.0,10.1788,5.361,14.94
62.402,69.2,3,0,0.0,10.2466,3.779,14.94
53.262,26.8,3,45,0.0,10.3174,5.01,15.028
50.625,26.9,3,0,0.0,10.3992,2.725,15.028
53.613,26.8,3,0,0.0,10.4764,-1.143,15.024
56.074,26.8,3,-45,0.0,10.5432,-5.361,15.024
53.965,63.1,3,0,0.0,10.6412,-2.373,14.968
51.68,27.2,3,0,0.0,10.724,0.615,15.02
53.789,27.2,3,0,0.0,10.7893,1.318,15.028
57.832,23.1,3,0,0.0,10.8626,1.494,15.012
58.887,23.1,0,0,0.0,10.9434,2.725,15.012
55.898,26.4,0,0,0.0,11.0114,6.064,15.024
53.086,24.9,0,0,0.0,11.1052,8.701,15.028
54.668,26.9,0,0,0.0,11.1731,9.404,15.028
57.129,27.2,0,0,0.0,11.2728,9.404,15.028
57.832,27.2,0,0,0.0,11.354,10.107,15.028
55.723,27.8,0,0,0.0,11.4488,11.689,15.024
54.316,26.8,0,0,0.0,11.5375,12.568,15.012
54.668,27.4,0,0,0.0,11.6103,12.393,15.032
55.371,26.7,0,0,0.0,11.6801,12.217,15.028
56.25,26.8,0,0,0.0,11.7613,12.217,15.028
56.426,26.8,0,0,0.0,11.8541,12.217,15.028
55.898,26.7,0,0,0.0,11.9319,12.217,15.032
55.195,27.2,0,0,0.0,11.9968,12.217,15.028
54.668,27.5,0,0,0.0,12.0865,12.217,15.028
54.844,27.2,0,0,0.0,12.1928,12.217,15.024
55.723,26.4,0,0,0.0,12.2696,12.217,15.024
56.25,27.1,0,0,0.0,12.3803,12.217,15.028
55.898,28.3,0,0,0.0,12.4741,12.217,15.016
55.195,27.1,0,0,0.0,12.5828,12.217,15.028
54.844,27.1,0,0,0.0,12.6706,12.217,15.028
54.844,27.1,0,0,0.0,12.7434,12.217,15.028
55.547,27.7,0,0,0.0,12.8109,12.217,15.028
56.074,26.8,0,0,0.0,12.9216,12.217,15.028
56.074,26.6,0,0,0.0,13.0119,12.393,15.028
55.723,26.7,0,0,0.0,13.0916,12.393,15.032
55.02,27.5,0,0,0.0,13.1743,12.393,15.028
54.844,27.5,0,0,0.0,13.2562,12.393,15.028
55.195,27.1,0,0,0.0,13.3206,12.393,15.028
55.547,26.8,0,0,0.0,13.4343,12.393,15.032
55.898,27.2,0,0,0.0,13.5041,12.393,15.032
55.898,27.0,0,0,0.0,13.589,12.393,15.028
55.547,27.2,0,0,0.0,13.6852,12.393,15.032
55.195,27.2,0,0,0.0,13.7616,12.393,15.032
55.02,26.9,0,0,0.0,13.8408,12.393,15.032
55.195,26.9,0,0,0.0,13.9245,12.393,15.028
55.547,27.1,0,0,0.0,14.0013,12.393,15.028
55.898,27.1,0,0,0.0,14.0709,12.393,15.028
55.898,26.5,0,0,0.0,14.1374,12.393,15.028
55.547,24.1,0,0,0.0,14.2376,12.393,15.028
55.195,27.4,0,0,0.0,14.3154,12.393,15.032
55.02,26.4,0,0,0.0,14.3843,12.393,15.032
55.195,26.4,0,0,0.0,14.455,12.393,15.032
55.547,23.8,0,0,0.0,14.5392,12.393,15.024
55.723,27.4,0,0,0.0,14.6489,12.393,15.032
55.547,27.1,0,0,0.0,14.8355,12.393,15.028
55.195,26.8,0,0,0.0,14.921,12.393,15.028
55.195,27.2,0,0,0.0,14.9977,12.393,15.028
55.195,27.2,0,0,0.0,15.0703,12.393,15.028
55.547,26.9,0,0,0.0,15.1487,12.393,15.028
55.723,26.5,0,0,0.0,15.2442,12.393,15.032
55.723,27.5,0,0,0.0,15.3318,12.393,15.032
55.547,27.1,0,0,0.0,15.4076,12.393,15.032
55.195,27.4,0,0,0.0,15.4787,12.393,15.028
55.195,27.4,0,0,0.0,15.5654,12.393,15.028
55.371,27.4,0,0,0.0,15.6484,12.393,15.028
55.547,27.5,0,0,0.0,15.7547,12.393,15.028
55.723,29.4,0,0,0.0,15.8385,12.393,15.016
55.547,24.5,0,0,0.0,15.9126,12.393,15.012
55.371,26.7,0,0,0.0,16.0137,12.393,15.032
55.371,27.5,0,0,0.0,16.0826,12.393,15.028
55.371,26.9,0,0,0.0,16.1763,12.393,15.028
55.547,26.9,0,0,0.0,16.263,12.393,15.028
55.547,27.9,0,0,0.0,16.3298,12.393,15.02
55.547,27.1,0,0,0.0,16.3994,12.393,15.028
55.547,27.5,0,0,0.0,16.5042,12.393,15.032
55.371,26.9,0,0,0.0,16.5929,12.393,15.032
55.371,27.1,0,0,0.0,16.7176,12.393,15.028
55.547,26.7,0,0,0.0,16.7993,12.393,15.028
55.547,24.3,0,0,0.0,16.8781,12.393,15.024
55.547,26.7,0,0,0.0,16.9744,12.393,15.028
55.547,26.7,0,0,0.0,17.0567,12.393,15.028
55.547,26.9,0,0,0.0,17.1328,12.393,15.028
55.547,27.4,0,0,0.0,17.2016,12.393,15.028
55.547,27.5,0,0,0.0,17.2865,12.393,15.028
55.547,23.6,0,0,0.0,17.3871,12.393,15.024
55.547,23.6,0,0,0.0,17.4809,12.393,15.024
55.547,26.6,0,0,0.0,17.5457,12.393,15.028
55.547,27.1,0,0,0.0,17.6115,12.393,15.028
55.547,26.9,0,0,0.0,17.6864,12.393,15.028
55.547,26.9,0,0,0.0,17.762,12.393,15.028
55.547,27.3,0,0,0.0,17.8249,12.393,15.028
55.547,27.0,0,0,0.0,17.9087,12.393,15.028
55.547,27.0,0,0,0.0,17.9775,12.393,15.028
