alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
90.703,27.1,3,0,0.0,0.0,7.646,15.024
90.703,26.9,3,0,0.0,0.0717,7.646,15.028
90.703,26.9,3,0,0.0,0.1409,7.646,15.028
90.703,27.0,3,0,0.0,0.2127,7.646,15.032
90.703,27.3,3,0,0.0,0.3054,7.646,15.028
90.703,27.2,3,0,0.0,0.3803,7.646,15.028
90.703,28.5,3,0,0.0,0.4491,7.646,15.024
90.703,27.2,3,0,0.0,0.5947,7.646,15.024
90.703,29.0,3,0,0.0,0.6675,7.646,15.02
90.703,27.2,3,0,0.0,0.7748,7.646,15.024
90.703,27.0,3,0,0.0,0.8585,7.646,15.028
90.527,27.0,3,0,0.0,0.9376,7.646,15.028
98.262,27.1,3,70,0.0,1.0224,-0.791,15.024
98.613,124.7,3,70,0.0,1.1181,-25.752,14.84
100.898,118.2,3,70,0.0,1.2074,-46.143,14.832
92.461,117.0,3,70,0.0,1.2772,-67.588,14.84
76.992,117.0,3,70,0.0,1.3465,-95.01,14.84
61.875,114.9,3,70,0.0,1.4342,-130.693,14.84
29.004,127.0,3,70,0.0,1.5061,-132.627,14.812
15.996,124.1,3,70,0.0,1.5735,-135.264,14.824
60.82,125.1,3,-55,0.0,1.6537,-134.912,14.824
90.352,78.3,3,55,0.0,1.7784,-126.123,14.92
108.809,95.0,3,55,0.0,1.8583,-109.424,14.86
104.414,95.0,3,55,0.0,1.9337,-96.592,14.86
83.848,92.8,3,55,0.0,2.0016,-81.826,14.888
62.93,92.4,3,55,0.0,2.0663,-73.037,14.876
64.512,92.4,3,55,0.0,2.1417,-81.475,14.876
83.672,79.5,3,55,0.0,2.2101,-104.15,14.904
92.461,84.5,3,55,0.0,2.2938,-121.553,14.908
78.75,88.0,3,55,0.0,2.3647,-131.924,14.9
55.195,88.0,3,55,0.0,2.4524,-135.264,14.9
39.727,88.5,3,55,0.0,2.5312,-135.264,14.896
43.242,89.1,3,-70,0.0,2.6091,-134.209,14.9
56.25,111.7,3,-70,0.0,2.6848,-124.189,14.852
65.918,111.7,3,-70,0.0,2.7545,-106.084,14.852
66.621,109.6,3,-70,0.0,2.831,-69.697,14.852
58.008,101.9,3,-70,0.0,2.9048,-25.576,14.864
41.836,100.7,3,-70,0.0,2.9735,36.826,14.876
29.004,100.7,3,-70,0.0,3.0734,91.67,14.872
28.477,100.7,3,-70,0.0,3.1547,135.088,14.872
92.109,119.7,3,-70,0.0,3.2387,114.873,14.828
117.422,115.0,3,-70,0.0,3.3346,122.432,14.844
109.336,107.7,3,-70,0.0,3.3984,135.088,14.856
88.594,119.6,3,-70,0.0,3.4906,134.736,14.832
82.969,114.3,3,-70,0.0,3.5669,129.463,14.84
69.609,114.3,3,-70,0.0,3.6329,135.088,14.84
62.227,112.4,3,-70,0.0,3.7017,135.264,14.844
60.82,120.1,3,-70,0.0,3.7735,135.264,14.836
67.5,120.1,3,55,0.0,3.8534,133.857,14.836
82.617,87.0,3,-55,0.0,3.9162,125.068,14.9
74.531,79.8,3,-55,0.0,3.9897,131.221,14.92
69.785,81.2,3,-55,0.0,4.0833,132.451,14.912
66.27,80.0,3,-55,0.0,4.1778,135.264,14.92
69.082,83.7,3,-55,0.0,4.2546,135.264,14.908
71.895,83.7,3,-55,0.0,4.3323,135.264,14.908
76.289,84.8,3,70,0.0,4.4067,128.76,14.908
91.406,118.3,3,70,0.0,4.4845,106.611,14.836
104.766,116.1,3,70,0.0,4.5672,70.225,14.84
103.008,114.9,3,70,0.0,4.665,39.463,14.84
94.922,114.9,3,45,0.0,4.7338,6.592,14.84
65.742,27.2,3,-70,0.0,4.8016,-31.377,15.024
30.586,117.3,3,-70,0.0,4.9067,-44.912,14.836
17.93,116.4,3,-70,0.0,4.9825,-52.295,14.84
29.707,116.4,3,-70,0.0,5.0503,-57.217,14.84
79.805,114.9,3,-70,0.0,5.1211,-60.732,14.84
91.934,110.7,3,-70,0.0,5.2232,-39.814,14.848
84.023,57.0,3,0,0.0,5.3065,0.264,14.98
72.773,73.3,3,70,0.0,5.3989,43.857,14.92
98.437,125.1,3,70,0.0,5.4758,50.01,14.824
116.719,123.6,3,70,0.0,5.5645,45.791,14.828
