alpha_deg,i_ma,mode,pwm,setpoint_deg,t_s,theta_deg,v_bus
130.254,27.1,3,0,0.0,0.0,7.646,15.02
130.254,26.8,3,0,0.0,0.0914,7.646,15.024
130.254,27.1,3,0,0.0,0.1732,7.646,15.028
130.254,25.7,3,0,0.0,0.252,7.646,15.028
130.254,25.7,3,0,0.0,0.3208,7.646,15.028
130.254,27.0,3,0,0.0,0.3976,7.646,15.024
130.254,27.4,3,0,0.0,0.4634,7.646,15.024
130.254,27.4,3,0,0.0,0.5338,7.646,15.024
130.254,26.9,3,0,0.0,0.6121,7.646,15.024
130.254,27.2,3,0,0.0,0.692,7.646,15.028
130.254,26.9,3,0,0.0,0.7638,7.646,15.028
130.254,26.9,3,0,0.0,0.8326,7.646,15.028
132.187,27.2,3,70,0.0,0.9083,5.713,15.028
137.285,119.4,3,70,0.0,1.0749,-9.58,14.848
139.746,118.1,3,70,0.0,1.1487,-33.486,14.84
137.812,118.1,3,70,0.0,1.234,-53.35,14.84
121.113,119.1,3,70,0.0,1.304,-85.518,14.832
103.887,116.3,3,70,0.0,1.4222,-121.729,14.84
70.137,111.5,3,70,0.0,1.5039,-132.275,14.84
55.195,123.9,3,70,0.0,1.5837,-135.264,14.824
76.816,124.4,3,-55,0.0,1.6518,-135.264,14.824
110.918,124.4,3,-55,0.0,1.7355,-133.857,14.824
136.758,78.6,3,55,0.0,1.7994,-121.377,14.92
148.008,92.1,3,55,0.0,1.8702,-108.545,14.892
142.559,92.1,3,55,0.0,1.9381,-96.064,14.892
114.785,91.8,3,55,0.0,2.0008,-77.959,14.888
99.844,89.3,3,55,0.0,2.0917,-74.268,14.896
111.621,85.6,3,55,0.0,2.1714,-91.67,14.912
126.914,85.6,3,55,0.0,2.2482,-110.479,14.912
129.023,83.3,3,55,0.0,2.3292,-127.529,14.908
111.797,86.7,3,55,0.0,2.4005,-132.803,14.9
87.012,87.8,3,55,0.0,2.4663,-135.264,14.9
78.75,89.2,3,55,0.0,2.554,-135.264,14.904
87.891,89.2,3,-70,0.0,2.6377,-131.396,14.904
101.074,110.3,3,-70,0.0,2.7155,-116.807,14.852
106.523,110.0,3,-70,0.0,2.7883,-88.33,14.852
101.074,102.3,3,-70,0.0,2.8597,-47.197,14.864
88.594,101.5,3,-70,0.0,2.9512,5.186,14.872
78.047,101.5,3,-70,0.0,3.0225,46.318,14.872
67.324,101.3,3,-70,0.0,3.0883,99.404,14.872
142.031,113.3,3,-70,0.0,3.1681,114.697,14.836
154.16,108.8,3,-70,0.0,3.355,132.275,14.856
146.25,108.8,3,-70,0.0,3.4308,135.088,14.856
121.113,120.1,3,-70,0.0,3.5056,134.736,14.832
100.371,90.8,3,-55,0.0,3.5861,125.244,14.896
96.328,82.9,3,-55,0.0,3.6853,116.807,14.908
103.008,82.0,3,-55,0.0,3.7781,108.018,14.912
108.281,80.5,3,-55,0.0,3.9007,111.006,14.916
109.512,80.8,3,-55,0.0,3.9685,119.619,14.92
106.875,80.8,3,-55,0.0,4.036,134.033,14.92
120.234,87.1,3,-55,0.0,4.1078,132.275,14.892
118.652,78.8,3,-55,0.0,4.1857,134.736,14.916
117.949,84.1,3,-55,0.0,4.2858,135.264,14.904
123.398,119.5,3,70,0.0,4.3549,126.826,14.832
133.945,119.5,3,70,0.0,4.4252,107.139,14.832
139.395,117.5,3,70,0.0,4.5097,71.455,14.84
136.23,115.5,3,70,0.0,4.597,41.572,14.84
129.375,63.1,3,0,0.0,4.6699,-3.076,14.952
111.797,118.1,3,-70,0.0,4.7606,-33.311,14.836
75.762,118.1,3,-70,0.0,4.8285,-47.021,14.836
58.008,115.3,3,-70,0.0,4.9063,-53.877,14.84
79.453,114.3,3,-70,0.0,4.989,-59.15,14.84
115.84,114.2,3,-70,0.0,5.0868,-59.854,14.844
