attempt,t,pend_deg,mode,pwm,v_bus
1,0.104,4.75,5,-20,0.000
1,0.348,-33.75,5,-58,0.000
1,0.593,59.41,5,59,0.000
1,0.836,-75.59,5,-55,0.000
1,1.083,87.54,5,-59,0.000
1,1.307,-23.73,5,59,0.000
1,1.545,-106.17,5,-57,0.000
1,1.795,126.03,5,-59,0.000
1,2.015,85.61,5,57,0.000
1,2.250,-146.95,5,16,0.000
2,0.050,-2.99,5,-59,0.000
2,0.287,-47.99,5,58,0.000
2,0.510,49.57,5,-59,0.000
2,0.735,-51.50,5,-27,0.000
2,0.961,6.33,5,-58,0.000
2,1.182,52.91,5,58,0.000
2,1.417,-121.99,5,38,0.000
2,1.650,57.13,5,-59,0.000
2,1.871,102.83,5,59,0.000
2,2.112,-128.32,5,-27,0.000
3,0.044,-25.14,5,59,0.000
3,0.265,31.64,5,-57,0.000
3,0.512,-40.60,5,-20,0.000
3,0.736,21.97,5,-59,0.000
3,0.958,32.70,5,58,0.000
3,1.197,-107.40,5,-58,0.000
3,1.417,88.59,5,-59,0.000
3,1.654,56.78,5,59,0.000
3,1.875,-140.45,5,-19,0.000
3,2.097,-70.31,5,-53,0.000
3,2.320,138.34,5,-59,0.000
3,2.577,51.68,5,57,0.000
4,0.034,12.48,5,59,0.000
4,0.279,-8.61,5,-56,0.000
4,0.526,55.20,5,59,0.000
4,0.756,-38.50,5,-54,0.000
4,0.978,91.58,5,-59,0.000
4,1.224,-80.33,5,59,0.000
4,1.445,-13.54,5,-58,0.000
4,1.725,123.05,5,58,0.000
4,1.972,-107.05,5,-5,0.000
4,2.201,-124.63,5,-51,0.000
4,2.446,112.50,5,-59,0.000
5,0.024,-18.11,5,59,0.000
5,0.246,33.05,5,-58,0.000
5,0.469,-16.88,5,9,0.000
5,0.710,9.32,5,-59,0.000
5,0.931,48.69,5,58,0.000
5,1.201,-97.38,5,-57,0.000
5,1.444,112.50,5,-59,0.000
5,1.687,23.03,5,59,0.000
5,1.929,-134.47,5,-52,0.000
5,2.153,38.15,5,-59,0.000
5,2.403,131.31,5,57,0.000
5,2.629,-82.97,5,50,0.000
6,0.027,-0.18,5,59,0.000
6,0.265,-34.45,5,-57,0.000
6,0.499,55.20,5,57,0.000
6,0.727,-59.94,5,-42,0.000
6,0.954,64.16,5,-59,0.000
6,1.177,-46.41,5,-59,0.000
6,1.425,-62.23,5,-56,0.000
6,1.653,119.18,5,-59,0.000
6,1.882,-47.64,5,33,0.000
6,2.112,-137.64,5,-52,0.000
6,2.342,66.27,5,-59,0.000
6,2.587,124.98,5,57,0.000
6,2.814,-96.33,5,43,0.000
7,0.030,-4.04,5,60,0.000
7,0.285,-38.50,5,-57,0.000
7,0.508,50.80,5,-59,0.000
7,0.781,-67.68,5,-54,0.000
7,1.022,70.84,5,-59,0.000
7,1.264,-78.05,5,59,0.000
7,1.499,-48.34,5,-55,0.000
7,1.744,119.36,5,59,0.000
7,1.992,-89.30,5,-28,0.000
7,2.234,-118.48,5,-52,0.000
7,2.473,114.78,5,-59,0.000
7,2.702,100.19,5,56,0.000
7,2.932,-133.24,5,-14,0.000
8,0.060,-31.11,5,58,0.000
8,0.305,47.11,5,-58,0.000
8,0.556,-59.94,5,-34,0.000
8,0.797,62.23,5,-59,0.000
8,1.061,-80.51,5,59,0.000
8,1.298,-8.44,5,-58,0.000
8,1.547,108.28,5,59,0.000
8,1.790,-116.72,5,-29,0.000
8,2.010,-101.60,5,-51,0.000
8,2.233,120.94,5,-59,0.000
8,2.460,82.09,5,57,0.000
8,2.718,-162.95,5,-1,0.000
9,0.028,-4.75,5,59,0.000
9,0.253,-20.92,5,-56,0.000
9,0.480,42.72,5,59,0.000
9,0.712,-52.38,5,-54,0.000
9,0.943,71.54,5,-59,0.000
9,1.182,-86.48,5,59,0.000
9,1.423,19.69,5,-59,0.000
9,1.645,109.51,5,59,0.000
9,1.877,-102.66,5,-31,0.000
9,2.125,-91.23,5,-51,0.000
9,2.356,130.25,5,-59,0.000
9,2.620,26.02,5,58,0.000
10,0.023,14.59,5,-59,0.000
10,0.276,-44.65,5,59,0.000
10,0.524,72.60,5,-59,0.000
10,0.767,-62.05,5,10,0.000
10,0.995,15.64,5,-59,0.000
10,1.223,93.87,5,58,0.000
10,1.463,-120.59,5,28,0.000
10,1.685,-55.55,5,-53,0.000
10,1.914,146.95,5,-59,0.000
10,2.156,33.22,5,59,0.000
10,2.385,-158.38,5,-27,0.000
11,0.020,12.30,5,-59,0.000
11,0.240,-36.74,5,59,0.000
11,0.464,39.73,5,-59,0.000
11,0.694,11.95,5,59,0.000
11,0.938,-68.38,5,-54,0.000
11,1.186,113.38,5,-59,0.000
11,1.444,-90.70,5,42,0.000
11,1.668,-116.37,5,-53,0.000
11,1.919,111.80,5,-59,0.000
12,0.018,-7.03,5,59,0.000
12,0.241,2.81,5,-57,0.000
12,0.466,21.62,5,58,0.000
12,0.714,-26.02,5,-57,0.000
12,0.943,62.75,5,58,0.000
12,1.187,-104.06,5,58,0.000
12,1.423,68.03,5,-59,0.000
12,1.658,84.73,5,59,0.000
12,1.889,-128.15,5,-40,0.000
12,2.148,-14.24,5,-56,0.000
12,2.378,141.85,5,21,0.000
12,2.598,4.22,5,59,0.000
12,2.829,-160.49,5,-52,0.000
13,0.053,-23.55,5,59,0.000
13,0.274,45.18,5,-58,0.000
13,0.497,-40.08,5,-3,0.000
