t,pend,servo,mode,pwm,v
0.077,0.0,0.0,5,-35,14.76
0.159,-0.88,-0.88,5,34,14.75
0.242,-2.11,-2.99,5,34,14.75
0.314,-1.93,-5.1,5,35,14.76
0.418,0.7,-6.5,5,-26,14.77
0.497,4.92,-6.33,5,-26,14.76
0.588,3.87,-6.86,5,29,14.76
0.67,-0.35,-7.56,5,29,14.76
0.749,-2.46,-6.86,5,35,14.75
0.834,-3.16,-6.68,5,35,14.74
0.911,-1.05,-6.33,5,-26,14.76
0.992,3.16,-4.57,5,-26,14.76
1.081,4.22,-4.04,5,-34,14.77
1.17,0.18,-5.27,5,28,14.76
1.246,-2.46,-5.27,5,35,14.74
1.329,-3.16,-5.62,5,35,14.74
1.407,-1.05,-5.98,5,-26,14.76
1.562,4.57,-4.39,5,-34,14.71
1.647,0.88,-5.8,5,28,14.76
1.734,-2.11,-6.15,5,28,14.75
1.815,-2.81,-5.98,5,35,14.74
1.892,-1.58,-6.33,5,-26,14.76
1.989,3.34,-4.57,5,-26,14.76
2.103,2.99,-4.75,5,28,14.6
2.197,-0.88,-5.8,5,28,14.76
2.309,-2.81,-5.62,5,35,14.76
2.392,-1.76,-6.15,5,-26,14.75
2.468,2.46,-4.75,5,-26,14.7
2.552,4.04,-4.22,5,28,14.76
2.634,1.41,-5.27,5,28,14.76
2.709,-1.58,-5.8,5,28,14.75
2.796,-2.81,-5.98,5,28,14.74
2.871,-1.76,-6.33,5,-26,14.76
2.953,2.46,-4.75,5,-26,14.76
3.025,4.04,-4.04,5,-34,14.76
3.125,0.88,-4.92,5,28,14.76
3.229,-2.29,-5.27,5,28,14.74
3.315,-2.81,-5.27,5,35,14.74
3.42,-0.7,-5.98,5,-26,14.76
3.505,4.04,-4.75,5,-26,14.76
3.592,3.52,-5.1,5,28,14.76
3.692,-0.53,-6.15,5,28,14.76
3.768,-2.29,-5.8,5,28,14.76
3.842,-2.64,-5.8,5,35,14.74
3.936,0.0,-5.45,5,-26,14.76
4.023,3.69,-4.04,5,-34,14.76
4.094,3.16,-4.22,5,28,14.76
4.167,0.35,-5.27,5,28,14.76
4.248,-2.11,-5.62,5,28,14.62
4.323,-2.64,-5.62,5,35,14.72
4.407,-1.76,-6.15,5,-26,14.76
4.495,3.16,-4.57,5,-26,14.75
4.568,4.04,-4.39,5,-34,14.77
4.655,0.7,-5.45,5,28,14.75
4.733,-1.76,-5.62,5,35,14.76
4.811,-2.81,-5.62,5,35,14.75
4.895,-2.11,-6.15,5,-26,14.76
