t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.038,-2.29,-2.46,-2.46,54,5,14.48,59.3,858.0
0.115,-19.51,-18.28,-18.28,53,5,14.488,54.4,790.0
0.196,-43.77,-28.3,-28.3,38,5,14.552,37.4,544.0
0.285,-56.6,-9.14,-9.14,-44,5,14.676,9.5,140.0
0.365,-55.02,30.23,30.23,-45,5,14.668,10.4,154.0
0.464,-61.35,40.6,40.6,43,5,14.604,25.3,370.0
0.551,-83.67,6.5,6.5,37,5,14.668,11.2,164.0
0.631,-106.7,-31.11,-31.11,30,5,14.696,6.6,98.0
0.718,-92.28,-11.78,-11.78,-34,5,14.696,5.1,76.0
0.804,-66.27,26.89,26.89,-42,5,14.64,8.2,122.0
0.879,-55.9,34.63,34.63,45,5,14.584,32.6,476.0
0.958,-61.7,9.14,9.14,43,5,14.604,25.4,370.0
1.036,-79.45,-33.93,-33.93,38,5,14.668,16.2,236.0
1.11,-82.09,-42.19,-42.19,-37,5,14.692,7.0,76.0
1.18,-71.37,-15.12,-15.12,-40,5,14.696,6.4,96.0
1.262,-49.04,31.29,31.29,-47,5,14.676,9.7,140.0
1.347,-40.6,46.93,46.93,49,5,14.544,41.3,600.0
1.428,-53.26,13.01,13.01,46,5,14.584,30.7,448.0
1.505,-81.21,-40.6,-40.6,37,5,14.66,11.6,170.0
1.596,-90.0,-54.14,-54.14,-35,5,14.684,7.0,102.0
1.674,-83.5,-24.08,-24.08,-36,5,14.696,5.4,78.0
1.758,-58.89,39.38,39.38,-44,5,14.684,8.9,132.0
1.829,-54.67,59.41,59.41,-45,5,14.676,9.8,144.0
1.913,-62.58,36.21,36.21,43,5,14.608,24.1,350.0
1.999,-97.38,-31.11,-31.11,33,5,14.688,6.9,102.0
2.074,-106.7,-56.07,-56.07,30,5,14.7,6.1,88.0
2.15,-100.9,-40.43,-40.43,-32,5,14.696,5.4,78.0
2.229,-73.65,14.06,14.06,-39,5,14.696,4.6,68.0
2.304,-55.9,54.49,54.49,-45,5,14.68,9.2,134.0
2.383,-52.38,52.73,52.73,46,5,14.56,37.8,550.0
2.463,-71.19,3.69,3.69,40,5,14.64,20.3,298.0
2.546,-93.87,-47.99,-47.99,34,5,14.68,7.8,114.0
2.618,-97.38,-59.94,-59.94,-33,5,14.696,4.3,62.0
2.706,-88.94,-32.34,-32.34,-34,5,14.704,5.4,78.0
2.781,-56.78,39.38,39.38,-44,5,14.684,7.0,102.0
2.851,-49.04,62.93,62.93,-47,5,14.664,12.4,180.0
2.924,-49.92,50.27,50.27,46,5,14.56,36.2,528.0
3.014,-81.21,-17.4,-17.4,37,5,14.668,12.7,186.0
3.084,-98.44,-60.29,-60.29,33,5,14.688,10.0,148.0
3.158,-100.37,-62.93,-62.93,-32,5,14.7,4.3,62.0
3.263,-85.08,-15.12,-15.12,-36,5,14.7,4.3,62.0
3.345,-56.07,58.01,58.01,-45,5,14.68,9.0,132.0
3.422,-53.09,65.92,65.92,45,5,14.564,36.4,530.0
3.495,-62.23,34.1,34.1,44,5,14.6,25.1,368.0
3.6,-102.31,-51.85,-51.85,31,5,14.692,6.4,96.0
3.677,-106.17,-66.44,-66.44,-30,5,14.7,6.0,88.0
3.767,-98.61,-38.32,-38.32,-32,5,14.696,6.3,92.0
3.858,-61.35,45.53,45.53,-43,5,14.692,7.2,104.0
3.941,-54.14,68.2,68.2,-45,5,14.66,9.7,140.0
4.021,-58.01,44.82,44.82,44,5,14.6,26.5,386.0
4.113,-94.92,-35.16,-35.16,33,5,14.688,8.6,128.0
4.198,-104.41,-67.5,-67.5,31,5,14.684,5.3,78.0
