t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.045,0.0,-1.23,-1.23,55,5,14.628,-10.4,150.0
0.163,0.35,-2.64,-2.64,-34,5,14.692,5.5,82.0
0.264,14.24,10.02,10.02,-54,5,14.6,23.6,344.0
0.346,33.4,18.28,18.28,26,5,14.692,6.0,88.0
0.421,33.93,-4.22,-4.22,50,5,14.508,47.1,684.0
0.526,17.05,-43.07,-43.07,53,5,14.48,52.9,766.0
0.605,8.26,-41.84,-41.84,-54,5,14.584,30.4,442.0
0.679,24.26,5.62,5.62,-53,5,14.62,21.7,318.0
0.75,40.6,48.16,48.16,-49,5,14.64,15.4,226.0
0.821,45.18,58.18,58.18,48,5,14.56,38.9,566.0
0.908,33.57,22.5,22.5,50,5,14.516,45.1,656.0
0.992,1.58,-43.77,-43.77,54,5,14.452,60.1,868.0
1.084,15.64,-46.58,-46.58,-54,5,14.608,25.3,370.0
1.163,45.35,-6.86,-6.86,-48,5,14.648,15.9,232.0
1.241,79.45,39.38,39.38,-38,5,14.696,5.1,76.0
1.335,95.98,44.3,44.3,33,5,14.68,7.5,112.0
1.419,88.24,-2.99,-2.99,35,5,14.676,8.4,124.0
1.494,77.87,-49.75,-49.75,38,5,14.66,14.1,206.0
1.576,79.1,-59.59,-59.59,-38,5,14.668,11.3,168.0
1.648,90.35,-30.06,-30.06,-35,5,14.692,5.5,82.0
1.737,118.83,33.05,33.05,-27,5,14.696,4.3,62.0
1.817,123.05,50.45,50.45,5,5,14.692,6.9,102.0
1.896,113.38,25.49,25.49,28,5,14.704,6.4,96.0
1.972,87.19,-29.0,-29.0,35,5,14.672,5.4,78.0
2.044,76.99,-54.32,-54.32,38,5,14.652,14.9,220.0
2.131,76.11,-42.36,-42.36,-39,5,14.704,5.2,76.0
2.239,100.19,30.06,30.06,-32,5,14.692,5.3,78.0
2.324,101.25,49.57,49.57,-32,5,14.692,5.8,86.0
2.418,82.62,15.12,15.12,37,5,14.672,9.7,140.0
2.521,46.93,-47.81,-47.81,47,5,14.56,37.4,544.0
2.605,31.99,-58.18,-58.18,-51,5,14.612,23.0,338.0
