t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.037,3.34,5.1,5.1,-54,5,14.596,28.7,420.0
0.115,12.83,12.83,12.83,-54,5,14.604,28.0,410.0
0.19,24.96,17.93,17.93,29,5,14.632,14.1,206.0
0.265,22.68,-0.35,-0.35,53,5,14.448,59.9,866.0
0.344,4.75,-31.99,-31.99,54,5,14.48,57.6,836.0
0.417,-10.2,-40.96,-40.96,-54,5,14.696,7.0,102.0
0.524,-5.8,8.09,8.09,-54,5,14.616,24.6,360.0
0.61,7.91,55.9,55.9,-54,5,14.6,28.7,420.0
0.688,10.37,62.93,62.93,54,5,14.468,57.6,832.0
0.765,-8.09,21.27,21.27,54,5,14.492,51.7,750.0
0.84,-48.16,-46.93,-46.93,47,5,14.564,34.7,504.0
0.921,-66.27,-76.29,-76.29,42,5,14.624,22.2,324.0
1.01,-79.28,-60.47,-60.47,-38,5,14.696,4.2,62.0
1.115,-61.88,31.11,31.11,-43,5,14.692,6.2,92.0
1.201,-59.24,85.96,85.96,-44,5,14.672,10.4,154.0
1.278,-64.69,87.19,87.19,42,5,14.612,23.7,348.0
1.351,-78.4,45.35,45.35,39,5,14.648,13.8,204.0
1.437,-120.23,-40.08,-40.08,27,5,14.7,6.3,92.0
1.514,-126.91,-69.08,-69.08,25,5,14.7,5.6,82.0
1.591,-123.75,-58.71,-58.71,-26,5,14.692,6.9,102.0
1.684,-89.65,17.75,17.75,-35,5,14.696,4.4,66.0
1.761,-68.38,71.37,71.37,-41,5,14.684,5.1,76.0
1.862,-62.23,74.36,74.36,43,5,14.596,27.4,400.0
1.939,-73.12,29.0,29.0,40,5,14.64,17.9,262.0
2.022,-102.83,-44.12,-44.12,31,5,14.684,3.1,46.0
2.119,-104.06,-68.73,-68.73,-31,5,14.692,5.7,86.0
2.191,-94.92,-40.25,-40.25,-33,5,14.696,5.1,76.0
2.273,-57.48,35.68,35.68,-44,5,14.688,6.6,98.0
2.364,-43.24,74.53,74.53,-48,5,14.664,14.7,216.0
2.435,-36.91,72.07,72.07,50,5,14.5,51.0,740.0
2.511,-50.8,24.61,24.61,46,5,14.564,34.8,508.0
2.599,-86.66,-56.95,-56.95,36,5,14.664,10.3,150.0
2.687,-92.99,-78.57,-78.57,-34,5,14.692,7.1,104.0
2.764,-91.23,-50.1,-50.1,-34,5,14.708,5.6,82.0
2.853,-62.75,24.26,24.26,-42,5,14.696,6.7,98.0
2.934,-47.81,84.2,84.2,-47,5,14.656,13.8,204.0
3.01,-46.23,85.96,85.96,47,5,14.544,38.7,564.0
3.086,-56.25,45.18,45.18,45,5,14.592,28.9,422.0
3.183,-101.43,-49.57,-49.57,32,5,14.7,5.6,82.0
3.264,-108.81,-79.45,-79.45,30,5,14.684,7.3,108.0
3.338,-108.28,-64.34,-64.34,-30,5,14.668,8.4,124.0
3.418,-87.89,-3.52,-3.52,-35,5,14.696,5.0,72.0
3.507,-59.77,73.83,73.83,-44,5,14.688,7.2,104.0
3.591,-56.25,90.0,90.0,0,5,14.668,14.2,210.0
3.673,-61.0,57.48,57.48,43,5,14.596,27.7,404.0
3.743,-95.98,-19.34,-19.34,33,5,14.684,6.4,96.0
3.831,-111.09,-70.31,-70.31,29,5,14.692,4.5,66.0
3.931,-109.16,-63.28,-63.28,-30,5,14.576,0.1,0.0
4.013,-86.84,-3.34,-3.34,-35,5,14.704,4.5,66.0
4.12,-57.3,69.43,69.43,-44,5,14.688,7.0,102.0
4.192,-50.98,84.9,84.9,46,5,14.56,37.2,540.0
4.287,-61.52,36.21,36.21,43,5,14.604,24.4,358.0
4.38,-101.43,-54.84,-54.84,32,5,14.704,6.1,88.0
4.468,-105.29,-77.69,-77.69,-31,5,14.688,5.3,78.0
4.54,-101.78,-54.14,-54.14,-31,5,14.7,4.7,68.0
4.615,-74.0,13.89,13.89,-39,5,14.7,6.4,68.0
4.689,-54.14,70.49,70.49,-45,5,14.684,10.2,150.0
4.766,-49.4,87.89,87.89,47,5,14.7,5.0,72.0
4.843,-51.5,63.81,63.81,46,5,14.584,34.2,498.0
4.915,-82.79,-6.68,-6.68,37,5,14.68,11.4,168.0
4.995,-104.77,-65.22,-65.22,31,5,14.684,4.5,66.0
