t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.023,0.0,0.18,0.18,-28,5,14.784,4.6,68.0
0.098,0.0,0.53,0.53,-28,5,14.784,4.8,72.0
0.172,0.7,1.23,1.23,-27,5,14.784,3.9,58.0
0.254,0.88,1.23,1.23,27,5,14.784,7.8,114.0
0.343,-4.22,-4.57,-4.57,49,5,14.632,46.7,666.0
0.432,-22.5,-18.28,-18.28,50,5,14.628,47.6,698.0
0.507,-35.33,-16.17,-16.17,-36,5,14.784,4.9,72.0
0.581,-34.45,9.32,9.32,-37,5,14.784,4.8,72.0
0.669,-33.57,31.11,31.11,-37,5,14.8,6.4,96.0
0.757,-45.18,17.75,17.75,45,5,14.696,30.2,442.0
0.83,-65.39,-13.36,-13.36,37,5,14.76,11.4,168.0
0.926,-72.07,-21.62,-21.62,-19,5,14.788,3.8,56.0
0.998,-57.48,5.8,5.8,-25,5,14.784,4.8,72.0
1.076,-42.01,31.99,31.99,-32,5,14.784,4.2,62.0
1.15,-39.73,27.6,27.6,45,5,14.68,35.2,518.0
1.231,-56.07,-9.84,-9.84,41,5,14.736,18.6,276.0
1.322,-65.74,-35.33,-35.33,-22,5,14.76,9.4,138.0
1.392,-55.55,-16.88,-16.88,-26,5,14.78,6.1,56.0
1.463,-33.57,20.57,20.57,-34,5,14.788,3.9,58.0
1.533,-21.97,39.73,39.73,-42,5,14.776,8.1,122.0
1.614,-23.38,26.72,26.72,49,5,14.632,49.5,724.0
1.692,-49.57,-24.96,-24.96,42,5,14.712,26.0,322.0
1.765,-61.88,-49.4,-49.4,25,5,14.752,15.4,186.0
1.88,-59.77,-35.68,-35.68,-24,5,14.788,4.0,58.0
1.951,-27.6,39.55,39.55,-39,5,14.788,7.7,114.0
2.027,-22.85,54.49,54.49,-22,5,14.772,5.4,78.0
2.097,-30.23,33.4,33.4,48,5,14.652,42.4,622.0
2.17,-62.58,-24.96,-24.96,38,5,14.748,15.0,222.0
2.258,-76.29,-55.02,-55.02,34,5,14.772,8.2,122.0
2.344,-69.78,-32.17,-32.17,-20,5,14.784,4.5,66.0
2.417,-41.84,25.66,25.66,-32,5,14.788,4.8,72.0
2.495,-29.88,56.78,56.78,-39,5,14.788,4.1,58.0
2.57,-29.18,51.5,51.5,48,5,14.652,42.4,622.0
2.645,-52.38,1.05,1.05,42,5,14.732,21.7,322.0
2.712,-75.59,-47.99,-47.99,34,5,14.776,9.0,134.0
2.802,-77.69,-55.9,-55.9,-18,5,14.792,4.0,58.0
2.87,-62.58,-19.34,-19.34,-23,5,14.788,5.0,76.0
2.943,-34.1,35.86,35.86,-37,5,14.784,5.4,78.0
3.035,-22.15,61.88,61.88,-22,5,14.788,6.2,92.0
3.123,-31.11,29.36,29.36,48,5,14.648,42.4,622.0
3.196,-64.69,-37.27,-37.27,37,5,14.756,13.6,200.0
3.269,-73.83,-64.34,-64.34,34,5,14.792,4.7,68.0
3.345,-71.54,-52.91,-52.91,-19,5,14.784,4.6,68.0
3.417,-49.57,-1.41,-1.41,-28,5,14.788,4.7,68.0
3.493,-25.49,53.26,53.26,-40,5,14.784,5.6,82.0
3.567,-20.04,68.2,68.2,-22,5,14.8,4.3,62.0
3.655,-30.94,30.59,30.59,49,5,14.644,46.5,682.0
3.726,-66.09,-36.39,-36.39,37,5,14.764,12.1,180.0
3.799,-76.82,-67.5,-67.5,33,5,14.776,7.4,108.0
3.873,-76.47,-61.7,-61.7,-18,5,14.784,4.2,62.0
3.972,-44.65,14.06,14.06,-31,5,14.796,6.5,96.0
4.043,-26.19,61.52,61.52,-40,5,14.792,4.1,58.0
4.14,-22.32,67.68,67.68,50,5,14.628,52.4,766.0
4.22,-42.54,15.64,15.64,45,5,14.708,26.4,386.0
4.292,-74.88,-48.87,-48.87,34,5,14.776,8.7,128.0
4.387,-81.21,-71.19,-71.19,-16,5,14.8,4.9,72.0
4.47,-71.02,-36.21,-36.21,-20,5,14.788,3.4,50.0
4.541,-38.32,30.41,30.41,-34,5,14.792,3.9,58.0
4.622,-24.08,71.54,71.54,-42,5,14.776,8.1,122.0
4.706,-22.5,64.34,64.34,50,5,14.624,50.4,738.0
4.777,-42.89,12.66,12.66,45,5,14.7,30.2,442.0
4.862,-75.59,-57.66,-57.66,34,5,14.768,8.0,118.0
4.937,-79.45,-74.36,-74.36,21,5,14.792,4.6,68.0
5.019,-72.07,-44.47,-44.47,-19,5,14.788,5.6,82.0
5.088,-40.96,20.57,20.57,-33,5,14.784,6.5,96.0
5.169,-23.03,69.96,69.96,-42,5,14.78,7.3,108.0
5.239,-19.69,74.36,74.36,49,5,14.632,47.4,694.0
5.311,-28.65,39.9,39.9,48,5,14.652,42.2,620.0
5.381,-65.57,-30.94,-30.94,37,5,14.76,11.0,164.0
5.456,-79.45,-71.37,-71.37,33,5,14.772,8.3,122.0
5.54,-79.98,-70.14,-70.14,-17,5,14.788,4.3,62.0
5.621,-62.05,-17.05,-17.05,-23,5,14.792,3.8,56.0
5.693,-30.23,52.03,52.03,-38,5,14.792,4.9,72.0
5.764,-23.2,78.57,78.57,-42,5,14.784,5.3,78.0
5.836,-22.68,69.61,69.61,49,5,14.624,50.9,744.0
5.907,-42.19,18.63,18.63,45,5,14.696,31.5,462.0
6.001,-77.69,-53.61,-53.61,33,5,14.776,6.9,102.0
6.078,-83.5,-77.17,-77.17,-16,5,14.796,4.1,62.0
