t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.03,-0.35,-0.53,-0.53,54,5,14.564,42.9,630.0
0.103,-12.66,-12.13,-12.13,54,5,14.528,58.3,848.0
0.184,-33.4,-24.26,-24.26,51,5,14.572,50.8,740.0
0.267,-48.69,-15.29,-15.29,-47,5,14.72,14.1,206.0
0.339,-44.82,18.28,18.28,-48,5,14.712,14.6,216.0
0.415,-42.36,41.66,41.66,-48,5,14.704,15.1,222.0
0.503,-47.46,33.4,33.4,47,5,14.62,36.7,538.0
0.574,-75.41,-15.12,-15.12,39,5,14.7,17.3,256.0
0.645,-92.46,-43.59,-43.59,100,5,13.944,206.7,2884.0
5.965,166.64,-11.43,-11.43,0,0,14.692,12.4,184.0
6.299,166.64,-11.95,-11.95,0,0,14.748,6.1,88.0
6.418,166.64,-11.43,-11.43,0,0,14.736,4.9,72.0
6.502,166.64,-11.43,-11.43,0,0,14.736,6.6,98.0
6.603,166.64,-11.78,-11.78,0,0,14.744,3.4,50.0
6.689,166.64,-12.3,-12.3,0,0,14.744,4.2,62.0
6.763,166.64,-12.48,-12.48,0,0,14.736,3.1,46.0
6.838,166.64,-12.13,-12.13,0,0,14.736,3.5,52.0
6.913,166.64,-11.78,-11.78,0,0,14.74,3.7,56.0
6.994,166.64,-11.43,-11.43,0,0,14.736,3.1,46.0
7.07,166.64,-11.43,-11.43,0,0,14.74,3.3,50.0
7.15,166.64,-11.78,-11.78,0,0,14.732,5.5,82.0
7.23,166.64,-12.13,-12.13,0,0,14.736,4.4,66.0
7.303,166.64,-12.3,-12.3,0,0,14.732,3.2,46.0
7.39,166.64,-12.13,-12.13,0,0,14.732,2.9,42.0
7.469,166.64,-11.78,-11.78,0,0,14.624,18.4,268.0
7.553,166.64,-11.43,-11.43,0,0,14.732,4.4,66.0
7.631,166.64,-11.43,-11.43,0,0,14.752,3.8,56.0
7.723,166.64,-11.78,-11.78,0,0,14.736,3.4,50.0
7.805,166.64,-12.13,-12.13,0,0,14.74,4.6,68.0
7.89,166.64,-12.13,-12.13,0,0,14.736,3.3,50.0
7.972,166.64,-11.95,-11.95,0,0,14.736,5.4,78.0
8.051,166.64,-11.78,-11.78,0,0,14.736,3.0,42.0
8.138,166.64,-11.6,-11.6,0,0,14.732,3.8,56.0
8.228,166.64,-11.6,-11.6,0,0,14.732,4.8,72.0
8.306,166.64,-11.78,-11.78,0,0,14.732,4.9,72.0
8.393,166.64,-11.95,-11.95,0,0,14.704,9.1,134.0
8.472,166.64,-12.13,-12.13,0,0,14.74,3.6,52.0
8.542,166.64,-11.95,-11.95,0,0,14.744,2.0,30.0
8.619,166.64,-11.78,-11.78,0,0,14.732,4.3,62.0
8.7,166.64,-11.78,-11.78,0,0,14.724,5.3,78.0
8.789,166.64,-11.78,-11.78,0,0,14.74,5.4,78.0
8.868,166.64,-11.78,-11.78,0,0,14.732,4.1,58.0
8.94,166.64,-11.95,-11.95,0,0,14.74,3.3,50.0
9.011,166.64,-11.95,-11.95,0,0,14.736,3.7,56.0
9.096,166.64,-11.95,-11.95,0,0,14.744,3.2,46.0
9.175,166.64,-11.78,-11.78,0,0,14.74,3.1,46.0
9.247,166.64,-11.78,-11.78,0,0,14.736,3.7,56.0
9.347,166.64,-11.78,-11.78,0,0,14.736,2.8,42.0
9.441,166.64,-11.78,-11.78,0,0,14.74,7.6,112.0
9.525,166.64,-11.95,-11.95,0,0,14.7,10.8,160.0
9.603,166.64,-11.95,-11.95,0,0,14.74,3.4,50.0
9.678,166.64,-11.95,-11.95,0,0,14.744,6.2,92.0
9.757,166.64,-11.78,-11.78,0,0,14.736,6.5,96.0
9.832,166.64,-11.78,-11.78,0,0,14.736,3.7,56.0
9.909,166.64,-11.78,-11.78,0,0,14.732,4.2,62.0
9.982,166.64,-11.78,-11.78,0,0,14.732,4.7,68.0
