t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.024,0.0,0.0,0.0,-35,5,14.736,5.7,86.0
0.101,0.0,0.0,0.0,-35,5,14.736,4.9,72.0
0.191,0.0,0.0,0.0,-35,5,14.74,5.4,78.0
0.297,-0.7,-0.88,-0.88,54,5,14.544,54.1,786.0
0.368,-20.92,-18.46,-18.46,53,5,14.54,52.6,766.0
0.446,-40.25,-25.49,-25.49,38,5,14.688,15.4,226.0
0.518,-49.92,-9.49,-9.49,-46,5,14.712,10.6,158.0
0.619,-44.65,30.23,30.23,-48,5,14.652,20.7,304.0
0.69,-45.7,41.84,41.84,48,5,14.592,35.9,524.0
0.772,-62.58,11.07,11.07,43,5,14.66,24.2,354.0
0.853,-89.82,-34.8,-34.8,100,5,13.932,205.0,2858.0
7.352,163.12,-51.5,-51.5,0,0,14.744,1.9,30.0
7.7,163.12,-51.68,-51.68,0,0,14.732,3.9,58.0
7.777,163.12,-51.33,-51.33,0,0,14.744,5.2,76.0
7.852,163.12,-51.33,-51.33,0,0,14.736,4.3,62.0
7.928,163.12,-51.68,-51.68,0,0,14.752,1.6,22.0
8.041,163.12,-51.85,-51.85,0,0,14.736,4.3,62.0
8.129,163.12,-52.03,-52.03,0,0,14.728,5.7,86.0
8.231,163.12,-51.85,-51.85,0,0,14.756,1.8,26.0
8.323,163.12,-51.5,-51.5,0,0,14.728,5.4,78.0
8.392,163.12,-51.5,-51.5,0,0,14.736,3.9,58.0
8.485,163.12,-51.68,-51.68,0,0,14.732,3.6,52.0
8.558,163.12,-51.85,-51.85,0,0,14.736,4.3,62.0
8.638,163.12,-51.85,-51.85,0,0,14.74,3.2,46.0
8.714,163.12,-51.85,-51.85,0,0,14.744,3.6,52.0
8.805,163.12,-51.68,-51.68,0,0,14.736,3.9,58.0
8.93,163.12,-51.68,-51.68,0,0,14.748,4.4,66.0
9.002,163.12,-51.68,-51.68,0,0,14.736,3.3,50.0
9.146,163.12,-51.68,-51.68,0,0,14.736,4.1,58.0
