t,pend,servo,mode,pwm,v
10.715,3.34,-4.57,5,-26,14.77
10.816,1.23,-5.27,5,35,14.61
10.909,-2.29,-6.15,5,28,14.76
10.984,-3.16,-6.15,5,35,14.68
11.063,-2.29,-6.68,5,-25,14.76
11.142,1.41,-5.45,5,-26,14.76
11.246,3.34,-4.92,5,28,14.76
11.319,0.53,-5.8,5,28,14.76
11.394,-2.11,-5.98,5,28,14.72
11.466,-2.99,-5.8,5,35,14.74
11.546,-3.16,-6.5,5,-33,14.77
11.626,0.18,-5.8,5,-26,14.76
11.697,3.52,-4.57,5,-26,14.77
11.777,2.99,-4.92,5,28,14.76
11.859,-0.7,-5.98,5,28,14.76
11.933,-2.81,-6.15,5,35,14.77
12.004,-3.34,-6.15,5,35,14.74
12.074,-2.11,-6.5,5,-26,14.77
12.165,2.29,-4.92,5,-26,14.76
12.247,3.52,-4.57,5,-34,14.77
12.326,0.53,-5.62,5,28,14.77
12.422,-2.46,-5.98,5,35,14.76
12.502,-3.34,-6.15,5,35,14.74
12.573,-1.93,-6.33,5,-26,14.76
12.655,2.11,-4.75,5,-26,14.76
12.762,3.34,-4.57,5,-34,14.77
12.838,-0.35,-5.8,5,28,14.77
12.912,-2.64,-5.8,5,35,14.76
13.006,-3.34,-5.98,5,35,14.75
13.085,-1.58,-6.33,5,-26,14.76
13.174,2.81,-4.75,5,-26,14.76
13.27,2.64,-4.92,5,28,14.76
13.349,-0.7,-5.8,5,28,14.76
13.429,-2.64,-5.8,5,35,14.76
13.515,-3.34,-6.15,5,35,14.72
13.597,-0.88,-6.15,5,-26,14.76
13.672,2.81,-4.92,5,-26,14.76
13.782,3.16,-4.92,5,28,14.76
13.911,-1.58,-6.15,5,28,14.77
14.009,-3.34,-5.98,5,35,14.74
14.088,-1.58,-6.33,5,-26,14.76
14.174,2.81,-4.75,5,-26,14.77
14.248,3.34,-4.57,5,28,14.77
14.366,0.53,-5.62,5,28,14.76
14.448,-2.99,-5.98,5,28,14.75
14.524,-3.16,-6.15,5,-26,14.74
14.602,-0.53,-5.8,5,-26,14.77
14.674,2.99,-4.39,5,-26,14.75
14.747,2.99,-4.57,5,28,14.77
14.833,-0.18,-5.62,5,28,14.76
14.928,-2.64,-5.8,5,35,14.76
15.018,-3.34,-6.15,5,35,14.75
15.131,0.35,-5.8,5,-26,14.78
15.209,3.69,-4.75,5,-34,14.76
15.299,1.58,-5.45,5,28,14.76
15.371,-1.76,-6.33,5,28,14.76
15.447,-3.16,-6.15,5,35,14.76
15.53,-3.34,-6.5,5,35,14.74
15.629,0.35,-5.98,5,-26,14.77
15.711,3.69,-4.75,5,-34,14.74
15.786,2.29,-5.27,5,28,14.76
15.874,-1.58,-6.15,5,28,14.77
15.955,-2.99,-5.8,5,35,14.76
16.053,-2.99,-6.5,5,-26,14.76
16.155,1.58,-5.1,5,-26,14.77
16.235,3.69,-4.57,5,-34,14.77
16.323,1.05,-5.45,5,28,14.75
16.4,-2.11,-6.15,5,28,14.77
16.488,-3.34,-5.98,5,35,14.75
16.577,-1.93,-6.33,5,-26,14.76
16.73,2.29,-4.75,5,-26,14.76
16.815,0.7,-5.45,5,28,14.63
16.889,-2.11,-5.98,5,28,14.76
16.971,-3.16,-5.8,5,35,14.76
17.056,-2.64,-6.5,5,-33,14.77
17.21,1.23,-5.45,5,-26,14.76
17.296,1.93,-5.1,5,28,14.7
17.383,-1.58,-6.15,5,28,14.76
17.461,-2.99,-5.8,5,35,14.74
17.548,-3.16,-6.5,5,-33,14.75
17.627,0.7,-5.62,5,-26,14.77
17.713,3.69,-4.75,5,-34,14.77
17.809,1.41,-5.62,5,28,14.73
17.909,-2.11,-6.15,5,28,14.76
18.0,-3.34,-5.98,5,35,14.75
18.098,-1.41,-6.15,5,-26,14.77
18.181,2.81,-4.57,5,-26,14.77
18.277,2.46,-4.75,5,28,14.76
18.36,-0.7,-5.8,5,28,14.76
18.439,-2.81,-5.98,5,35,14.76
18.509,-3.16,-6.15,5,35,14.74
18.59,-1.23,-6.33,5,-26,14.76
18.667,2.64,-5.1,5,-26,14.63
18.76,3.34,-4.92,5,-34,14.76
18.834,0.0,-5.8,5,28,14.76
18.922,-2.64,-5.98,5,28,14.75
19.013,-3.34,-5.98,5,35,14.74
19.09,-1.05,-5.98,5,-26,14.77
19.168,2.64,-4.57,5,-26,14.77
19.253,2.99,-4.57,5,-34,14.77
19.349,-0.53,-5.8,5,28,14.76
19.432,-2.64,-5.8,5,35,14.76
19.519,-2.99,-5.98,5,-26,14.76
19.601,-0.18,-5.45,5,-26,14.76
19.677,2.81,-4.39,5,-26,14.76
19.76,2.29,-4.75,5,28,14.77
19.86,-1.23,-5.62,5,28,14.76
19.949,-2.81,-5.62,5,28,14.74
20.023,-3.16,-6.33,5,35,14.74
20.108,-0.53,-6.15,5,-26,14.77
20.185,3.34,-5.1,5,-26,14.77
20.259,3.16,-5.1,5,28,14.77
20.352,-0.35,-6.15,5,28,14.76
20.437,-2.64,-6.15,5,28,14.75
20.508,-3.34,-6.15,5,35,14.7
20.579,-1.93,-6.15,5,-26,14.77
20.662,2.29,-4.57,5,-26,14.77
20.753,3.16,-4.39,5,28,14.77
20.831,0.0,-5.45,5,28,14.77
20.912,-2.46,-5.8,5,35,14.74
20.994,-3.34,-6.15,5,35,14.74
21.074,-0.88,-5.62,5,-26,14.77
21.163,2.64,-4.39,5,-26,14.77
21.237,2.64,-4.39,5,28,14.77
21.318,0.18,-5.27,5,28,14.76
21.39,-2.29,-5.45,5,35,14.76
21.471,-3.34,-5.98,5,35,14.75
21.568,-2.64,-6.86,5,-33,14.77
21.64,2.29,-5.62,5,-26,14.77
21.715,4.04,-5.27,5,-26,14.77
21.801,1.41,-6.33,5,28,14.76
21.892,-2.11,-6.86,5,29,14.76
21.979,-3.52,-6.86,5,35,14.76
22.057,-2.29,-7.03,5,-25,14.77
22.131,1.58,-5.8,5,-26,14.77
22.21,3.87,-4.92,5,-34,14.76
22.288,1.93,-5.62,5,28,14.77
22.371,-1.93,-6.33,5,28,14.76
22.454,-2.99,-5.98,5,35,14.75
22.531,-3.16,-6.5,5,35,14.74
22.606,-0.53,-6.33,5,-26,14.77
22.685,3.34,-5.1,5,-26,14.76
22.762,3.16,-5.27,5,28,14.64
22.844,-0.18,-6.33,5,28,14.74
22.944,-2.99,-6.33,5,35,14.76
23.018,-3.52,-6.5,5,35,14.74
23.103,-0.88,-6.33,5,-26,14.78
23.177,2.99,-4.75,5,-26,14.76
23.251,3.34,-4.75,5,-34,14.77
23.33,0.35,-5.8,5,28,14.76
23.403,-2.29,-6.15,5,35,14.74
23.495,-3.52,-6.15,5,35,14.74
23.574,-2.11,-6.5,5,-26,14.77
23.645,2.11,-5.1,5,-26,14.77
23.726,3.52,-4.75,5,28,14.77
23.803,1.41,-5.45,5,28,14.76
23.88,-1.93,-6.15,5,28,14.76
23.954,-2.99,-5.98,5,35,14.75
24.032,-2.99,-6.5,5,35,14.75
24.106,-0.18,-5.98,5,-26,14.77
24.194,3.34,-4.75,5,-34,14.74
24.264,2.64,-5.1,5,28,14.76
24.348,-0.7,-5.98,5,28,14.77
24.425,-2.64,-5.98,5,28,14.75
24.495,-3.16,-5.98,5,35,14.74
24.595,-1.76,-6.5,5,-26,14.77
24.676,2.81,-4.75,5,-26,14.76
24.755,3.16,-4.75,5,-34,14.77
24.839,0.0,-5.8,5,28,14.76
24.913,-2.29,-5.98,5,28,14.72
25.002,-3.34,-5.8,5,35,14.76
25.087,-1.93,-6.15,5,-26,14.77
25.167,2.46,-4.57,5,-26,14.77
25.249,3.34,-4.39,5,-34,14.77
25.329,0.18,-5.45,5,28,14.77
25.409,-2.11,-5.8,5,35,14.77
25.486,-3.34,-5.98,5,35,14.76
25.594,-2.11,-6.5,5,-26,14.77
25.672,2.81,-4.92,5,-26,14.77
25.759,3.34,-4.92,5,-34,14.77
25.853,-0.7,-6.15,5,28,14.77
25.937,-2.81,-5.98,5,28,14.73
26.022,-3.16,-6.15,5,35,14.72
26.099,-0.88,-5.98,5,-26,14.77
26.188,3.16,-4.57,5,-34,14.77
26.27,2.64,-4.75,5,28,14.76
26.352,-0.53,-5.8,5,28,14.76
26.432,-2.64,-5.8,5,35,14.75
26.522,-3.16,-6.33,5,35,14.74
26.601,-0.53,-5.98,5,-26,14.77
26.677,2.99,-4.75,5,-26,14.76
26.758,2.99,-4.92,5,-34,14.76
26.852,-0.53,-5.98,5,28,14.77
26.941,-2.99,-5.98,5,28,14.75
27.01,-3.34,-6.15,5,35,14.75
27.088,-1.58,-6.33,5,-26,14.76
27.169,2.64,-4.92,5,-26,14.7
27.252,3.34,-4.75,5,-34,14.76
27.332,0.0,-5.8,5,28,14.76
27.417,-2.64,-5.98,5,35,14.74
27.49,-3.34,-6.33,5,35,14.75
27.584,-2.11,-6.5,5,-25,14.77
27.658,2.46,-5.1,5,-26,14.77
27.729,3.52,-4.75,5,28,14.77
27.813,1.23,-5.45,5,28,14.77
27.899,-2.29,-6.15,5,28,14.76
27.984,-3.16,-5.8,5,35,14.74
28.061,-2.46,-6.33,5,-26,14.76
28.133,1.23,-5.1,5,-26,14.77
28.221,3.52,-4.39,5,-34,14.77
28.299,1.41,-5.27,5,28,14.77
28.371,-1.58,-5.98,5,28,14.77
28.449,-2.81,-5.8,5,35,14.75
28.549,-2.99,-6.5,5,-33,14.75
28.632,0.88,-5.62,5,-26,14.76
28.716,3.52,-4.75,5,-34,14.77
28.83,0.88,-5.62,5,28,14.76
28.904,-2.29,-5.98,5,28,14.64
29.0,-3.16,-5.98,5,35,14.75
29.09,-0.88,-5.62,5,-26,14.76
29.183,2.81,-4.22,5,-34,14.77
29.265,2.29,-4.57,5,28,14.77
29.36,-1.23,-5.45,5,28,14.75
29.452,-2.64,-5.45,5,35,14.76
29.525,-2.99,-5.98,5,35,14.77
29.598,-0.35,-5.45,5,-26,14.76
29.691,2.99,-4.39,5,-26,14.76
29.776,2.11,-4.75,5,28,14.77
29.855,-1.05,-5.62,5,28,14.76
29.95,-3.16,-5.98,5,35,14.76
30.032,-2.99,-6.5,5,-26,14.74
30.126,1.05,-5.98,5,-26,14.76
30.198,3.69,-5.1,5,-33,14.77
30.277,2.29,-5.62,5,28,14.76
30.364,-1.41,-6.5,5,28,14.77
30.442,-2.64,-6.15,5,35,14.74
30.52,-3.16,-6.33,5,35,14.74
30.595,-1.23,-6.33,5,-26,14.77
30.677,2.46,-4.92,5,-26,14.76
30.754,3.16,-4.75,5,-34,14.77
30.835,0.18,-5.62,5,28,14.77
30.907,-2.29,-5.8,5,28,14.77
30.988,-3.16,-5.8,5,28,14.75
31.074,-2.81,-6.5,5,-26,14.77
31.153,1.41,-5.1,5,-26,14.77
31.232,3.52,-4.57,5,-34,14.77
31.326,0.88,-5.45,5,28,14.76
31.412,-2.11,-5.98,5,28,14.75
31.491,-3.34,-5.98,5,28,14.73
31.561,-2.64,-6.33,5,-33,14.77
31.634,0.7,-5.27,5,-26,14.78
31.717,3.52,-4.39,5,-34,14.76
31.803,1.76,-5.1,5,28,14.76
31.891,-1.93,-5.98,5,28,14.78
31.977,-3.34,-6.15,5,35,14.76
32.069,-2.11,-6.5,5,-26,14.77
32.142,1.93,-5.27,5,-26,14.77
32.236,3.52,-4.75,5,-34,14.77
32.311,0.88,-5.62,5,28,14.77
32.388,-2.11,-6.15,5,28,14.72
32.461,-3.16,-5.8,5,28,14.76
32.546,-2.99,-6.33,5,-33,14.76
32.633,1.23,-5.27,5,-26,14.77
32.711,3.52,-4.57,5,-26,14.77
32.8,1.41,-5.45,5,28,14.76
32.875,-1.58,-6.15,5,28,14.77
32.98,-3.16,-6.15,5,35,14.76
33.066,-1.93,-5.98,5,-26,14.77
33.154,2.11,-4.57,5,-26,14.77
33.233,2.81,-4.39,5,-34,14.77
33.309,0.53,-5.1,5,28,14.72
33.386,-1.93,-5.45,5,28,14.76
33.482,-3.16,-5.62,5,35,14.74
33.58,-2.11,-6.68,5,-25,14.77
33.669,2.29,-5.62,5,-26,14.76
33.745,3.87,-5.27,5,28,14.77
33.834,0.53,-6.5,5,28,14.77
33.911,-2.29,-6.86,5,29,14.77
33.99,-3.34,-6.5,5,35,14.77
34.066,-2.64,-6.86,5,-25,14.77
34.14,1.23,-5.45,5,-26,14.77
34.219,3.52,-4.39,5,-26,14.77
34.299,1.58,-5.1,5,28,14.76
34.373,-1.58,-5.98,5,28,14.77
34.46,-3.16,-5.98,5,35,14.76
34.549,-3.16,-6.5,5,-33,14.75
34.648,1.93,-5.1,5,-26,14.76
34.725,3.69,-4.75,5,-34,14.77
34.795,1.58,-5.45,5,28,14.76
34.876,-1.58,-6.15,5,28,14.75
34.953,-3.16,-6.15,5,35,14.77
35.031,-3.16,-6.5,5,35,14.75
35.1,-0.53,-6.15,5,-26,14.77
35.178,2.99,-4.92,5,-26,14.76
35.284,2.46,-5.27,5,28,14.76
35.363,-1.23,-6.33,5,28,14.76
35.444,-2.99,-6.15,5,35,14.75
35.533,-3.34,-6.5,5,35,14.75
35.627,0.18,-5.98,5,-26,14.77
35.726,3.69,-4.75,5,-34,14.76
35.797,1.58,-5.45,5,28,14.76
35.88,-1.58,-6.15,5,28,14.76
35.955,-3.16,-6.15,5,35,14.74
36.043,-3.34,-6.5,5,35,14.74
36.135,1.23,-5.62,5,-26,14.76
36.249,3.69,-4.92,5,-34,14.76
36.33,0.18,-5.98,5,28,14.73
36.411,-2.29,-6.33,5,28,14.75
36.511,-3.34,-6.15,5,35,14.75
36.596,-1.23,-6.15,5,-26,14.76
36.674,2.64,-4.57,5,-26,14.76
36.752,2.99,-4.57,5,28,14.76
36.834,0.0,-5.62,5,28,14.72
36.934,-2.64,-5.98,5,35,14.74
37.012,-3.34,-6.5,5,35,14.75
37.092,-1.05,-6.33,5,-26,14.77
37.171,2.81,-5.1,5,-26,14.76
37.257,3.34,-5.1,5,28,14.76
37.354,-0.88,-6.33,5,28,14.77
37.431,-2.81,-6.15,5,35,14.76
37.516,-3.34,-6.15,5,35,14.74
37.602,-0.53,-5.8,5,-26,14.77
37.683,2.99,-4.57,5,-26,14.77
37.774,2.29,-4.92,5,28,14.76
37.864,-1.41,-5.8,5,28,14.77
37.948,-2.99,-5.8,5,35,14.75
38.033,-2.99,-6.5,5,-26,14.74
38.112,0.0,-5.8,5,-26,14.77
38.186,3.34,-4.75,5,-26,14.75
38.265,2.64,-5.1,5,28,14.77
38.364,-1.41,-5.98,5,28,14.77
38.453,-3.16,-5.98,5,35,14.77
38.537,-3.34,-6.5,5,35,14.74
38.608,-0.18,-5.98,5,-26,14.76
38.682,3.34,-4.75,5,-26,14.76
38.763,2.99,-5.1,5,28,14.76
38.85,-0.7,-6.15,5,28,14.77
38.92,-2.46,-5.98,5,28,14.76
38.993,-3.16,-5.98,5,35,14.75
39.076,-2.11,-6.5,5,-26,14.78
39.152,1.93,-5.1,5,-26,14.77
39.262,3.16,-4.75,5,-34,14.76
39.341,0.18,-5.62,5,28,14.76
39.444,-2.81,-5.8,5,28,14.74
39.523,-3.34,-6.15,5,35,14.75
39.609,-0.35,-5.98,5,-26,14.77
39.689,3.16,-4.75,5,-26,14.77
39.792,2.29,-5.1,5,28,14.76
39.875,-1.41,-5.98,5,28,14.77
39.949,-2.99,-5.98,5,35,14.76
40.025,-3.34,-6.15,5,35,14.74
40.094,-1.05,-5.98,5,-26,14.76
40.182,2.81,-4.75,5,-26,14.76
40.271,2.64,-4.92,5,-34,14.76
40.341,-0.53,-5.8,5,28,14.76
40.435,-2.81,-5.98,5,35,14.75
40.525,-3.16,-6.5,5,35,14.73
40.617,0.53,-5.8,5,-26,14.76
40.706,3.52,-4.75,5,-34,14.77
40.783,2.29,-5.27,5,28,14.76
40.857,-1.23,-6.15,5,28,14.76
40.935,-2.81,-5.8,5,35,14.76
41.018,-3.34,-6.15,5,35,14.74
41.103,-0.7,-6.15,5,-26,14.77
41.182,3.16,-4.75,5,-26,14.76
41.277,2.64,-5.1,5,28,14.76
41.354,-0.53,-5.98,5,28,14.76
41.438,-2.64,-5.98,5,35,14.75
41.515,-3.34,-6.15,5,35,14.74
41.619,-0.53,-5.8,5,-26,14.76
41.715,3.34,-4.39,5,-34,14.77
41.791,1.76,-5.1,5,28,14.76
41.885,-1.93,-5.98,5,28,14.76
41.957,-3.16,-5.98,5,35,14.76
42.042,-2.81,-6.5,5,-33,14.75
42.128,0.7,-5.8,5,-26,14.76
42.209,3.52,-4.92,5,-34,14.76
42.292,1.93,-5.45,5,28,14.76
42.372,-1.41,-6.15,5,28,14.76
42.45,-2.99,-5.98,5,35,14.75
42.541,-2.99,-6.5,5,-33,14.76
42.613,0.0,-5.8,5,-26,14.77
42.685,3.16,-4.57,5,-26,14.77
42.759,2.81,-4.75,5,28,14.76
42.84,-0.18,-5.8,5,28,14.68
42.914,-2.64,-5.98,5,28,14.76
42.988,-2.99,-5.98,5,35,14.75
43.081,-1.93,-6.68,5,-25,14.77
43.189,2.99,-5.1,5,-26,14.77
43.267,3.16,-5.27,5,28,14.76
43.338,0.0,-6.15,5,28,14.76
43.419,-2.29,-6.33,5,28,14.75
43.494,-3.16,-6.15,5,35,14.76
43.574,-2.29,-6.5,5,-26,14.76
43.647,1.41,-5.1,5,-26,14.77
43.72,3.34,-4.57,5,-34,14.76
43.805,1.76,-5.1,5,28,14.76
43.881,-1.58,-5.98,5,28,14.77
43.977,-3.34,-5.98,5,35,14.74
44.074,-2.64,-6.68,5,-25,14.64
44.146,1.58,-5.27,5,-26,14.78
44.239,3.69,-4.75,5,-34,14.76
44.316,1.23,-5.62,5,28,14.76
44.397,-2.11,-6.15,5,28,14.75
44.478,-3.16,-5.98,5,28,14.74
44.566,-2.64,-6.33,5,-26,14.77
44.643,1.23,-5.1,5,-26,14.77
44.722,3.34,-4.39,5,-34,14.76
44.804,1.23,-5.27,5,28,14.77
44.879,-1.58,-5.98,5,28,14.77
44.954,-3.16,-5.98,5,35,14.75
45.041,-3.16,-6.86,5,-33,14.77
45.122,0.53,-5.98,5,-26,14.77
45.219,3.87,-4.92,5,-34,14.76
45.303,1.41,-5.8,5,28,14.76
45.379,-1.76,-6.33,5,28,14.76
45.451,-3.34,-6.33,5,28,14.74
45.527,-3.34,-6.5,5,35,14.74
45.621,0.35,-5.8,5,-26,14.77
45.707,3.52,-4.75,5,-34,14.75
45.784,2.11,-5.1,5,28,14.76
45.859,-1.05,-5.98,5,28,14.77
45.93,-2.81,-5.98,5,28,14.77
46.001,-2.99,-5.8,5,35,14.74
46.076,-2.29,-6.5,5,-26,14.76
46.153,1.41,-5.27,5,-26,14.78
46.227,3.52,-4.57,5,-26,14.78
46.308,1.58,-5.45,5,28,14.76
46.386,-1.41,-5.98,5,28,14.77
46.466,-2.81,-5.8,5,35,14.75
46.555,-3.16,-6.33,5,-33,14.75
46.653,1.05,-5.27,5,-26,14.77
46.734,3.52,-4.39,5,-34,14.77
46.814,1.05,-5.27,5,28,14.76
46.923,-2.64,-5.98,5,28,14.76
47.003,-3.34,-6.15,5,35,14.74
47.077,-1.93,-6.5,5,-25,14.77
47.158,2.29,-5.1,5,-26,14.77
47.238,3.69,-4.92,5,-34,14.76
47.311,1.23,-5.8,5,28,14.76
47.401,-2.11,-6.15,5,28,14.76
47.493,-3.34,-5.8,5,28,14.74
47.571,-2.64,-6.33,5,-26,14.76
47.646,1.41,-5.1,5,-26,14.74
47.716,3.52,-4.39,5,-34,14.77
47.795,1.93,-5.1,5,28,14.77
47.882,-1.23,-5.8,5,28,14.76
47.954,-2.99,-5.98,5,35,14.75
48.028,-3.34,-6.5,5,35,14.76
48.103,-1.05,-6.5,5,-26,14.76
48.182,2.99,-5.1,5,-26,14.77
48.265,3.52,-5.1,5,-33,14.76
48.352,-0.18,-6.15,5,28,14.77
48.425,-2.46,-6.15,5,28,14.74
48.514,-3.34,-5.98,5,35,14.75
48.596,-1.93,-6.15,5,-26,14.77
48.679,2.29,-4.57,5,-26,14.77
48.753,2.99,-4.39,5,28,14.76
48.834,0.35,-5.27,5,28,14.77
48.912,-2.46,-5.8,5,28,14.75
48.993,-3.34,-5.98,5,35,14.76
49.072,-2.11,-6.5,5,-26,14.77
49.149,1.93,-5.27,5,-26,14.76
49.228,3.69,-4.75,5,-34,14.76
49.322,0.7,-5.8,5,28,14.76
49.412,-2.29,-6.15,5,28,14.76
49.489,-3.16,-5.98,5,35,14.72
49.559,-2.81,-6.5,5,-26,14.77
49.643,0.88,-5.27,5,-26,14.77
49.729,3.52,-4.39,5,-34,14.78
49.81,1.23,-5.27,5,28,14.76
49.902,-1.76,-5.8,5,28,14.77
49.983,-3.16,-5.8,5,35,14.76
50.064,-2.81,-6.5,5,-33,14.77
50.147,1.58,-5.27,5,-26,14.77
50.22,3.69,-4.75,5,-26,14.77
50.292,2.11,-5.27,5,28,14.76
50.373,-1.23,-6.15,5,28,14.76
50.476,-2.99,-5.8,5,35,14.74
50.586,-2.99,-6.33,5,-33,14.76
50.662,2.11,-4.75,5,-26,14.77
50.736,3.34,-4.39,5,-34,14.76
50.807,1.41,-5.1,5,28,14.77
50.881,-1.76,-5.98,5,28,14.77
50.953,-2.99,-5.98,5,35,14.76
51.058,-3.16,-6.5,5,35,14.74
51.142,0.7,-5.8,5,-26,14.63
51.22,3.69,-4.92,5,-34,14.76
51.304,1.76,-5.62,5,28,14.75
51.4,-2.11,-6.33,5,28,14.76
51.485,-3.34,-6.15,5,35,14.75
51.569,-2.81,-6.68,5,-25,14.77
51.651,1.41,-5.27,5,-26,14.76
51.741,3.52,-4.57,5,-34,14.77
51.813,1.05,-5.45,5,28,14.76
51.901,-2.11,-5.98,5,28,14.77
51.987,-3.34,-5.98,5,35,14.75
52.066,-2.64,-6.5,5,-33,14.77
52.136,1.23,-5.45,5,-26,14.76
52.211,3.69,-4.75,5,-34,14.76
52.29,2.46,-5.27,5,28,14.77
52.392,-1.41,-6.15,5,28,14.77
52.469,-2.99,-5.8,5,35,14.75
52.537,-3.34,-6.33,5,35,14.74
52.625,-0.35,-5.98,5,-26,14.77
52.719,3.52,-4.75,5,-34,14.77
52.795,2.46,-5.27,5,28,14.76
52.876,-1.05,-6.33,5,28,14.77
