t,servo_deg,pend_deg,pend_raw_deg,pwm,mode,v_bus,i_ma,p_mw
0.039,1.58,1.41,1.41,-54,5,14.608,28.7,420.0
0.119,12.48,10.72,10.72,-54,5,14.596,30.8,400.0
0.203,24.96,15.12,15.12,29,5,14.704,8.3,122.0
0.328,10.72,-24.96,-24.96,54,5,14.468,57.9,838.0
0.42,-11.6,-45.0,-45.0,-54,5,14.604,27.8,406.0
0.522,-8.44,-2.81,-2.81,-54,5,14.608,26.4,386.0
0.613,8.79,55.02,55.02,-54,5,14.604,28.4,416.0
0.703,9.32,54.32,54.32,54,5,14.476,56.8,822.0
0.81,-17.58,1.58,1.58,53,5,14.508,49.8,724.0
0.897,-62.93,-77.34,-77.34,43,5,14.62,24.7,360.0
0.967,-75.59,-77.34,-77.34,-39,5,14.612,18.7,276.0
1.049,-80.68,-43.07,-43.07,-37,5,14.708,5.3,78.0
1.14,-58.71,53.97,53.97,-44,5,14.68,9.1,102.0
1.212,-61.52,87.01,87.01,-43,5,14.688,7.9,114.0
1.285,-66.09,81.03,81.03,42,5,14.624,24.2,354.0
1.37,-81.74,34.8,34.8,37,5,14.672,12.1,176.0
1.445,-117.07,-44.12,-44.12,28,5,14.7,6.2,92.0
1.543,-96.68,-51.5,-51.5,-33,5,14.712,3.3,50.0
1.616,-64.34,-15.64,-15.64,-42,5,14.704,5.7,86.0
1.695,-20.57,35.68,35.68,-53,5,14.624,22.5,328.0
1.789,13.54,61.0,61.0,-36,5,14.62,18.5,272.0
1.884,24.26,27.25,27.25,52,5,14.472,56.2,812.0
1.997,-0.7,-59.59,-59.59,54,5,14.468,58.7,848.0
2.083,-9.67,-86.84,-86.84,-54,5,14.68,11.8,174.0
2.181,-9.67,-43.95,-43.95,-54,5,14.608,25.6,374.0
2.289,31.11,64.86,64.86,-51,5,14.652,20.1,294.0
2.396,34.8,96.68,96.68,-50,5,14.656,18.4,268.0
2.52,15.82,27.6,27.6,54,5,14.508,48.1,698.0
2.638,-42.19,-90.18,-90.18,49,5,14.54,44.5,648.0
2.762,-64.69,-115.49,-115.49,42,5,14.632,23.5,344.0
2.851,-78.93,-76.82,-76.82,-38,5,14.696,6.6,98.0
2.951,-54.49,47.99,47.99,-45,5,14.692,9.6,140.0
3.036,-61.0,113.2,113.2,44,5,14.6,27.2,396.0
3.159,-79.1,111.62,111.62,-38,5,14.696,6.9,102.0
3.252,-91.23,48.69,48.69,35,5,14.692,8.0,118.0
3.353,-101.25,-32.34,-32.34,32,5,14.644,14.3,210.0
3.441,-68.91,-37.09,-37.09,-41,5,14.704,5.8,86.0
3.555,-20.39,-5.1,-5.1,-52,5,14.652,16.0,236.0
3.661,42.36,41.13,41.13,-50,5,14.66,13.8,204.0
3.734,73.48,37.79,37.79,40,5,14.616,24.0,350.0
3.812,69.96,-11.78,-11.78,41,5,14.648,17.3,252.0
3.887,63.63,-58.18,-58.18,42,5,14.624,24.1,354.0
3.986,63.98,-64.34,-64.34,-42,5,14.7,9.6,46.0
4.059,72.42,-26.19,-26.19,-40,5,14.7,7.1,104.0
4.132,90.88,31.29,31.29,-35,5,14.708,6.7,98.0
4.218,84.02,52.56,52.56,36,5,14.712,5.8,86.0
4.295,60.82,26.89,26.89,43,5,14.628,22.4,328.0
4.388,5.8,-40.43,-40.43,54,5,14.496,51.5,748.0
4.478,-29.36,-71.54,-71.54,51,5,14.476,56.9,822.0
4.553,-52.03,-58.36,-58.36,-46,5,14.648,16.0,236.0
4.638,-54.32,8.09,8.09,-44,5,14.692,7.0,102.0
