attempt,t,pend_deg,mode,pwm,v_bus
1,0.020,-27.25,5,20,0.000
1,0.257,66.97,5,-79,0.000
1,0.480,-52.73,5,79,0.000
1,0.713,-111.27,5,-77,0.000
1,0.936,69.26,5,73,0.000
1,1.167,-46.05,5,-71,0.000
1,1.400,76.29,5,-34,0.000
1,1.647,-24.61,5,-76,0.000
1,1.875,7.38,5,76,0.000
1,2.104,-70.14,5,5,0.000
1,2.330,80.68,5,-16,0.000
1,2.556,43.07,5,2,0.000
1,2.833,-36.56,5,51,0.000
1,3.074,39.38,5,39,0.000
1,3.295,-5.10,5,35,0.000
1,3.567,9.49,5,42,0.000
1,3.830,-8.79,5,39,0.000
1,4.056,6.50,5,37,0.000
1,4.303,8.09,5,36,0.000
1,4.544,-2.64,5,36,0.000
1,4.772,2.29,5,37,0.000
1,5.042,2.29,5,36,0.000
1,5.273,1.93,5,36,0.000
1,5.515,0.88,5,36,0.000
1,5.737,2.64,5,36,0.000
1,5.982,1.05,5,36,0.000
1,6.234,2.11,5,36,0.000
1,6.460,1.58,5,36,0.000
1,6.697,1.58,5,36,0.000
1,6.920,1.93,5,36,0.000
1,7.162,1.23,5,36,0.000
1,7.414,1.93,5,36,0.000
1,7.685,1.58,5,36,0.000
1,7.928,1.76,5,36,0.000
1,8.167,1.58,5,36,0.000
1,8.411,1.58,5,36,0.000
1,8.682,1.58,5,36,0.000
1,8.934,1.58,5,36,0.000
1,9.177,1.58,5,36,0.000
1,9.449,1.58,5,36,0.000
1,9.668,1.58,5,36,0.000
1,9.897,1.76,5,36,0.000
1,10.140,1.58,5,36,0.000
1,10.374,1.58,5,36,0.000
1,10.595,1.58,5,36,0.000
1,10.813,1.58,5,36,0.000
1,11.061,1.58,5,36,0.000
1,11.289,1.58,5,36,0.000
1,11.510,1.58,5,36,0.000
1,11.730,1.58,5,36,0.000
1,11.958,1.58,5,36,0.000
1,12.203,1.58,5,36,0.000
1,12.435,1.58,5,36,0.000
1,12.659,1.58,5,36,0.000
1,12.891,1.58,5,36,0.000
1,13.128,1.58,5,36,0.000
1,13.351,1.58,5,36,0.000
1,13.597,1.58,5,36,0.000
1,13.849,1.58,5,36,0.000
1,14.098,1.58,5,36,0.000
1,14.318,1.58,5,36,0.000
1,14.553,1.58,5,36,0.000
1,14.798,1.58,5,36,0.000
1,15.028,1.58,5,36,0.000
1,15.260,1.58,5,36,0.000
1,15.503,1.58,5,36,0.000
1,15.733,1.58,5,36,0.000
1,15.958,1.58,5,36,0.000
1,16.185,1.58,5,36,0.000
1,16.405,1.58,5,36,0.000
1,16.685,1.58,5,36,0.000
1,16.937,1.58,5,36,0.000
1,17.166,1.58,5,36,0.000
1,17.410,1.58,5,36,0.000
1,17.768,1.58,5,36,0.000
1,18.069,1.58,5,36,0.000
1,18.307,1.58,5,36,0.000
1,18.548,1.58,5,36,0.000
1,18.767,1.58,5,36,0.000
1,18.993,1.58,5,36,0.000
1,19.226,1.58,5,36,0.000
1,19.464,1.58,5,36,0.000
1,19.709,1.58,5,36,0.000
1,19.928,1.58,5,36,0.000
1,20.209,1.58,5,36,0.000
1,20.471,1.58,5,36,0.000
1,20.713,1.58,5,36,0.000
1,20.937,1.58,5,36,0.000
1,21.172,1.58,5,36,0.000
1,21.406,1.58,5,36,0.000
1,21.649,1.58,5,36,0.000
1,21.871,1.58,5,36,0.000
1,22.113,1.58,5,36,0.000
1,22.375,1.58,5,36,0.000
1,22.594,1.58,5,36,0.000
1,22.813,1.58,5,36,0.000
1,23.040,1.58,5,36,0.000
1,23.267,1.58,5,36,0.000
1,23.495,1.58,5,36,0.000
1,23.730,1.58,5,36,0.000
1,23.966,1.58,5,36,0.000
1,24.194,1.58,5,36,0.000
1,24.435,1.58,5,36,0.000
1,24.667,1.58,5,36,0.000
1,24.914,1.58,5,36,0.000
1,25.155,1.58,5,36,0.000
1,25.399,1.58,5,36,0.000
1,25.646,1.58,5,36,0.000
1,25.883,1.58,5,36,0.000
1,26.114,1.58,5,36,0.000
1,26.339,1.58,5,36,0.000
1,26.688,1.58,5,36,0.000
1,26.919,1.58,5,36,0.000
1,27.162,1.58,5,36,0.000
1,27.389,1.58,5,36,0.000
1,27.609,1.58,5,36,0.000
1,27.828,1.58,5,36,0.000
1,28.061,1.58,5,36,0.000
1,28.289,1.58,5,36,0.000
1,28.539,1.58,5,36,0.000
1,28.807,1.58,5,36,0.000
1,29.036,1.58,5,36,0.000
1,29.316,1.58,5,36,0.000
1,29.568,1.58,5,36,0.000
1,29.803,1.58,5,36,0.000
2,0.084,-29.00,5,-76,0.000
2,0.307,76.11,5,-21,0.000
2,0.558,-105.12,5,0,0.000
2,0.778,-66.62,5,-79,0.000
2,1.033,46.58,5,77,0.000
2,1.263,-38.85,5,-70,0.000
2,1.484,92.64,5,79,0.000
2,1.709,-45.70,5,-74,0.000
2,1.949,19.69,5,75,0.000
2,2.193,-58.53,5,-79,0.000
2,2.427,90.35,5,78,0.000
2,2.645,-43.59,5,57,0.000
2,2.864,5.45,5,43,0.000
2,3.083,58.36,5,37,0.000
2,3.325,-45.53,5,40,0.000
2,3.593,15.29,5,49,0.000
2,3.837,-9.49,5,37,0.000
2,4.075,32.34,5,37,0.000
2,4.293,-26.72,5,39,0.000
2,4.524,9.14,5,44,0.000
2,4.753,-3.16,5,37,0.000
2,4.999,17.58,5,37,0.000
2,5.235,-10.72,5,39,0.000
2,5.465,-0.70,5,39,0.000
2,5.693,11.78,5,37,0.000
2,5.931,-0.70,5,37,0.000
2,6.184,2.29,5,38,0.000
2,6.411,4.04,5,37,0.000
2,6.638,2.29,5,37,0.000
2,6.882,0.70,5,37,0.000
2,7.153,3.87,5,37,0.000
2,7.418,0.00,5,37,0.000
2,7.640,4.04,5,37,0.000
2,7.920,-0.18,5,37,0.000
2,8.175,3.69,5,37,0.000
2,8.411,1.23,5,37,0.000
2,8.674,2.46,5,37,0.000
