attempt,t,pend_deg,mode,pwm,v_bus
1,0.031,8.26,5,-79,0.000
1,0.275,-44.65,5,79,0.000
1,0.509,-16.70,5,-77,0.000
1,0.733,117.60,5,79,0.000
1,0.960,-54.67,5,-75,0.000
1,1.190,-0.35,5,-56,0.000
1,1.410,-20.21,5,-38,0.000
1,1.640,-19.16,5,-37,0.000
1,1.885,10.55,5,-47,0.000
1,2.115,14.06,5,-51,0.000
1,2.346,-10.02,5,-48,0.000
1,2.586,0.18,5,-40,0.000
1,2.813,-9.84,5,-41,0.000
1,3.050,1.23,5,-43,0.000
1,3.306,2.81,5,-44,0.000
1,3.528,-3.69,5,-44,0.000
1,3.835,-3.16,5,-43,0.000
1,4.058,-1.05,5,-43,0.000
1,4.308,-1.76,5,-43,0.000
1,4.549,-2.11,5,-43,0.000
1,4.790,-1.23,5,-43,0.000
1,5.020,-2.29,5,-43,0.000
1,5.257,-1.41,5,-43,0.000
1,5.509,-1.93,5,-43,0.000
1,5.745,-1.76,5,-43,0.000
1,5.999,-1.58,5,-43,0.000
1,6.241,-1.93,5,-43,0.000
1,6.461,-1.58,5,-43,0.000
1,6.717,-1.93,5,-43,0.000
1,6.969,-1.58,5,-43,0.000
1,7.191,-1.76,5,-43,0.000
1,7.452,-1.76,5,-43,0.000
1,7.737,-1.76,5,-43,0.000
1,8.029,-1.76,5,-43,0.000
1,8.257,-1.76,5,-43,0.000
1,8.477,-1.76,5,-43,0.000
1,8.722,-1.76,5,-43,0.000
1,8.964,-1.76,5,-43,0.000
1,9.190,-1.76,5,-43,0.000
1,9.426,-1.76,5,-43,0.000
1,9.649,-1.76,5,-43,0.000
1,9.880,-1.76,5,-43,0.000
1,10.112,-1.76,5,-43,0.000
1,10.338,-1.76,5,-43,0.000
1,10.608,-1.76,5,-43,0.000
1,10.834,-1.76,5,-43,0.000
1,11.066,-1.76,5,-43,0.000
1,11.305,-1.76,5,-43,0.000
1,11.531,-1.76,5,-43,0.000
1,11.809,-1.76,5,-43,0.000
1,12.045,-1.76,5,-43,0.000
1,12.293,-1.76,5,-43,0.000
1,12.542,-1.76,5,-43,0.000
1,12.761,-1.76,5,-43,0.000
1,12.987,-1.76,5,-43,0.000
1,13.225,-1.76,5,-43,0.000
1,13.497,-1.76,5,-43,0.000
1,13.754,-1.76,5,-43,0.000
1,13.991,-1.76,5,-43,0.000
1,14.249,-1.76,5,-43,0.000
1,14.475,-1.76,5,-43,0.000
1,14.707,-1.76,5,-43,0.000
1,14.955,-1.76,5,-43,0.000
1,15.195,-1.76,5,-43,0.000
1,15.415,-1.76,5,-43,0.000
1,15.665,-1.76,5,-43,0.000
1,15.891,-1.76,5,-43,0.000
1,16.126,-1.76,5,-43,0.000
1,16.430,-1.76,5,-43,0.000
1,16.661,-1.76,5,-43,0.000
1,16.886,-1.76,5,-43,0.000
1,17.110,-1.76,5,-43,0.000
1,17.337,-1.76,5,-43,0.000
1,17.570,-1.76,5,-43,0.000
1,17.806,-1.76,5,-43,0.000
1,18.043,-1.76,5,-43,0.000
1,18.267,-1.76,5,-43,0.000
1,18.517,-1.76,5,-43,0.000
1,18.744,-1.76,5,-43,0.000
1,18.984,-1.76,5,-43,0.000
1,19.230,-1.76,5,-43,0.000
1,19.452,-1.76,5,-43,0.000
1,19.714,-1.76,5,-43,0.000
1,19.941,-1.76,5,-43,0.000
1,20.211,-1.76,5,-43,0.000
1,20.432,-1.76,5,-43,0.000
1,20.676,-1.76,5,-42,0.000
1,20.897,-1.76,5,-42,0.000
1,21.151,-1.76,5,-42,0.000
1,21.371,-1.76,5,-42,0.000
1,21.622,-1.76,5,-42,0.000
1,21.873,-1.76,5,-42,0.000
1,22.099,-1.76,5,-42,0.000
1,22.360,-1.76,5,-42,0.000
1,22.591,-1.76,5,-42,0.000
1,22.854,-1.76,5,-42,0.000
1,23.088,-1.76,5,-42,0.000
1,23.339,-1.76,5,-42,0.000
1,23.576,-1.76,5,-42,0.000
1,23.801,-1.76,5,-42,0.000
1,24.055,-1.76,5,-42,0.000
1,24.297,-1.76,5,-42,0.000
1,24.535,-1.76,5,-42,0.000
1,24.781,-1.76,5,-42,0.000
1,25.028,-1.76,5,-42,0.000
1,25.247,-1.76,5,-42,0.000
1,25.469,-1.76,5,-42,0.000
1,25.693,-1.76,5,-42,0.000
1,25.942,-1.76,5,-42,0.000
1,26.165,-1.76,5,-42,0.000
1,26.391,-1.76,5,-42,0.000
1,26.614,-1.76,5,-42,0.000
1,26.844,-1.76,5,-42,0.000
1,27.068,-1.76,5,-42,0.000
1,27.288,-1.76,5,-42,0.000
1,27.528,-1.76,5,-42,0.000
1,27.787,-1.76,5,-42,0.000
1,28.044,-1.76,5,-42,0.000
1,28.311,-1.76,5,-42,0.000
1,28.534,-1.76,5,-42,0.000
1,28.774,-1.76,5,-42,0.000
1,29.020,-1.76,5,-42,0.000
1,29.243,-1.76,5,-42,0.000
1,29.482,-1.76,5,-42,0.000
1,29.702,-1.76,5,-42,0.000
1,29.927,-1.76,5,-42,0.000
2,0.036,-19.34,5,-78,0.000
2,0.271,46.41,5,78,0.000
2,0.493,-96.86,5,-75,0.000
2,0.717,70.14,5,0,0.000
2,0.940,123.05,4,-24,0.000
2,1.170,-91.06,4,-21,0.000
2,1.401,-39.55,4,56,0.000
2,1.649,77.52,4,45,0.000
2,1.894,17.75,4,38,0.000
2,2.120,-17.58,4,39,0.000
2,2.354,0.88,4,40,0.000
2,2.601,12.48,4,36,0.000
2,2.840,4.57,4,34,0.000
2,3.075,-1.76,4,36,0.000
2,3.303,-0.53,4,37,0.000
2,3.521,3.16,4,36,0.000
2,3.764,2.29,4,35,0.000
2,4.006,1.05,4,35,0.000
2,4.231,1.41,4,35,0.000
2,4.456,1.76,4,35,0.000
2,4.684,1.23,4,35,0.000
2,4.930,1.76,4,35,0.000
2,5.154,1.41,4,35,0.000
2,5.395,1.58,4,35,0.000
2,5.658,1.58,4,35,0.000
2,5.916,1.58,4,35,0.000
2,6.179,1.58,4,35,0.000
2,6.424,1.58,4,35,0.000
2,6.657,1.58,4,35,0.000
2,6.887,1.58,4,35,0.000
2,7.112,1.58,4,35,0.000
2,7.355,1.58,4,35,0.000
2,7.590,1.58,4,35,0.000
2,7.819,1.58,4,35,0.000
2,8.040,1.58,4,35,0.000
2,8.289,1.58,4,35,0.000
2,8.521,1.58,4,35,0.000
2,8.747,1.58,4,35,0.000
2,8.972,1.58,4,35,0.000
2,9.204,1.58,4,35,0.000
2,9.425,1.58,4,35,0.000
2,9.654,1.58,4,35,0.000
2,9.905,1.58,4,35,0.000
2,10.178,1.58,4,35,0.000
2,10.430,1.58,4,35,0.000
2,10.675,1.58,4,35,0.000
2,10.924,1.58,4,35,0.000
2,11.228,1.58,4,35,0.000
2,11.508,1.58,4,35,0.000
2,11.740,1.58,4,35,0.000
2,11.967,1.58,4,35,0.000
2,12.209,1.58,4,35,0.000
2,12.461,1.58,4,35,0.000
2,12.720,1.58,4,35,0.000
2,12.960,1.58,4,35,0.000
2,13.197,1.58,4,35,0.000
2,13.420,1.58,4,35,0.000
2,13.672,1.58,4,35,0.000
2,13.905,1.58,4,35,0.000
2,14.129,1.58,4,35,0.000
2,14.365,1.58,4,35,0.000
2,14.605,1.58,4,35,0.000
2,14.899,1.58,4,35,0.000
2,15.148,1.58,4,35,0.000
2,15.398,1.58,4,35,0.000
2,15.629,1.58,4,35,0.000
2,15.870,1.58,4,35,0.000
2,16.135,1.58,4,35,0.000
2,16.385,1.58,4,35,0.000
2,16.626,1.58,4,35,0.000
2,16.905,1.58,4,35,0.000
2,17.149,1.58,4,35,0.000
2,17.372,1.58,4,35,0.000
2,17.594,1.58,4,35,0.000
2,17.827,1.58,4,35,0.000
2,18.049,1.58,4,35,0.000
2,18.289,1.58,4,35,0.000
2,18.515,1.58,4,35,0.000
2,18.740,1.58,4,35,0.000
2,18.985,1.58,4,35,0.000
2,19.244,1.58,4,35,0.000
