t_s,theta_deg,alpha_deg,alpha_raw_deg,pwm,mode
0.000000,78.7500,-65.9180,-65.9180,0,0
0.000554,78.7500,-65.9180,-65.9180,0,0
0.000885,78.7500,-65.9180,-65.9180,0,0
0.002955,78.7500,-65.9180,-65.9180,0,0
0.004887,78.7500,-65.9180,-65.9180,0,0
0.006956,78.7500,-65.9180,-65.9180,0,0
0.008949,78.7500,-65.9180,-65.9180,0,0
0.010936,78.7500,-65.9180,-65.9180,0,0
0.016330,78.7500,-65.9180,-65.9180,0,0
0.016701,78.7500,-65.9180,-65.9180,0,0
0.016884,78.7500,-65.9180,-65.9180,0,0
0.018910,78.7500,-65.9180,-65.9180,0,0
0.020959,78.7500,-65.9180,-65.9180,0,0
0.022932,78.7500,-65.9180,-65.9180,0,0
0.024890,78.7500,-65.9180,-65.9180,0,0
0.026937,78.7500,-65.9180,-65.9180,0,0
0.028910,78.7500,-65.9180,-65.9180,0,0
0.030920,78.7500,-65.9180,-65.9180,0,0
0.032895,78.7500,-65.9180,-65.9180,0,0
0.034965,78.7500,-65.9180,-65.9180,0,0
0.036937,78.7500,-65.9180,-65.9180,0,0
0.038883,78.7500,-65.9180,-65.9180,0,0
0.040895,78.7500,-65.9180,-65.9180,0,0
0.042933,78.7500,-65.9180,-65.9180,0,0
0.044949,78.7500,-65.9180,-65.9180,0,0
0.046880,78.7500,-65.9180,-65.9180,0,0
0.048877,78.7500,-65.9180,-65.9180,0,0
0.050968,78.7500,-65.9180,-65.9180,0,0
0.052965,78.7500,-65.9180,-65.9180,0,0
0.054942,78.7500,-65.9180,-65.9180,0,0
0.063074,78.7500,-65.9180,-65.9180,0,0
0.063567,78.7500,-65.9180,-65.9180,0,0
0.063804,78.7500,-65.9180,-65.9180,0,0
0.064026,78.7500,-65.9180,-65.9180,0,0
0.064886,78.7500,-65.9180,-65.9180,0,0
0.066966,78.7500,-65.9180,-65.9180,0,0
0.068964,78.7500,-65.9180,-65.9180,0,0
0.070956,78.7500,-65.9180,-65.9180,0,0
0.072933,78.7500,-65.9180,-65.9180,0,0
0.074956,78.7500,-65.9180,-65.9180,0,0
0.077081,78.7500,-65.9180,-65.9180,0,0
0.078968,78.7500,-65.9180,-65.9180,0,0
0.080900,78.7500,-65.9180,-65.9180,0,0
0.082929,78.7500,-65.9180,-65.9180,0,0
0.084950,78.7500,-65.9180,-65.9180,0,0
0.094998,78.7500,-65.9180,-65.9180,0,5
0.097009,78.7500,-65.9180,-65.9180,51,5
0.099042,78.7500,-65.9180,-65.9180,51,5
0.101000,78.7500,-65.9180,-65.9180,51,5
0.103019,78.7500,-65.9180,-65.9180,51,5
0.105079,78.5742,-65.9180,-65.9180,51,5
0.107045,78.5742,-65.7422,-65.7422,51,5
0.109046,78.5742,-65.7422,-65.7422,51,5
0.111011,78.3984,-65.7422,-65.7422,51,5
0.113063,78.3984,-65.7422,-65.7422,52,5
0.115017,78.3984,-65.5664,-65.5664,52,5
0.117028,78.2227,-65.5664,-65.5664,52,5
0.119081,78.2227,-65.3906,-65.3906,52,5
0.121087,78.0469,-65.3906,-65.3906,52,5
0.123042,78.0469,-65.3906,-65.3906,52,5
0.125016,77.8711,-65.2148,-65.2148,52,5
0.127085,77.6953,-65.0391,-65.0391,52,5
0.129063,77.6953,-64.8633,-64.8633,52,5
0.131040,77.5195,-64.8633,-64.8633,52,5
0.133016,77.3438,-64.6875,-64.6875,52,5
0.135085,77.3438,-64.5117,-64.5117,52,5
0.137089,76.9922,-64.3359,-64.3359,52,5
0.139067,76.9922,-64.1602,-64.1602,52,5
0.141067,76.8164,-63.9844,-63.9844,52,5
0.143042,76.6406,-63.8086,-63.8086,52,5
0.145016,76.4648,-63.6328,-63.6328,52,5
0.147085,76.2891,-63.4570,-63.4570,52,5
0.149063,75.9375,-63.2812,-63.2812,52,5
0.151040,75.7617,-63.1055,-63.1055,52,5
0.153016,75.5859,-62.9297,-62.9297,52,5
0.155085,75.4102,-62.5781,-62.5781,52,5
0.157089,75.2344,-62.4023,-62.4023,52,5
0.159067,74.8828,-62.2266,-62.2266,52,5
0.161042,74.7070,-62.0508,-62.0508,52,5
0.163029,74.5312,-61.8750,-61.8750,52,5
0.165006,74.1797,-61.5234,-61.5234,52,5
0.167077,74.0039,-61.3477,-61.3477,52,5
0.169052,73.8281,-61.1719,-61.1719,52,5
0.171049,73.4766,-60.8203,-60.8203,52,5
0.173027,73.3008,-60.6445,-60.6445,52,5
0.175000,72.9492,-60.4688,-60.4688,52,5
0.177070,72.7734,-60.1172,-60.1172,52,5
0.179070,72.4219,-59.9414,-59.9414,52,5
0.181048,72.0703,-59.7656,-59.7656,53,5
0.183027,71.8945,-59.4141,-59.4141,53,5
0.185000,71.7188,-59.2383,-59.2383,53,5
0.187070,71.3672,-58.8867,-58.8867,53,5
0.189048,71.0156,-58.7109,-58.7109,53,5
0.191027,70.6641,-58.5352,-58.5352,53,5
0.193000,70.4883,-58.1836,-58.1836,53,5
0.195070,70.1367,-58.0078,-58.0078,53,5
0.197048,69.7852,-57.6562,-57.6562,53,5
0.199027,69.6094,-57.4805,-57.4805,53,5
0.201028,69.2578,-57.1289,-57.1289,53,5
0.203000,68.9062,-56.9531,-56.9531,53,5
0.205070,68.5547,-56.7773,-56.7773,53,5
0.207048,68.3789,-56.6016,-56.6016,53,5
0.209027,68.0273,-56.2500,-56.2500,53,5
0.211000,67.6758,-56.0742,-56.0742,53,5
0.213070,67.3242,-55.8984,-55.8984,53,5
0.215048,66.9727,-55.5469,-55.5469,53,5
0.217027,66.7969,-55.3711,-55.3711,53,5
