t_s,theta_deg,alpha_deg,alpha_raw_deg,pwm,mode
0.000000,-5.9766,-148.5352,211.4648,0,0
0.000610,-5.9766,-148.5352,211.4648,0,0
0.001542,-5.9766,-148.5352,211.4648,0,0
0.003539,-5.9766,-148.5352,211.4648,0,0
0.005547,-5.9766,-148.5352,211.4648,0,0
0.007529,-5.9766,-148.5352,211.4648,0,0
0.009562,-5.9766,-148.5352,211.4648,0,0
0.011528,-5.9766,-148.5352,211.4648,0,0
0.013525,-5.9766,-148.5352,211.4648,0,0
0.015551,-5.9766,-148.5352,211.4648,0,0
0.017575,-5.9766,-148.5352,211.4648,0,0
0.019545,-5.9766,-148.5352,211.4648,0,0
0.021540,-5.9766,-148.5352,211.4648,0,0
0.023592,-5.9766,-148.5352,211.4648,0,0
0.025512,-5.9766,-148.5352,211.4648,0,0
0.027819,-5.9766,-148.5352,211.4648,0,0
0.035695,-5.9766,-148.5352,211.4648,0,0
0.036358,-5.9766,-148.5352,211.4648,0,0
0.036664,-5.9766,-148.5352,211.4648,0,0
0.036982,-5.9766,-148.5352,211.4648,0,0
0.037523,-5.9766,-148.5352,211.4648,0,0
0.039581,-5.9766,-148.5352,211.4648,0,0
0.041561,-5.9766,-148.5352,211.4648,0,0
0.043547,-5.9766,-148.5352,211.4648,0,0
0.045543,-5.9766,-148.5352,211.4648,0,0
0.047586,-5.9766,-148.5352,211.4648,0,0
0.049573,-5.9766,-148.5352,211.4648,0,0
0.051525,-5.9766,-148.5352,211.4648,0,0
0.053562,-5.9766,-148.5352,211.4648,0,0
0.059662,-5.9766,-148.5352,211.4648,0,0
0.060071,-5.9766,-148.5352,211.4648,0,0
0.060285,-5.9766,-148.5352,211.4648,0,0
0.061533,-5.9766,-148.5352,211.4648,0,0
0.063535,-5.9766,-148.5352,211.4648,0,0
0.065603,-5.9766,-148.5352,211.4648,0,0
0.067525,-5.9766,-148.5352,211.4648,0,0
0.078049,-5.9766,-148.5352,211.4648,0,2
0.080075,-5.9766,-148.5352,211.4648,-76,2
0.082143,-5.9766,-148.5352,211.4648,-76,2
0.084062,-5.8008,-148.5352,211.4648,-77,2
0.086149,-5.8008,-148.7109,211.2891,-71,2
0.088122,-5.8008,-148.7109,211.2891,-72,2
0.090134,-5.6250,-148.7109,211.2891,-72,2
0.092051,-5.6250,-148.8867,211.1133,-68,2
0.094149,-5.4492,-149.0625,210.9375,-69,2
0.096115,-5.4492,-149.0625,210.9375,-64,2
0.098109,-5.2734,-149.2383,210.7617,-65,2
0.100113,-5.0977,-149.4141,210.5859,-61,2
0.102093,-4.9219,-149.4141,210.5859,-58,2
0.104066,-4.9219,-149.7656,210.2344,-54,2
0.106139,-4.7461,-149.7656,210.2344,-57,2
0.108117,-4.5703,-149.9414,210.0586,-54,2
0.110092,-4.3945,-150.1172,209.8828,-51,2
0.112066,-4.2188,-150.2930,209.7070,-48,2
0.114139,-4.0430,-150.4688,209.5312,-46,2
0.116117,-3.8672,-150.6445,209.3555,-44,2
0.118092,-3.6914,-150.8203,209.1797,-41,2
0.120066,-3.5156,-150.9961,209.0039,-39,2
0.122139,-3.3398,-151.1719,208.8281,-38,2
0.124117,-3.1641,-151.3477,208.6523,-36,2
0.126092,-2.8125,-151.5234,208.4766,-35,2
0.128066,-2.8125,-151.6992,208.3008,-28,2
0.130139,-2.6367,-151.8750,208.1250,-33,2
0.132117,-2.2852,-152.0508,207.9492,-32,2
0.134092,-2.1094,-152.2266,207.7734,-25,2
0.136066,-1.9336,-152.4023,207.5977,-25,2
0.138139,-1.7578,-152.5781,207.4219,-24,2
0.140117,-1.5820,-152.7539,207.2461,-24,2
0.142092,-1.4062,-152.9297,207.0703,-23,2
0.144081,-1.2305,-152.9297,207.0703,-23,2
0.146056,-1.0547,-153.2812,206.7188,-22,2
0.148125,-0.8789,-153.2812,206.7188,-22,2
0.150100,-0.7031,-153.4570,206.5430,-21,2
0.152077,-0.5273,-153.6328,206.3672,-21,2
0.154050,-0.5273,-153.6328,206.3672,-20,2
0.159141,0.0000,-153.9844,206.0156,-25,2
0.159613,0.0000,-153.9844,206.0156,-15,2
0.160056,0.0000,-153.9844,206.0156,-20,2
0.162125,0.1758,-154.1602,205.8398,-25,2
0.164100,0.3516,-154.1602,205.8398,-23,2
0.166077,0.5273,-154.3359,205.6641,-22,2
0.168050,0.7031,-154.3359,205.6641,-21,2
0.170125,0.7031,-154.5117,205.4883,-20,2
0.172100,0.8789,-154.6875,205.3125,-24,2
0.174077,1.0547,-154.6875,205.3125,-23,2
0.176050,1.2305,-154.6875,205.3125,-21,2
0.178125,1.4062,-154.8633,205.1367,-20,2
0.180100,1.4062,-154.8633,205.1367,-19,2
0.182077,1.5820,-154.8633,205.1367,-23,2
0.184050,1.7578,-154.8633,205.1367,-22,2
0.186097,1.7578,-154.8633,205.1367,-20,2
0.188128,1.9336,-154.8633,205.1367,-24,2
0.190143,2.1094,-155.0391,204.9609,-22,2
0.192121,2.1094,-155.0391,204.9609,-21,2
0.194097,2.2852,-155.0391,204.9609,-25,2
0.196077,2.4609,-155.0391,204.9609,-23,2
0.198065,2.4609,-155.0391,204.9609,-21,2
0.200133,2.6367,-155.0391,204.9609,-24,2
0.202050,2.8125,-155.0391,204.9609,-22,2
0.204113,2.8125,-154.8633,205.1367,-20,2
0.206101,2.8125,-154.8633,205.1367,-24,2
0.208108,2.9883,-154.8633,205.1367,-27,2
0.210118,2.9883,-154.8633,205.1367,-25,2
0.212093,3.1641,-154.8633,205.1367,-28,2
0.214093,3.1641,-154.6875,205.3125,-25,2
0.216092,3.3398,-154.6875,205.3125,-28,2
0.218133,3.3398,-154.6875,205.3125,-25,2
0.220113,3.5156,-154.5117,205.4883,-28,2
0.222100,3.5156,-154.5117,205.4883,-25,2
0.226881,3.6914,-154.3359,205.6641,-28,2
0.227968,3.6914,-154.1602,205.8398,-25,2
0.228352,3.6914,-154.1602,205.8398,-28,2
0.230089,3.8672,-154.1602,205.8398,-30,2
0.239231,4.0430,-153.6328,206.3672,-27,2
0.240272,4.0430,-153.4570,206.5430,-24,2
0.240687,4.0430,-153.4570,206.5430,-27,2
0.241036,4.0430,-153.4570,206.5430,-29,2
0.241410,4.2188,-153.4570,206.5430,-31,2
0.242164,4.2188,-153.4570,206.5430,-28,2
0.244077,4.2188,-153.2812,206.7188,-30,2
0.246132,4.2188,-153.2812,206.7188,-32,2
0.248080,4.2188,-152.9297,207.0703,-34,2
0.250117,4.3945,-152.9297,207.0703,-35,2
0.252108,4.3945,-152.7539,207.2461,-31,2
0.254075,4.3945,-152.5781,207.4219,-33,2
0.259997,4.5703,-152.2266,207.7734,-35,2
0.260551,4.5703,-152.0508,207.9492,-31,2
0.260817,4.5703,-152.0508,207.9492,-32,2
0.262058,4.5703,-152.0508,207.9492,-34,2
0.264103,4.5703,-151.8750,208.1250,-35,2
0.266074,4.7461,-151.6992,208.3008,-37,2
0.268059,4.7461,-151.5234,208.4766,-32,2
0.270062,4.7461,-151.3477,208.6523,-34,2
0.272078,4.7461,-151.1719,208.8281,-35,2
0.274061,4.9219,-150.9961,209.0039,-36,2
0.276105,4.9219,-150.8203,209.1797,-32,2
0.278073,4.9219,-150.6445,209.3555,-34,2
0.280114,4.9219,-150.4688,209.5312,-35,2
0.282078,4.9219,-150.4688,209.5312,-36,2
0.284118,5.0977,-150.1172,209.8828,-37,2
0.286077,5.0977,-149.9414,210.0586,-33,2
0.288052,5.0977,-149.7656,210.2344,-34,2
0.290093,5.2734,-149.7656,210.2344,-35,2
0.292069,5.2734,-149.4141,210.5859,-31,2
0.294114,5.2734,-149.2383,210.7617,-32,2
0.296078,5.2734,-149.2383,210.7617,-34,2
0.298118,5.4492,-149.0625,210.9375,-35,2
0.300077,5.4492,-148.7109,211.2891,-31,2
0.302114,5.4492,-148.7109,211.2891,-32,2
0.304078,5.6250,-148.5352,211.4648,-34,2
0.306118,5.6250,-148.3594,211.6406,-29,2
0.308077,5.6250,-148.1836,211.8164,-31,2
0.310114,5.8008,-148.0078,211.9922,-32,2
0.312078,5.8008,-147.8320,212.1680,-28,2
0.314118,5.8008,-147.6562,212.3438,-30,2
0.316077,5.8008,-147.4805,212.5195,-31,2
0.318114,5.9766,-147.3047,212.6953,-33,2
0.320078,5.9766,-147.1289,212.8711,-29,2
0.322118,6.1523,-147.1289,212.8711,-30,2
0.324077,6.1523,-146.9531,213.0469,-26,2
0.326114,6.1523,-146.7773,213.2227,-28,2
0.328078,6.3281,-146.6016,213.3984,-30,2
0.330118,6.3281,-146.4258,213.5742,-26,2
0.332077,6.3281,-146.2500,213.7500,-27,2
0.334114,6.5039,-146.2500,213.7500,-29,2
0.336078,6.5039,-146.0742,213.9258,-25,2
0.338118,6.6797,-145.8984,214.1016,-27,2
0.340077,6.6797,-145.7227,214.2773,-23,2
0.342114,6.8555,-145.5469,214.4531,-25,2
0.344088,6.8555,-145.5469,214.4531,-22,2
0.346129,7.0312,-145.3711,214.6289,-24,2
0.348088,7.0312,-145.1953,214.8047,-20,2
0.350129,7.0312,-145.0195,214.9805,-23,2
0.352088,7.2070,-145.0195,214.9805,-24,2
0.354129,7.2070,-144.8438,215.1562,-21,2
0.358527,7.3828,-144.6680,215.3320,-23,2
0.358907,7.3828,-144.4922,215.5078,-19,2
0.360070,7.5586,-144.4922,215.5078,-22,2
0.362113,7.5586,-144.4922,215.5078,-18,2
0.364077,7.7344,-144.3164,215.6836,-21,2
0.366118,7.7344,-144.3164,215.6836,-17,2
0.368077,7.9102,-144.1406,215.8594,-20,2
0.370114,7.9102,-144.1406,215.8594,-16,2
0.372092,8.0859,-143.9648,216.0352,-19,2
0.374133,8.0859,-143.7891,216.2109,-16,2
0.376089,8.2617,-143.7891,216.2109,-18,2
0.378129,8.4375,-143.7891,216.2109,-15,2
0.380088,8.4375,-143.6133,216.3867,-12,2
0.382129,8.4375,-143.6133,216.3867,-15,2
0.384088,8.6133,-143.6133,216.3867,-17,2
0.386129,8.7891,-143.4375,216.5625,-14,2
0.388088,8.7891,-143.4375,216.5625,-11,2
0.390129,8.9648,-143.4375,216.5625,-14,2
0.392129,9.1406,-143.2617,216.7383,-11,2
0.394113,9.1406,-143.2617,216.7383,-8,2
0.396077,9.3164,-143.2617,216.7383,-11,2
0.398118,9.3164,-143.0859,216.9141,-8,2
0.400077,9.4922,-143.0859,216.9141,-11,2
0.402114,9.6680,-143.0859,216.9141,-8,2
0.404078,9.6680,-143.0859,216.9141,-6,2
0.406118,9.8438,-143.0859,216.9141,-9,2
0.408077,10.0195,-143.0859,216.9141,-6,2
0.410114,10.0195,-142.9102,217.0898,-4,2
0.412078,10.1953,-142.9102,217.0898,-7,2
0.414118,10.3711,-142.9102,217.0898,-5,2
0.416077,10.3711,-142.9102,217.0898,-2,2
0.418114,10.5469,-142.9102,217.0898,-5,2
0.420078,10.7227,-142.9102,217.0898,-3,2
0.422118,10.7227,-142.9102,217.0898,-1,2
0.424077,10.8984,-142.9102,217.0898,-3,2
0.426114,11.0742,-142.9102,217.0898,0,2
0.428078,11.2500,-142.9102,217.0898,0,2
0.430118,11.2500,-142.9102,217.0898,1,2
0.432077,11.4258,-143.0859,216.9141,0,2
0.434114,11.6016,-143.0859,216.9141,0,2
0.436078,11.6016,-143.0859,216.9141,2,2
0.438118,11.7773,-143.0859,216.9141,0,2
0.440077,11.9531,-143.0859,216.9141,1,2
0.442139,12.1289,-143.0859,216.9141,3,2
0.444054,12.1289,-143.2617,216.7383,5,2
0.446083,12.3047,-143.2617,216.7383,1,2
0.448098,12.4805,-143.2617,216.7383,3,2
0.450754,12.6562,-143.4375,216.5625,5,2
0.454374,13.0078,-143.4375,216.5625,7,2
0.459497,13.3594,-143.6133,216.3867,14,2
0.460012,13.3594,-143.6133,216.3867,20,2
0.460269,13.3594,-143.6133,216.3867,15,2
0.460524,13.3594,-143.6133,216.3867,11,2
0.462126,13.5352,-143.7891,216.2109,7,2
0.464081,13.5352,-143.7891,216.2109,9,2
0.466054,13.7109,-143.7891,216.2109,5,2
0.468124,13.8867,-143.9648,216.0352,7,2
0.470097,14.0625,-144.1406,215.8594,9,2
0.472091,14.2383,-144.1406,215.8594,11,2
0.474093,14.4141,-144.1406,215.8594,13,2
0.476072,14.5898,-144.3164,215.6836,14,2
0.478055,14.7656,-144.3164,215.6836,16,2
0.480092,14.7656,-144.4922,215.5078,17,2
0.482061,14.9414,-144.4922,215.5078,13,2
0.484110,15.1172,-144.6680,215.3320,14,2
0.486086,15.2930,-144.8438,215.1562,16,2
0.488062,15.4688,-144.8438,215.1562,17,2
0.490133,15.4688,-145.0195,214.9805,19,2
0.492110,15.6445,-145.0195,214.9805,15,2
0.494063,15.8203,-145.1953,214.8047,16,2
0.496073,15.9961,-145.1953,214.8047,18,2
0.498049,16.1719,-145.3711,214.6289,19,2
0.500121,16.3477,-145.5469,214.4531,21,2
0.502130,16.3477,-145.5469,214.4531,22,2
0.504106,16.5234,-145.7227,214.2773,18,2
0.506078,16.6992,-145.7227,214.2773,19,2
0.508054,16.8750,-145.8984,214.1016,21,2
0.510125,16.8750,-145.8984,214.1016,22,2
0.512097,17.0508,-146.0742,213.9258,18,2
0.514077,17.2266,-146.2500,213.7500,20,2
0.516054,17.4023,-146.2500,213.7500,22,2
0.518125,17.5781,-146.4258,213.5742,23,2
0.520097,17.5781,-146.4258,213.5742,25,2
0.522077,17.7539,-146.6016,213.3984,21,2
0.524054,17.9297,-146.6016,213.3984,22,2
0.526125,17.9297,-146.7773,213.2227,24,2
0.528097,18.1055,-146.9531,213.0469,20,2
0.530077,18.2812,-146.9531,213.0469,22,2
0.532054,18.2812,-147.1289,212.8711,24,2
0.534125,18.4570,-147.1289,212.8711,20,2
0.536097,18.4570,-147.1289,212.8711,22,2
0.538077,18.6328,-147.3047,212.6953,19,2
0.540054,18.8086,-147.3047,212.6953,21,2
0.542125,18.9844,-147.4805,212.5195,23,2
0.544113,18.9844,-147.4805,212.5195,25,2
0.546090,18.9844,-147.6562,212.3438,22,2
0.548066,19.1602,-147.6562,212.3438,18,2
0.550139,19.3359,-147.8320,212.1680,21,2
0.552116,19.3359,-147.8320,212.1680,0,2
0.554092,19.5117,-147.8320,212.1680,0,2
0.558633,19.6875,-148.0078,211.9922,0,2
0.559027,19.6875,-148.0078,211.9922,0,2
0.560049,19.6875,-148.0078,211.9922,0,2
0.562120,19.8633,-148.1836,211.8164,0,2
0.564092,19.8633,-148.1836,211.8164,0,2
0.566066,20.0391,-148.3594,211.6406,0,2
0.568139,20.0391,-148.3594,211.6406,0,2
0.570116,20.2148,-148.3594,211.6406,0,2
0.572092,20.2148,-148.5352,211.4648,0,2
0.574066,20.3906,-148.5352,211.4648,0,2
0.576139,20.3906,-148.5352,211.4648,0,2
0.578116,20.5664,-148.5352,211.4648,0,2
0.580092,20.5664,-148.7109,211.2891,0,2
0.582066,20.7422,-148.7109,211.2891,0,2
0.584139,20.7422,-148.7109,211.2891,0,2
0.586116,20.7422,-148.8867,211.1133,0,2
0.588092,20.9180,-148.8867,211.1133,0,2
0.590077,20.9180,-148.8867,211.1133,21,2
0.592054,21.0938,-148.8867,211.1133,18,2
0.594125,21.0938,-149.0625,210.9375,22,2
0.596142,21.0938,-149.0625,210.9375,19,2
0.598051,21.2695,-149.0625,210.9375,17,2
0.600134,21.2695,-149.0625,210.9375,21,2
0.602111,21.2695,-149.0625,210.9375,18,2
0.604086,21.4453,-149.0625,210.9375,16,2
0.606061,21.4453,-149.0625,210.9375,20,2
0.608131,21.4453,-149.0625,210.9375,18,2
0.610110,21.4453,-149.2383,210.7617,16,2
0.612086,21.6211,-149.2383,210.7617,15,2
0.614061,21.6211,-149.2383,210.7617,18,2
0.616131,21.6211,-149.2383,210.7617,17,2
0.618123,21.6211,-149.2383,210.7617,15,2
0.620067,21.7969,-149.2383,210.7617,14,2
0.622090,21.7969,-149.2383,210.7617,18,2
0.624067,21.7969,-149.2383,210.7617,16,2
0.626098,21.7969,-149.0625,210.9375,15,2
0.628077,21.7969,-149.0625,210.9375,13,2
0.630054,21.7969,-149.0625,210.9375,12,2
0.632125,21.7969,-149.0625,210.9375,11,2
0.634122,21.7969,-149.0625,210.9375,10,2
0.636092,21.7969,-149.0625,210.9375,10,2
0.638086,21.9727,-149.0625,210.9375,9,2
0.640077,21.9727,-149.0625,210.9375,14,2
0.642054,21.9727,-149.0625,210.9375,12,2
0.644136,21.9727,-148.8867,211.1133,12,2
0.646113,21.9727,-148.8867,211.1133,11,2
0.648091,21.9727,-148.8867,211.1133,10,2
0.650087,21.9727,-148.7109,211.2891,9,2
0.652077,21.9727,-148.7109,211.2891,9,2
0.654055,21.9727,-148.7109,211.2891,8,2
0.658484,21.9727,-148.5352,211.4648,8,2
0.658867,21.9727,-148.5352,211.4648,7,2
0.660088,21.9727,-148.5352,211.4648,7,2
0.662065,21.9727,-148.5352,211.4648,7,2
0.664140,21.9727,-148.5352,211.4648,6,2
0.666129,21.9727,-148.3594,211.6406,6,2
0.668104,21.9727,-148.3594,211.6406,6,2
0.670078,21.9727,-148.3594,211.6406,6,2
0.672054,21.9727,-148.3594,211.6406,6,2
0.674125,21.9727,-148.1836,211.8164,6,2
0.676097,21.9727,-148.1836,211.8164,5,2
0.678089,21.9727,-148.0078,211.9922,5,2
0.680089,21.9727,-148.0078,211.9922,5,2
0.682066,21.9727,-148.0078,211.9922,5,2
0.684139,21.9727,-148.0078,211.9922,5,2
0.686117,21.9727,-147.8320,212.1680,5,2
0.688106,21.9727,-147.8320,212.1680,5,2
0.690147,21.9727,-147.8320,212.1680,5,2
0.692135,21.9727,-147.6562,212.3438,5,2
0.694081,21.9727,-147.6562,212.3438,5,2
