attempt,t,pend_deg,mode,pwm,v_bus
1,0.103,-8.79,5,-78,0.000
1,0.396,14.77,5,78,0.000
1,0.716,-67.85,5,-78,0.000
1,1.009,82.62,5,75,0.000
1,1.330,20.04,5,78,0.000
1,1.625,-78.93,5,-79,0.000
1,1.925,64.16,5,75,0.000
1,2.254,31.82,5,17,0.000
1,2.547,-79.81,5,79,0.000
1,2.863,52.91,5,76,0.000
1,3.156,-3.52,5,-76,0.000
1,3.461,-27.95,5,79,0.000
1,3.781,4.39,5,33,0.000
1,4.105,-38.85,5,-77,0.000
1,4.395,53.09,5,74,0.000
1,4.694,-82.27,5,-79,0.000
1,5.034,1.58,5,71,0.000
1,5.341,59.24,5,75,0.000
1,5.620,-36.74,5,-75,0.000
1,5.941,2.64,5,72,0.000
1,6.259,-17.93,5,-69,0.000
1,6.547,44.82,5,-25,0.000
1,6.863,20.39,5,75,0.000
1,7.158,-43.95,5,-79,0.000
1,7.468,77.17,5,79,0.000
1,7.797,29.00,5,70,0.000
1,8.089,-59.24,5,75,0.000
1,8.380,69.78,5,40,0.000
1,8.712,34.28,5,39,0.000
1,8.999,-78.05,5,75,0.000
1,9.307,94.57,5,-8,0.000
1,9.635,19.16,5,-41,0.000
1,9.927,-69.96,5,76,0.000
1,10.257,92.64,5,-79,0.000
1,10.540,-83.85,5,-75,0.000
1,10.847,46.76,5,-49,0.000
1,11.150,-69.61,5,-40,0.000
1,11.463,34.45,5,-39,0.000
1,11.764,11.43,5,-55,0.000
1,12.092,-21.09,5,-49,0.000
1,12.392,-12.30,5,-39,0.000
1,12.687,7.38,5,-41,0.000
1,12.996,5.45,5,-45,0.000
1,13.300,-4.22,5,-44,0.000
1,13.602,-4.39,5,-43,0.000
1,13.910,-0.53,5,-43,0.000
1,14.248,-1.93,5,-43,0.000
1,14.521,-1.23,5,-43,0.000
1,14.864,-1.76,5,-43,0.000
1,15.169,-1.23,5,-43,0.000
1,15.481,-1.58,5,-43,0.000
1,15.764,-1.41,5,-43,0.000
1,16.068,-1.58,5,-43,0.000
1,16.383,-1.41,5,-43,0.000
1,16.674,-1.41,5,-43,0.000
1,16.979,-1.41,5,-43,0.000
1,17.285,-1.41,5,-43,0.000
1,17.607,-1.41,5,-43,0.000
1,17.905,-1.41,5,-43,0.000
1,18.230,-1.41,5,-43,0.000
1,18.518,-1.41,5,-43,0.000
1,18.824,-1.41,5,-43,0.000
1,19.171,-1.41,5,-43,0.000
1,19.438,-1.41,5,-43,0.000
1,19.778,-1.41,5,-43,0.000
1,20.054,-1.41,5,-43,0.000
1,20.377,-1.41,5,-43,0.000
1,20.673,-1.41,5,-43,0.000
1,20.984,-1.41,5,-43,0.000
1,21.292,-1.41,5,-43,0.000
1,21.608,-1.41,5,-43,0.000
1,21.902,-1.41,5,-43,0.000
1,22.222,-1.41,5,-43,0.000
1,22.520,-1.41,5,-43,0.000
1,22.832,-1.41,5,-43,0.000
1,23.128,-1.41,5,-43,0.000
1,23.444,-1.41,5,-43,0.000
1,23.742,-1.41,5,-43,0.000
1,24.080,-1.41,5,-43,0.000
1,24.363,-1.41,5,-43,0.000
1,24.715,-1.41,5,-43,0.000
1,24.993,-1.41,5,-43,0.000
1,25.287,-1.41,5,-43,0.000
1,25.610,-1.41,5,-43,0.000
1,25.915,-1.41,5,-43,0.000
1,26.194,-1.41,5,-43,0.000
1,26.505,-1.41,5,-43,0.000
1,26.837,-1.41,5,-43,0.000
1,27.144,-1.41,5,-43,0.000
1,27.452,-1.41,5,-43,0.000
1,27.738,-1.41,5,-43,0.000
1,28.059,-1.41,5,-43,0.000
1,28.367,-1.41,5,-43,0.000
1,28.665,-1.41,5,-43,0.000
1,28.956,-1.41,5,-43,0.000
1,29.291,-1.41,5,-43,0.000
1,29.574,-1.41,5,-43,0.000
1,29.822,-1.41,5,-43,0.000
2,0.024,-1.41,5,79,0.000
2,0.254,-3.69,5,-77,0.000
2,0.485,61.17,5,78,0.000
2,0.733,-126.74,4,24,0.000
2,0.960,26.72,4,24,0.000
3,0.054,13.36,5,79,0.000
3,0.281,-51.85,5,-76,0.000
3,0.549,98.44,5,78,0.000
3,0.777,-96.86,5,-75,0.000
3,1.021,-60.12,4,23,0.000
4,0.061,22.15,5,65,0.000
4,0.282,-68.03,5,-76,0.000
4,0.523,101.43,5,-15,0.000
4,0.751,-7.38,5,24,0.000
4,0.990,-97.38,5,-75,0.000
4,1.221,58.36,5,73,0.000
4,1.469,-54.32,5,-78,0.000
4,1.724,19.86,5,79,0.000
4,1.955,-13.54,5,-76,0.000
4,2.185,75.94,5,79,0.000
4,2.411,-76.29,5,-72,0.000
4,2.639,72.95,5,77,0.000
4,2.872,-44.82,5,-76,0.000
4,3.118,56.60,5,78,0.000
4,3.391,-54.32,5,-74,0.000
4,3.611,75.23,5,78,0.000
