t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,82.617,0.264,49
0.0839,5,89.648,-7.998,49
0.15,5,96.68,-22.764,49
0.2504,5,78.574,-30.146,-48
0.3493,5,59.59,-25.928,-49
0.4157,5,54.844,-24.697,-49
0.5026,5,78.398,-34.014,48
0.5773,5,110.566,-49.658,47
0.6561,5,115.84,-54.229,43
0.7209,5,95.625,-47.549,-47
0.7842,5,56.953,-28.916,-48
0.8513,5,37.969,-19.072,-49
0.9169,5,42.715,-15.908,49
0.9778,5,72.598,-24.346,49
1.0383,5,116.895,-42.451,47
1.1146,5,136.23,-48.779,47
1.1841,5,124.102,-47.549,-47
1.259,5,72.246,-25.576,-49
1.3357,5,26.895,-6.768,-49
1.3976,5,27.773,-0.967,49
1.4933,5,65.742,-10.986,49
1.5641,5,133.77,-38.408,48
1.6409,5,153.105,-43.682,47
1.7008,5,144.141,-46.143,-47
1.7726,5,90.527,-30.322,-48
1.8481,5,19.336,-3.955,-49
1.9359,5,3.691,0.088,-49
1.9975,5,17.93,2.549,49
2.0764,5,71.191,-12.217,49
2.1387,5,136.582,-37.705,48
2.2127,5,168.75,-43.857,-47
2.2841,4,158.379,-43.33,23
2.3579,4,118.828,-34.893,24
2.4198,4,37.441,-2.9,24
2.504,4,5.273,0.439,24
2.5689,4,5.449,-2.549,24
2.6388,4,42.363,-14.15,24
2.7079,4,118.125,-50.361,-42
2.7856,4,147.305,-56.865,-41
2.8511,4,145.195,-53.877,65
2.922,4,101.25,-44.912,66
3.0127,4,54.141,-37.178,67
3.0805,4,40.781,-52.119,65
3.1642,4,64.512,-91.318,58
3.2381,0,91.055,-123.838,0
