t_s,mode,alpha_deg,theta_deg,pwm
0.0,5,-2.637,2.725,-49
0.084,5,-8.438,9.932,-49
0.1569,5,-10.371,18.896,-49
0.2415,5,0.879,21.182,49
0.3083,5,19.16,14.678,49
0.3883,5,25.664,8.877,49
0.464,5,10.547,9.756,-49
0.5283,5,-26.367,22.939,-49
0.6142,5,-35.156,26.455,-49
0.6829,5,-16.523,20.83,49
0.7602,5,27.949,-1.494,49
0.8339,5,45.703,-12.041,49
0.9008,5,38.848,-16.963,-49
0.9996,5,-35.332,4.658,-49
1.0893,5,-55.02,9.053,-49
1.1512,5,-49.219,8.35,49
1.222,5,-1.582,-11.514,49
1.2959,5,49.395,-35.244,48
1.3744,5,63.105,-42.979,47
1.4436,5,45.176,-44.385,-47
1.5234,5,-39.727,-14.678,-49
1.6113,5,-69.609,-7.998,-49
1.68,5,-67.852,-5.713,49
1.7488,5,-36.211,-11.338,49
1.812,5,33.926,-41.396,48
1.8857,5,73.828,-51.592,46
1.9603,5,74.707,-53.701,19
2.0262,5,11.426,-36.475,-48
2.1318,5,-61.348,-6.416,-49
2.2096,5,-85.957,1.318,-49
2.3003,5,-66.445,5.186,49
2.3752,5,4.395,-17.139,49
2.4501,5,67.148,-37.529,48
2.5262,5,93.34,-41.748,47
2.6041,5,77.344,-44.561,-47
2.6668,5,16.875,-29.092,-48
2.7476,5,-67.852,3.779,-49
2.8323,5,-98.262,8.877,-49
2.9019,5,-92.988,13.975,49
2.9672,5,-50.625,12.041,49
3.0392,5,32.52,-21.533,49
3.1099,5,96.504,-34.365,48
3.1982,5,107.402,-37.881,48
3.2669,5,84.902,-44.033,-47
3.3357,5,30.059,-35.42,-48
3.4024,5,-52.559,-2.549,-49
3.4672,5,-98.965,3.076,-49
3.535,5,-113.906,5.361,-49
3.6139,5,-91.23,10.986,49
3.6797,5,-25.137,-2.373,49
3.757,5,70.137,-39.463,48
3.8378,5,109.512,-43.506,47
3.9047,5,118.828,-47.373,47
3.9659,5,98.789,-55.107,-46
4.0373,5,48.516,-52.295,-46
4.1001,5,-33.926,-18.896,-49
4.162,5,-90.879,-7.471,-49
4.2258,5,-122.344,-6.416,-49
4.2983,5,-119.707,-0.439,49
4.377,5,-53.437,1.846,49
4.4717,5,64.16,-42.451,47
4.5703,5,117.07,-46.143,47
4.6451,5,126.387,-51.24,-46
4.7474,5,72.246,-57.744,-46
4.845,5,-11.426,-26.982,-48
4.9179,5,-106.523,-2.9,-49
5.0156,5,-130.957,0.615,-49
5.0944,5,-117.422,12.393,49
5.1652,5,-52.734,15.205,49
5.2765,5,70.664,-27.686,49
5.345,5,117.773,-29.268,48
5.4105,5,136.934,-31.201,48
5.4976,5,116.719,-45.088,-47
5.5724,5,59.59,-46.67,-47
5.6482,5,-22.676,-14.854,-49
5.7115,5,-100.195,1.318,-49
5.7893,5,-134.121,1.143,-49
5.8781,5,-130.43,11.338,49
5.9459,5,-89.473,20.303,49
6.0357,5,6.328,-7.646,49
6.1132,5,93.691,-31.729,48
6.1959,5,135.352,-32.256,48
6.2647,5,137.988,-42.451,5
6.342,5,109.16,-55.459,-46
6.4188,5,35.332,-49.307,-47
6.5061,5,-72.07,-9.756,-49
6.5814,5,-131.484,-8.701,-49
6.6721,5,-142.207,-4.658,-49
